latitude,longitude,altitude,geometry,coordinates,uuid,name,restriction
,,,MultiPolygon,"127.01317164880014,37.52259182651724,127.01293229387471,37.522750776447694,127.01306924921995,37.52265982568028,127.01311904079898,37.522626763283384,127.01317164880014,37.52259182651724",1,서초구,해당없음

