area_use,area_supply,rooms,households,uuid,restrooms,space,management_fee_summer,area_supply_pyeong,floor_plan_url,management_fee_winter,management_fee_year,entrance,apartment_uuid
84.97,114.1,3,91,apartmenttype_318,2,114B㎡,327104.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=111703&ptpId=5,294102.0,297832.0,계단식,apartment_1165010604
84.98,112.34,3,22,apartmenttype_319,2,112D㎡,327143.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=111703&ptpId=11,294137.0,297867.0,계단식,apartment_1165010604
98.45,126.47,4,52,apartmenttype_320,2,126㎡,378998.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=111703&ptpId=8,340760.0,345081.0,계단식,apartment_1165010604
114.94,150.53,4,96,apartmenttype_321,2,150㎡,442478.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=111703&ptpId=9,397835.0,402881.0,계단식,apartment_1165010604
153.98,203.13,6,6,apartmenttype_322,3,203㎡,592768.0,61,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=111703&ptpId=10,532963.0,539722.0,계단식,apartment_1165010604
84.78,107.46,3,92,apartmenttype_323,2,107㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3416&ptpId=1,nan,nan,계단식,apartment_1165010605
116.42,146.22,4,15,apartmenttype_324,2,146㎡,nan,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3416&ptpId=2,nan,nan,계단식,apartment_1165010605
27.07,39.6,1,30,apartmenttype_325,1,39㎡,77630.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3415&ptpId=1,99576.0,91501.0,복도식,apartment_1165010606
28.87,41.89,1,4,apartmenttype_326,1,41㎡,82792.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3415&ptpId=2,106198.0,97585.0,복도식,apartment_1165010606
34.72,49.98,1,40,apartmenttype_327,1,49B㎡,99568.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3415&ptpId=4,127717.0,117359.0,복도식,apartment_1165010606
35.38,51.0,1,83,apartmenttype_328,1,51A㎡,101461.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3415&ptpId=3,130145.0,119590.0,복도식,apartment_1165010606
49.06,69.65,2,11,apartmenttype_329,1,69㎡,140691.0,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3415&ptpId=5,180466.0,165831.0,복도식,apartment_1165010606
50.64,55.63,2,156,apartmenttype_330,1,55㎡,nan,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=523&ptpId=1,nan,nan,복도식,apartment_1165010607
111.75,122.74,3,26,apartmenttype_331,1,122㎡,nan,37,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=523&ptpId=2,nan,nan,복도식,apartment_1165010607
76.68,94.84,3,30,apartmenttype_332,1,94㎡,227664.0,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=541&ptpId=1,321378.0,254683.0,계단식,apartment_1165010608
84.53,103.75,3,420,apartmenttype_333,2,103㎡,250971.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=541&ptpId=2,354279.0,280756.0,계단식,apartment_1165010608
106.15,140.41,4,144,apartmenttype_334,2,140㎡,348451.0,42,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=2996&ptpId=1,441125.0,375109.0,계단식,apartment_1165010609
123.6,162.59,4,6,apartmenttype_335,2,162㎡,405733.0,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=2996&ptpId=2,513641.0,436773.0,계단식,apartment_1165010609
133.41,171.98,5,100,apartmenttype_336,2,171㎡,437935.0,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=2996&ptpId=3,554408.0,471440.0,계단식,apartment_1165010609
151.11,193.84,5,6,apartmenttype_337,2,193㎡,496038.0,58,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=2996&ptpId=4,627964.0,533987.0,계단식,apartment_1165010609
109.56,128.98,4,80,apartmenttype_338,2,128A㎡,307725.0,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8502&ptpId=1,395468.0,328462.0,계단식,apartment_1165010610
110.11,129.34,4,50,apartmenttype_339,2,129B㎡,309270.0,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8502&ptpId=4,397453.0,330111.0,계단식,apartment_1165010610
132.16,153.85,4,159,apartmenttype_340,2,153A㎡,371203.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8502&ptpId=2,477045.0,396218.0,계단식,apartment_1165010610
132.78,152.49,4,54,apartmenttype_341,2,152B㎡,372944.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8502&ptpId=5,479283.0,398076.0,계단식,apartment_1165010610
148.86,168.28,4,85,apartmenttype_342,2,168㎡,418109.0,50,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8502&ptpId=3,537325.0,446285.0,계단식,apartment_1165010610
55.45,59.35,2,143,apartmenttype_343,1,59A㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=308&ptpId=1,nan,nan,복도식,apartment_1165010611
56.2,59.36,2,13,apartmenttype_344,1,59B㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=308&ptpId=4,nan,nan,계단식,apartment_1165010611
75.79,81.28,3,88,apartmenttype_345,1,81A㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=308&ptpId=2,nan,nan,복도식,apartment_1165010611
76.4,81.28,3,8,apartmenttype_346,1,81B㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=308&ptpId=5,nan,nan,계단식,apartment_1165010611
105.36,114.1,3,66,apartmenttype_347,1,114A㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=308&ptpId=3,nan,nan,복도식,apartment_1165010611
106.19,114.1,3,6,apartmenttype_348,1,114B㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=308&ptpId=6,nan,nan,계단식,apartment_1165010611
84.38,101.05,3,19,apartmenttype_349,2,101A㎡,224266.0,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=542&ptpId=2,343660.0,273241.0,계단식,apartment_1165010612
84.69,102.99,3,18,apartmenttype_350,2,102B㎡,225089.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=542&ptpId=3,344922.0,274245.0,계단식,apartment_1165010612
84.83,103.17,3,131,apartmenttype_351,2,103C㎡,225462.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=542&ptpId=4,345493.0,274698.0,계단식,apartment_1165010612
84.9,102.47,3,120,apartmenttype_352,2,102D㎡,225648.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=542&ptpId=1,345778.0,274925.0,계단식,apartment_1165010612
84.87,103.77,3,238,apartmenttype_353,2,103㎡,268129.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=545&ptpId=1,360265.0,294605.0,계단식,apartment_1165010614
66.29,89.35,3,150,apartmenttype_354,1,89㎡,204883.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=511&ptpId=1,285777.0,229590.0,복도식,apartment_1165010615
84.53,101.08,3,210,apartmenttype_355,2,101㎡,261258.0,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=511&ptpId=2,364410.0,292762.0,계단식,apartment_1165010615
57.33,76.94,3,84,apartmenttype_356,1,76㎡,171585.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=515&ptpId=1,157493.0,158294.0,계단식,apartment_1165010616
78.89,103.15,3,1,apartmenttype_357,2,103㎡,236113.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=515&ptpId=3,216721.0,217823.0,계단식,apartment_1165010616
81.37,105.84,3,16,apartmenttype_358,2,105㎡,243536.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=515&ptpId=4,223534.0,224671.0,계단식,apartment_1165010616
84.33,109.7,3,16,apartmenttype_359,2,109A㎡,252395.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=515&ptpId=2,231665.0,232843.0,계단식,apartment_1165010616
84.85,108.66,3,49,apartmenttype_360,2,108B㎡,253951.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=515&ptpId=5,233094.0,234279.0,계단식,apartment_1165010616
52.32,57.58,2,308,apartmenttype_361,1,57㎡,139719.0,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8149&ptpId=1,193874.0,156399.0,복도식,apartment_1165010617
83.12,91.49,3,88,apartmenttype_362,1,91㎡,221971.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8149&ptpId=2,308004.0,248469.0,복도식,apartment_1165010617
53.46,58.06,2,132,apartmenttype_363,1,58㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=530&ptpId=1,nan,nan,복도식,apartment_1165010618
84.49,118.82,3,24,apartmenttype_364,1,118㎡,nan,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=530&ptpId=2,nan,nan,복도식,apartment_1165010618
84.52,94.42,3,540,apartmenttype_365,2,94㎡,294293.0,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=517&ptpId=1,388311.0,321450.0,계단식,apartment_1165010619
84.97,101.34,3,41,apartmenttype_366,2,101㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3413&ptpId=1,nan,nan,계단식,apartment_1165010620
140.36,166.07,4,76,apartmenttype_367,2,166㎡,nan,50,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3413&ptpId=2,nan,nan,계단식,apartment_1165010620
53.88,57.64,2,588,apartmenttype_368,1,57㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=519&ptpId=1,nan,nan,복도식,apartment_1165010621
76.32,81.69,3,288,apartmenttype_369,1,81㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=519&ptpId=2,nan,nan,복도식,apartment_1165010621
80.4,87.74,3,55,apartmenttype_370,1,87A㎡,nan,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=4,nan,nan,복도식,apartment_1165010622
82.09,89.55,3,4,apartmenttype_371,1,89B㎡,nan,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=1,nan,nan,복도식,apartment_1165010622
82.1,89.58,3,1,apartmenttype_372,1,89C㎡,nan,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=5,nan,nan,복도식,apartment_1165010622
108.09,117.84,3,33,apartmenttype_373,1,117㎡,nan,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=2,nan,nan,복도식,apartment_1165010622
110.91,120.85,3,3,apartmenttype_374,1,120㎡,nan,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=6,nan,nan,복도식,apartment_1165010622
143.77,160.61,4,109,apartmenttype_375,2,160㎡,nan,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=7,nan,nan,복도식,apartment_1165010622
143.79,160.63,4,1,apartmenttype_376,2,160㎡,nan,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=3,nan,nan,계단식,apartment_1165010622
145.37,162.35,4,8,apartmenttype_377,2,162A㎡,nan,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=8,nan,nan,계단식,apartment_1165010622
145.39,162.37,4,2,apartmenttype_378,2,162B㎡,nan,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=876&ptpId=9,nan,nan,계단식,apartment_1165010622
76.4,82.34,3,196,apartmenttype_379,1,82A㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=1,nan,nan,복도식,apartment_1165010623
77.11,83.05,3,13,apartmenttype_380,1,83B㎡,nan,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=4,nan,nan,복도식,apartment_1165010623
78.7,84.45,3,5,apartmenttype_381,1,84㎡,nan,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=6,nan,nan,복도식,apartment_1165010623
110.42,118.78,4,80,apartmenttype_382,1,118B㎡,nan,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=5,nan,nan,복도식,apartment_1165010623
111.58,119.94,4,8,apartmenttype_383,1,119A㎡,nan,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=7,nan,nan,복도식,apartment_1165010623
141.53,153.36,4,88,apartmenttype_384,2,153㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=3,nan,nan,복도식,apartment_1165010623
143.03,154.86,4,8,apartmenttype_385,2,154㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=520&ptpId=8,nan,nan,복도식,apartment_1165010623
117.07,129.25,4,76,apartmenttype_386,2,129㎡,nan,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=526&ptpId=1,nan,nan,계단식,apartment_1165010624
129.47,145.37,4,32,apartmenttype_387,2,145㎡,nan,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=526&ptpId=2,nan,nan,계단식,apartment_1165010624
59.56,73.43,3,67,apartmenttype_388,1,73㎡,nan,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=546&ptpId=1,nan,nan,복도식,apartment_1165010625
84.51,104.19,3,13,apartmenttype_389,2,104A㎡,nan,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=546&ptpId=3,nan,nan,계단식,apartment_1165010625
84.52,104.2,3,33,apartmenttype_390,2,104B㎡,nan,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=546&ptpId=2,nan,nan,계단식,apartment_1165010625
52.74,56.43,2,462,apartmenttype_391,1,56B㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=536&ptpId=3,nan,nan,복도식,apartment_1165010626
53.06,56.75,2,42,apartmenttype_392,1,56A㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=536&ptpId=1,nan,nan,복도식,apartment_1165010626
54.8,58.6,2,88,apartmenttype_393,1,58C㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=536&ptpId=4,nan,nan,복도식,apartment_1165010626
55.17,58.97,2,8,apartmenttype_394,1,58D㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=536&ptpId=5,nan,nan,복도식,apartment_1165010626
141.53,153.36,4,242,apartmenttype_395,2,153A㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=536&ptpId=2,nan,nan,계단식,apartment_1165010626
143.03,154.86,4,22,apartmenttype_396,2,154B㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=536&ptpId=6,nan,nan,계단식,apartment_1165010626
63.94,79.93,3,30,apartmenttype_397,1,79㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3527&ptpId=1,nan,nan,계단식,apartment_1165010627
72.99,91.26,3,3,apartmenttype_398,1,91㎡,nan,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3527&ptpId=3,nan,nan,계단식,apartment_1165010627
78.39,98.02,3,77,apartmenttype_399,2,98㎡,nan,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3527&ptpId=2,nan,nan,계단식,apartment_1165010627
75.95,81.28,3,286,apartmenttype_400,1,81㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=537&ptpId=1,nan,nan,복도식,apartment_1165010628
84.75,98.87,3,195,apartmenttype_401,2,98A㎡,nan,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=512&ptpId=1,nan,nan,계단식,apartment_1165010629
84.87,99.06,3,30,apartmenttype_402,2,99B㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=512&ptpId=2,nan,nan,계단식,apartment_1165010629
84.95,99.14,3,15,apartmenttype_403,2,99C㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=512&ptpId=3,nan,nan,계단식,apartment_1165010629
143.95,155.6,4,112,apartmenttype_404,2,155㎡,nan,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3525&ptpId=1,nan,nan,계단식,apartment_1165010630
84.49,113.97,3,91,apartmenttype_405,1,113㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3526&ptpId=1,nan,nan,복도식,apartment_1165010631
117.06,126.22,4,78,apartmenttype_406,2,126㎡,nan,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3526&ptpId=2,nan,nan,복도식,apartment_1165010631
80.25,88.42,3,50,apartmenttype_407,1,88A㎡,216928.0,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=4,294978.0,239769.0,계단식,apartment_1165010632
81.0,89.36,3,18,apartmenttype_408,1,89B㎡,218956.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=1,297735.0,242010.0,복도식,apartment_1165010632
81.01,89.18,3,5,apartmenttype_409,1,89C㎡,218983.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=5,297772.0,242040.0,계단식,apartment_1165010632
81.88,90.24,3,2,apartmenttype_410,1,90D㎡,221334.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=6,300970.0,244639.0,계단식,apartment_1165010632
82.42,90.78,3,2,apartmenttype_411,1,90E㎡,222794.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=7,302955.0,246253.0,계단식,apartment_1165010632
107.01,117.89,3,70,apartmenttype_412,1,117A㎡,289265.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=8,393341.0,319722.0,계단식,apartment_1165010632
107.93,119.01,3,71,apartmenttype_413,1,119B㎡,291752.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=2,396723.0,322471.0,복도식,apartment_1165010632
108.01,118.89,3,7,apartmenttype_414,1,118C㎡,291968.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=9,397017.0,322710.0,계단식,apartment_1165010632
109.06,120.14,3,8,apartmenttype_415,1,120D㎡,294806.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=10,400877.0,325847.0,계단식,apartment_1165010632
109.88,120.96,3,9,apartmenttype_416,1,120㎡,297023.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=524&ptpId=3,403891.0,328297.0,계단식,apartment_1165010632
59.55,80.09,3,16,apartmenttype_417,1,80A㎡,180776.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=518&ptpId=1,167415.0,169844.0,계단식,apartment_1165010633
59.91,80.55,3,120,apartmenttype_418,1,80B㎡,181868.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=518&ptpId=3,168427.0,170870.0,계단식,apartment_1165010633
84.84,109.64,3,18,apartmenttype_419,2,109A㎡,257548.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=518&ptpId=4,238514.0,241973.0,계단식,apartment_1165010633
84.86,109.65,3,193,apartmenttype_420,2,109B㎡,257608.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=518&ptpId=2,238570.0,242031.0,계단식,apartment_1165010633
81.05,90.37,3,78,apartmenttype_421,2,90A㎡,279658.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=539&ptpId=2,364464.0,302768.0,계단식,apartment_1165010634
81.23,90.43,3,119,apartmenttype_422,2,90B㎡,280279.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=539&ptpId=3,365274.0,303440.0,계단식,apartment_1165010634
84.56,93.78,3,11,apartmenttype_423,2,93C㎡,291770.0,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=539&ptpId=1,380248.0,315879.0,계단식,apartment_1165010634
107.29,116.4,4,130,apartmenttype_424,1,116㎡,295920.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=535&ptpId=1,487861.0,371843.0,복도식,apartment_1165010635
112.25,121.86,4,30,apartmenttype_425,1,121㎡,309600.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=535&ptpId=3,510414.0,389034.0,복합식,apartment_1165010635
140.04,153.62,4,160,apartmenttype_426,2,153㎡,386249.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=535&ptpId=2,636779.0,485348.0,계단식,apartment_1165010635
104.02,112.73,3,22,apartmenttype_427,1,112㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=527&ptpId=6,nan,nan,계단식,apartment_1165010636
105.57,114.41,3,2,apartmenttype_428,1,114㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=527&ptpId=1,nan,nan,계단식,apartment_1165010636
117.15,126.96,4,88,apartmenttype_429,2,126A㎡,nan,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=527&ptpId=2,nan,nan,계단식,apartment_1165010636
117.16,126.97,4,11,apartmenttype_430,2,126B㎡,nan,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=527&ptpId=3,nan,nan,계단식,apartment_1165010636
118.89,128.87,4,8,apartmenttype_431,2,128A㎡,nan,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=527&ptpId=4,nan,nan,계단식,apartment_1165010636
118.9,128.88,4,1,apartmenttype_432,2,128B㎡,nan,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=527&ptpId=5,nan,nan,계단식,apartment_1165010636
84.89,96.5,3,150,apartmenttype_433,2,96㎡,264685.0,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=538&ptpId=1,387750.0,310887.0,계단식,apartment_1165010637
96.48,103.57,3,220,apartmenttype_434,1,103A㎡,231426.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=5,334668.0,264396.0,복도식,apartment_1165010638
96.78,103.87,3,20,apartmenttype_435,1,103B㎡,232146.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=6,335708.0,265218.0,복도식,apartment_1165010638
100.11,108.55,3,288,apartmenttype_436,1,108㎡,240133.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=1,347259.0,274344.0,복도식,apartment_1165010638
105.44,113.14,4,99,apartmenttype_437,1,113A㎡,252918.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=7,365748.0,288950.0,복도식,apartment_1165010638
105.77,113.47,4,9,apartmenttype_438,1,113B㎡,253709.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=8,366892.0,289855.0,복도식,apartment_1165010638
105.89,113.78,4,154,apartmenttype_439,1,113C㎡,253998.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=2,367309.0,290184.0,복도식,apartment_1165010638
106.31,114.2,4,14,apartmenttype_440,1,114A㎡,255005.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=9,368766.0,291334.0,복도식,apartment_1165010638
107.39,115.23,4,88,apartmenttype_441,1,115B㎡,257595.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=10,372512.0,294294.0,복도식,apartment_1165010638
108.42,116.26,4,8,apartmenttype_442,1,116C㎡,260066.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=11,376085.0,297117.0,복도식,apartment_1165010638
137.1,149.53,4,216,apartmenttype_443,2,149㎡,328861.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=3,475569.0,375712.0,계단식,apartment_1165010638
155.0,168.64,5,96,apartmenttype_444,2,168㎡,371797.0,51,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=532&ptpId=4,537661.0,424766.0,계단식,apartment_1165010638
59.85,80.07,3,39,apartmenttype_445,1,80㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1168&ptpId=1,nan,nan,계단식,apartment_1165010639
84.54,113.1,3,86,apartmenttype_446,2,113㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1168&ptpId=2,nan,nan,계단식,apartment_1165010639
59.4,83.77,2,18,apartmenttype_447,1,83㎡,184760.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=10,251250.0,203637.0,복도식,apartment_1165010640
59.81,84.91,2,83,apartmenttype_448,1,84㎡,186035.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=1,252984.0,205043.0,복도식,apartment_1165010640
66.02,94.19,2,4,apartmenttype_449,1,94㎡,205351.0,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=11,279251.0,226332.0,계단식,apartment_1165010640
68.09,97.14,3,5,apartmenttype_450,1,97㎡,211789.0,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=2,288007.0,233429.0,계단식,apartment_1165010640
74.3,106.0,3,2,apartmenttype_451,2,106A㎡,231105.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=12,314273.0,254718.0,계단식,apartment_1165010640
84.93,106.91,3,84,apartmenttype_452,2,106B㎡,264169.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=13,359236.0,291160.0,계단식,apartment_1165010640
92.04,115.87,3,6,apartmenttype_453,2,115㎡,286284.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=3,389310.0,315535.0,계단식,apartment_1165010640
96.72,121.76,3,6,apartmenttype_454,2,121㎡,300841.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=4,409105.0,331579.0,계단식,apartment_1165010640
104.1,131.05,4,6,apartmenttype_455,2,131㎡,323796.0,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=5,440322.0,356879.0,계단식,apartment_1165010640
131.04,158.42,4,2,apartmenttype_456,2,158A㎡,407591.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=7,554272.0,449236.0,계단식,apartment_1165010640
131.87,159.43,4,2,apartmenttype_457,2,159B㎡,410173.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=8,557783.0,452081.0,계단식,apartment_1165010640
131.88,159.44,4,30,apartmenttype_458,2,159C㎡,410204.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=6,557825.0,452116.0,계단식,apartment_1165010640
131.99,159.58,4,2,apartmenttype_459,2,159D㎡,410546.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=9,558290.0,452493.0,계단식,apartment_1165010640
23.7,34.79,1,39,apartmenttype_460,1,34㎡,88317.0,10,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=1,84128.0,85558.0,복도식,apartment_1165010641
30.18,44.28,1,52,apartmenttype_461,1,44B㎡,112465.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=3,107131.0,108951.0,복도식,apartment_1165010641
30.9,45.35,1,28,apartmenttype_462,1,45A㎡,115148.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=2,109687.0,111551.0,복도식,apartment_1165010641
34.23,50.25,2,13,apartmenttype_463,1,50㎡,127557.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=4,121507.0,123572.0,복도식,apartment_1165010641
37.38,54.89,2,27,apartmenttype_464,1,54A㎡,139295.0,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=5,132689.0,134944.0,복도식,apartment_1165010641
