area_use,area_supply,rooms,households,uuid,restrooms,space,management_fee_summer,area_supply_pyeong,floor_plan_url,management_fee_winter,management_fee_year,entrance,apartment_uuid
59.97,88.47,3,58,apartmenttype_994,2,88A㎡,nan,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109213&ptpId=2,nan,nan,계단식,apartment_1165010834
59.52,84.96,2,84,apartmenttype_995,2,84㎡,135728.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1167&ptpId=1,136910.0,138395.0,계단식,apartment_1165010835
99.06,126.18,4,40,apartmenttype_996,2,126A㎡,225894.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1167&ptpId=2,227861.0,230333.0,계단식,apartment_1165010835
99.09,126.22,4,70,apartmenttype_997,2,126B㎡,225962.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1167&ptpId=4,227930.0,230403.0,계단식,apartment_1165010835
110.59,140.87,4,70,apartmenttype_998,2,140㎡,252186.0,42,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1167&ptpId=3,254382.0,257142.0,계단식,apartment_1165010835
84.67,107.2,3,43,apartmenttype_999,2,107㎡,196274.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11661&ptpId=1,185994.0,190368.0,계단식,apartment_1165010836
94.6,123.48,3,8,apartmenttype_1000,2,123㎡,219309.0,37,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11661&ptpId=2,207823.0,212710.0,계단식,apartment_1165010836
102.42,134.77,4,10,apartmenttype_1001,2,134㎡,237436.0,40,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11661&ptpId=3,225001.0,230292.0,계단식,apartment_1165010836
116.74,146.92,4,75,apartmenttype_1002,2,146A㎡,270627.0,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11661&ptpId=4,256453.0,262485.0,계단식,apartment_1165010836
119.05,152.78,4,3,apartmenttype_1003,3,152㎡,275982.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11661&ptpId=6,261527.0,267678.0,계단식,apartment_1165010836
123.11,146.23,4,20,apartmenttype_1004,2,146B㎡,285400.0,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11661&ptpId=5,270452.0,276813.0,계단식,apartment_1165010836
42.55,56.21,1,30,apartmenttype_1005,1,56㎡,nan,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3518&ptpId=1,nan,nan,복도식,apartment_1165010837
47.87,63.24,1,17,apartmenttype_1006,1,63㎡,nan,19,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3518&ptpId=2,nan,nan,복도식,apartment_1165010837
84.86,112.11,3,30,apartmenttype_1007,2,112㎡,nan,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3518&ptpId=3,nan,nan,계단식,apartment_1165010837
126.29,166.85,4,26,apartmenttype_1008,2,166㎡,nan,50,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3518&ptpId=4,nan,nan,복도식,apartment_1165010837
136.25,156.01,4,174,apartmenttype_1009,2,156㎡,564743.0,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12476&ptpId=1,645137.0,561064.0,계단식,apartment_1165010838
144.31,181.1,4,56,apartmenttype_1010,2,181㎡,919324.0,54,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=27300&ptpId=1,792012.0,819104.0,계단식,apartment_1165010839
165.57,207.48,4,104,apartmenttype_1011,2,207㎡,1054746.0,62,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=27300&ptpId=2,908680.0,939763.0,계단식,apartment_1165010839
267.1,336.7,4,4,apartmenttype_1012,2,336㎡,1701512.0,102,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=27300&ptpId=3,1465879.0,1516022.0,계단식,apartment_1165010839
36.66,48.96,1,154,apartmenttype_1013,1,48S㎡,159399.0,14,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12234&ptpId=2,136356.0,140879.0,복도식,apartment_1165010840
43.2,57.68,1,66,apartmenttype_1014,1,57㎡,187835.0,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12234&ptpId=3,160682.0,166011.0,복도식,apartment_1165010840
45.96,61.38,1,66,apartmenttype_1015,1,61E㎡,199835.0,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12234&ptpId=4,170948.0,176617.0,복도식,apartment_1165010840
50.77,67.79,2,22,apartmenttype_1016,1,67㎡,220749.0,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12234&ptpId=6,188838.0,195101.0,복도식,apartment_1165010840
58.48,78.09,2,22,apartmenttype_1017,1,78㎡,254272.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12234&ptpId=7,217515.0,224729.0,복도식,apartment_1165010840
62.85,81.94,3,2,apartmenttype_1018,2,81㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=1,nan,nan,계단식,apartment_1165010841
78.45,96.5,3,1,apartmenttype_1019,2,96㎡,nan,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=2,nan,nan,계단식,apartment_1165010841
84.99,106.8,3,27,apartmenttype_1020,2,106㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=3,nan,nan,계단식,apartment_1165010841
109.29,131.09,4,1,apartmenttype_1021,2,131㎡,nan,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=4,nan,nan,계단식,apartment_1165010841
116.72,142.62,4,1,apartmenttype_1022,1,142A㎡,nan,43,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=5,nan,nan,계단식,apartment_1165010841
117.87,143.28,4,3,apartmenttype_1023,2,143B㎡,nan,43,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=7,nan,nan,계단식,apartment_1165010841
123.75,150.85,4,10,apartmenttype_1024,2,150B㎡,nan,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=8,nan,nan,계단식,apartment_1165010841
125.79,151.21,4,80,apartmenttype_1025,2,151A㎡,nan,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=6,nan,nan,계단식,apartment_1165010841
126.52,152.02,4,7,apartmenttype_1026,2,152C㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=9,nan,nan,계단식,apartment_1165010841
18.34,32.22,1,19,apartmenttype_1027,1,32A㎡,nan,9,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=1,nan,nan,계단식,apartment_1165010842
19.27,34.34,1,6,apartmenttype_1028,1,34B㎡,nan,10,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=2,nan,nan,계단식,apartment_1165010842
20.66,35.73,1,30,apartmenttype_1029,1,35A㎡,nan,10,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=3,nan,nan,계단식,apartment_1165010842
21.01,37.19,1,1,apartmenttype_1030,1,37B㎡,nan,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=6,nan,nan,계단식,apartment_1165010842
21.19,36.96,1,6,apartmenttype_1031,1,36C㎡,nan,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=4,nan,nan,계단식,apartment_1165010842
21.49,37.36,1,4,apartmenttype_1032,1,37D㎡,nan,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=5,nan,nan,계단식,apartment_1165010842
26.04,44.65,1,6,apartmenttype_1033,1,44㎡,nan,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=8,nan,nan,계단식,apartment_1165010842
26.11,43.14,1,6,apartmenttype_1034,1,43㎡,nan,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=7,nan,nan,계단식,apartment_1165010842
31.62,54.23,2,6,apartmenttype_1035,1,54㎡,nan,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=9,nan,nan,계단식,apartment_1165010842
32.1,54.58,2,16,apartmenttype_1036,1,54A㎡,nan,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=10,nan,nan,계단식,apartment_1165010842
32.58,54.58,2,2,apartmenttype_1037,1,54B㎡,nan,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=11,nan,nan,계단식,apartment_1165010842
84.89,108.06,3,16,apartmenttype_1038,2,108B㎡,238689.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=2,378378.0,281320.0,계단식,apartment_1165010843
84.97,108.16,3,123,apartmenttype_1039,2,108A㎡,238914.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=1,378735.0,281585.0,계단식,apartment_1165010843
121.66,154.86,4,128,apartmenttype_1040,2,154㎡,342077.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=3,542272.0,403174.0,계단식,apartment_1165010843
150.25,191.27,4,32,apartmenttype_1041,2,191㎡,422465.0,57,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=4,669706.0,497920.0,계단식,apartment_1165010843
71.1,92.08,3,64,apartmenttype_1042,1,92㎡,264936.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=485&ptpId=1,336901.0,289604.0,복도식,apartment_1165010844
84.96,103.18,3,102,apartmenttype_1043,2,103㎡,316581.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=485&ptpId=2,402575.0,346058.0,계단식,apartment_1165010844
53.01,72.72,2,60,apartmenttype_1044,1,72㎡,170640.0,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=1,220181.0,185633.0,복도식,apartment_1165010845
54.45,75.02,2,45,apartmenttype_1045,1,75A㎡,175275.0,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=2,226163.0,190675.0,복도식,apartment_1165010845
59.4,77.01,3,15,apartmenttype_1046,1,77B㎡,191209.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=3,246723.0,208009.0,계단식,apartment_1165010845
63.45,87.41,2,8,apartmenttype_1047,1,87㎡,204246.0,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=4,263545.0,222192.0,복도식,apartment_1165010845
84.69,110.23,3,16,apartmenttype_1048,2,110C㎡,272618.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=7,351767.0,296571.0,계단식,apartment_1165010845
84.78,110.36,3,64,apartmenttype_1049,2,110A㎡,272908.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=5,352141.0,296886.0,계단식,apartment_1165010845
84.81,110.42,3,16,apartmenttype_1050,2,110B㎡,273004.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=6,352265.0,296991.0,계단식,apartment_1165010845
84.99,110.64,3,1,apartmenttype_1051,2,110D㎡,273583.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=8,353013.0,297621.0,계단식,apartment_1165010845
114.84,144.29,4,74,apartmenttype_1052,2,144㎡,369671.0,43,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=9,476998.0,402151.0,계단식,apartment_1165010845
25.98,33.21,1,1,apartmenttype_1053,1,33㎡,103233.0,10,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=1,95354.0,96779.0,복도식,apartment_1165010846
29.76,38.04,1,6,apartmenttype_1054,1,38A㎡,118253.0,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=2,109228.0,110860.0,복도식,apartment_1165010846
30.66,39.19,1,2,apartmenttype_1055,1,39B㎡,121830.0,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=20,112531.0,114213.0,복도식,apartment_1165010846
31.86,40.72,1,1,apartmenttype_1056,1,40A㎡,126598.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=21,116936.0,118683.0,복도식,apartment_1165010846
32.74,41.85,1,7,apartmenttype_1057,1,41B㎡,130095.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=3,120166.0,121961.0,복도식,apartment_1165010846
33.54,42.88,1,15,apartmenttype_1058,1,42C㎡,133273.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=4,123102.0,124941.0,복도식,apartment_1165010846
34.02,43.48,1,1,apartmenttype_1059,1,43A㎡,135181.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=22,124864.0,126729.0,복도식,apartment_1165010846
35.02,44.76,1,2,apartmenttype_1060,1,44B㎡,139155.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=23,128534.0,130455.0,복도식,apartment_1165010846
36.46,46.61,1,2,apartmenttype_1061,1,46A㎡,144876.0,14,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=24,133819.0,135819.0,복도식,apartment_1165010846
36.48,46.63,1,7,apartmenttype_1062,1,46B㎡,144956.0,14,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=5,133893.0,135893.0,복도식,apartment_1165010846
39.9,51.0,1,1,apartmenttype_1063,1,51A㎡,158545.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=6,146445.0,148633.0,복도식,apartment_1165010846
40.26,51.46,1,20,apartmenttype_1064,1,51B㎡,159976.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=7,147766.0,149974.0,복도식,apartment_1165010846
41.7,53.3,1,1,apartmenttype_1065,1,53A㎡,165698.0,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=25,153052.0,155339.0,복도식,apartment_1165010846
41.94,53.61,1,6,apartmenttype_1066,1,53B㎡,166652.0,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=26,153932.0,156233.0,복도식,apartment_1165010846
42.16,53.89,1,2,apartmenttype_1067,1,53C㎡,167526.0,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=27,154740.0,157052.0,복도식,apartment_1165010846
42.21,53.97,1,4,apartmenttype_1068,1,53D㎡,167724.0,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=28,154924.0,157238.0,복도식,apartment_1165010846
45.1,57.66,1,2,apartmenttype_1069,1,57A㎡,179208.0,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=8,165531.0,168004.0,복도식,apartment_1165010846
45.72,58.44,1,28,apartmenttype_1070,1,58B㎡,181671.0,17,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=9,167806.0,170314.0,복도식,apartment_1165010846
48.2,61.62,1,2,apartmenttype_1071,1,61A㎡,191526.0,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=10,176909.0,179552.0,복도식,apartment_1165010846
48.96,62.58,1,12,apartmenttype_1072,1,62B㎡,194546.0,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=11,179698.0,182383.0,복도식,apartment_1165010846
49.79,63.64,1,8,apartmenttype_1073,1,63A㎡,197844.0,19,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=29,182744.0,185475.0,복도식,apartment_1165010846
49.92,63.82,1,150,apartmenttype_1074,1,63B㎡,198361.0,19,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=30,183221.0,185959.0,복도식,apartment_1165010846
52.68,67.35,1,2,apartmenttype_1075,1,67㎡,209328.0,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=12,193352.0,196241.0,복도식,apartment_1165010846
55.32,70.72,2,1,apartmenttype_1076,1,70A㎡,219818.0,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=13,203041.0,206075.0,복도식,apartment_1165010846
56.43,72.15,2,1,apartmenttype_1077,1,72B㎡,224228.0,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=14,207115.0,210210.0,복도식,apartment_1165010846
56.46,72.17,2,2,apartmenttype_1078,1,72C㎡,224348.0,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=31,207225.0,210322.0,복도식,apartment_1165010846
60.24,77.01,2,2,apartmenttype_1079,1,77A㎡,239368.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=15,221099.0,224403.0,복도식,apartment_1165010846
60.67,77.55,2,1,apartmenttype_1080,1,77B㎡,241076.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=16,222677.0,226005.0,복도식,apartment_1165010846
67.14,85.83,1,1,apartmenttype_1081,1,85㎡,266785.0,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=17,246424.0,250106.0,복도식,apartment_1165010846
68.73,87.86,2,2,apartmenttype_1082,1,87㎡,273103.0,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=18,252260.0,256029.0,복도식,apartment_1165010846
78.58,100.47,2,1,apartmenttype_1083,1,100㎡,312243.0,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=19,288412.0,292722.0,복도식,apartment_1165010846
21.05,28.03,1,1,apartmenttype_1084,1,28B5㎡,89434.0,8,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=18,85727.0,86017.0,복도식,apartment_1165010847
21.9,29.16,1,1,apartmenttype_1085,1,29B12㎡,93022.0,8,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=19,89167.0,89468.0,복도식,apartment_1165010847
22.65,30.17,1,1,apartmenttype_1086,1,30B14㎡,96238.0,9,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=20,92249.0,92561.0,복도식,apartment_1165010847
26.94,35.88,1,7,apartmenttype_1087,1,35B6㎡,114450.0,10,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=1,109706.0,110077.0,복도식,apartment_1165010847
28.54,38.01,1,1,apartmenttype_1088,1,38B10㎡,121254.0,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=2,116228.0,116621.0,복도식,apartment_1165010847
29.84,39.73,1,1,apartmenttype_1089,1,39B15㎡,126742.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=3,121488.0,121899.0,복도식,apartment_1165010847
32.35,43.08,1,1,apartmenttype_1090,1,43B13㎡,137419.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=4,131723.0,132168.0,복도식,apartment_1165010847
32.64,43.47,1,8,apartmenttype_1091,1,43B3㎡,138659.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=5,132911.0,133361.0,복도식,apartment_1165010847
33.49,44.59,1,1,apartmenttype_1092,1,44B7㎡,142248.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=8,136352.0,136813.0,복도식,apartment_1165010847
34.43,45.9,1,3,apartmenttype_1093,1,45B11㎡,146270.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=7,140207.0,140682.0,복도식,apartment_1165010847
35.3,47.01,1,84,apartmenttype_1094,1,47A1㎡,149957.0,14,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=6,143741.0,144227.0,복도식,apartment_1165010847
37.77,50.3,1,56,apartmenttype_1095,1,50B1㎡,160447.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=10,153797.0,154317.0,복도식,apartment_1165010847
45.08,60.02,2,1,apartmenttype_1096,1,60B4㎡,191473.0,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=12,183536.0,184158.0,복도식,apartment_1165010847
45.33,60.37,2,4,apartmenttype_1097,1,60B8㎡,192565.0,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=13,184583.0,185208.0,복도식,apartment_1165010847
45.69,60.84,1,12,apartmenttype_1098,1,60A2㎡,194064.0,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=11,186020.0,186650.0,복도식,apartment_1165010847
50.21,66.85,1,7,apartmenttype_1099,1,66B2㎡,213261.0,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=14,204422.0,205113.0,복도식,apartment_1165010847
59.71,79.51,2,1,apartmenttype_1100,1,79B16㎡,253631.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=15,243118.0,243941.0,복도식,apartment_1165010847
59.92,79.78,2,12,apartmenttype_1101,1,79C1㎡,254498.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=16,243949.0,244774.0,복도식,apartment_1165010847
65.08,86.66,2,12,apartmenttype_1102,1,86A3㎡,276443.0,26,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=17,264984.0,265881.0,복도식,apartment_1165010847
84.97,111.05,3,105,apartmenttype_1103,2,111A㎡,311877.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=104694&ptpId=1,357483.0,316678.0,계단식,apartment_1165010848
119.13,152.89,3,52,apartmenttype_1104,2,152C㎡,437259.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=104694&ptpId=3,501200.0,443991.0,계단식,apartment_1165010848
149.45,187.11,3,56,apartmenttype_1105,2,187D㎡,548547.0,56,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=104694&ptpId=4,628762.0,556992.0,계단식,apartment_1165010848
84.95,112.73,3,234,apartmenttype_1106,2,112B㎡,265730.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=2,320095.0,269863.0,계단식,apartment_1165010849
84.97,113.66,3,108,apartmenttype_1107,2,113A㎡,265792.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=1,320170.0,269927.0,계단식,apartment_1165010849
96.87,129.54,3,84,apartmenttype_1108,2,129㎡,303017.0,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=3,365009.0,307730.0,계단식,apartment_1165010849
111.32,146.45,4,418,apartmenttype_1109,2,146A㎡,348217.0,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=4,419458.0,353634.0,계단식,apartment_1165010849
111.92,146.93,4,54,apartmenttype_1110,2,146B㎡,350094.0,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=5,421718.0,355540.0,계단식,apartment_1165010849
126.31,165.5,4,177,apartmenttype_1111,2,165A㎡,395107.0,50,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=6,475941.0,401253.0,계단식,apartment_1165010849
127.66,167.09,4,54,apartmenttype_1112,2,167B㎡,399330.0,50,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=7,481027.0,405542.0,계단식,apartment_1165010849
52.36,67.04,1,10,apartmenttype_1113,1,67B㎡,219412.0,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=2,253308.0,219452.0,복도식,apartment_1165010850
55.17,70.63,1,1,apartmenttype_1114,1,70㎡,231187.0,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=3,266902.0,231230.0,계단식,apartment_1165010850
64.26,79.07,3,14,apartmenttype_1115,1,79㎡,269278.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=4,310878.0,269328.0,복도식,apartment_1165010850
67.83,83.45,2,1,apartmenttype_1116,1,83㎡,284238.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=5,328149.0,284290.0,복도식,apartment_1165010850
84.33,103.75,3,1,apartmenttype_1117,2,103㎡,353381.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=6,407973.0,353446.0,복도식,apartment_1165010850
84.78,104.3,3,1,apartmenttype_1118,2,104B㎡,355267.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=7,410150.0,355331.0,복도식,apartment_1165010850
84.95,108.77,3,10,apartmenttype_1119,2,108B㎡,355979.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=10,410973.0,356044.0,복합식,apartment_1165010850
84.96,104.52,3,25,apartmenttype_1120,2,104C㎡,356021.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=11,411021.0,356086.0,복합식,apartment_1165010850
84.98,108.8,3,1,apartmenttype_1121,2,108A㎡,356105.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=12,411118.0,356170.0,복합식,apartment_1165010850
84.99,107.25,3,17,apartmenttype_1122,2,107A㎡,356147.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=9,411166.0,356212.0,복합식,apartment_1165010850
105.75,133.44,3,1,apartmenttype_1123,2,133㎡,443140.0,40,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=13,511599.0,443222.0,계단식,apartment_1165010850
116.49,147.0,4,16,apartmenttype_1124,2,147㎡,488146.0,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=14,563557.0,488235.0,계단식,apartment_1165010850
140.03,172.27,4,53,apartmenttype_1125,2,172㎡,586789.0,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=15,677440.0,586897.0,복합식,apartment_1165010850
79.47,107.48,3,1050,apartmenttype_1126,1,107㎡,247202.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=1,314017.0,265725.0,복도식,apartment_1165010851
130.23,151.0,4,186,apartmenttype_1127,2,151㎡,405098.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=3,514589.0,435452.0,계단식,apartment_1165010851
130.73,154.33,4,540,apartmenttype_1128,2,154㎡,406654.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=2,516565.0,437124.0,계단식,apartment_1165010851
163.81,185.91,5,240,apartmenttype_1129,2,185㎡,509553.0,56,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=4,647277.0,547734.0,계단식,apartment_1165010851
165.36,192.9,5,44,apartmenttype_1130,2,192㎡,514375.0,58,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=6,653401.0,552917.0,계단식,apartment_1165010851
165.92,189.05,5,330,apartmenttype_1131,2,189㎡,516117.0,57,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=5,655614.0,554789.0,계단식,apartment_1165010851
101.81,128.37,2,6,apartmenttype_1132,2,128㎡,501451.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=1,485290.0,461724.0,복합식,apartment_1165010852
123.4,155.6,2,10,apartmenttype_1133,2,155㎡,607790.0,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=2,588201.0,559638.0,복합식,apartment_1165010852
134.97,170.18,3,20,apartmenttype_1134,2,170㎡,664776.0,51,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=3,643351.0,612110.0,복합식,apartment_1165010852
137.98,173.98,3,37,apartmenttype_1135,2,173A㎡,679602.0,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=4,657698.0,625761.0,복합식,apartment_1165010852
