uuid,name,type,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
restaurant_28363,방배동 그집,기타,서울특별시 서초구 방배동 453-1번지 (1층),POINT (126.9827246 37.4804479),2.6,pedestrian_1685579601,localroad_1685579601
restaurant_28365,교대장간장새우,한식,서울특별시 서초구 서초동 1571-18번지 청화빌딩 103호,POINT (127.0127934 37.4921193),4,pedestrian_2388037860,localroad_2388037860
restaurant_28366,삼척포구,한식,서울특별시 서초구 서초동 1557-13번지 1,POINT (127.0114065 37.4909543),2.6,pedestrian_3827547996,localroad_3827547996
restaurant_28367,원조 명동찌개마을,한식,서울특별시 서초구 양재동 267-2번지 (1층),POINT (127.0432277 37.4758804),4.8,pedestrian_4309803037,localroad_4309803037
restaurant_28368,진심 식탁,한식,서울특별시 서초구 방배동 1656 1층,POINT (126.9830556 37.4877312),4.6,pedestrian_3804191191,localroad_3804191191
restaurant_28369,국수잔치,호프/통닭,서울특별시 서초구 방배동 935-44번지,POINT (126.9937762 37.4851289),4.9,pedestrian_4185834990,localroad_4185834990
restaurant_28370,만리성,중국식,서울특별시 서초구 서초동 1544-10,POINT (127.0096887 37.4891649),4.9,pedestrian_3827338126,localroad_3827338126
restaurant_28371,산들해,한식,서울특별시 서초구 양재동 24 스포타임 신관 지하1층,POINT (127.0349871 37.4828055),3,pedestrian_11431861633,localroad_3571593550
restaurant_28372,미양마늘보쌈집,한식,서울특별시 서초구 서초동 1445-4번지 래미안서초유니빌 2층  220호,POINT (127.0169176 37.4846118),3.6,pedestrian_2655442257,localroad_2655442257
restaurant_28373,china bistro(차이나 비스트로),중국식,서울특별시 서초구 서초동 1474-9번지 1층,POINT (127.0112018 37.4816087),3.9,pedestrian_3089746775,localroad_3089746775
restaurant_28375,무샤무샤,한식,서울특별시 서초구 양재동 123 1층 102호,POINT (127.0373775 37.4762744),4.9,pedestrian_4184425799,localroad_4184425799
restaurant_28376,친우식당,한식,서울특별시 서초구 양재동 255-6번지 (101호),POINT (127.0428388 37.4735705),4.2,pedestrian_1925498576,localroad_1925498576
restaurant_28377,서초정육식당,한식,서울특별시 서초구 서초동 1503-19,POINT (127.0069086 37.4890424),4.1,pedestrian_3827338115,localroad_3827338115
restaurant_28378,브란덴브르크,한식,서울특별시 서초구 방배동 837-14번지 지하1층,POINT (126.9922803 37.4904233),2.8,pedestrian_2509978199,localroad_2509978199
restaurant_28379,로꼬로꼬,한식,서울특별시 서초구 잠원동 26-10번지 (1층),POINT (127.0186105 37.5142344),4.9,pedestrian_8489456681,localroad_4181527974
restaurant_28380,맛짱김밥천국,한식,서울특별시 서초구 서초동 1308-4 (105호),POINT (127.0248053 37.5014998),4.7,pedestrian_1430655016,localroad_1430655018
restaurant_28381,느린마을 양조장&펍 강남점,경양식,서울특별시 서초구 서초동 1316-28번지 지하 1층,POINT (127.0253126 37.4981431),4.8,pedestrian_4959609718,localroad_4944067989
restaurant_28382,진천족보,한식,서울특별시 서초구 양재동 327-8 (1층),POINT (127.0413345 37.4691972),4.2,pedestrian_4184585520,localroad_4184585520
restaurant_28383,양포식당,한식,서울특별시 서초구 서초동 1502-5 1층,POINT (127.0069351 37.4896013),4,pedestrian_3827338129,localroad_3827338129
restaurant_28384,시골 야채된장,한식,"서울특별시 서초구 서초동 1308 ,1호 103호,104호,112호,113호,114호",POINT (127.0242069 37.5014228),4.8,pedestrian_1430655023,localroad_1430655018
restaurant_28434,마오,중국식,서울특별시 서초구 양재동 96-8,POINT (127.0403442 37.4768031),3.3,pedestrian_1925498908,localroad_1925498908
restaurant_28385,주식회사 엠에프지코리아 매드포갈릭 삼성타운점,경양식,서울특별시 서초구 서초동 1320-10 삼성전자 서초사옥 지하1층,POINT (127.0269155 37.4966335),3.6,pedestrian_3825549715,localroad_9711448980
restaurant_28386,속초항 뱃머리,한식,서울특별시 서초구 서초동 1572-9번지 순영빌딩 1층,POINT (127.0123219 37.492719),3.4,pedestrian_3030832646,localroad_3030832646
restaurant_28388,봉족발,한식,서울특별시 서초구 서초동 1346번지 현대상가 동쪽단지 2층,POINT (127.025135 37.4865721),4.9,pedestrian_9565986454,localroad_3492880693
restaurant_28390,청도미나리식당 신논현점,한식,서울특별시 서초구 서초동 1302-52 지층,POINT (127.0226626 37.5036266),4,pedestrian_12061682135,localroad_2281095534
restaurant_28391,5의 의미,정종/대포집/소주방,서울특별시 서초구 서초동 1610-5번지 1층 1호,POINT (127.0222885 37.4898194),4.8,pedestrian_3827258695,localroad_3827258695
restaurant_28392,The 놈,경양식,서울특별시 서초구 방배동 909-4 동화빌딩 지하1층,POINT (126.9966554 37.4820537),5,pedestrian_1696934717,localroad_1696934717
restaurant_28393,정상마라,중국식,서울특별시 서초구 서초동 1329-9 103호,POINT (127.0293256 37.4930402),4.2,pedestrian_9608955316,localroad_571448680
restaurant_28394,무한쌈밥집,한식,서울특별시 서초구 잠원동 36-27 (지하1층),POINT (127.0188494 37.5123983),3.7,pedestrian_2861578323,localroad_4181527973
restaurant_28395,식음연구소(센트럴시티점),한식,"서울특별시 서초구 반포동 118-3번지 CENTRALCITY파미에가든BP4-8 4층,5층",POINT (127.0062828 37.5038414),4.6,pedestrian_9798531669,localroad_1132502938
restaurant_28397,개성손만두요리전문점 방배점,한식,서울특별시 서초구 방배동 793-21 외 1필지 1층,POINT (126.9893771 37.4927232),4.6,pedestrian_2624211585,localroad_2624211585
restaurant_28398,HBC 고깃집,한식,서울특별시 서초구 서초동 1621-27번지 2층,POINT (127.0158695 37.4860718),4.1,pedestrian_3827258463,localroad_3827258463
restaurant_28399,고마워요,분식,서울특별시 서초구 서초동 1330-12번지 지하1층 101호 일부,POINT (127.0287126 37.4932153),3.6,pedestrian_9608955329,localroad_3825549664
restaurant_28400,수 가맥,호프/통닭,서울특별시 서초구 서초동 1340-13번지 지하2호,POINT (127.0307147 37.4888076),4.7,pedestrian_6337030230,localroad_3690640321
restaurant_28401,스트라이크존 비어 강남,호프/통닭,서울특별시 서초구 서초동 1307-7번지 지하1층,POINT (127.0254788 37.4992798),3.9,pedestrian_12061673705,localroad_4944067989
restaurant_28402,폴 바셋 롯데마트 서초점,기타,서울특별시 서초구 서초동 1498-5 롯데마트서초점 지하1층,POINT (127.0056607 37.4902033),4.4,pedestrian_3827338133,localroad_3827338133
restaurant_28403,카페인 중독 방배점,기타,서울특별시 서초구 방배동 852-1번지 103호,POINT (126.991634 37.4897149),2.8,pedestrian_2510022117,localroad_2510022117
restaurant_28404,나노하나,한식,서울특별시 서초구 서초동 1308-26 ~29호 1층 107호,POINT (127.0243361 37.5010544),4.7,pedestrian_1430655023,localroad_1430655018
restaurant_28405,라그릴리아 양재점,경양식,서울특별시 서초구 양재동 11-149 1층,POINT (127.0372961 37.4843832),4.2,pedestrian_4184399723,localroad_4184399723
restaurant_28406,언구비육회,한식,서울특별시 서초구 반포동 739-2 1층 102호,POINT (127.0218904 37.5056025),3.5,pedestrian_2477340280,localroad_2477340280
restaurant_28407,지호한방삼계탕,한식,서울특별시 서초구 방배동 899-2,POINT (126.9946951 37.4865874),4.6,pedestrian_2545067226,localroad_2545067226
restaurant_28408,와필레&스트릿츄러스 센트럴시티점,까페,"서울특별시 서초구 반포동 19-3 강남신세계백화점,BPC101-5호",POINT (127.0032242 37.5042121),5,pedestrian_9787414078,localroad_4738140914
restaurant_28410,양곡 구내식당,한식,서울특별시 서초구 양재동 223번지 지하 1층,POINT (127.0366415 37.4587429),2.8,pedestrian_3800720929,localroad_3800720929
restaurant_28411,평양면옥,한식,서울특별시 서초구 반포동 19-3번지 11층 신세계백화점 강남점,POINT (127.0032242 37.5042121),2.6,pedestrian_9787414078,localroad_4738140914
restaurant_28412,서린일식,일식,서울특별시 서초구 양재동 92-0번지 1층,POINT (127.0404614 37.4782457),3.1,pedestrian_1925499043,localroad_1925499043
restaurant_28413,오늘은 맥주,한식,서울특별시 서초구 서초동 1571-30 지하1층,POINT (127.0123668 37.4918814),2.6,pedestrian_3827548027,localroad_3827548027
restaurant_28415,카페 드 빈,기타,서울특별시 서초구 서초동 1330-4 아르누보씨티2 103호,POINT (127.028008 37.4934889),4,pedestrian_9607825618,localroad_3825549669
restaurant_28416,맷돌로만청계산점,한식,서울특별시 서초구 신원동 192-12,POINT (127.058575 37.4457101),5,pedestrian_4313280985,localroad_4313280985
restaurant_28417,남자피자 서초점,기타,서울특별시 서초구 방배동 907-3번지,POINT (126.996308 37.4843575),4.8,pedestrian_3719486100,localroad_3719486100
restaurant_28418,우리집 가정식 뷔페,한식,서울특별시 서초구 서초동 1332-2번지 대한무지개종합상가 1층 59호,POINT (127.0259319 37.4922553),4.8,pedestrian_9711448794,localroad_2280599507
restaurant_28419,로리스 더 프라임립 레스토랑,경양식,서울특별시 서초구 서초동 1317-23 ~30호GT TOWER 3층,POINT (127.0261772 37.4977538),3.7,pedestrian_9632500766,localroad_1906756396
restaurant_28420,조이(Joy),한식,서울특별시 서초구 서초동 1510-10번지 101호 일부,POINT (127.0088987 37.4873381),5,pedestrian_3089166481,localroad_3089166481
restaurant_28421,부라문,중국식,서울특별시 서초구 서초동 1450-2 101호,POINT (127.0145243 37.4817356),3.1,pedestrian_1430679232,localroad_1430679232
restaurant_28423,(주)한소반 청계산점,한식,"서울특별시 서초구 신원동 192-82 1층,2층",POINT (127.0586904 37.4437197),4.8,pedestrian_4313280728,localroad_4313280728
restaurant_28424,방배양조장,호프/통닭,서울특별시 서초구 방배동 450-27 지상2층,POINT (126.9836622 37.4771761),3.5,pedestrian_2110341085,localroad_2110341085
restaurant_28425,황금알실내포장,한식,서울특별시 서초구 반포동 90-1번지,POINT (126.9985271 37.4976938),4.2,pedestrian_2622713683,localroad_2622713683
restaurant_28426,e-den(이든),기타,서울특별시 서초구 반포동 96-6번지 102호,POINT (126.9980369 37.49714),2.7,pedestrian_2622713681,localroad_2622713681
restaurant_28427,Winer- Lee(와이너리),한식,서울특별시 서초구 서초동 1639-9번지 1층,POINT (127.0186907 37.4942768),3.2,pedestrian_3827548475,localroad_3827548475
restaurant_28428,김가네김밥 방배3동점,한식,서울특별시 서초구 방배동 477-6번지 (103호),POINT (126.9872444 37.477306),5,pedestrian_4185991233,localroad_4185991233
restaurant_28429,박형구의 참치이야기,한식,서울특별시 서초구 양재동 328-11 (1층),POINT (127.0411298 37.4684116),3.2,pedestrian_4184585519,localroad_4184585519
restaurant_28430,망향비빔국수 신사점,한식,서울특별시 서초구 잠원동 29-3 1층,POINT (127.019014 37.5136521),3.4,pedestrian_2861578314,localroad_2861578314
restaurant_28431,백채 양재역점,한식,서울특별시 서초구 양재동 8-70번지 1층,POINT (127.038293 37.4833551),3.4,pedestrian_4184399704,localroad_4184399704
restaurant_28432,Flow(플로우),기타,서울특별시 서초구 잠원동 34-24 1층,POINT (127.0176078 37.5121987),3.6,pedestrian_8489505877,localroad_8489505877
restaurant_28433,유다까 회전초밥전문점,일식,서울특별시 서초구 방배동 813-6번지 1층,POINT (126.9903654 37.4923892),2.7,pedestrian_414684380,localroad_414684380
restaurant_28435,제일곱창,한식,서울특별시 서초구 서초동 1302-52번지 지상104호,POINT (127.0226626 37.5036266),3.7,pedestrian_12061682135,localroad_2281095534
restaurant_28436,원두막,한식,서울특별시 서초구 반포동 743-18번지 1층,POINT (127.0201402 37.5045158),2.7,pedestrian_2477265754,localroad_2477265754
restaurant_28437,센터 플레이스,기타,서울특별시 서초구 반포동 18-3 래미안퍼스티지중심상가 지하1동 비01호,POINT (127.0008014 37.5043898),2.7,pedestrian_11428504869,localroad_8486796673
restaurant_28438,김봉남포장마차 강남직영1호점,정종/대포집/소주방,서울특별시 서초구 서초동 1308-22번지 2층,POINT (127.0248954 37.5006536),4.3,pedestrian_1430655025,localroad_4944067989
restaurant_28439,미스사이공 포이사거리점,"외국음식전문점(인도,태국등)",서울특별시 서초구 양재동 276-4번지 선창빌딩 1층,POINT (127.0449721 37.4765072),3.1,pedestrian_3011650459,localroad_3011650459
restaurant_28440,담소 소사골순대국,한식,서울특별시 서초구 서초동 1337-17번지 1층,POINT (127.0292532 37.492517),3.8,pedestrian_9621002233,localroad_571448680
restaurant_28441,츠바키,경양식,서울특별시 서초구 서초동 1364-60번지 1층,POINT (127.0304354 37.4850389),3.3,pedestrian_3827169492,localroad_3827169492
restaurant_28442,여진족,한식,"서울특별시 서초구 방배동 451-5번지 1층, 지하1층",POINT (126.9833258 37.4786329),3.1,pedestrian_4101372586,localroad_4101372586
restaurant_28443,카페 모멘텀,기타,서울특별시 서초구 서초동 1665-6 1층 101호,POINT (127.0165467 37.4922046),4.4,pedestrian_3827548036,localroad_3827548036
restaurant_28445,착형 양재점(아크마인드),기타,서울특별시 서초구 양재동 275-1번지 삼호물산빌딩 에이동 지하1층 112-1호,POINT (127.0443982 37.4771874),2.6,pedestrian_3011650447,localroad_3011650447
restaurant_28446,거리에서,호프/통닭,서울특별시 서초구 서초동 1685-8번지 지하1층 103호,POINT (127.0164141 37.4954113),4,pedestrian_4833838769,localroad_3112174494
restaurant_28447,완산골콩나물국밥,한식,서울특별시 서초구 반포동 96-2번지 (2층),POINT (126.9979389 37.4976978),3.1,pedestrian_2622810001,localroad_2622810001
restaurant_28448,삼삼 뼈국,한식,서울특별시 서초구 양재동 281 성호빌딩 1층,POINT (127.0461278 37.4754263),4.2,pedestrian_4184618647,localroad_4184618647
restaurant_28452,멘카오리,한식,서울특별시 서초구 반포동 738-11번지 1층,POINT (127.0226423 37.5060503),2.9,pedestrian_2477265738,localroad_2477265738
restaurant_28454,한양식당,분식,"서울특별시 서초구 서초동 1315번지 진흥상가 지하층18호의일부, 지하층19호",POINT (127.0226773 37.4972924),4.2,pedestrian_3112192873,localroad_10220955583
restaurant_28457,꽁시꽁시,기타,서울특별시 서초구 양재동 20-23 1층,POINT (127.0389464 37.4791255),2.8,pedestrian_1694782527,localroad_1694782527
restaurant_28458,고양이부엌,한식,서울특별시 서초구 서초동 1360-3번지 조훈빌딩 1층,POINT (127.0312057 37.4866852),4.4,pedestrian_8496227299,localroad_3827169943
restaurant_28459,미토요,경양식,서울특별시 서초구 서초동 1602-1 지하1층,POINT (127.0147649 37.4849363),3.7,pedestrian_3827257136,localroad_3827257136
restaurant_28464,소소한식당,한식,서울특별시 서초구 우면동 66-2 우면종합상가 1층 112호,POINT (127.0253957 37.4708599),4.6,pedestrian_4634856427,localroad_4634856427
restaurant_28465,순남시래기 강남역점,한식,서울특별시 서초구 서초동 1327번지 지하 1층 B104호,POINT (127.0270873 37.4955897),3.9,pedestrian_3825549699,localroad_3825549699
restaurant_28466,양재 소신,식육(숯불구이),서울특별시 서초구 양재동 7-61 1층 101호,POINT (127.04081 37.4828169),4.3,pedestrian_1694783036,localroad_1694783036
restaurant_28477,칼맞은 삼겹살,호프/통닭,서울특별시 서초구 서초동 1308-14 1층 2호,POINT (127.0251792 37.5005748),4.1,pedestrian_1430655025,localroad_4944067989
restaurant_28486,이자카야 나무  (서초),일식,서울특별시 서초구 서초동 1307-11 지하1층~지상4층,POINT (127.025314 37.499774),3.8,pedestrian_1430655025,localroad_4944067989
restaurant_28489,(주)맛있는이야기 담,한식,서울특별시 서초구 서초동 700번지 1층 예술의전당 서예박물관,POINT (127.0146018 37.4801414),4.5,pedestrian_10583130882,localroad_1430679237
restaurant_28490,교대커피,기타,서울특별시 서초구 서초동 1673-5 지하 1층,POINT (127.0151339 37.4938688),3.8,pedestrian_8556927603,localroad_8556927603
restaurant_28496,떠나지마,기타,서울특별시 서초구 서초동 1547-5번지 지하1층 와이앤케이빌딩,POINT (127.0102144 37.4887458),4.6,pedestrian_3827338116,localroad_3827338116
restaurant_28497,더막창,한식,서울특별시 서초구 서초동 1308-10 1층 106호,POINT (127.0251058 37.5009977),4.8,pedestrian_1430655025,localroad_1430655018
restaurant_28498,키토분식 강남스타점,한식,서울특별시 서초구 서초동 1309-9 에이프로스퀘어 107호,POINT (127.0246405 37.501994),3.9,pedestrian_1430655014,localroad_1430655018
restaurant_28500,초초 베이크숍(ChoCho Bakeshop),까페,서울특별시 서초구 서초동 1531-3 영광빌딩 1층 102호,POINT (127.010097 37.4847892),3.1,pedestrian_3089166491,localroad_3089166491
restaurant_28502,빈스 팩토리,까페,서울특별시 서초구 서초동 1360-53번지 1층,POINT (127.031589 37.4858954),4.8,pedestrian_3827169857,localroad_3827169857
restaurant_28504,우면당손칼국수,한식,서울특별시 서초구 양재동 218-1 (2층 201호),POINT (127.0351017 37.4633347),4.5,pedestrian_10939483798,localroad_6595905186
restaurant_28505,이고집쭈꾸미,한식,서울특별시 서초구 방배동 448-3 1층,POINT (126.9848354 37.4773664),4.8,pedestrian_10666222096,localroad_1685694961
restaurant_28507,삼차 방배카페골목점,한식,서울특별시 서초구 방배동 778-32 1층,POINT (126.9863469 37.4926882),2.6,pedestrian_2533109198,localroad_2533109198
restaurant_28508,강남 갈매기,한식,서울특별시 서초구 서초동 1308-25 강남오피스텔 103호,POINT (127.0245637 37.5009392),4.3,pedestrian_1430655021,localroad_1430655018
restaurant_28509,로뎀나무,까페,서울특별시 서초구 방배동 795-7번지 1층 103호,POINT (126.9894176 37.4930749),3.5,pedestrian_2624211585,localroad_2624211585
restaurant_28511,교촌치킨 서초1호점,통닭(치킨),서울특별시 서초구 서초동 1357-56번지 1층,POINT (127.0309464 37.487503),5,pedestrian_6337030228,localroad_3690640295
restaurant_28514,이찌타코,한식,"서울특별시 서초구 서초동 1305-3 1층,1층중층",POINT (127.0255195 37.5013706),4,pedestrian_4867295786,localroad_1430655018
restaurant_28515,(주)교대곱창,한식,서울특별시 서초구 서초동 1578-3 대종빌딩 1층,POINT (127.0142861 37.4886807),4.7,pedestrian_2386012696,localroad_2386012696
restaurant_28518,샐러드SLB 교대점,한식,서울특별시 서초구 서초동 1670-9 1층,POINT (127.0164498 37.4935554),2.8,pedestrian_3827548464,localroad_3827548464
restaurant_28519,우리밀 칼국수,한식,서울특별시 서초구 방배동 789-44번지 (1층),POINT (126.986162 37.491308),3.3,pedestrian_2533109192,localroad_2533109192
restaurant_28520,더뭉티기 본점,한식,서울특별시 서초구 서초동 1364-25 1층,POINT (127.0302009 37.4856858),4.6,pedestrian_3827169867,localroad_3827169867
restaurant_28524,분노지,일식,서울특별시 서초구 반포동 743-17번지 지하1층,POINT (127.0199936 37.5044785),3.9,pedestrian_3827671767,localroad_3827671767
restaurant_28529,미나토,한식,서울특별시 서초구 방배동 935-2번지 1층,POINT (126.9933218 37.4861251),3,pedestrian_1696934758,localroad_1696934758
restaurant_28530,우리들칼국수,분식,서울특별시 서초구 서초동 1445-3 (11층1호),POINT (127.0178205 37.4847365),4.2,pedestrian_2655442263,localroad_2655442263
restaurant_28531,진도집,한식,서울특별시 서초구 잠원동 40-9번지 (1층),POINT (127.0194924 37.5108087),2.7,pedestrian_6225367829,localroad_2861309356
restaurant_28532,더맛있는 족발보쌈 방배역점,한식,서울특별시 서초구 방배동 911-21 1층,POINT (126.9959845 37.4823364),5,pedestrian_4185835029,localroad_4185835029
restaurant_28540,지호한방삼계탕,한식,서울특별시 서초구 서초동 1460-1 (지상1층),POINT (127.0105869 37.4836489),3.1,pedestrian_1430674306,localroad_1430674306
restaurant_28541,주나수산(주)세시서,한식,"서울특별시 서초구 서초동 1308-4 실버타운 1층 101,102,103,104호",POINT (127.0248053 37.5014998),3.3,pedestrian_1430655016,localroad_1430655018
restaurant_28544,바나프레소 서초점,기타,서울특별시 서초구 서초동 1553-5번지 오퓨런스 지하1층 B105호,POINT (127.0096396 37.4920298),3.1,pedestrian_3030832644,localroad_3030832644
restaurant_28546,크래프트 리퍼블릭,경양식,서울특별시 서초구 서초동 1580-9번지 1층,POINT (127.0120476 37.487788),4.4,pedestrian_8703399729,localroad_8703399729
restaurant_28547,노상치킨,한식,서울특별시 서초구 방배동 911-18 2층,POINT (126.9961578 37.4820585),4.7,pedestrian_4185835029,localroad_4185835029
restaurant_28552,상하이최선생,중국식,서울특별시 서초구 서초동 1637-1 1층 104호,POINT (127.0198433 37.4943495),3,pedestrian_2295372338,localroad_2295372338
restaurant_28556,소우트(sought),일식,서울특별시 서초구 방배동 454-14 1층 101호,POINT (126.9838708 37.4801334),3.1,pedestrian_4101372798,localroad_4101372798
restaurant_28557,에슬로우 서초1호점,기타,서울특별시 서초구 서초동 1588-2 1층,POINT (127.0141265 37.4861925),4.7,pedestrian_1965713723,localroad_1965713723
restaurant_28558,돈카춘 방배점,한식,서울특별시 서초구 방배동 925-25 1층,POINT (126.9949844 37.4844093),3.5,pedestrian_1696934741,localroad_1696934741
restaurant_28559,바나프레소 서초위브점,기타,서울특별시 서초구 서초동 1362번지 서초동두산위브 107-1호,POINT (127.032593 37.4860838),4.1,pedestrian_3827169931,localroad_3827169931
restaurant_28561,주(朱),중국식,서울특별시 서초구 방배동 795-5번지 지상1층,POINT (126.9893478 37.4932185),4.8,pedestrian_2624211609,localroad_2624211585
restaurant_28562,소림마라(타운)서초점,중국식,서울특별시 서초구 서초동 1542-1 서초동 동일하이빌,POINT (127.0082769 37.4916039),4.8,pedestrian_7888195567,localroad_7888195561
restaurant_28563,에덴식당,한식,서울특별시 서초구 우면동 450-3번지,POINT (127.0189996 37.4628687),3.5,pedestrian_6789544587,localroad_6789544587
restaurant_28564,곱떡치떡&찜꽁찜닭 서초방배점,분식,서울특별시 서초구 방배동 864-37 102호,POINT (126.9858779 37.4872328),3.3,pedestrian_8486814112,localroad_3804191186
restaurant_28565,상석,한식,서울특별시 서초구 반포동 722-35 1층,POINT (127.0218744 37.5085578),4.3,pedestrian_2477340264,localroad_2477340264
restaurant_28566,걸작떡볶이 치킨 서울양재점,분식,서울특별시 서초구 우면동 766번지 서초프라자 1층 101호,POINT (127.0154549 37.4564778),3.9,pedestrian_3634017624,localroad_3634017624
restaurant_28567,통영횟집,한식,서울특별시 서초구 잠원동 26-7번지 1층,POINT (127.0186296 37.5145049),3.6,pedestrian_8489456681,localroad_4181527974
restaurant_28568,서귀포 오분작 뚝배기,한식,서울특별시 서초구 서초동 1556-1 락앤락,POINT (127.0103941 37.4914144),3.4,pedestrian_3827338154,localroad_3827338154
restaurant_28569,에그드랍 강남우성점,기타,서울특별시 서초구 서초동 1337-22 서초동대우디오빌프라임 104호,POINT (127.0299447 37.4915135),3.5,pedestrian_3825549661,localroad_3825549661
restaurant_28570,통영붕장어,한식,서울특별시 서초구 서초동 1623-11 2층,POINT (127.0154988 37.4867445),4.4,pedestrian_2655472822,localroad_2655472822
restaurant_28571,을지로 골뱅이 치킨,호프/통닭,서울특별시 서초구 서초동 1502-12 서초꽃마을 주얼리 1층 109호,POINT (127.0077484 37.4896712),2.6,pedestrian_3827338128,localroad_3827338128
restaurant_28572,본도시락(이수점),김밥(도시락),서울특별시 서초구 방배동 2095 1층 리스빌,POINT (126.9837045 37.4907463),3.3,pedestrian_3804191246,localroad_2624211577
restaurant_28573,형제삼겹본점,한식,서울특별시 서초구 서초동 1303-10 서초한일유앤아이주상복합 B103호,POINT (127.0235396 37.5031563),3.9,pedestrian_5237800474,localroad_1430655015
restaurant_28574,(주)드립드랍,한식,서울특별시 서초구 서초동 1678-2 지하층 101호 주방20호,POINT (127.0196515 37.4951769),3,pedestrian_2295372337,localroad_2295372337
restaurant_28575,들름집,한식,서울특별시 서초구 서초동 1337-14 이즈타워 지하1층104호,POINT (127.0290761 37.4922182),4,pedestrian_9621002233,localroad_3825549664
restaurant_28576,가마로닭강정 방배삼호점,호프/통닭,서울특별시 서초구 방배동 758-2 1층108호 삼호상가,POINT (126.9877635 37.496656),4.7,pedestrian_2624211522,localroad_2533109226
restaurant_28577,낯,한식,서울특별시 서초구 반포동 723-21 101호,POINT (127.0222157 37.5075425),2.9,pedestrian_3827671856,localroad_3827671856
restaurant_28578,커피가 머무르는 곳,분식,서울특별시 서초구 반포동 745 금성빌딩,POINT (127.0197475 37.5034042),4.2,pedestrian_12062647538,localroad_3827608184
restaurant_28579,KFC 강남역점,기타,서울특별시 서초구 서초동 1317-5 1층,POINT (127.0260939 37.4989425),2.9,pedestrian_4946614556,localroad_2280678683
restaurant_28580,도미노피자 서방배점,기타,"서울특별시 서초구 방배동 477-1 1층 103호, 105호, 106호",POINT (126.9875028 37.4774253),3.7,pedestrian_1696934661,localroad_1696934661
restaurant_28581,개성찬방,한식,서울특별시 서초구 방배동 977-13 103호,POINT (126.9924191 37.4817744),3.7,pedestrian_4185879872,localroad_4185879872
restaurant_28583,까사 두 그릴,경양식,서울특별시 서초구 서초동 1555-6 지우빌딩1층,POINT (127.0104695 37.4916943),2.6,pedestrian_3827338154,localroad_3827338154
restaurant_28584,우리할매 떡볶이 서초점,분식,서울특별시 서초구 서초동 1657-6 1층 103호,POINT (127.0144983 37.4923227),4.5,pedestrian_3827548039,localroad_3827548039
restaurant_28585,오뎅오색 강남역점,한식,"서울특별시 서초구 서초동 1308-26 1층105,106호",POINT (127.0243361 37.5010544),2.7,pedestrian_1430655023,localroad_1430655018
restaurant_28586,아바 갤러리,기타,서울특별시 서초구 양재동 333-14,POINT (127.0425894 37.4700814),3.5,pedestrian_4184618609,localroad_4184618609
restaurant_28587,다이닝 고,일식,서울특별시 서초구 반포동 72-10 주혁빌딩 1층,POINT (126.9991894 37.4980598),4,pedestrian_3796948936,localroad_3796948936
restaurant_28588,돼지게티 서초점,한식,서울특별시 서초구 서초동 1440-1 1층 105호,POINT (127.0216186 37.4856871),2.7,pedestrian_3827257155,localroad_3827257155
restaurant_28589,오부찌 양재점,한식,서울특별시 서초구 서초동 1360-13 1층 01호,POINT (127.0317676 37.4869511),4,pedestrian_3827170276,localroad_3827170276
restaurant_28592,푸슈(pushoo),기타,서울특별시 서초구 방배동 873-9 1층,POINT (126.9917832 37.4878691),5,pedestrian_2511519005,localroad_2511519005
restaurant_28593,카페오로라,기타,서울특별시 서초구 방배동 923-6 방배아크로타워 지하1층 B23호,POINT (126.9951836 37.4830414),3.4,pedestrian_1696934728,localroad_1696934728
restaurant_28595,브리즈커피,기타,서울특별시 서초구 양재동 241 가인빌딩,POINT (127.0391534 37.4735586),2.8,pedestrian_1925498589,localroad_1925498589
restaurant_28596,카페 서던포스트,기타,서울특별시 서초구 잠원동 8-2 대능빌딩 1층,POINT (127.0175677 37.5178479),3.2,pedestrian_600377805,localroad_600377805
restaurant_28597,살롱드누아,경양식,서울특별시 서초구 서초동 1509-3,POINT (127.0080749 37.4889261),4.7,pedestrian_3242832581,localroad_3242832581
restaurant_28598,완백부대찌개 강남더인피닛스퀘어점,한식,서울특별시 서초구 서초동 1303-6 현대썬앤빌 강남 더 인피닛,POINT (127.0234905 37.5034533),3.6,pedestrian_5237800497,localroad_2477265735
restaurant_28599,할루카 연구소,기타,서울특별시 서초구 양재동 120-10 102호,POINT (127.0365089 37.4752401),2.6,pedestrian_1858938797,localroad_1858938797
restaurant_28601,우나유,일식,"서울특별시 서초구 서초동 1343-7 서흥빌딩 101,102호",POINT (127.0266396 37.4873955),4.1,pedestrian_3827170303,localroad_3827170303
restaurant_28602,직담,한식,서울특별시 서초구 방배동 812-25 보성빌딩 1층,POINT (126.9910477 37.4912688),3.9,pedestrian_2509978764,localroad_2509978764
restaurant_28603,회나루,한식,서울특별시 서초구 서초동 1567-7 성은빌딩  2층,POINT (127.0134266 37.4904035),4.4,pedestrian_3827547993,localroad_3827547993
restaurant_28604,마미식당,한식,서울특별시 서초구 잠원동 39-11 1층,POINT (127.0191363 37.5112203),2.6,pedestrian_4181527978,localroad_4181527978
restaurant_28606,柳京昊의 남도막걸리,한식,서울특별시 서초구 반포동 711-25 101호,POINT (127.0187106 37.5091804),3.5,pedestrian_2477335639,localroad_2477335639
