uuid,name,type,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
restaurant_10959,꼼,한식,서울특별시 서초구 양재동 273-9 1층,POINT (127.0443964 37.4755474),4.6,pedestrian_3011650441,localroad_3011650441
restaurant_15642,소울,일식,서울특별시 서초구 반포동 551-47 1층,POINT (127.001557 37.4960615),3.3,pedestrian_2623317176,localroad_2623317176
restaurant_19890,악어 다방,기타,서울특별시 서초구 잠원동 26-9,POINT (127.0187887 37.5144431),4.1,pedestrian_4181527974,localroad_4181527974
restaurant_20868,친화력,기타,서울특별시 서초구 서초동 1694-25 삼하빌딩 1층,POINT (127.0138015 37.4945785),4.6,pedestrian_12062647671,localroad_3112174490
restaurant_23597,화설 산장강남역점,한식,서울특별시 서초구 서초동 1308-24,POINT (127.0245557 37.5006868),3.8,pedestrian_1430655021,localroad_1430655018
restaurant_28396,스타 마라탕,기타,서울특별시 서초구 서초동 1576-9 지하1층,POINT (127.0139717 37.4902279),2.7,pedestrian_2368063904,localroad_2368063904
restaurant_74263,장원한정식,한식,서울특별시 서초구 서초동 1714-16,POINT (127.0128892 37.4942916),4.1,pedestrian_3153832863,localroad_3153832863
restaurant_74740,임광루,중국식,"서울특별시 서초구 방배동 1024-4번지 1층 9호, 1층 10호",POINT (127.0006726 37.4775645),4.9,pedestrian_11431861581,localroad_4185816724
restaurant_75374,명동 칼국수,한식,서울특별시 서초구 양재동 301-12 1층,POINT (127.0451862 37.4747879),4.9,pedestrian_3011545194,localroad_3011545194
restaurant_76211,미도식당,한식,서울특별시 서초구 반포동 60-4 미도상가 지층17호,POINT (127.0087853 37.5010511),4,pedestrian_8489299002,localroad_1962358614
restaurant_76478,산장,한식,서울특별시 서초구 방배동 915-5번지,POINT (126.9951386 37.481338),2.9,pedestrian_1696934710,localroad_1696934710
restaurant_76889,시민참치 정육점,일식,서울특별시 서초구 양재동 333 1층 104호,POINT (127.0417253 37.4695788),4.6,pedestrian_3572149895,localroad_3572149895
restaurant_117339,자인뭉티기,한식,서울특별시 서초구 서초동 1363-7 1층,POINT (127.0321412 37.48517),3.9,pedestrian_6337049852,localroad_6337049852
restaurant_48,두번먹는 명인김치찜,한식,서울특별시 서초구 방배동 864-37 지하1층,POINT (126.9858779 37.4872328),4.4,pedestrian_8486814112,localroad_3804191186
restaurant_49,삼호령 김치찜,한식,서울특별시 서초구 방배동 864-37 지하1층,POINT (126.9858779 37.4872328),3.8,pedestrian_8486814112,localroad_3804191186
restaurant_50,마당재 한우국밥,한식,서울특별시 서초구 서초동 1357-70 대원빌딩,POINT (127.0315659 37.4876883),3.8,pedestrian_6337030226,localroad_3827170276
restaurant_119,참살이청국장,한식,서울특별시 서초구 서초동 1599-11 지하1층5호,POINT (127.0144511 37.4873125),4.6,pedestrian_3827258501,localroad_3827258501
restaurant_134,예당,한식,서울특별시 서초구 서초동 1541-1 사랑의교회 13층,POINT (127.0078623 37.4904651),4.1,pedestrian_3222437349,localroad_3222437349
restaurant_173,솔솥,한식,서울특별시 서초구 서초동 1570-4,POINT (127.0124854 37.4914679),4.7,pedestrian_8487656462,localroad_8487656462
restaurant_174,밀팅's 샌드위치,경양식,서울특별시 서초구 반포동 51-12 지하1층 11호,POINT (127.011661 37.5008229),2.8,pedestrian_12061668136,localroad_1962358596
restaurant_175,류의 집,일식,서울특별시 서초구 양재동 8-31 대경빌딩,POINT (127.0397559 37.4838986),4.1,pedestrian_1694783697,localroad_1694783697
restaurant_200,아우라,한식,서울특별시 서초구 방배동 452-6 지하1층,POINT (126.9828664 37.4783316),4.4,pedestrian_1685694993,localroad_1685694993
restaurant_214,마이크로 브레이크 커피(micro break coffee),기타,서울특별시 서초구 양재동 355-13 대진빌딩 1층 101호,POINT (127.0431753 37.4675722),2.8,pedestrian_4184585509,localroad_4184585509
restaurant_247,오늘통닭 사당점 & 아우라,한식,서울특별시 서초구 방배동 452-6 1층,POINT (126.9828664 37.4783316),3.3,pedestrian_1685694993,localroad_1685694993
restaurant_265,아지트,한식,서울특별시 서초구 방배동 877-13 1층 104호,POINT (126.9950778 37.4884107),2.7,pedestrian_2623456313,localroad_2623456313
restaurant_306,화야,한식,서울특별시 서초구 양재동 267-4 성풍빌딩 2층,POINT (127.0434736 37.4760986),3.4,pedestrian_4309803037,localroad_4309803037
restaurant_321,더블린브루어리 교대점,경양식,서울특별시 서초구 서초동 1570-12 1층,POINT (127.0128878 37.4918227),5,pedestrian_2388037860,localroad_2388037860
restaurant_342,요커 강남점,기타,서울특별시 서초구 반포동 722-38 태영빌딩,POINT (127.0221013 37.5085057),2.9,pedestrian_4182209836,localroad_4182209836
restaurant_346,샤오바오우육면 강남신세계점,중국식,서울특별시 서초구 반포동 19-3 센트럴시티,POINT (127.0032242 37.5042121),4.3,pedestrian_9787414078,localroad_4738140914
restaurant_349,cream label,한식,서울특별시 서초구 반포동 118-3 파미에스테이션,POINT (127.0062828 37.5038414),4.1,pedestrian_9798531669,localroad_1132502938
restaurant_372,칼국수,한식,서울특별시 서초구 양재동 286-12 1층 101호,POINT (127.046654 37.4740519),3.2,pedestrian_3011650453,localroad_3011650453
restaurant_373,스쿱(scooop),경양식,서울특별시 서초구 서초동 1697-11 2층,POINT (127.0148339 37.4969028),3.2,pedestrian_3112174488,localroad_3112174488
restaurant_396,릴리레브,출장조리,서울특별시 서초구 방배동 984-3 프린스 효령빌딩,POINT (126.9989147 37.4813611),3.7,pedestrian_1696934714,localroad_1696934714
restaurant_404,포케올데이 방배역점,한식,서울특별시 서초구 방배동 910-9,POINT (126.9968911 37.4821819),4.5,pedestrian_4185835030,localroad_4185835030
restaurant_405,에스와이상사,한식,서울특별시 서초구 양재동 363,POINT (127.0462938 37.4685886),4.3,pedestrian_927737701,localroad_927737701
restaurant_431,이정인더스트리(kitchen 3),한식,서울특별시 서초구 서초동 1601-10 서초 어반하이 오피스텔,POINT (127.0148471 37.4855677),2.7,pedestrian_3827258462,localroad_3827257146
restaurant_432,이정인더스트리(kitchen 4),한식,서울특별시 서초구 서초동 1601-10 서초 어반하이 오피스텔,POINT (127.0148471 37.4855677),3.2,pedestrian_3827258462,localroad_3827257146
restaurant_438,사당역 이자카야 야키니쿠 불티,한식,서울특별시 서초구 방배동 448-8,POINT (126.9853152 37.4770011),5,pedestrian_2110341094,localroad_2110341094
restaurant_469,곰곰이 보드게임,기타,서울특별시 서초구 방배동 456-46 이수학원,POINT (126.9836794 37.4817446),4.5,pedestrian_4101372789,localroad_4101372789
restaurant_470,소망의빛,기타,서울특별시 서초구 우면동 791 서초 참병원빌딩,POINT (127.0253588 37.4597676),3.8,pedestrian_3634016488,localroad_3634016488
restaurant_536,버팔로스팟(Buffalo Spot),"외국음식전문점(인도,태국등)",서울특별시 서초구 방배동 941-11 남포빌딩,POINT (126.9905861 37.4852368),4.5,pedestrian_4185879886,localroad_4185879886
restaurant_600,털보네 생고기,한식,서울특별시 서초구 서초동 1698-13 1층(임대 면적 201.32),POINT (127.0142957 37.4956909),4.3,pedestrian_3112862148,localroad_3112862148
restaurant_632,풍년 닭도리탕 강남신사점,한식,서울특별시 서초구 잠원동 35-9 경원빌딩 1층,POINT (127.0180547 37.5126259),4.6,pedestrian_8489505876,localroad_8489505876
restaurant_668,자매식당,한식,서울특별시 서초구 서초동 1603-69 부속상가 지하 3호,POINT (127.0178544 37.4856018),3.2,pedestrian_2932859104,localroad_2932859104
restaurant_729,더뭉티기 교대점,한식,서울특별시 서초구 서초동 1669-1 흰돌빌딩 1층 105호,POINT (127.0161823 37.4932558),3.4,pedestrian_2295372307,localroad_2295372307
restaurant_730,샐러디 방배카페골목점,기타,서울특별시 서초구 방배동 754-1 롯데캐슬헤론,POINT (126.9847511 37.4969635),3,pedestrian_2533109220,localroad_2533109220
restaurant_731,힐링푸드,기타,서울특별시 서초구 서초동 1487-32 힐링캠퍼스 더공감 빌딩,POINT (127.0063598 37.4818114),2.8,pedestrian_4185715626,localroad_4185715626
restaurant_732,리프(Reap),기타,서울특별시 서초구 서초동 1706-9 태지빌딩,POINT (127.0096054 37.4937595),2.7,pedestrian_3153829061,localroad_3153829061
restaurant_740,오래 오래(Ore Ore),호프/통닭,서울특별시 서초구 양재동 350-5 타임빌딩 1층,POINT (127.0425218 37.4674047),4.9,pedestrian_4184585496,localroad_4184585496
restaurant_780,예술상회 남부점 냉동삼겹살,한식,서울특별시 서초구 서초동 1457-4 1층,POINT (127.0142772 37.4841934),4.9,pedestrian_3827257117,localroad_3827257117
restaurant_800,라뻬(L'art fait),기타,서울특별시 서초구 우면동 755 서초 디벨리움 오피스텔 1층 102호,POINT (127.0153596 37.4568464),4,pedestrian_3634017623,localroad_3634017638
restaurant_847,호호만두,분식,서울특별시 서초구 잠원동 40-9 1층 3호,POINT (127.0194924 37.5108087),3.6,pedestrian_6225367829,localroad_2861309356
restaurant_856,패트릭스 카페 서초점,기타,"서울특별시 서초구 서초동 1498-5 마제스타시티, 힐스테이트 서리풀",POINT (127.0056607 37.4902033),4.6,pedestrian_3827338133,localroad_3827338133
restaurant_861,커스텀커피 서초우면점,기타,서울특별시 서초구 우면동 687 우면삼성프라자-2 101호,POINT (127.0221397 37.465661),4.9,pedestrian_562451120,localroad_4634773820
restaurant_867,백소정 남부터미널점,일식,서울특별시 서초구 서초동 1594-3 1층 3호,POINT (127.0140309 37.4865881),3.8,pedestrian_1965713723,localroad_1965713723
restaurant_880,위스키 맨해튼,한식,서울특별시 서초구 방배동 450-27 1층,POINT (126.9836622 37.4771761),4.6,pedestrian_2110341085,localroad_2110341085
restaurant_896,오드(odd),기타,서울특별시 서초구 잠원동 48-1 1층 4호,POINT (127.016167 37.5116641),3.6,pedestrian_2429722057,localroad_2429722057
restaurant_898,쿠지 커피(COOGEE COFFEE),기타,서울특별시 서초구 방배동 926-30 1층 101호,POINT (126.9945039 37.4839817),3.1,pedestrian_1696934738,localroad_1696934738
restaurant_918,스테디샐러드앤파스타 양재하나로마트점,경양식,서울특별시 서초구 양재동 230 하나로마트 양재점 푸드코너 내 1층,POINT (127.0434585 37.4630873),2.7,pedestrian_3793131879,localroad_2817764747
restaurant_1089,토라 강남점,한식,서울특별시 서초구 서초동 1308-10 2층 202호,POINT (127.0251058 37.5009977),2.6,pedestrian_1430655025,localroad_1430655018
restaurant_1178,신사공간,기타,서울특별시 서초구 잠원동 27-2 1동 지하2층 w129호,POINT (127.0194115 37.5143942),3.6,pedestrian_9892111606,localroad_4181527974
restaurant_1268,심바,한식,서울특별시 서초구 반포동 90-3 반포4동근린빌딩,POINT (126.9988889 37.4976969),3,pedestrian_3796948936,localroad_3796948936
restaurant_1281,한냉정국 뱅뱅사거리점,한식,서울특별시 서초구 서초동 1357 2층,POINT (127.0303462 37.4884442),4.3,pedestrian_3690640321,localroad_3690640321
restaurant_1328,아빠곰 수제돈까스,한식,서울특별시 서초구 서초동 1303-10 서초한일유앤아이주상복합,POINT (127.0235396 37.5031563),4,pedestrian_5237800474,localroad_1430655015
restaurant_1336,이가해장국,한식,서울특별시 서초구 서초동 1302-52,POINT (127.0226626 37.5036266),4.2,pedestrian_12061682135,localroad_2281095534
restaurant_1337,펍피맥,경양식,서울특별시 서초구 양재동 10-52,POINT (127.0382777 37.4827783),2.8,pedestrian_1694783066,localroad_1694783066
restaurant_1338,동방제일수산,일식,"서울특별시 서초구 서초동 1308-26 1층 101, 102, 103호",POINT (127.0243361 37.5010544),4.7,pedestrian_1430655023,localroad_1430655018
restaurant_1351,(주)포유 반포지점,한식,서울특별시 서초구 반포동 1109 1층,POINT (126.9869126 37.4993698),4.3,pedestrian_5824006677,localroad_4886793465
restaurant_1386,반포뎅,한식,서울특별시 서초구 반포동 734-32 반포엠 1층 105호,POINT (127.0215621 37.5056268),3.3,pedestrian_3827671784,localroad_3827671784
restaurant_1397,그런치(GRUNCH),기타,서울특별시 서초구 양재동 350-8,POINT (127.0421363 37.4674917),4.4,pedestrian_4184585505,localroad_4184585496
restaurant_1398,원조함경도찹쌀순대,한식,서울특별시 서초구 서초동 1571-15,POINT (127.0124943 37.4925042),3.6,pedestrian_3030832646,localroad_3030832646
restaurant_1406,Hoppy Duck(호피 덕),경양식,"서울특별시 서초구 양재동 89-6 , 7호 1층 101호",POINT (127.0421804 37.4790977),3.2,pedestrian_4184425796,localroad_4184425796
restaurant_1413,꼴라주,경양식,서울특별시 서초구 반포동 19-3 11층 신세계백화점강남점,POINT (127.0032242 37.5042121),2.8,pedestrian_9787414078,localroad_4738140914
restaurant_1417,(유)아웃백스테이크하우스코리아 양재점,패밀리레스트랑,서울특별시 서초구 서초동 1365-8 2층,POINT (127.031233 37.4845679),3.3,pedestrian_5406399767,localroad_5406399767
restaurant_1446,서래미소,한식,서울특별시 서초구 반포동 90-3 반포4동근린빌딩,POINT (126.9988889 37.4976969),3.3,pedestrian_3796948936,localroad_3796948936
restaurant_1447,눈커피,기타,서울특별시 서초구 반포동 107-100 지하1층,POINT (126.9963176 37.4980084),3.2,pedestrian_2622810007,localroad_2622810044
restaurant_1448,슬로우캘리 남부터미널점,기타,서울특별시 서초구 서초동 1588-2 102호,POINT (127.0141265 37.4861925),3.6,pedestrian_1965713723,localroad_1965713723
restaurant_1503,코르바니 서래마을,경양식,서울특별시 서초구 반포동 97-2 2층,POINT (126.9980205 37.4966713),2.9,pedestrian_2622713681,localroad_2622713681
restaurant_1505,방배고기,한식,서울특별시 서초구 방배동 767-20,POINT (126.9853898 37.4940586),3.9,pedestrian_2533109201,localroad_2533109201
restaurant_1516,시마스시,일식,서울특별시 서초구 반포동 19-4 강남고속버스터미널,POINT (127.0063666 37.5052027),4,pedestrian_11708401089,localroad_4147053967
restaurant_1600,어다미,한식,서울특별시 서초구 서초동 1716-8 지하1층 국제빌딩,POINT (127.0121306 37.4935013),4.9,pedestrian_2368063910,localroad_2368063910
restaurant_1608,장수상회,한식,서울특별시 서초구 서초동 1366-2 1층,POINT (127.0326652 37.484868),3,pedestrian_3827169481,localroad_3827169481
restaurant_1609,더 케이푸드(THE K'FOOD),한식,"서울특별시 서초구 서초동 1445-3 국제전자센터 지하1층 95호, 1층 일부",POINT (127.0178205 37.4847365),4.9,pedestrian_2655442263,localroad_2655442263
restaurant_1626,유부 꼬마,김밥(도시락),서울특별시 서초구 방배동 768-2 1층,POINT (126.985443 37.4951403),3.9,pedestrian_2533109212,localroad_2533109212
restaurant_1639,투 매러 커피(Two Matter Coffee),기타,서울특별시 서초구 양재동 263-2 1층 101호,POINT (127.0426205 37.4765062),3.8,pedestrian_1925498920,localroad_1925498920
restaurant_1811,올드페리도넛 사당점,기타,서울특별시 서초구 방배동 442-3 대광빌딩,POINT (126.9822037 37.4796775),3.6,pedestrian_1685716271,localroad_1685716271
restaurant_1844,반포 수진이네 된청찌개(테이크아웃 전문점),한식,서울특별시 서초구 반포동 2-8 신반포상가,POINT (126.9947134 37.5054735),4,pedestrian_3088424193,localroad_3088424193
restaurant_1845,헬키푸키 서초교대점,김밥(도시락),서울특별시 서초구 서초동 1597-6 1층 102호,POINT (127.0138434 37.4879471),3.8,pedestrian_1965713727,localroad_1965713727
restaurant_1926,골목집,한식,서울특별시 서초구 양재동 280-8 1층,POINT (127.0459441 37.474758),3.9,pedestrian_3011650465,localroad_3011650465
restaurant_1963,마유유 마라탕 방배역점,중국식,"서울특별시 서초구 방배동 923-6 107, 108호",POINT (126.9951836 37.4830414),3,pedestrian_1696934728,localroad_1696934728
restaurant_2004,피자스팟,기타,서울특별시 서초구 양재동 279 덕산빌딩 106호,POINT (127.0449108 37.4759931),3.7,pedestrian_3011650460,localroad_3011650460
restaurant_2044,스시화 서초점,일식,서울특별시 서초구 방배동 918-1 하나빌 1층 103호,POINT (126.9928727 37.4816791),3.4,pedestrian_4185879872,localroad_4185879872
restaurant_2048,힘찬족발,기타,서울특별시 서초구 반포동 717-3,POINT (127.0186292 37.5084859),4.3,pedestrian_3827672497,localroad_3827672497
restaurant_2051,세가족,기타,서울특별시 서초구 양재동 217 서울오토갤러리 금관동 B105-3,POINT (127.0353815 37.4617962),2.8,pedestrian_11009516055,localroad_4278630694
restaurant_2052,이정인더스트리(kitchen 2),한식,서울특별시 서초구 서초동 1601-10 서초 어반하이 오피스텔 지하1층 B04호,POINT (127.0148471 37.4855677),4.7,pedestrian_3827258462,localroad_3827257146
restaurant_2053,굽네치킨 방배1?3동점,호프/통닭,서울특별시 서초구 방배동 901-5 원촌빌딩 1층,POINT (126.9956654 37.4859018),5,pedestrian_4185805723,localroad_4107783310
restaurant_2054,더쌍화 서초점,기타,서울특별시 서초구 서초동 1445-3 국제전자센터 지하1층 101호,POINT (127.0178205 37.4847365),4.9,pedestrian_2655442263,localroad_2655442263
restaurant_2077,샐러데이즈(서초구청점),기타,서울특별시 서초구 서초동 1359-35 보일빌딩 101호,POINT (127.0294896 37.4864819),4.7,pedestrian_9657790303,localroad_9657790289
restaurant_2085,온유월 식당 본점,한식,"서울특별시 서초구 잠원동 75-19 지하1층 16호일부,17호~21호,22호일부",POINT (127.0034252 37.506106),3.7,pedestrian_11641428828,localroad_11641428828
restaurant_2090,오앤콩,한식,"서울특별시 서초구 서초동 1498-5 1층, 마제스타시티 서초에비뉴 112호",POINT (127.0056607 37.4902033),3.7,pedestrian_3827338133,localroad_3827338133
restaurant_2107,(주)파리크라상 str EAT 양재사옥점,경양식,서울특별시 서초구 양재동 11-149 강남피타워 지하1층,POINT (127.0372961 37.4843832),4.9,pedestrian_4184399723,localroad_4184399723
restaurant_2167,노티드 강남 신세계,기타,서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,POINT (127.0032242 37.5042121),3.6,pedestrian_9787414078,localroad_4738140914
restaurant_2168,현풍할매삼대곰탕,한식,서울특별시 서초구 서초동 1595-2 1층,POINT (127.013356 37.4871772),2.9,pedestrian_1965713742,localroad_1965713742
restaurant_2169,컬트리,기타,서울특별시 서초구 방배동 876-39,POINT (126.9941962 37.4892232),3.4,pedestrian_2623456310,localroad_2623456310
restaurant_2174,SARA,기타,서울특별시 서초구 양재동 264-13 삼화빌딩,POINT (127.0427441 37.4756782),2.6,pedestrian_3011650438,localroad_3011650438
restaurant_2175,KFC서울교대S,기타,서울특별시 서초구 서초동 1576-6 서교빌딩 1층,POINT (127.0139439 37.4906241),4.7,pedestrian_3827547993,localroad_3827547993
restaurant_2238,신탄식당,한식,서울특별시 서초구 방배동 750-12 1층 103호,POINT (126.986397 37.498185),4.2,pedestrian_2551950254,localroad_2551950254
restaurant_2273,5분덮밥,한식,서울특별시 서초구 서초동 1321-6 서초동아타워,POINT (127.0252162 37.4959888),4.3,pedestrian_9711448910,localroad_2690624934
restaurant_2289,말통커피 남부터미널점,기타,서울특별시 서초구 서초동 1446-11 현대슈퍼빌,POINT (127.0154459 37.4830228),3.6,pedestrian_4185683888,localroad_4185683888
restaurant_2290,츠보,일식,서울특별시 서초구 양재동 92-9,POINT (127.0408622 37.4778525),3.9,pedestrian_1925498969,localroad_1925498969
restaurant_2291,이자카야룸,일식,서울특별시 서초구 방배동 450-8 지하1층,POINT (126.9837557 37.4777806),2.9,pedestrian_1685686555,localroad_1685686555
restaurant_2307,꾸덕 서초점,경양식,서울특별시 서초구 서초동 1510-15 화원그랑빌 아파트,POINT (127.0084695 37.4872985),3.4,pedestrian_3089166486,localroad_3089166486
restaurant_2308,면시켜밥시켜,한식,서울특별시 서초구 서초동 1573-10 로이어즈타워,POINT (127.0134605 37.4929898),2.7,pedestrian_3827548050,localroad_3827548050
restaurant_2324,청계산,기타,서울특별시 서초구 신원동 205-1 내곡드림시티 3층 308-1호,POINT (127.0562937 37.4473859),2.9,pedestrian_11744211944,localroad_3547291976
restaurant_2327,오한수우육면가 서초점,일식,서울특별시 서초구 서초동 1337-22 디오빌프라임 지하1층 105호,POINT (127.0299447 37.4915135),3.1,pedestrian_3825549661,localroad_3825549661
restaurant_2353,늘솜 잇샌드,기타,서울특별시 서초구 반포동 91-6 1층,POINT (126.998875 37.497895),3,pedestrian_3796948936,localroad_3796948936
restaurant_2368,리니어 커피,기타,서울특별시 서초구 방배동 795-9 방배빌딩 1층 104호,POINT (126.9896464 37.4928787),4.7,pedestrian_2624211585,localroad_2624211585
restaurant_2379,펠로우즈,경양식,서울특별시 서초구 양재동 354-8 1층,POINT (127.0433649 37.466889),3.1,pedestrian_4184585497,localroad_4184585497
restaurant_2382,서초정,일식,서울특별시 서초구 서초동 1327-34 솔라티움시티 강남,POINT (127.0277133 37.4944145),2.7,pedestrian_9835273091,localroad_3825549669
restaurant_2383,도슨트 테이블,경양식,서울특별시 서초구 서초동 1308-14,POINT (127.0251792 37.5005748),4.9,pedestrian_1430655025,localroad_4944067989
restaurant_2391,볼드다이너 BOLD DINER,기타,서울특별시 서초구 서초동 1502-12 1층 110호,POINT (127.0077484 37.4896712),2.9,pedestrian_3827338128,localroad_3827338128
restaurant_2417,혜장국,한식,서울특별시 서초구 서초동 1302-50,POINT (127.0226308 37.5034642),4.7,pedestrian_12061682135,localroad_2281095534
restaurant_2429,서초회관,한식,서울특별시 서초구 서초동 1451-29 호수빌딩,POINT (127.013404 37.4835283),4.5,pedestrian_1430679905,localroad_1430679905
restaurant_2443,순대실록 남부터미널점,한식,서울특별시 서초구 서초동 1589-13 1층,POINT (127.0134547 37.4856913),4.5,pedestrian_1965713708,localroad_1965713708
restaurant_2451,우연술상,한식,서울특별시 서초구 양재동 10-2,POINT (127.0379636 37.4834696),3.3,pedestrian_1694783484,localroad_1694783484
restaurant_2452,만두랑,한식,서울특별시 서초구 양재동 8-59,POINT (127.0384754 37.4832394),4.1,pedestrian_4184399704,localroad_4184399704
restaurant_2541,고료리토키,일식,서울특별시 서초구 방배동 925-12 1층,POINT (126.9951304 37.4844826),3.8,pedestrian_1696934741,localroad_1696934741
restaurant_2583,두미에뜨,한식,서울특별시 서초구 반포동 107-34,POINT (126.9964966 37.4981541),4.3,pedestrian_2622810044,localroad_2622810044
restaurant_2584,솔,기타,서울특별시 서초구 반포동 90-3 반포4동근린빌딩,POINT (126.9988889 37.4976969),4.9,pedestrian_3796948936,localroad_3796948936
restaurant_2585,뷰티스파클,분식,서울특별시 서초구 서초동 1302-1 서초오피스텔 지하1층 9호,POINT (127.0217984 37.5031149),3.1,pedestrian_4894927245,localroad_414684605
restaurant_2592,피그커피(Fig Coffee),기타,서울특별시 서초구 서초동 1640-8 1층,POINT (127.0193095 37.4936603),2.6,pedestrian_3827548466,localroad_3827548466
restaurant_2619,슬로우먼데이(SLOW MONDAY),경양식,서울특별시 서초구 양재동 220-3 동성빌딩 1층1호,POINT (127.0339885 37.462001),4.9,pedestrian_10925732892,localroad_9693950797
restaurant_2621,파스쿠찌 센트로양재점,기타,서울특별시 서초구 서초동 1366-5,POINT (127.0330937 37.4849616),4.4,pedestrian_11431861702,localroad_3827169482
restaurant_2642,깐부치킨,한식,서울특별시 서초구 양재동 280 효정빌딩 1층,POINT (127.0457692 37.4751711),3.1,pedestrian_4184618646,localroad_4184618646
restaurant_2686,포이자카야,한식,서울특별시 서초구 양재동 273-1 101호,POINT (127.0444503 37.4757551),2.8,pedestrian_3011650467,localroad_3011650467
restaurant_2729,서울 함바그,경양식,서울특별시 서초구 잠원동 121-9 2층,POINT (127.0080609 37.519048),3,pedestrian_6552166589,localroad_8487547633
restaurant_2742,백소정 방배역점,한식,서울특별시 서초구 방배동 910-9 201호,POINT (126.9968911 37.4821819),3.9,pedestrian_4185835030,localroad_4185835030
restaurant_2743,달래해장 신논현점,한식,서울특별시 서초구 서초동 1302-38,POINT (127.0229907 37.5027553),4.5,pedestrian_8495297507,localroad_1430655015
restaurant_2747,100인분 떡볶이,한식,서울특별시 서초구 방배동 779-1 1층 중간상가,POINT (126.9852569 37.4938502),2.7,pedestrian_2533109202,localroad_2533109202
restaurant_2749,동왕산낙지전문점,한식,서울특별시 서초구 양재동 273-6 102호,POINT (127.044694 37.4752615),3.9,pedestrian_4184618640,localroad_4184618640
restaurant_2750,LOW TENSION(로우텐션),기타,서울특별시 서초구 방배동 467-6 전면 남쪽 1층 101호,POINT (126.9843627 37.4788761),2.8,pedestrian_4101372794,localroad_4101372794
restaurant_2775,폴 바셋 교대역점,기타,서울특별시 서초구 서초동 1715-9 석정빌딩1층,POINT (127.0130091 37.493779),4.6,pedestrian_12062647673,localroad_3153683163
restaurant_2782,하시무,한식,"서울특별시 서초구 잠원동 75-13 반포쇼핑타운 2동 지하1층 10, 11호",POINT (127.0021861 37.5057261),2.7,pedestrian_10313078477,localroad_1445606439
restaurant_2808,상상오리 방배점,한식,서울특별시 서초구 방배동 465-21,POINT (126.9851925 37.4793878),3.9,pedestrian_1685716285,localroad_1685716285
restaurant_2843,사당룸이자카야비원,일식,서울특별시 서초구 방배동 449-6 지하1층,POINT (126.983968 37.4771337),2.6,pedestrian_2110341085,localroad_2110341085
restaurant_2882,주식회사 러키아이티(동보성),중국식,서울특별시 서초구 서초동 1452-7 신빌딩,POINT (127.0145998 37.4820155),5,pedestrian_1430679232,localroad_1430679232
restaurant_2885,파리크라상 교대역점,기타,서울특별시 서초구 서초동 1685-8 G5센트럴프라자,POINT (127.0164141 37.4954113),4.4,pedestrian_4833838769,localroad_3112174494
restaurant_2889,인생아구찜 서초점,한식,서울특별시 서초구 방배동 985-5,POINT (126.9998664 37.4812159),4.7,pedestrian_3274307625,localroad_3274307625
restaurant_2894,육곱식당(서초점),한식,서울특별시 서초구 서초동 1589-9 서초 리슈빌,POINT (127.01337 37.4852491),4,pedestrian_1965713692,localroad_1965713692
restaurant_2902,파리크라상키친 서초래미안점,경양식,서울특별시 서초구 서초동 1331-2 1층,POINT (127.026845 37.4924791),4.3,pedestrian_9607816609,localroad_2280599507
restaurant_2906,테이블나인,경양식,서울특별시 서초구 서초동 1303-14 오클라우드호텔 지하1층 B101호,POINT (127.0236995 37.5030405),3,pedestrian_5237800484,localroad_1430655015
restaurant_2934,프레드피자 서초점,기타,서울특별시 서초구 서초동 1627-5 교대빌딩 A동 101호,POINT (127.0195372 37.490085),4.2,pedestrian_9602018674,localroad_2295365587
restaurant_2960,에이피오,기타,서울특별시 서초구 방배동 811-5 솔빛빌딩 1층,POINT (126.9912844 37.4921628),2.6,pedestrian_2623456109,localroad_2623456109
restaurant_2989,살롱 뒤 뱅,경양식,서울특별시 서초구 서초동 1583-10 서초아트자이 123호,POINT (127.0114993 37.4856299),4.1,pedestrian_1965713688,localroad_1965713688
restaurant_2993,레발콩,한식,서울특별시 서초구 방배동 425-1 세양아르비채,POINT (126.9833138 37.4845257),2.6,pedestrian_1905595394,localroad_1905595394
restaurant_2998,리퀴드소울(Liquid Soul),기타,서울특별시 서초구 반포동 92-15 지하1층,POINT (126.9985986 37.4991091),3.9,pedestrian_9802796430,localroad_2622713691
restaurant_3072,카츠8 파미에스테이션점,패밀리레스트랑,서울특별시 서초구 반포동 118-3 CENTRALCITY 반포천 복개주차장 210호,POINT (127.0062828 37.5038414),3.8,pedestrian_9798531669,localroad_1132502938
restaurant_3079,토마토2,경양식,서울특별시 서초구 양재동 276-12 지하1층,POINT (127.0447056 37.4761266),3,pedestrian_3011650460,localroad_3011650460
restaurant_3119,파인딩스키핑,경양식,서울특별시 서초구 방배동 836-8 지엔에이,POINT (126.9916533 37.4899584),3.5,pedestrian_2510022117,localroad_2510022117
restaurant_3120,나래,한식,서울특별시 서초구 서초동 1566-5 지하1층,POINT (127.0135114 37.4899807),3,pedestrian_3827338142,localroad_3827338142
restaurant_3121,카페 드 아르떼,기타,서울특별시 서초구 방배동 1943,POINT (126.9829196 37.489415),3.5,pedestrian_3804191223,localroad_3804191223
