uuid,node1_uuid,node2_uuid,distance,average_travel_time,geometry
localroad_1,localroad_357824648,localroad_2861578313,58.147,0.174441,"MultiLineString ((127.0199955 37.5139422, 127.019939 37.5139311, 127.0193557 37.5138161))"
localroad_2,localroad_357824648,localroad_2280678864,101.894,0.359625882,"MultiLineString ((127.0199955 37.5139422, 127.0200491 37.5137516, 127.0202796 37.5130541))"
localroad_3,localroad_414683142,localroad_734790106,33.736,0.119068235,"MultiLineString ((127.0430136 37.4654267, 127.0432971 37.4656302))"
localroad_4,localroad_414683142,localroad_2817764755,33.992,0.119971765,"MultiLineString ((127.0430136 37.4654267, 127.0430703 37.4653796, 127.0432773 37.4652039))"
localroad_5,localroad_414683494,localroad_1551437361,37.663,0.125543333,"MultiLineString ((127.0371526 37.4617177, 127.037438 37.4614659))"
localroad_6,localroad_414683494,localroad_1551437362,217.386,0.652158,"MultiLineString ((127.0371526 37.4617177, 127.0370355 37.461821, 127.0362774 37.4624902, 127.0360459 37.4627067, 127.035512 37.4631757))"
localroad_7,localroad_414683494,localroad_4278630694,145.884,0.514884706,"MultiLineString ((127.0371526 37.4617177, 127.0361193 37.4609487, 127.0359469 37.4608203))"
localroad_8,localroad_414684234,localroad_3228035801,213.371,0.640113,"MultiLineString ((127.0347686 37.4675247, 127.03461 37.46738, 127.0345737 37.4673431, 127.03445 37.46717, 127.03437 37.46697, 127.0343418 37.4666688, 127.03431 37.46633, 127.03425 37.46581, 127.0342416 37.4657027))"
localroad_9,localroad_414684234,localroad_436876729,540.849,2.163396,"MultiLineString ((127.0347686 37.4675247, 127.03461 37.46768, 127.0341768 37.4681132, 127.03407 37.46822, 127.0331604 37.4692237, 127.03291 37.4695, 127.0317373 37.4707481, 127.0312788 37.4712417, 127.0311183 37.4714305))"
localroad_10,localroad_414684234,localroad_3737658606,82.967,0.31112625,"MultiLineString ((127.0347686 37.4675247, 127.0348694 37.4675196, 127.0349229 37.4675135, 127.0349418 37.4675046, 127.0349588 37.4674966, 127.0350582 37.4673941, 127.0353791 37.4670629, 127.035412 37.467029))"
localroad_11,localroad_414684234,localroad_3228035802,202.655,0.75995625,"MultiLineString ((127.0347686 37.4675247, 127.0347802 37.4673973, 127.0348208 37.4671204, 127.0348533 37.4668985, 127.0349413 37.4662979, 127.0349768 37.4657106))"
localroad_12,localroad_414684234,localroad_845976121,452.054,1.356162,"MultiLineString ((127.0347686 37.4675247, 127.03502 37.46767, 127.0358633 37.4682073, 127.0365095 37.468619, 127.0369787 37.4689179, 127.0372392 37.4690872, 127.0372627 37.4691028, 127.0373632 37.4691695, 127.0375071 37.4692497, 127.0376856 37.4693017, 1"
localroad_13,localroad_414684235,localroad_4865811287,16.839,0.053175789,"MultiLineString ((127.0398113 37.4685748, 127.0399672 37.4686621))"
localroad_14,localroad_414684235,localroad_4865811267,157.381,0.472143,"MultiLineString ((127.0398113 37.4685748, 127.0402179 37.468172, 127.0404098 37.4679874, 127.0409142 37.4674628))"
localroad_15,localroad_414684236,localroad_562451052,138.372,0.553488,"MultiLineString ((127.0243 37.46912, 127.0252014 37.4701382))"
localroad_16,localroad_414684236,localroad_9632566088,54.513,0.172146316,"MultiLineString ((127.0243 37.46912, 127.0239852 37.4686982))"
localroad_17,localroad_414684236,localroad_4634856279,41.277,0.145683529,"MultiLineString ((127.0243 37.46912, 127.0246497 37.4688735))"
localroad_18,localroad_414684236,localroad_4634856277,188.366,0.627886667,"MultiLineString ((127.0243 37.46912, 127.0238084 37.4694913, 127.0235006 37.4697237, 127.0231081 37.4702872, 127.0229418 37.4704011))"
localroad_19,localroad_414684250,localroad_4865811294,19.482,0.061522105,"MultiLineString ((127.0385593 37.4736968, 127.0387794 37.4737104))"
localroad_20,localroad_414684250,localroad_845976121,450.553,1.351659,"MultiLineString ((127.0385593 37.4736968, 127.0385316 37.472762, 127.038529 37.4718595, 127.0385388 37.4716692, 127.0385459 37.4715302, 127.0385716 37.4712398, 127.0385925 37.4709991, 127.0386271 37.4708086, 127.0386684 37.4706428, 127.038684 37.4705824,"
localroad_21,localroad_414684253,localroad_1857470430,54.979,0.173617895,"MultiLineString ((127.0385739 37.4755357, 127.0384121 37.4755335, 127.0380146 37.4753479))"
localroad_22,localroad_414684253,localroad_414684250,204.483,0.613449,"MultiLineString ((127.0385739 37.4755357, 127.0385659 37.475157, 127.0385611 37.4738972, 127.0385593 37.4736968))"
localroad_23,localroad_414684334,localroad_8703399727,68.624,0.242202353,"MultiLineString ((127.0100859 37.4870008, 127.0108116 37.4872228))"
localroad_24,localroad_414684334,localroad_5092097487,12.515,0.05006,"MultiLineString ((127.0100859 37.4870008, 127.0100195 37.4869778, 127.0099559 37.4869558))"
localroad_25,localroad_414684334,localroad_2386012694,64.093,0.226210588,"MultiLineString ((127.0100859 37.4870008, 127.010009 37.4871346, 127.009819 37.4875366))"
localroad_26,localroad_414684345,localroad_3827170317,158.278,0.558628235,"MultiLineString ((127.0282365 37.4885147, 127.028033 37.4884528, 127.026779 37.4880529, 127.0265707 37.4879865))"
localroad_27,localroad_414684345,localroad_2280599507,414.261,1.242783,"MultiLineString ((127.0282365 37.4885147, 127.0281803 37.4886319, 127.0281608 37.4886725, 127.0279856 37.4890376, 127.0278069 37.4894049, 127.0277654 37.4894901, 127.0277521 37.4895175, 127.0277361 37.4895503, 127.0277077 37.4896087, 127.0273484 37.49034"
localroad_28,localroad_414684345,localroad_436882900,161.994,0.6074775,"MultiLineString ((127.0282365 37.4885147, 127.0284136 37.4885674, 127.0299475 37.4890431))"
localroad_29,localroad_414684345,localroad_3827170315,63.905,0.191715,"MultiLineString ((127.0282365 37.4885147, 127.0282929 37.4883972, 127.0284942 37.4879776))"
localroad_30,localroad_414684380,localroad_2510009120,78.152,0.246795789,"MultiLineString ((126.9904803 37.4927747, 126.9896809 37.4924719))"
localroad_31,localroad_414684380,localroad_2622874615,60.741,0.191813684,"MultiLineString ((126.9904803 37.4927747, 126.9910849 37.493036))"
localroad_32,localroad_414684380,localroad_2510006962,69.515,0.245347059,"MultiLineString ((126.9904803 37.4927747, 126.990821 37.492211))"
localroad_33,localroad_414684380,localroad_2533109203,141.28,0.5298,"MultiLineString ((126.9904803 37.4927747, 126.9900541 37.4934399, 126.9897546 37.4939073))"
localroad_34,localroad_414684382,localroad_11180657530,6.483,0.019449,"MultiLineString ((127.0298727 37.4929947, 127.0299414 37.4930154))"
localroad_35,localroad_414684382,localroad_571448680,59.814,0.2243025,"MultiLineString ((127.0298727 37.4929947, 127.029659 37.4929301, 127.0292391 37.4928033))"
localroad_36,localroad_414684382,localroad_3825549662,174.77,0.616835294,"MultiLineString ((127.0298727 37.4929947, 127.0299551 37.4928121, 127.0305403 37.4915149))"
localroad_37,localroad_414684540,localroad_436844236,52.492,0.165764211,"MultiLineString ((126.9870596 37.4982064, 126.9871278 37.4980589, 126.9873108 37.4977794))"
localroad_38,localroad_414684540,localroad_4886793465,24.411,0.073233,"MultiLineString ((126.9870596 37.4982064, 126.9870602 37.4983246, 126.9870535 37.4984258))"
localroad_39,localroad_414684540,localroad_11229639132,35.402,0.111795789,"MultiLineString ((126.9870596 37.4982064, 126.9872585 37.4981836, 126.9874584 37.4981732))"
localroad_40,localroad_414684605,localroad_2281095534,157.94,0.63176,"MultiLineString ((127.0211197 37.5034452, 127.021282 37.5034935, 127.0216192 37.503594, 127.0219564 37.5036945, 127.0227946 37.5039472))"
localroad_41,localroad_414684605,localroad_2477340277,74.09,0.246966667,"MultiLineString ((127.0211197 37.5034452, 127.0210415 37.5035989, 127.020835 37.5040719))"
localroad_42,localroad_414684605,localroad_3827608184,153.501,0.57562875,"MultiLineString ((127.0211197 37.5034452, 127.0209697 37.5034417, 127.0208816 37.5034397, 127.0198225 37.5031435, 127.0194471 37.5031026))"
localroad_43,localroad_414684605,localroad_1430655026,150.998,0.452994,"MultiLineString ((127.0211197 37.5034452, 127.0211733 37.5033259, 127.0212471 37.5031618, 127.0213744 37.5028784, 127.0215376 37.5025537, 127.0216603 37.5023018, 127.0217224 37.5021744))"
localroad_44,localroad_436286601,localroad_5299428780,468.105,1.404315,"MultiLineString ((127.0902712 37.4654826, 127.0901169 37.4653713, 127.0900035 37.4652625, 127.0899028 37.4650974, 127.0897745 37.4648032, 127.0896384 37.4645214, 127.08944 37.46419, 127.08933 37.464064, 127.0890199 37.4637257, 127.0887117 37.4634313, 127"
localroad_45,localroad_436286601,localroad_11628651323,646.336,1.939008,"MultiLineString ((127.0902712 37.4654826, 127.0901117 37.465349, 127.0900225 37.4652304, 127.0899821 37.4651538, 127.0899402 37.4650715, 127.0899123 37.4649785, 127.0898846 37.4648506, 127.0898631 37.4646599, 127.0898206 37.4641324, 127.089764 37.4628151"
localroad_46,localroad_436691507,localroad_3634017638,95.328,0.35748,"MultiLineString ((127.0150044 37.4574453, 127.0151745 37.4565987))"
localroad_47,localroad_436691507,localroad_8487937348,179.082,0.565522105,"MultiLineString ((127.0150044 37.4574453, 127.0129772 37.4573801))"
localroad_48,localroad_436691507,localroad_3634017636,27.361,0.091203333,"MultiLineString ((127.0150044 37.4574453, 127.015313 37.4574685))"
localroad_49,localroad_436691511,localroad_4186026790,64.299,0.21433,"MultiLineString ((127.0188551 37.4596924, 127.0185989 37.4594812, 127.0184179 37.459235))"
localroad_50,localroad_436691512,localroad_4662808662,35.943,0.143772,"MultiLineString ((127.0198306 37.4601941, 127.0198832 37.460314, 127.0199325 37.4603917, 127.0199819 37.4604937))"
localroad_51,localroad_436691512,localroad_436691511,102.618,0.34206,"MultiLineString ((127.0198306 37.4601941, 127.0196119 37.4600717, 127.0188551 37.4596924))"
localroad_52,localroad_436763814,localroad_798688402,817.12,2.883952941,"MultiLineString ((126.9909208 37.506697, 126.9905574 37.5066418, 126.9893848 37.5063964, 126.9886888 37.5062651, 126.988307 37.5061948, 126.9878738 37.5060863, 126.9875189 37.5059225, 126.9855976 37.504978, 126.9850424 37.5048237, 126.9834106 37.5045386,"
localroad_53,localroad_436801370,localroad_436801374,80.316,0.321264,"MultiLineString ((127.0307069 37.4737864, 127.029969 37.4733636))"
localroad_54,localroad_436801370,localroad_3727772781,30.225,0.1209,"MultiLineString ((127.0307069 37.4737864, 127.0304993 37.4740026))"
localroad_55,localroad_436801370,localroad_1925380126,181.883,0.64194,"MultiLineString ((127.0307069 37.4737864, 127.0308546 37.4738705, 127.0314747 37.4742337, 127.03181 37.47443, 127.03206 37.47454, 127.0324325 37.4746683))"
localroad_56,localroad_436801374,localroad_436801370,80.316,0.283468235,"MultiLineString ((127.029969 37.4733636, 127.0307069 37.4737864))"
localroad_57,localroad_436801374,localroad_436871835,48.568,0.194272,"MultiLineString ((127.029969 37.4733636, 127.02954 37.47309))"
localroad_58,localroad_436816899,localroad_5819624307,130.609,0.522436,"MultiLineString ((127.0070822 37.5108092, 127.0076626 37.5097286))"
localroad_59,localroad_436816899,localroad_4147017219,65.397,0.206516842,"MultiLineString ((127.0070822 37.5108092, 127.0064589 37.5104907))"
localroad_60,localroad_436816899,localroad_436816900,263.682,1.054728,"MultiLineString ((127.0070822 37.5108092, 127.0096393 37.5120376))"
localroad_61,localroad_436816899,localroad_4147056027,100.642,0.402568,"MultiLineString ((127.0070822 37.5108092, 127.0068827 37.5112294, 127.0066907 37.5116593))"
localroad_62,localroad_436816900,localroad_4185626651,63.469,0.211563333,"MultiLineString ((127.0096393 37.5120376, 127.0102551 37.5123329))"
localroad_63,localroad_436816900,localroad_436816899,263.682,0.9888075,"MultiLineString ((127.0096393 37.5120376, 127.0070822 37.5108092))"
localroad_64,localroad_436816900,localroad_4185626642,43.802,0.1642575,"MultiLineString ((127.0096393 37.5120376, 127.0094246 37.5123928))"
localroad_65,localroad_436816900,localroad_4185626652,204.731,0.682436667,"MultiLineString ((127.0096393 37.5120376, 127.0096558 37.5120057, 127.0099287 37.5114775, 127.0105994 37.510362))"
localroad_66,localroad_436816903,localroad_2244637650,85.209,0.300737647,"MultiLineString ((127.0133484 37.5138164, 127.0125217 37.5134199))"
localroad_67,localroad_436816903,localroad_436841230,157.082,0.523606667,"MultiLineString ((127.0133484 37.5138164, 127.0133712 37.5139202, 127.0135705 37.5146426, 127.0136942 37.5151179, 127.0137049 37.5151592, 127.0137152 37.5151987))"
localroad_68,localroad_436816903,localroad_436859991,87.79,0.277231579,"MultiLineString ((127.0133484 37.5138164, 127.0132362 37.5132813, 127.0132476 37.5130344))"
localroad_69,localroad_436817738,localroad_1962358624,44.614,0.178456,"MultiLineString ((127.0115903 37.5024989, 127.0114247 37.5025715, 127.0113353 37.5026107, 127.0111519 37.5026988))"
localroad_70,localroad_436817738,localroad_8489062937,124.018,0.372054,"MultiLineString ((127.0115903 37.5024989, 127.0113823 37.5028535, 127.011342 37.5029223, 127.0112106 37.5031307, 127.0110025 37.5035118))"
localroad_71,localroad_436817738,localroad_3112159936,433.285,1.62481875,"MultiLineString ((127.0115903 37.5024989, 127.011791 37.5025591, 127.0124183 37.5027472, 127.0125119 37.502758, 127.0126449 37.5027448, 127.0132578 37.5026232, 127.0138135 37.5025284, 127.0139123 37.5025063, 127.0140098 37.5024783, 127.0141639 37.5024113"
localroad_72,localroad_436817738,localroad_436864995,102.746,0.342486667,"MultiLineString ((127.0115903 37.5024989, 127.0116114 37.5024284, 127.01186 37.5016))"
localroad_73,localroad_436830485,localroad_5406500183,13.212,0.039636,"MultiLineString ((127.0129176 37.4806512, 127.012969 37.4805396))"
localroad_74,localroad_436830485,localroad_2124836393,36.118,0.144472,"MultiLineString ((127.0129176 37.4806512, 127.0128591 37.4806264, 127.0126656 37.4805379, 127.0125628 37.4804893))"
localroad_75,localroad_436830490,localroad_5406500166,11.943,0.037714737,"MultiLineString ((127.0069913 37.4776296, 127.007041 37.4775297))"
localroad_76,localroad_436830490,localroad_1696934648,248.613,0.877457647,"MultiLineString ((127.0069913 37.4776296, 127.0068091 37.4775446, 127.004571 37.4764852))"
localroad_77,localroad_436830490,localroad_436854295,73.153,0.231009474,"MultiLineString ((127.0069913 37.4776296, 127.0069419 37.477737, 127.0069117 37.4777979, 127.0066911 37.4782428))"
localroad_78,localroad_436832382,localroad_1694783330,56.984,0.227936,"MultiLineString ((127.0421 37.48374, 127.0414879 37.4835766))"
localroad_79,localroad_436832382,localroad_1694783131,69.68,0.27872,"MultiLineString ((127.0421 37.48374, 127.042372 37.4831517))"
localroad_80,localroad_436832382,localroad_1694783992,79.975,0.3199,"MultiLineString ((127.0421 37.48374, 127.0417968 37.4844178))"
localroad_81,localroad_436837053,localroad_2623345913,70.321,0.248191765,"MultiLineString ((126.9967186 37.494211, 126.9971974 37.4937054))"
localroad_82,localroad_436837053,localroad_2932857697,56.746,0.2127975,"MultiLineString ((126.9967186 37.494211, 126.9971048 37.4946191))"
localroad_83,localroad_436837056,localroad_436842105,70.498,0.281992,"MultiLineString ((126.9979682 37.4949993, 126.9987657 37.4949594))"
localroad_84,localroad_436837056,localroad_436853883,125.653,0.502612,"MultiLineString ((126.9979682 37.4949993, 126.9979831 37.4951315, 126.9981788 37.496042, 126.9981951 37.4961145))"
localroad_85,localroad_436837056,localroad_2385935469,56.941,0.200968235,"MultiLineString ((126.9979682 37.4949993, 126.9977751 37.4949909, 126.997597 37.4949566, 126.9974482 37.4948992, 126.9973641 37.4948516))"
localroad_86,localroad_436837533,localroad_3572149895,49.23,0.1846125,"MultiLineString ((127.0414121 37.4696368, 127.0417909 37.4693118))"
localroad_87,localroad_436837533,localroad_1925498351,112.905,0.42339375,"MultiLineString ((127.0414121 37.4696368, 127.0423886 37.4702928))"
localroad_88,localroad_436837533,localroad_1925498333,63.28,0.210933333,"MultiLineString ((127.0414121 37.4696368, 127.0408539 37.4692796))"
localroad_89,localroad_436837539,localroad_927740192,49.57,0.174952941,"MultiLineString ((127.0466911 37.47238, 127.0470859 37.4720629))"
localroad_90,localroad_436837539,localroad_4631776180,14.931,0.052697647,"MultiLineString ((127.0466911 37.47238, 127.0468244 37.4724627))"
localroad_91,localroad_436837539,localroad_2863416048,60.73,0.191778947,"MultiLineString ((127.0466911 37.47238, 127.0462034 37.4721046, 127.0461206 37.4720774))"
localroad_92,localroad_436838053,localroad_1685716301,35.546,0.1332975,"MultiLineString ((126.9821298 37.4839603, 126.9825309 37.4839305))"
localroad_93,localroad_436838053,localroad_4185991244,56.843,0.179504211,"MultiLineString ((126.9821298 37.4839603, 126.98217 37.4844705))"
localroad_94,localroad_436838063,localroad_2624211577,50.105,0.150315,"MultiLineString ((126.9827592 37.4909123, 126.983327 37.4909038))"
localroad_95,localroad_436838063,localroad_2533109193,83.636,0.264113684,"MultiLineString ((126.9827592 37.4909123, 126.9827787 37.4916643))"
localroad_96,localroad_436839449,localroad_1925498798,181.972,0.682395,"MultiLineString ((127.04025 37.47406, 127.0414176 37.4754089))"
localroad_97,localroad_436839449,localroad_1925498589,92.277,0.325683529,"MultiLineString ((127.04025 37.47406, 127.04008 37.47391, 127.03997 37.47386, 127.03975 37.47378, 127.039645 37.4737603, 127.03959 37.47375, 127.0393318 37.4737445))"
localroad_98,localroad_436839449,localroad_1925498596,51.055,0.170183333,"MultiLineString ((127.04025 37.47406, 127.0406665 37.473832, 127.0407265 37.4737996))"
localroad_99,localroad_436840833,localroad_3228035786,6.633,0.02211,"MultiLineString ((127.03479 37.46384, 127.0348366 37.4637932))"
localroad_100,localroad_436840836,localroad_3228035801,128.35,0.4813125,"MultiLineString ((127.03423 37.46455, 127.0342 37.46486, 127.0342376 37.465574, 127.0342416 37.4657027))"
localroad_101,localroad_436840836,localroad_3228035789,71.628,0.286512,"MultiLineString ((127.03423 37.46455, 127.0343373 37.4645484, 127.0345004 37.4645499, 127.0349724 37.4645627, 127.0350407 37.4645557))"
localroad_102,localroad_436841230,localroad_8489298912,608.552,2.434208,"MultiLineString ((127.0137152 37.5151987, 127.013735 37.5152496, 127.0137449 37.515275, 127.0137901 37.5153911, 127.0138027 37.5154233, 127.0139211 37.5157274, 127.0143769 37.5169562, 127.0143929 37.5169958, 127.0145725 37.5174386, 127.0146601 37.5176755"
localroad_103,localroad_436841230,localroad_4185626615,189.17,0.7093875,"MultiLineString ((127.0137152 37.5151987, 127.0136686 37.5152251, 127.0136037 37.5152619, 127.0135795 37.5152757, 127.0120755 37.5161286, 127.0119705 37.5161882))"
localroad_104,localroad_436841230,localroad_2861555127,176.143,0.556241053,"MultiLineString ((127.0137152 37.5151987, 127.0137737 37.5151861, 127.0138677 37.515166, 127.0139073 37.5151575, 127.0145814 37.5150128, 127.0147252 37.5149819, 127.0151879 37.5149176, 127.0154483 37.5148993, 127.0156671 37.5149143))"
localroad_105,localroad_436841230,localroad_436816903,157.082,0.471246,"MultiLineString ((127.0137152 37.5151987, 127.0137049 37.5151592, 127.0136942 37.5151179, 127.0135705 37.5146426, 127.0133712 37.5139202, 127.0133484 37.5138164))"
localroad_106,localroad_436842082,localroad_2622767602,339.049,1.130163333,"MultiLineString ((127.0043705 37.4908085, 127.0043012 37.4909527, 127.00392 37.4916424, 127.0037725 37.4917831, 127.003462 37.4920816, 127.0032519 37.4922835, 127.00311 37.49242, 127.0030094 37.4925206, 127.00295 37.49258, 127.00283 37.49268, 127.0026537"
localroad_107,localroad_436842082,localroad_3827338153,182.716,0.548148,"MultiLineString ((127.0043705 37.4908085, 127.005616 37.4911853, 127.005724 37.491218, 127.0058135 37.4912451, 127.0059758 37.4912947, 127.0063049 37.4913953))"
localroad_108,localroad_436842082,localroad_5735985206,147.747,0.466569474,"MultiLineString ((127.0043705 37.4908085, 127.0044185 37.490587, 127.0045249 37.4900965, 127.0045814 37.4894919))"
localroad_109,localroad_436842082,localroad_7513740462,765.302,2.295906,"MultiLineString ((127.0043705 37.4908085, 127.0021677 37.4902139, 126.9979099 37.488985, 126.9962137 37.4884692))"
localroad_110,localroad_436842100,localroad_2622767607,5.851,0.02194125,"MultiLineString ((127.00049 37.49466, 127.0005434 37.4946288))"
localroad_111,localroad_436842100,localroad_2622767603,71.067,0.224422105,"MultiLineString ((127.00049 37.49466, 127.0005398 37.4952979))"
localroad_112,localroad_436842100,localroad_436842103,54.61,0.21844,"MultiLineString ((127.00049 37.49466, 127.00028 37.49473, 127.00012 37.49478, 126.99991 37.49483))"
localroad_113,localroad_436842103,localroad_436842104,56.288,0.168864,"MultiLineString ((126.99991 37.49483, 126.99928 37.49491))"
localroad_114,localroad_436842103,localroad_4309614268,126.182,0.378546,"MultiLineString ((126.99991 37.49483, 127.0000187 37.4959615))"
localroad_115,localroad_436842103,localroad_436842100,54.61,0.172452632,"MultiLineString ((126.99991 37.49483, 127.00012 37.49478, 127.00028 37.49473, 127.00049 37.49466))"
localroad_116,localroad_436842103,localroad_2622767630,73.063,0.219189,"MultiLineString ((126.99991 37.49483, 126.9997839 37.4945042, 126.9996668 37.4942019))"
localroad_117,localroad_436842104,localroad_436842105,45.704,0.152346667,"MultiLineString ((126.99928 37.49491, 126.9987657 37.4949594))"
localroad_118,localroad_436842104,localroad_436842103,56.288,0.225152,"MultiLineString ((126.99928 37.49491, 126.99991 37.49483))"
localroad_119,localroad_436842104,localroad_2622713697,121.191,0.427732941,"MultiLineString ((126.99928 37.49491, 126.9993975 37.4959959))"
localroad_120,localroad_436842105,localroad_436837056,70.498,0.2643675,"MultiLineString ((126.9987657 37.4949594, 126.9979682 37.4949993))"
localroad_121,localroad_436842105,localroad_436842104,45.704,0.144328421,"MultiLineString ((126.9987657 37.4949594, 126.99928 37.49491))"
localroad_122,localroad_436843475,localroad_1925498849,32.976,0.116385882,"MultiLineString ((127.0354982 37.4759643, 127.0357756 37.476163))"
localroad_123,localroad_436843475,localroad_1925498832,72.296,0.240986667,"MultiLineString ((127.0354982 37.4759643, 127.0348444 37.4755725))"
localroad_124,localroad_436843475,localroad_1858938824,34.073,0.107598947,"MultiLineString ((127.0354982 37.4759643, 127.0357584 37.4757379))"
localroad_125,localroad_436843477,localroad_1925498980,17.437,0.06538875,"MultiLineString ((127.03787 37.47773, 127.0380275 37.4778247))"
localroad_126,localroad_436843477,localroad_1925498914,124.508,0.373524,"MultiLineString ((127.03787 37.47773, 127.0368538 37.4769532))"
localroad_127,localroad_436843477,localroad_4184411284,47.531,0.167756471,"MultiLineString ((127.03787 37.47773, 127.0375225 37.4780566))"
localroad_128,localroad_436843482,localroad_4184383143,51.538,0.154614,"MultiLineString ((127.0398559 37.4785947, 127.039481 37.4789501))"
localroad_129,localroad_436843482,localroad_1925499060,13.355,0.047135294,"MultiLineString ((127.0398559 37.4785947, 127.0399597 37.4786821))"
localroad_130,localroad_436843482,localroad_1925499033,56.926,0.200915294,"MultiLineString ((127.0398559 37.4785947, 127.0396977 37.4784791, 127.0395124 37.4783944, 127.0393188 37.478318))"
localroad_131,localroad_436843484,localroad_1694782745,61.379,0.23017125,"MultiLineString ((127.0418306 37.480703, 127.0412746 37.4810347))"
localroad_132,localroad_436843484,localroad_4184424784,23.508,0.094032,"MultiLineString ((127.0418306 37.480703, 127.0419821 37.4808769))"
localroad_133,localroad_436843484,localroad_4184424781,96.523,0.386092,"MultiLineString ((127.0418306 37.480703, 127.0411986 37.4799945))"
localroad_134,localroad_436843486,localroad_8536810597,44.456,0.140387368,"MultiLineString ((127.0429271 37.4819037, 127.0426271 37.4815825))"
localroad_135,localroad_436843486,localroad_8536810592,37.098,0.111294,"MultiLineString ((127.0429271 37.4819037, 127.0430757 37.4815916))"
localroad_136,localroad_436843486,localroad_8500234565,46.602,0.164477647,"MultiLineString ((127.0429271 37.4819037, 127.04289 37.48198, 127.0427567 37.4823003))"
localroad_137,localroad_436843824,localroad_4185626634,213.721,0.854884,"MultiLineString ((127.0060896 37.5128051, 127.006585 37.513342, 127.00686 37.51364, 127.0075698 37.5143259))"
localroad_138,localroad_436843824,localroad_4147056027,137.999,0.435786316,"MultiLineString ((127.0060896 37.5128051, 127.0061873 37.5126146, 127.0064483 37.5121152, 127.0066907 37.5116593))"
localroad_139,localroad_436843824,localroad_4147056028,110.416,0.331248,"MultiLineString ((127.0060896 37.5128051, 127.00543 37.5122, 127.0052757 37.5120507))"
localroad_140,localroad_436843853,localroad_3089745861,2366.957,8.353965882,"MultiLineString ((127.0191924 37.46272, 127.0189192 37.4633318, 127.0188319 37.4635003, 127.0183718 37.4643915, 127.01702 37.46702, 127.0156739 37.4697036, 127.0146856 37.4717098, 127.0141186 37.4728202, 127.0137029 37.4735585, 127.0132768 37.4744138, 12"
localroad_141,localroad_436843863,localroad_3089745863,65.08,0.24405,"MultiLineString ((127.0136452 37.480886, 127.0135087 37.4809207, 127.0133865 37.4809609, 127.0132411 37.4810194, 127.0129972 37.4811565))"
localroad_142,localroad_436843863,localroad_5318435375,42.659,0.150561176,"MultiLineString ((127.0136452 37.480886, 127.0133497 37.4807824, 127.0131965 37.4807447))"
localroad_143,localroad_436844215,localroad_1696934689,62.157,0.186471,"MultiLineString ((126.998817 37.4796936, 126.9994385 37.4799567))"
localroad_144,localroad_436844215,localroad_436844216,152.084,0.536767059,"MultiLineString ((126.998817 37.4796936, 126.9980012 37.4808984))"
localroad_145,localroad_436844215,localroad_3462555794,112.051,0.373503333,"MultiLineString ((126.998817 37.4796936, 126.9993924 37.4787953))"
localroad_146,localroad_436844216,localroad_1696934702,64.397,0.24148875,"MultiLineString ((126.9980012 37.4808984, 126.9986796 37.4811119))"
localroad_147,localroad_436844216,localroad_5935888705,33.234,0.132936,"MultiLineString ((126.9980012 37.4808984, 126.9978322 37.4811655))"
localroad_148,localroad_436844216,localroad_436844215,152.084,0.480265263,"MultiLineString ((126.9980012 37.4808984, 126.998817 37.4796936))"
localroad_149,localroad_436844216,localroad_4185991219,199.051,0.702532941,"MultiLineString ((126.9980012 37.4808984, 126.9965425 37.4804184, 126.9959181 37.4802115))"
localroad_150,localroad_436844219,localroad_1696934730,72.814,0.242713333,"MultiLineString ((126.9964804 37.4832788, 126.9957546 37.4829672))"
localroad_151,localroad_436844219,localroad_1696934743,138.469,0.415407,"MultiLineString ((126.9964804 37.4832788, 126.9957527 37.4843821))"
localroad_152,localroad_436844219,localroad_4185835030,167.85,0.5595,"MultiLineString ((126.9964804 37.4832788, 126.9973292 37.4819279))"
localroad_153,localroad_436844219,localroad_3092109566,59.938,0.189277895,"MultiLineString ((126.9964804 37.4832788, 126.9970753 37.483539))"
localroad_154,localroad_436844221,localroad_4185834991,68.692,0.242442353,"MultiLineString ((126.9950087 37.4855112, 126.9943157 37.4852297))"
localroad_155,localroad_436844221,localroad_4185805689,71.862,0.23954,"MultiLineString ((126.9950087 37.4855112, 126.9953861 37.4849385))"
localroad_156,localroad_436844221,localroad_2545067226,137.013,0.45671,"MultiLineString ((126.9950087 37.4855112, 126.9946883 37.4860009, 126.9942932 37.4866048))"
localroad_157,localroad_436844221,localroad_4107783310,136.54,0.54616,"MultiLineString ((126.9950087 37.4855112, 126.995456 37.4856889, 126.9963924 37.486061))"
localroad_158,localroad_436844236,localroad_414684540,52.492,0.174973333,"MultiLineString ((126.9873108 37.4977794, 126.9871278 37.4980589, 126.9870596 37.4982064))"
localroad_159,localroad_436844236,localroad_2533109226,63.212,0.189636,"MultiLineString ((126.9873108 37.4977794, 126.987477 37.4974979, 126.9876055 37.4972613))"
localroad_160,localroad_436844236,localroad_11229639132,49.248,0.16416,"MultiLineString ((126.9873108 37.4977794, 126.9873002 37.4978887, 126.9873029 37.4979653, 126.9873083 37.4980207, 126.9873176 37.4980568, 126.9873356 37.4980889, 126.9873843 37.4981276, 126.9874584 37.4981732))"
localroad_161,localroad_436844243,localroad_1696934697,81.699,0.245097,"MultiLineString ((126.99364 37.48018, 126.993223 37.480836))"
localroad_162,localroad_436844243,localroad_436882871,69.725,0.209175,"MultiLineString ((126.99364 37.48018, 126.99437 37.48042))"
