uuid,type,name,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
hospital_1225,외과,김두순정형외과의원,"서울특별시 서초구 사임당로 175, 갤럭시타워 3층 301호 (서초동)",POINT (127.0250912 37.49174843),4.8,pedestrian_9735019245,localroad_3800522729
hospital_79,외과,김용철외과의원,"서울특별시 서초구 동작대로 48, 우일빌딩 4층 (방배동)",POINT (126.9822328 37.4806968),2.9,pedestrian_1685716305,localroad_1685716305
hospital_127,외과,논현정형외과의원,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 5, 6층 (잠원동)",POINT (127.0205392 37.51177378),3,pedestrian_2429722067,localroad_2429722067
hospital_193,외과,더연세유외과의원,"서울특별시 서초구 잠원로 24, 반포자이플라자 3층 305~307호 (반포동)",POINT (127.0098732 37.5071157),3.5,pedestrian_11738027546,localroad_11738027546
hospital_1251,외과,두발로정형외과의원,"서울특별시 서초구 동작대로 212, 지1~5층 (방배동)",POINT (126.9831688 37.49539535),4.4,pedestrian_2533109215,localroad_2533109215
hospital_292,외과,마음편한유외과의원,"서울특별시 서초구 강남대로 349, 우남빌딩 9,11층 (서초동)",POINT (127.0288438 37.49390699),4.8,pedestrian_571448678,localroad_571448678
hospital_381,외과,바로유외과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 2층 207~208호 (반포동)",POINT (126.999481 37.50490207),4.4,pedestrian_11641439376,localroad_11641439376
hospital_1276,외과,반포성모정형외과의원,"서울특별시 서초구 고무래로 22, 쌍동빌딩 서관, 3층 일부 (반포동)",POINT (127.0107579 37.5025732),3.3,pedestrian_1962358621,localroad_1962358621
hospital_415,외과,반포스탠다정형외과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 5층 501~506호 (반포동)",POINT (126.999481 37.50490207),4.6,pedestrian_11641439376,localroad_11641439376
hospital_428,외과,반포신경외과의원,"서울특별시 서초구 신반포로 189, 4동 2층 9~21, 39~45호 (잠원동, 반포종합상가)",POINT (127.0048681 37.5065454),4.8,pedestrian_7760193442,localroad_11641428829
hospital_418,외과,반포연세정형외과의원,"서울특별시 서초구 신반포로 213, 7동 4층 (잠원동, 반포쇼핑타운)",POINT (127.0072709 37.50727104),4.7,pedestrian_11428504914,localroad_8487538014
hospital_434,외과,방배성모정형외과의원,"서울특별시 서초구 방배로 111, 2층 (방배동, 근복빌딩)",POINT (126.9956373 37.48390042),4.6,pedestrian_1696934743,localroad_1696934743
hospital_1316,외과,서래마을연세정형외과의원,서울특별시 서초구 서래로 8  (반포동),POINT (126.9982447 37.49560349),4.9,pedestrian_436853883,localroad_436853883
hospital_531,외과,서리풀성모정형외과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 6층 (방배동)",POINT (126.9827083 37.48725125),3.7,pedestrian_11710856345,localroad_3804191182
hospital_559,외과,서울성모정형외과의원,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 5층 (잠원동)",POINT (127.0106598 37.51281566),3.8,pedestrian_4634374794,localroad_4634374794
hospital_1324,외과,서울외과의원,"서울특별시 서초구 고무래로 32, 5층 (반포동, 반포메딕스)",POINT (127.0118929 37.50242379),3.5,pedestrian_12061668098,localroad_436817738
hospital_1331,외과,서울웰빙유외과의원,"서울특별시 서초구 고무래로 32, 반포트라이엄프메딕스빌딩 2층 201호 (반포동)",POINT (127.0121545 37.50242161),4.5,pedestrian_12061668098,localroad_436817738
hospital_1333,외과,서울유정갑외과의원,서울특별시 서초구 서초대로77길 3 (서초동),POINT (127.0265048 37.49806091),4.6,pedestrian_9632500766,localroad_8489896381
hospital_585,외과,서울이즈정형외과의원,"서울특별시 서초구 서초중앙로 130, 6층 (서초동)",POINT (127.014095 37.49326212),4.5,pedestrian_3154295726,localroad_3153687261
hospital_606,외과,서울하정외과의원,"서울특별시 서초구 강남대로39길 16, 4, 5층 (서초동)",POINT (127.0321463 37.48612171),4.5,pedestrian_3827169889,localroad_3827169889
hospital_618,외과,서초리더스정형외과재활의학과의원,"서울특별시 서초구 방배로 109, 서초리더스빌딩 2~5층 (방배동)",POINT (126.995808 37.48381204),2.9,pedestrian_1696934743,localroad_1696934743
hospital_624,외과,서초베스트외과의원,"서울특별시 서초구 효령로 237, 202호 (서초동, 서초한신리빙타워)",POINT (127.0099907 37.48419308),5,pedestrian_3089166491,localroad_3089166491
hospital_636,외과,서초성모정형외과의원,"서울특별시 서초구 효령로 221, 1층 일부, 지하1층 (서초동)",POINT (127.0083205 37.48374073),3.8,pedestrian_3827337506,localroad_3827337506
hospital_641,외과,서초양재참좋은정형외과의원,"서울특별시 서초구 강남대로 213 (양재동, 스포타임)",POINT (127.0349496 37.48276664),3,pedestrian_11431861633,localroad_3571593550
hospital_643,외과,서초우면정형외과의원,"서울특별시 서초구 태봉로 70, 우면프라자 203호 (우면동)",POINT (127.025583 37.46453818),2.9,pedestrian_3744265307,localroad_3744265307
hospital_649,외과,서초탑정형외과의원,"서울특별시 서초구 서초중앙로 26, 1층 109호 (서초동, 래미안 서초유니빌)",POINT (127.0169918 37.48468721),2.6,pedestrian_2655442257,localroad_2655442257
hospital_654,외과,성모굿힐정형외과의원,"서울특별시 서초구 강남대로 499, 동일빌딩 4층 (반포동)",POINT (127.0230451 37.50651632),4.4,pedestrian_4867334962,localroad_2477265761
hospital_666,외과,성모용정형외과의원,"서울특별시 서초구 사임당로 158, 리더스원 상가 5층 504.505,509호 (서초동)",POINT (127.0271768 37.4918503),2.7,pedestrian_9621002259,localroad_2280599507
hospital_678,외과,세란외과의원,"서울특별시 서초구 남부순환로 2632, 양재빌딩 301호 (양재동)",POINT (127.0384176 37.48489753),3.1,pedestrian_11431861710,localroad_4184399715
hospital_1338,외과,세란외과의원,"서울특별시 서초구 남부순환로 2632 (양재동, 프레콘빌딩)",POINT (127.0384156 37.48489536),4.5,pedestrian_11431861710,localroad_4184399715
hospital_691,외과,센트럴정형외과의원,"서울특별시 서초구 잠원로 24, 411,412호호 (반포동, 반포자이프라자)",POINT (127.0098732 37.5071157),3.5,pedestrian_11738027546,localroad_11738027546
hospital_700,외과,소중한유여성외과의원,"서울특별시 서초구 동작대로 108, 401호 (방배동, 디오슈페리움2)",POINT (126.9826191 37.48608966),3.8,pedestrian_8485173586,localroad_8485173586
hospital_734,외과,시원하이신경외과의원,"서울특별시 서초구 동작대로 142, 1층 (방배동)",POINT (126.9830268 37.48923091),3.7,pedestrian_4984575366,localroad_4984575366
hospital_746,외과,신이경의바로정형외과의원,"서울특별시 서초구 신반포로 177, 2층 (잠원동)",POINT (127.0034073 37.50609955),2.6,pedestrian_11641428828,localroad_11641428828
hospital_760,외과,씨앤씨정형외과의원,"서울특별시 서초구 방배로 95, 6층 (방배동, 서경빌딩)",POINT (126.9963875 37.48268246),3.2,pedestrian_4185835029,localroad_4185835029
hospital_724,외과,안정형외과의원,"서울특별시 서초구 효령로 221, 지하1,1층 (서초동)",POINT (127.0083216 37.48374082),4.1,pedestrian_3827337506,localroad_3827337506
hospital_818,외과,양재숲연세정형외과의원,서울특별시 서초구 동산로 4 (양재동),POINT (127.040519 37.46883867),2.9,pedestrian_4184585519,localroad_4184585519
hospital_858,외과,연세굿초이스정형외과의원,"서울특별시 서초구 서초대로 327, 2,3층 (서초동)",POINT (127.017275 37.49502776),4.7,pedestrian_3112865086,localroad_3112865086
hospital_873,외과,연세베스트정형외과재활의학과의원,"서울특별시 서초구 방배로 83, 방배센트럴빌딩 301,302호 (방배동)",POINT (126.9970076 37.48186463),4.6,pedestrian_4185835030,localroad_4185835030
hospital_885,외과,연세스탠다정형외과의원,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 2층,6층 201호,202호,601호일부,602호일부,603호일부호 (잠원동)",POINT (127.0191613 37.5157514),3.7,pedestrian_9891988064,localroad_7168332244
hospital_922,외과,열린연세정형외과의원,"서울특별시 서초구 신반포로 157, 반포쇼핑타운 3층 302, 306, 307호 (잠원동)",POINT (127.0016302 37.50548922),2.9,pedestrian_11428505030,localroad_1445606439
hospital_924,외과,염차경유외과의원,"서울특별시 서초구 강남대로 623, 3층 (잠원동, 우일빌딩)",POINT (127.018732 37.51740842),4.5,pedestrian_9891988044,localroad_600377854
hospital_929,외과,예루살렘정형외과,서울특별시 서초구 남부순환로350길 33 (양재동),POINT (127.0364809 37.48343478),2.5,pedestrian_1694783202,localroad_1694783202
hospital_1032,외과,유안정형외과의원,"서울특별시 서초구 반포대로 287, 5층 (반포동, 래미안퍼스티지 중심상가)",POINT (127.0010883 37.50432794),2.9,pedestrian_10918075279,localroad_8486796669
hospital_1036,외과,유웰항외과의원,"서울특별시 서초구 동작대로 114 , 7층 (방배동)",POINT (126.9826793 37.4867629),2.8,pedestrian_3804191055,localroad_3804191055
hospital_988,외과,이동윤외과의원,"서울특별시 서초구 잠원로8길 25, 2층 (잠원동, 대림상가)",POINT (127.0116246 37.51434379),3.9,pedestrian_4185626639,localroad_4185626639
hospital_1101,외과,이을정형외과의원,"서울특별시 서초구 서래로8길 6, 2층 (반포동)",POINT (126.9986224 37.49855385),2.7,pedestrian_2622713694,localroad_2622713694
hospital_1105,외과,이음하지외과의원,"서울특별시 서초구 서초대로 320, 케이타워 서초 2층 (서초동)",POINT (127.0165761 37.49422002),4.4,pedestrian_3827548470,localroad_3827548470
hospital_1186,외과,제애정형외과의원,"서울특별시 서초구 강남대로 489, 제애정형외과타워 9~11층 (반포동)",POINT (127.0233175 37.50589069),4.2,pedestrian_4867334962,localroad_2477265747
hospital_1191,외과,제이제이서연외과의원,"서울특별시 서초구 강남대로 421, 8층 (서초동, 삼영빌딩)",POINT (127.0261625 37.50008852),3.5,pedestrian_11183748448,localroad_2280678683
hospital_1415,외과,주정형외과의원,"서울특별시 서초구 고무래로 26, 3층 (반포동, 쌍동빌딩)",POINT (127.0112294 37.5022164),4.9,pedestrian_12061668090,localroad_1962358626
hospital_1497,외과,최우진정형외과의원,"서울특별시 서초구 동작대로 36, 대광빌딩 3,6,7층 (방배동)",POINT (126.9821921 37.47967288),3.2,pedestrian_1685716271,localroad_1685716271
hospital_1534,외과,클린외과의원,"서울특별시 서초구 사평대로 371, 5층 (반포동, 현철빌딩)",POINT (127.0235903 37.5045713),3.7,pedestrian_4182209840,localroad_4182209840
hospital_1567,외과,표나실정형외과의원,"서울특별시 서초구 방배천로 158, 3~5층 (방배동, 동천빌딩)",POINT (126.9872826 37.48921829),3.2,pedestrian_3804191219,localroad_3804191219
hospital_1619,외과,한유외과의원,"서울특별시 서초구 마방로 2, 5층 (양재동, 가인빌딩)",POINT (127.0391437 37.47356692),3.7,pedestrian_1925498589,localroad_1925498589
hospital_1641,외과,헤세드신경외과의원,"서울특별시 서초구 방배로 84, 유성빌딩 6층 (방배동)",POINT (126.9976429 37.48199025),4.2,pedestrian_4185835030,localroad_4185835030
hospital_1652,외과,황규천정형외과의원,"서울특별시 서초구 고무래로 32, 301호 (반포동, 반포메딕스)",POINT (127.0121545 37.50242161),3.2,pedestrian_12061668098,localroad_436817738
hospital_24,이비인후과,가나이비인후과의원,"서울특별시 서초구 서초중앙로 230, 4층 (반포동, 반포동화프라자)",POINT (127.0120244 37.50215636),3.5,pedestrian_12061668098,localroad_436817738
hospital_90,이비인후과,구명진이비인후과의원,"서울특별시 서초구 신반포로19길 10, H동 13-2호 (반포동, 반포아파트상가)",POINT (126.9867401 37.50103881),4.5,pedestrian_798554083,localroad_798554083
hospital_66,이비인후과,김성근이비인후과의원,"서울특별시 서초구 강남대로 437, 5,8층 602호, 8층 일부호 (서초동, 대원빌딩)",POINT (127.0255112 37.50136341),3,pedestrian_4867295786,localroad_1430655018
hospital_67,이비인후과,김성완이비인후과의원,"서울특별시 서초구 서초대로 331, 3층 (서초동, 정우빌딩)",POINT (127.017636 37.49514889),3,pedestrian_12062647563,localroad_3112865086
hospital_82,이비인후과,김재선이비인후과의원,"서울특별시 서초구 동광로 75, 2층 (방배동)",POINT (126.9906453 37.49306933),2.8,pedestrian_414684380,localroad_414684380
hospital_1239,이비인후과,늘푸른이비인후과의원,"서울특별시 서초구 방배로 88, 2층 202호 (방배동)",POINT (126.9973894 37.48235272),3.8,pedestrian_3092110166,localroad_4185835030
hospital_168,이비인후과,닥터진이비인후과의원,"서울특별시 서초구 강남대로 621, 2층 (잠원동, K TOWER)",POINT (127.0187886 37.5171318),4.4,pedestrian_600377854,localroad_600377854
hospital_216,이비인후과,두리이비인후과의원,"서울특별시 서초구 동작대로 132, 2층 (방배동, 안석빌딩)",POINT (126.9827699 37.48825796),4.3,pedestrian_1825741516,localroad_1825741516
hospital_1252,이비인후과,라임이비인후과의원,"서울특별시 서초구 서초중앙로 45, 서초레몬 203호 (서초동)",POINT (127.0154487 37.48578323),4.4,pedestrian_2655472845,localroad_2655472845
hospital_1272,이비인후과,바른이비인후과의원,"서울특별시 서초구 서초대로 309, 2층 201호 (서초동, 장안빌딩)",POINT (127.0153388 37.49446256),2.8,pedestrian_9892967357,localroad_3355067057
hospital_1275,이비인후과,박영서이비인후과의원,서울특별시 서초구 사임당로 181 (서초동),POINT (127.0293011 37.49303587),3.1,pedestrian_9608955316,localroad_571448680
hospital_411,이비인후과,반포서울이비인후과의원,"서울특별시 서초구 서초중앙로 227, 6층 (반포동, 진일빌딩)",POINT (127.0115234 37.50191003),2.7,pedestrian_12061668089,localroad_436864995
hospital_416,이비인후과,반포아산이비인후과의원,"서울특별시 서초구 고무래로 26, 쌍동빌딩 4층 (반포동)",POINT (127.0112428 37.50234709),4.3,pedestrian_12061668090,localroad_1962358624
hospital_1277,이비인후과,반포예원이비인후과의원,서울특별시 서초구 신반포로 100  (반포동),POINT (126.9956936 37.50308493),3.4,pedestrian_11428504893,localroad_11641428831
hospital_437,이비인후과,방배이비인후과의원,"서울특별시 서초구 방배로 115, 방배병원 2층 (방배동)",POINT (126.9954054 37.48439209),4.8,pedestrian_1696934743,localroad_1696934743
hospital_467,이비인후과,봄이비인후과의원,서울특별시 서초구 강남대로 48-6,POINT (127.0400323 37.46912869),2.7,pedestrian_8496526205,localroad_8496526205
hospital_1309,이비인후과,삼성이비인후과의원,"서울특별시 서초구 강남대로 375, 401호 (서초동, 서초현대타워아파트)",POINT (127.027853 37.4963477),3.2,pedestrian_9711448979,localroad_571448492
hospital_514,이비인후과,서병도이비인후과의원,서울특별시 서초구 방배로 115 (방배동),POINT (126.9954161 37.48437684),2.6,pedestrian_1696934743,localroad_1696934743
hospital_1335,이비인후과,서울이비인후과의원,"서울특별시 서초구 남부순환로350길 4, 401호 (양재동, 대진빌딩)",POINT (127.0351785 37.48433811),4.5,pedestrian_11431861720,localroad_4865811281
hospital_601,이비인후과,서울티에프이비인후과의원,"서울특별시 서초구 강남대로 507, 301호 (반포동)",POINT (127.0226978 37.50717565),4,pedestrian_4867334968,localroad_3827672469
hospital_620,이비인후과,서초맑은이비인후과의원,"서울특별시 서초구 효령로 403, 서초그랑자이 상가 408,409,410 일부호 (서초동)",POINT (127.0277492 37.48891559),2.8,pedestrian_9601999073,localroad_414684345
hospital_633,이비인후과,서초서울이비인후과의원,"서울특별시 서초구 방배로 199, 3층 (방배동)",POINT (126.9911874 37.49112346),4.2,pedestrian_2509978764,localroad_2509978764
hospital_635,이비인후과,서초성모이비인후과의원,"서울특별시 서초구 반포대로27길 13, 203,204,205호 (서초동, 서초꽃마을 주얼리)",POINT (127.0076047 37.48969311),3.3,pedestrian_3222437349,localroad_3222437349
hospital_1343,이비인후과,서초코나이비인후과의원,"서울특별시 서초구 사임당로 157, 4층 401호 (서초동)",POINT (127.0268076 37.49246451),4,pedestrian_9607816609,localroad_2280599507
hospital_709,이비인후과,수이비인후과의원,"서울특별시 서초구 태봉로 62 (우면동, 네이처프라자 403호)",POINT (127.0249989 37.4640568),4.8,pedestrian_3744265308,localroad_3744265302
hospital_1359,이비인후과,스페셜이비인후과의원,"서울특별시 서초구 강남대로85길 9, 2~5층 (반포동)",POINT (127.0222793 37.50737854),3.6,pedestrian_3827671856,localroad_3827671856
hospital_1358,이비인후과,신민호이비인후과의원,"서울특별시 서초구 고무래로 26, 3층 (반포동, 반포동 대영빌딩)",POINT (127.0112428 37.50234709),2.6,pedestrian_12061668090,localroad_1962358624
hospital_759,이비인후과,씨앤씨이비인후과의원,"서울특별시 서초구 방배로 95, 서경빌딩 2,3층 (방배동)",POINT (126.9963875 37.48268246),4.9,pedestrian_4185835029,localroad_4185835029
hospital_814,이비인후과,양재바른이비인후과의원,서울특별시 서초구 동산로12길 3  (양재동),POINT (127.0452821 37.47163728),4.9,pedestrian_2863416043,localroad_2863416043
hospital_817,이비인후과,양재서울이비인후과의원,"서울특별시 서초구 남부순환로 2614, 308호, 309일부호 (양재동, 한솔로이젠트빌딩)",POINT (127.0368794 37.48440774),3.6,pedestrian_4184399723,localroad_4184399723
hospital_872,이비인후과,연세베스트이비인후과의원,"서울특별시 서초구 동작대로 118, 방배동예다인프라자빌딩 405,406호 (방배동)",POINT (126.9827445 37.4870042),3.8,pedestrian_11710856345,localroad_3804191182
hospital_876,이비인후과,연세봄이비인후과의원,"서울특별시 서초구 서초중앙로 36, 6층 (서초동)",POINT (127.0162087 37.48556823),4.5,pedestrian_3827257147,localroad_3827257147
hospital_1387,이비인후과,연세숲이비인후과의원,서울특별시 서초구 잠원로 24 (반포동),POINT (127.0098732 37.5071157),4.7,pedestrian_11738027546,localroad_11738027546
hospital_893,이비인후과,연세위드이비인후과의원,"서울특별시 서초구 서초중앙로 125, 로이어즈타워 8층일부,2층일부층 (서초동)",POINT (127.0134188 37.49300947),4.8,pedestrian_3827548050,localroad_3827548050
hospital_899,이비인후과,연세이비인후과의원,"서울특별시 서초구 사임당로 180, 302호 (서초동, 보원빌딩)",POINT (127.0292672 37.49257899),2.9,pedestrian_571448680,localroad_571448680
hospital_918,이비인후과,연이비인후과의원,"서울특별시 서초구 서초대로 310, 3층 (서초동,소망빌딩)",POINT (127.0155463 37.49397914),2.8,pedestrian_8556927603,localroad_8556927603
hospital_920,이비인후과,열린성모이비인후과의원,"서울특별시 서초구 신반포로33길 27, 2층 204호 (잠원동, 파스텔프라자)",POINT (127.0100437 37.51036723),3.7,pedestrian_4185626652,localroad_4185626652
hospital_921,이비인후과,열린연세이비인후과의원,서울특별시 서초구 신반포로 157 (잠원동),POINT (127.0013633 37.50552886),2.8,pedestrian_11428504925,localroad_1445606439
hospital_934,이비인후과,예스이비인후과의원,"서울특별시 서초구 서초중앙로 45, 서초레몬 203호 (서초동)",POINT (127.0154487 37.48578323),2.6,pedestrian_2655472845,localroad_2655472845
hospital_1098,이비인후과,이율모이비인후과의원,서울특별시 서초구 방배로 165 (방배동),POINT (126.9928171 37.48827206),4.7,pedestrian_2624566125,localroad_2624566125
hospital_1444,이비인후과,조현이비인후과의원,서울특별시 서초구 신반포로23길 30 (잠원동),POINT (127.0035444 37.50878562),2.5,pedestrian_2244637675,localroad_2244637675
hospital_1522,이비인후과,코이어이비인후과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 3층 346~348호 (반포동)",POINT (126.999481 37.50490207),2.9,pedestrian_11641439376,localroad_11641439376
hospital_1438,이비인후과,프라나이비인후과의원,"서울특별시 서초구 서초대로 332, 4층 (서초동, 신승빌딩)",POINT (127.0179076 37.4946924),3.2,pedestrian_3355067063,localroad_3355067063
hospital_400,정신과,강남푸른정신건강의학과의원,"서울특별시 서초구 강남대로 345, 삼양빌딩 5층 501호 (서초동)",POINT (127.0291521 37.49373149),2.7,pedestrian_9608955337,localroad_3492889693
hospital_377,정신과,개운정신건강의학과의원,"서울특별시 서초구 동작대로 114, 5층 (방배동, 유문빌딩)",POINT (126.9826793 37.4867629),3,pedestrian_3804191055,localroad_3804191055
hospital_60,정신과,김동수정신건강의학과의원,"서울특별시 서초구 서초대로 397, 부띠크 모나코 304호 (서초동)",POINT (127.0245168 37.49743406),3.9,pedestrian_4959609720,localroad_436854331
hospital_64,정신과,김병수정신건강의학과의원,"서울특별시 서초구 서초중앙로 125, 로이어즈타워 2층 203호 (서초동)",POINT (127.0134188 37.49300947),4,pedestrian_3827548050,localroad_3827548050
hospital_65,정신과,김병후정신건강의학과의원,"서울특별시 서초구 반포대로 287, 407,408-1호 (반포동, 래미안퍼스티지중심상가)",POINT (127.0010883 37.50432794),4.8,pedestrian_10918075279,localroad_8486796669
hospital_85,정신과,김정신건강의학과의원,"서울특별시 서초구 강남대로 455, 3층 308호 (서초동, 강남태영데시앙루브)",POINT (127.0245439 37.50285946),3.5,pedestrian_1430655018,localroad_1430655018
hospital_87,정신과,김종주신경정신과의원,"서울특별시 서초구 신반포로 157, 1동 4층 (잠원동, 잠원동 반포쇼핑)",POINT (127.0014605 37.50551339),4,pedestrian_11428504925,localroad_1445606439
hospital_102,정신과,나눔정신건강의학과의원,"서울특별시 서초구 방배로 97, 청유빌딩 4층 (방배동)",POINT (126.9962926 37.48284959),4.8,pedestrian_436844219,localroad_436844219
hospital_141,정신과,늘평안정신건강의학과의원,"서울특별시 서초구 동작대로 90, 인산타워 6층 (방배동)",POINT (126.9824758 37.48455),3.7,pedestrian_1905595232,localroad_1905595232
hospital_173,정신과,당신의정신건강의학과의원,"서울특별시 서초구 강남대로 359, 2층 207호 (서초동)",POINT (127.0286098 37.49479896),3.7,pedestrian_4865883252,localroad_571448678
hospital_190,정신과,더서울정신건강의학과의원,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 1002호 (서초동)",POINT (127.0262133 37.49858942),4.7,pedestrian_4946614556,localroad_3101791329
hospital_1248,정신과,디딤정신건강의학과의원,서울특별시 서초구 동작대로 118 예다인프라자 (방배동),POINT (126.9827455 37.4870051),4.4,pedestrian_11710856345,localroad_3804191182
hospital_222,정신과,디에프(DF)정신건강의학과의원,"서울특별시 서초구 서초중앙로 113, 영한빌딩 6층 (서초동)",POINT (127.0137392 37.49187029),3.1,pedestrian_3827548035,localroad_3827548035
hospital_267,정신과,라임정신건강의학과의원,"서울특별시 서초구 방배중앙로 208, 반포래디앙 시그니처 302호 (방배동)",POINT (126.9854085 37.49771006),2.8,pedestrian_2533109229,localroad_2533109229
hospital_258,정신과,리마인드정신건강의학과의원,"서울특별시 서초구 서초대로 3-4, 401호, 401-1호 (방배동, 방배디오슈페리움1)",POINT (126.9830837 37.48603179),2.5,pedestrian_3804191158,localroad_3804191158
hospital_284,정신과,마음감기정신건강의학과의원,"서울특별시 서초구 강남대로 455, 203호 (서초동, 강남태영데시앙루브)",POINT (127.0245439 37.50285946),5,pedestrian_1430655018,localroad_1430655018
hospital_285,정신과,마음과마음정신건강의학과의원,"서울특별시 서초구 강남대로39길 6-21, 2층 (서초동)",POINT (127.0319072 37.48698025),4,pedestrian_3827170285,localroad_3827170285
hospital_289,정신과,마음샘정신건강의학과의원,"서울특별시 서초구 서초대로 302, 502호 (서초동, 교대역인앤인오피스)",POINT (127.0146952 37.49371886),4.9,pedestrian_9914441878,localroad_3827548465
hospital_290,정신과,마음연정신건강의학과의원,"서울특별시 서초구 방배로 111, 3층 (방배동)",POINT (126.9956373 37.48390042),4.8,pedestrian_1696934743,localroad_1696934743
hospital_291,정신과,마음투유정신건강의학과의원,"서울특별시 서초구 강남대로 48-6, 한석빌딩 6층 (양재동)",POINT (127.0400323 37.46912869),3.3,pedestrian_8496526205,localroad_8496526205
hospital_298,정신과,마인드온정신건강의학과의원,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 301~303호 (서초동)",POINT (127.023903 37.50273084),4.4,pedestrian_4946614564,localroad_1430655015
hospital_430,정신과,밝은서울정신건강의학과의원,서울특별시 서초구 동작대로 70 (방배동),POINT (126.9823559 37.48284635),4.9,pedestrian_1685716272,localroad_1685716272
hospital_501,정신과,삼성공감정신건강의학과의원,"서울특별시 서초구 잠원로3길 40, 태남홀딩스 307호 (잠원동)",POINT (127.0036587 37.50821285),3,pedestrian_2244637675,localroad_2244637675
hospital_502,정신과,삼성따뜻한정신건강의학과의원,"서울특별시 서초구 사임당로 143, Cross 143 401호 (서초동)",POINT (127.0252365 37.49185064),3.9,pedestrian_9735019245,localroad_3800522729
hospital_1308,정신과,삼성빛정신건강의학과의원,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 6층 606,607,608호 (서초동)",POINT (127.0277051 37.49439318),2.9,pedestrian_9835273091,localroad_2932859105
hospital_1310,정신과,삼성센트럴정신건강의학과의원,"서울특별시 서초구 사임당로 174, 강남미래타워 2층 203호 (서초동)",POINT (127.0286497 37.49231658),4.4,pedestrian_9608955313,localroad_4184070814
hospital_518,정신과,샘신경정신과의원,"서울특별시 서초구 사평대로55길 8, 3층 (반포동, 신영빌딩)",POINT (127.0228546 37.50449279),4.1,pedestrian_4182209827,localroad_4182209827
hospital_525,정신과,서동수위드어스정신건강의학과의원,"서울특별시 서초구 헌릉로 176, 서울영동농협종합시설 4층 403~405호 (내곡동)",POINT (127.0595198 37.45663246),2.6,pedestrian_5092061478,localroad_5092061478
hospital_1322,정신과,서울마음숲정신건강의학과의원,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 2층 213호 (서초동)",POINT (127.0164023 37.495411),4.8,pedestrian_4833838769,localroad_3112174494
hospital_590,정신과,서울청정신건강의학과의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 8층 803호 (서초동)",POINT (127.0257524 37.4995536),4.2,pedestrian_12061673705,localroad_4944067989
hospital_595,정신과,서울탑정신건강의학과의원,서울특별시 서초구 반포대로 287 (반포동),POINT (127.0010883 37.50432794),3.6,pedestrian_10918075279,localroad_8486796669
hospital_1340,정신과,서초성모정신건강의학과의원,"서울특별시 서초구 서초중앙로 56, 블루타워 1층 (서초동)",POINT (127.0154594 37.48689948),3.5,pedestrian_1965713702,localroad_1965713702
hospital_644,정신과,서초정신건강의학과의원,"서울특별시 서초구 사임당로 38, 큐브플러스 2층 203호 (서초동)",POINT (127.0142627 37.48807509),2.5,pedestrian_1965713727,localroad_1965713727
hospital_658,정신과,선일정신건강의학과의원,"서울특별시 서초구 방배로 215, 3층 (방배동)",POINT (126.9903764 37.49239742),3.6,pedestrian_414684380,localroad_414684380
hospital_696,정신과,소망정신건강의학과의원,"서울특별시 서초구 효령로 260, 서초빌딩 4(일부)층 (서초동)",POINT (127.0126345 37.48404245),3,pedestrian_4185683883,localroad_4185683883
hospital_1366,정신과,아로정신건강의학과의원,"서울특별시 서초구 서초대로 317, 건원빌딩 3층 (서초동)",POINT (127.0163064 37.4947503),3.9,pedestrian_3112174489,localroad_3112174489
hospital_1374,정신과,알에이치(RH)정신건강의학과의원,"서울특별시 서초구 서초중앙로22길 25 2층 210호 (서초동, 서초리시온)",POINT (127.0154302 37.49346801),2.9,pedestrian_3827548461,localroad_3827548461
hospital_816,정신과,양재삼성정신건강의학과의원,"서울특별시 서초구 강남대로 224, 207호 (양재동, 양재한신휴플러스)",POINT (127.0351175 37.48401773),4.3,pedestrian_4865811281,localroad_4865811281
hospital_1385,정신과,연세새힘정신건강의학과의원,"서울특별시 서초구 강남대로 381, 두산베어스텔 3층 304호 (서초동)",POINT (127.0276939 37.49668534),3.8,pedestrian_3106206002,localroad_571448492
hospital_883,정신과,연세손정신건강의학과의원,"서울특별시 서초구 남부순환로 2614, 310호 (양재동, 한솔로이젠트)",POINT (127.0366745 37.48447416),3.8,pedestrian_11431861685,localroad_4184399727
hospital_889,정신과,연세엘정신건강의학과의원,"서울특별시 서초구 사임당로 39, 한성빌딩 4층 402호 (서초동)",POINT (127.0140933 37.4884183),4.5,pedestrian_1965713727,localroad_1965713727
hospital_1391,정신과,연세정신건강의학과의원,서울특별시 서초구 서초대로 24  (방배동),POINT (126.9850453 37.48545325),4.3,pedestrian_4185991239,localroad_4185991239
