uuid,type,name,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
hospital_330,내과,가야내과의원,"서울특별시 서초구 방배로 225, 3,6,지하1층 (방배동, 남전빌딩)",POINT (126.9897831 37.49316413),3.1,pedestrian_2622874627,localroad_2624211585
hospital_203,내과,강남탑내과의원,"서울특별시 서초구 효령로 431, 서초동 청화오피스텔 2층 (서초동)",POINT (127.0306526 37.48964964),4.3,pedestrian_3826341157,localroad_3826341157
hospital_39,내과,권기익내과의원,서울특별시 서초구 동작대로 108 (방배동),POINT (126.9826166 37.4860911),4.3,pedestrian_8485173586,localroad_8485173586
hospital_52,내과,기쁨삼성내과의원,"서울특별시 서초구 서초대로 3-4, 403,408호 (방배동, 방배디오슈페리움1)",POINT (126.9830837 37.48603179),2.9,pedestrian_3804191158,localroad_3804191158
hospital_58,내과,김기찬내과의원,"서울특별시 서초구 동작대로 134, 5층 (방배동, 가나안빌딩)",POINT (126.9827893 37.48865468),2.8,pedestrian_3804191210,localroad_3804191207
hospital_1226,내과,김동준내과의원,"서울특별시 서초구 방배로 240, 2층 (방배동)",POINT (126.9897096 37.49453834),4.2,pedestrian_2622874621,localroad_2533109203
hospital_122,내과,김선태내과의원,서울특별시 서초구 동작대로 120 (방배동),POINT (126.9827093 37.48725017),2.6,pedestrian_11710856345,localroad_3804191182
hospital_78,내과,김용수내과의원,"서울특별시 서초구 방배로 111, 근복빌딩 5층 (방배동)",POINT (126.9956373 37.48390042),2.8,pedestrian_1696934743,localroad_1696934743
hospital_81,내과,김일중내과의원,"서울특별시 서초구 효령로 396, 15호 (서초동)",POINT (127.0272253 37.48789811),3.8,pedestrian_3827170312,localroad_3827170304
hospital_1224,내과,김진경내과의원,서울특별시 서초구 서운로 207 삼호종합상가 305호 (서초동),POINT (127.0217535 37.50151958),2.7,pedestrian_12061673677,localroad_1430655026
hospital_98,내과,김화내과의원,"서울특별시 서초구 신반포로 219, 8동 302호 (잠원동, 반포쇼핑)",POINT (127.0080653 37.50751219),3.3,pedestrian_4147017218,localroad_4147017218
hospital_112,내과,남재현프렌닥터내과의원,"서울특별시 서초구 남부순환로350길 36, 3층,4층 (양재동, 프렌닥터빌딩)",POINT (127.0362154 37.48329443),3,pedestrian_1694783202,localroad_1694783202
hospital_121,내과,노아내과의원,"서울특별시 서초구 논현로 139, 4층 (양재동, 양재동)",POINT (127.0425955 37.4819944),4.3,pedestrian_436843486,localroad_436843486
hospital_181,내과,더독한내과의원,"서울특별시 서초구 효령로 403, 서초그랑자이상가 419~422호 (서초동)",POINT (127.0277492 37.48891559),4.4,pedestrian_9601999073,localroad_414684345
hospital_313,내과,메디테라내과의원,"서울특별시 서초구 효령로 190, 비선빌딩 3층 (서초동)",POINT (127.0050639 37.48252951),4.9,pedestrian_1925407818,localroad_1925407818
hospital_323,내과,명성내과의원,"서울특별시 서초구 바우뫼로 23, 301호 (우면동,선일빌딩)",POINT (127.0252555 37.4704096),2.6,pedestrian_562451052,localroad_562451052
hospital_338,내과,모인호내과의원,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 6동 4층 401~403, 417~419호 (잠원동)",POINT (127.0064604 37.50702448),3.7,pedestrian_11428504985,localroad_8487538012
hospital_374,내과,민도준류우마내과의원,"서울특별시 서초구 서초중앙로 125, 904,905호 (서초동, 로이어즈타워)",POINT (127.0134188 37.49300947),2.8,pedestrian_3827548050,localroad_3827548050
hospital_407,내과,박찬현내과의원,서울특별시 서초구 동산로 78 (양재동),POINT (127.0471626 37.47245196),3.9,pedestrian_4631776180,localroad_4631776180
hospital_435,내과,방배연내과의원,"서울특별시 서초구 방배로 83, 방배센트럴빌딩 6층 (방배동)",POINT (126.9970076 37.48186463),3.9,pedestrian_4185835030,localroad_4185835030
hospital_436,내과,방배우리내과의원,"서울특별시 서초구 방배로 115, 1층, 지하1층 (방배동)",POINT (126.9954054 37.48439209),3,pedestrian_1696934743,localroad_1696934743
hospital_438,내과,방배지에프내과의원,"서울특별시 서초구 동작대로 118, 3층 (방배동, 예다인프라자)",POINT (126.9827445 37.4870042),4.1,pedestrian_11710856345,localroad_3804191182
hospital_1423,내과,본내과의원,"서울특별시 서초구 신반포로23길 30, 2층 (잠원동)",POINT (127.0035444 37.50878562),3.2,pedestrian_2244637675,localroad_2244637675
hospital_463,내과,봄내과의원,"서울특별시 서초구 매헌로 34, 3층 (양재동, 한일빌딩)",POINT (127.0347888 37.46403585),4.3,pedestrian_10747478862,localroad_436840833
hospital_506,내과,삼성한내과의원,서울특별시 서초구 서초중앙로 15,POINT (127.0156416 37.48301089),3.4,pedestrian_4185690190,localroad_4185690190
hospital_538,내과,서울김내과의원,"서울특별시 서초구 논현로 63, 한덕빌딩 1층 (양재동)",POINT (126.9415621 37.50115097),3.4,pedestrian_5909736454,localroad_5909736454
hospital_536,내과,서울내과의원,"서울특별시 서초구 반포대로 114, 2층 (서초동)",POINT (127.0087159 37.49047672),2.9,pedestrian_7888119764,localroad_2388037863
hospital_562,내과,서울신내과의원,"서울특별시 서초구 효령로 279, 3층 (서초동,삼경빌딩)",POINT (127.0147937 37.48496915),3.4,pedestrian_3827257136,localroad_3827257136
hospital_1336,내과,서울장편한내과의원,"서울특별시 서초구 고무래로 26, 쌍동빌딩 3층 (반포동)",POINT (127.0112428 37.50234709),4.3,pedestrian_12061668090,localroad_1962358624
hospital_610,내과,서이드림내과의원,"서울특별시 서초구 사임당로 157, 4층 408.409호 (서초동)",POINT (127.0268076 37.49246451),2.7,pedestrian_9607816609,localroad_2280599507
hospital_621,내과,서초바른내과의원,"서울특별시 서초구 서초대로 323, 삼풍프라자 3층 (서초동)",POINT (127.0168125 37.49488457),3.7,pedestrian_9621002512,localroad_3355067059
hospital_632,내과,서초서울삼성내과의원,서울특별시 서초구 사임당로 38 (서초동),POINT (127.0142627 37.48807509),3.4,pedestrian_1965713727,localroad_1965713727
hospital_642,내과,서초엔도내과의원,"서울특별시 서초구 사임당로 158, 리더스원 상가 307호 (서초동)",POINT (127.0271768 37.4918503),3.3,pedestrian_9621002259,localroad_2280599507
hospital_663,내과,성모마음편한내과의원,"서울특별시 서초구 서초중앙로24길 55 (서초동, 중앙서초플라자 303호)",POINT (127.0193916 37.49610495),4.1,pedestrian_8526765366,localroad_3112865087
hospital_664,내과,성모신사랑내과의원,"서울특별시 서초구 서초대로 13, 방배 마에스트로 3층 (방배동)",POINT (126.9838491 37.48590765),3,pedestrian_1905595277,localroad_1905595277
hospital_670,내과,성모하나내과의원,"서울특별시 서초구 서초중앙로 142, 삼하빌딩 5층 (서초동)",POINT (127.0137914 37.49456718),4.1,pedestrian_12062647671,localroad_3112174490
hospital_695,내과,소망내과의원,"서울특별시 서초구 남부순환로350길 11, 써밋파크 202, 203호 (양재동)",POINT (127.035773 37.48428603),3.4,pedestrian_4184399724,localroad_4184399724
hospital_728,내과,승기배내과의원,"서울특별시 서초구 반포대로 138, 양진빌딩 1층 (서초동)",POINT (127.0079648 37.49241043),4.6,pedestrian_3154300013,localroad_3154300013
hospital_1376,내과,양내과의원,"서울특별시 서초구 나루터로 37, 신사쇼핑센터 2층 208호 (잠원동)",POINT (127.0141936 37.51544279),3.6,pedestrian_11225358146,localroad_436841230
hospital_855,내과,연세강내과의원,"서울특별시 서초구 신반포로 177, 3동 3층 (잠원동, 반포쇼핑상가)",POINT (127.0034073 37.50609955),3.7,pedestrian_11641428828,localroad_11641428828
hospital_850,내과,연세내과의원,"서울특별시 서초구 강남대로 521-4 (반포동, 태영빌딩)",POINT (127.0221218 37.50850474),3.5,pedestrian_4182209836,localroad_4182209836
hospital_880,내과,연세서내과의원,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 302호, 303호일부호 (잠원동)",POINT (127.0106598 37.51281566),5,pedestrian_4634374794,localroad_4634374794
hospital_888,내과,연세에이스내과의원,"서울특별시 서초구 서초중앙로 39, 21세기 병원 5층 (서초동)",POINT (127.0157125 37.48527899),4.1,pedestrian_3827257147,localroad_3827257147
hospital_909,내과,연세최앤김내과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 3층 301~306호 (반포동)",POINT (126.999481 37.50490207),3.4,pedestrian_11641439376,localroad_11641439376
hospital_957,내과,오현숙내과의원,"서울특별시 서초구 효령로 229, 2층 (서초동, 서울빌딩)",POINT (127.0091029 37.48387258),3.9,pedestrian_3827337507,localroad_3827337507
hospital_969,내과,올리브내과의원,"서울특별시 서초구 사평대로57길 135, 우호빌딩 301호 (반포동)",POINT (127.020634 37.50984751),3.3,pedestrian_2477335640,localroad_2477335640
hospital_982,내과,우리내과의원,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 420호 (반포동)",POINT (127.0010883 37.50432794),4.9,pedestrian_10918075279,localroad_8486796669
hospital_1021,내과,유니내과의원,"서울특별시 서초구 나루터로4길 61 신반포11차상가 (잠원동, 신반포11차아파트)",POINT (127.0134667 37.50959121),2.8,pedestrian_8489061229,localroad_11738027531
hospital_1023,내과,유대현나경선내과의원,"서울특별시 서초구 서초중앙로 26, 220호 221일부호 (서초동, 래미안 서초유니빌)",POINT (127.0169918 37.48468721),3.9,pedestrian_2655442257,localroad_2655442257
hospital_1042,내과,윤건호엔도내과의원,"서울특별시 서초구 반포대로22길 104, 크라운빌딩 4층 (서초동)",POINT (127.0138418 37.49120479),4.7,pedestrian_2295372311,localroad_2295372311
hospital_1048,내과,은내과의원,서울특별시 서초구 동산로 64 (양재동),POINT (127.0457652 37.47180297),3.8,pedestrian_1925498403,localroad_1925498403
hospital_1063,내과,이경상내과의원,"서울특별시 서초구 방배로 125, 2층 (방배동)",POINT (126.9949301 37.48508891),3.5,pedestrian_436844221,localroad_436844221
hospital_1066,내과,이길환내과의원,"서울특별시 서초구 서초중앙로 229, 4층 (반포동)",POINT (127.0113969 37.50210219),3,pedestrian_12061668090,localroad_436817738
hospital_1067,내과,이나영내과의원,서울특별시 서초구 잠원로 24 (반포동),POINT (127.0098714 37.50711642),3.9,pedestrian_11738027546,localroad_11738027546
hospital_1070,내과,이내과의원,"서울특별시 서초구 방배로 240, 글벗빌딩 2층 (방배동)",POINT (126.9897074 37.49453762),3.7,pedestrian_2622874621,localroad_2533109203
hospital_1086,내과,이수내과의원,"서울특별시 서초구 동작대로 132, 3층, 5층 (방배동, 안석빌딩)",POINT (126.9827724 37.48825931),4.7,pedestrian_1825741516,localroad_1825741516
hospital_1087,내과,이수리더스내과의원,"서울특별시 서초구 동작대로 114, (재)원불교 유문빌딩 3층 (방배동)",POINT (126.9826793 37.4867629),4,pedestrian_3804191055,localroad_3804191055
hospital_1122,내과,이화내과의원,"서울특별시 서초구 서초대로 307, 3층 (서초동, 장안빌딩)",POINT (127.0151321 37.49440618),2.5,pedestrian_9892967357,localroad_3355067057
hospital_1154,내과,장내과의원,"서울특별시 서초구 사임당로 181, 3층 (서초동, 대일빌딩)",POINT (127.0293231 37.49303813),4.9,pedestrian_9608955316,localroad_571448680
hospital_1170,내과,정내과의원,"서울특별시 서초구 서초중앙로 230, 303호 (반포동, 반포프라자빌딩)",POINT (127.0120244 37.50215636),3.9,pedestrian_12061668098,localroad_436817738
hospital_1171,내과,정다운내과의원,"서울특별시 서초구 신반포로15길 29, 2층 101호 (반포동, 신반포상가)",POINT (126.9946958 37.50547058),3.1,pedestrian_3088424193,localroad_3088424193
hospital_1049,내과,정진우내과의원,"서울특별시 서초구 서초중앙로24길 27, 222호 (서초동, G-five CENTRAL PLAZA)",POINT (127.0162041 37.49516286),3.9,pedestrian_3112174489,localroad_3112174489
hospital_1462,내과,진심 권내과의원,"서울특별시 서초구 동작대로 50, 대일빌딩 3층 (방배동)",POINT (126.9822428 37.48088313),3.2,pedestrian_1685716305,localroad_1685716305
hospital_1465,내과,차인혜내과의원,"서울특별시 서초구 방배로 174, 2층 (방배동, 태창빌딩)",POINT (126.993061 37.48918282),3,pedestrian_2103868103,localroad_2103868103
hospital_1467,내과,참나은내과의원,"서울특별시 서초구 효령로 120, 4,5층 (방배동)",POINT (126.9974964 37.48108004),3.8,pedestrian_4101372820,localroad_5935888702
hospital_1475,내과,청계내과의원,"서울특별시 서초구 청계산로9길 70, 내곡 SH플라자 2층 204,205호 (내곡동)",POINT (127.0597967 37.45346238),3,pedestrian_5092061496,localroad_5092061496
hospital_1500,내과,최재득내과의원,서울특별시 서초구 방배로 177 (방배동),POINT (126.9922893 37.48929927),4.9,pedestrian_2624566123,localroad_2103868103
hospital_1071,내과,최희승내과의원,"서울특별시 서초구 사임당로 151, 401호 (서초동, 대한무지개종합상가)",POINT (127.0259101 37.49226004),4.9,pedestrian_9711448794,localroad_2280599507
hospital_1513,내과,케이내과의원,"서울특별시 서초구 강남대로 415, 대동빌딩 7층 (서초동)",POINT (127.0263398 37.4995604),2.9,pedestrian_4946614556,localroad_2280678683
hospital_1568,내과,푸른내과의원,"서울특별시 서초구 남부순환로347길 101, 5층 (서초동)",POINT (127.0298492 37.48871433),4.3,pedestrian_9608955261,localroad_436882900
hospital_1636,내과,허기훈내과의원,"서울특별시 서초구 방배로 76, 204,205호 (방배동)",POINT (126.9982652 37.48116034),4,pedestrian_436844216,localroad_436844216
hospital_1647,내과,현진해내과의원,"서울특별시 서초구 효령로 334, 지하1층,2,3,4층 (서초동, 현빌딩)",POINT (127.02073 37.48590108),2.7,pedestrian_2655409196,localroad_2655409196
hospital_140,비뇨기과,강남맨포스비뇨기과의원,서울특별시 서초구 강남대로 597 진미선 (잠원동),POINT (127.0193177 37.51503598),5,pedestrian_4867334999,localroad_4867334999
hospital_204,비뇨기과,강남성모비뇨의학과의원,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 7층 (잠원동)",POINT (127.0205392 37.51177378),4.1,pedestrian_2429722067,localroad_2429722067
hospital_19,비뇨기과,골드만비뇨의학과의원,"서울특별시 서초구 서운로 12, B1~2,2~6층 (서초동)",POINT (127.029859 37.48505335),4.2,pedestrian_6337044594,localroad_3827169496
hospital_97,비뇨기과,김현중비뇨기과의원,"서울특별시 서초구 남부순환로 2614, 306호 (양재동)",POINT (127.0366745 37.48447416),4.7,pedestrian_11431861685,localroad_4184399727
hospital_167,비뇨기과,닥터조물주비뇨의학과의원,"서울특별시 서초구 강남대로 519, 도충빌딩 4층 (반포동)",POINT (127.0222059 37.50828803),3.9,pedestrian_2477340275,localroad_2477340275
hospital_277,비뇨기과,마노메디비뇨기과의원,"서울특별시 서초구 강남대로 483, 6층 (반포동)",POINT (127.0236489 37.50532543),3.6,pedestrian_2477265747,localroad_2477265747
hospital_309,비뇨기과,메가비뇨의학과의원,"서울특별시 서초구 서초대로 2, 이수파이브 5층 (방배동)",POINT (126.9827644 37.48509461),3.1,pedestrian_8485173590,localroad_8485173590
hospital_1262,비뇨기과,메디스톤비뇨기과의원,"서울특별시 서초구 동작대로 114, 4층 (방배동, 유문빌딩)",POINT (126.9826868 37.48681768),2.9,pedestrian_3804191158,localroad_3804191158
hospital_322,비뇨기과,멘파워비뇨기과의원,"서울특별시 서초구 효령로 279, 3층 (서초동, 삼경빌딩)",POINT (127.0147655 37.4849415),4.2,pedestrian_3827257136,localroad_3827257136
hospital_369,비뇨기과,미즈러브여성비뇨의학과의원,"서울특별시 서초구 강남대로95길 38, 2~5층 (잠원동)",POINT (127.0178999 37.51349441),4,pedestrian_2429722054,localroad_2429722054
hospital_403,비뇨기과,박병대비뇨기과의원,"서울특별시 서초구 남부순환로350길 4, 5층 (양재동, 양재동, 대진빌딩)",POINT (127.0351785 37.48433811),3.4,pedestrian_11431861720,localroad_4865811281
hospital_578,비뇨기과,서울원비뇨의학과의원,"서울특별시 서초구 신반포로 131, 4층 (반포동)",POINT (126.9987335 37.50456815),4.5,pedestrian_11428490522,localroad_12208571844
hospital_594,비뇨기과,서울탑비뇨기과의원,"서울특별시 서초구 강남대로 341, 4층 (서초동, 삼원빌딩)",POINT (127.0293618 37.4932549),3,pedestrian_9608955337,localroad_571448680
hospital_613,비뇨기과,서주태비뇨의학과의원,"서울특별시 서초구 강남대로 543, 국전빌딩 3층 (반포동)",POINT (127.0212487 37.51036412),4.5,pedestrian_2477265762,localroad_2477265762
hospital_638,비뇨기과,서초수비뇨기과의원,"서울특별시 서초구 서초대로 307, 2층 가호 (서초동, 장안빌딩)",POINT (127.0151321 37.49440618),3.8,pedestrian_9892967357,localroad_3355067057
hospital_686,비뇨기과,세움비뇨기과의원,"서울특별시 서초구 강남대로 429, 10층 (서초동, 동일빌딩)",POINT (127.0257729 37.50079437),4.7,pedestrian_11183748448,localroad_2280678683
hospital_712,비뇨기과,슈퍼맨비뇨기과의원,"서울특별시 서초구 서초대로 310, 5층 (서초동, 소망빌딩)",POINT (127.0155463 37.49397968),4.3,pedestrian_8556927603,localroad_8556927603
hospital_1377,비뇨기과,양승학비뇨기과의원,"서울특별시 서초구 서운로 34, 우정빌딩 3층 301호 (서초동)",POINT (127.029085 37.48717983),3.6,pedestrian_9657758711,localroad_3827170295
hospital_881,비뇨기과,연세서울비뇨의학과의원,"서울특별시 서초구 서초중앙로24길 10, 316 TOWER(3층일부) 3층 (서초동)",POINT (127.0148585 37.49444154),2.7,pedestrian_12062647561,localroad_3112174493
hospital_896,비뇨기과,연세크라운비뇨의학과의원,"서울특별시 서초구 반포대로22길 104, 크라운빌딩 5,6층 (서초동)",POINT (127.0138418 37.49120479),4.3,pedestrian_2295372311,localroad_2295372311
hospital_1043,비뇨기과,윤기헌비뇨기과의원,"서울특별시 서초구 방배로 88, 2층 201호 (방배동)",POINT (126.9973894 37.48235272),3.2,pedestrian_3092110166,localroad_4185835030
hospital_1088,비뇨기과,이수메디스톤비뇨의학과의원,"서울특별시 서초구 동작대로 114, 4층 (방배동, 유문빌딩)",POINT (126.9826793 37.4867629),3.1,pedestrian_3804191055,localroad_3804191055
hospital_1419,비뇨기과,이수비뇨기과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 501호 (방배동)",POINT (126.9827083 37.48725125),3.5,pedestrian_11710856345,localroad_3804191182
hospital_1421,비뇨기과,이영호비뇨기과의원,"서울특별시 서초구 나루터로 75, 301호 (잠원동)",POINT (127.0180022 37.51584322),4.9,pedestrian_9891988059,localroad_600377852
hospital_1147,비뇨기과,자이비뇨의학과병원,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",POINT (127.0217619 37.50271125),4.4,pedestrian_12062601379,localroad_1430655026
hospital_1149,비뇨기과,잘보는비뇨의학과의원,"서울특별시 서초구 서초대로 302, 교대역인앤인오피스 3층 302호 (서초동)",POINT (127.0146952 37.49371886),2.5,pedestrian_9914441878,localroad_3827548465
hospital_1510,비뇨기과,칸비뇨의학과의원,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 8층 (반포동)",POINT (127.02185 37.50908783),3.2,pedestrian_4182209842,localroad_3827672541
hospital_1517,비뇨기과,코넬플러스비뇨의학과의원,"서울특별시 서초구 서초대로 332, 2층 (서초동)",POINT (127.0179078 37.49468556),3.4,pedestrian_3355067063,localroad_3355067063
hospital_1545,비뇨기과,태비뇨기과의원,"서울특별시 서초구 서초대로77길 3, 1208호 (서초동, 아라타워)",POINT (127.0265048 37.49806091),4.9,pedestrian_9632500766,localroad_8489896381
hospital_1570,비뇨기과,프라우드비뇨기과의원,"서울특별시 서초구 강남대로 509, 3,4층 (반포동)",POINT (127.0224916 37.50764457),3.1,pedestrian_3827672469,localroad_3827672469
hospital_729,산부인과,강남더케이(The-K)산부인과의원,"서울특별시 서초구 서초대로77길 55, 에이프로 스퀘어 5층 (서초동)",POINT (127.0244658 37.50210083),4.9,pedestrian_1430655018,localroad_1430655018
hospital_865,산부인과,강남라이프산부인과의원,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 13층 (서초동)",POINT (127.0244468 37.50344757),2.8,pedestrian_11034183379,localroad_2281095539
hospital_725,산부인과,강남에스터산부인과의원,"서울특별시 서초구 사평대로 373, 5층 (반포동)",POINT (127.0239335 37.50460051),3.7,pedestrian_8376423658,localroad_2281095539
hospital_80,산부인과,김용훈산부인과의원,"서울특별시 서초구 방배로 144, 1호 (방배동)",POINT (126.9946198 37.48667377),4.4,pedestrian_2545067226,localroad_2545067226
hospital_96,산부인과,김현영산부인과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 504호 (방배동)",POINT (126.9827083 37.48725125),2.7,pedestrian_11710856345,localroad_3804191182
hospital_1228,산부인과,김혜경산부인과의원,서울특별시 서초구 신반포로 157,POINT (127.0014854 37.50549643),3.8,pedestrian_1445606439,localroad_1445606439
hospital_1233,산부인과,나나산부인과의원,서울특별시 서초구 강남대로 515 (반포동),POINT (127.0223263 37.50802293),4.6,pedestrian_4984365472,localroad_4984365472
hospital_215,산부인과,동화산부인과의원,"서울특별시 서초구 서초중앙로 113, 영한빌딩 7층 (서초동)",POINT (127.0137392 37.49187029),4.1,pedestrian_3827548035,localroad_3827548035
hospital_270,산부인과,라임산부인과의원,"서울특별시 서초구 강남대로 437, 5층 (서초동)",POINT (127.0254547 37.50135125),3.7,pedestrian_4867295786,localroad_1430655018
hospital_236,산부인과,랑뜨산부인과의원,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 5층 (서초동)",POINT (127.0244468 37.50344757),4,pedestrian_11034183379,localroad_2281095539
hospital_242,산부인과,레이나산부인과의원,"서울특별시 서초구 신반포로 257, 5층 (잠원동, 뉴타운)",POINT (127.0119359 37.50862028),4.1,pedestrian_8489060246,localroad_9914441894
hospital_245,산부인과,로앤산부인과의원,"서울특별시 서초구 강남대로 403, 6층 (서초동)",POINT (127.0268157 37.49845756),4.2,pedestrian_3104898429,localroad_3101791329
hospital_300,산부인과,마리산부인과의원,서울특별시 서초구 서래로8길 1 3층 (반포동),POINT (126.9985718 37.49874576),3.3,pedestrian_9802796430,localroad_2622713694
hospital_1260,산부인과,마리앤산부인과의원,"서울특별시 서초구 사평대로 353, 201호 (반포동)",POINT (127.0217889 37.50424935),3.7,pedestrian_2477340257,localroad_2477340257
hospital_282,산부인과,마린산부인과의원,"서울특별시 서초구 강남대로 535, 프린스빌딩 (반포동)",POINT (127.0215987 37.50960902),3.5,pedestrian_3827672541,localroad_3827672541
hospital_1289,산부인과,본산부인과의원,"서울특별시 서초구 사평대로26길 40, 지층 (반포동)",POINT (126.9989144 37.4983158),3.7,pedestrian_2622713693,localroad_2622713693
hospital_619,산부인과,서초리한산부인과의원,"서울특별시 서초구 서초대로 309, 장안빌딩 6층 나호 (서초동)",POINT (127.0153388 37.49446256),3.7,pedestrian_9892967357,localroad_3355067057
hospital_627,산부인과,서초봄산부인과의원,"서울특별시 서초구 잠원로 24, 반포자이플라자 3층 305호 (반포동)",POINT (127.0098732 37.5071157),4.1,pedestrian_11738027546,localroad_11738027546
hospital_1345,산부인과,서초엘산부인과의원,"서울특별시 서초구 사임당로 158, 리더스원 상가 5층 503호 (서초동)",POINT (127.0271768 37.4918503),3.6,pedestrian_9621002259,localroad_2280599507
hospital_651,산부인과,서초하나산부인과의원,"서울특별시 서초구 서초중앙로 36, 준영빌딩 5층 501호 (서초동)",POINT (127.0162087 37.48556823),3.1,pedestrian_3827257147,localroad_3827257147
hospital_790,산부인과,아이투비산부인과의원,"서울특별시 서초구 방배로 234, 지1층,2~5층 (방배동, 우신빌딩)",POINT (126.9899106 37.4941612),4.7,pedestrian_2533109203,localroad_2533109203
hospital_805,산부인과,애플산부인과의원,"서울특별시 서초구 서초대로77길 3, 6층 (서초동, 아라타워)",POINT (127.0265048 37.49806091),4.4,pedestrian_9632500766,localroad_8489896381
hospital_837,산부인과,에이린산부인과의원,"서울특별시 서초구 강남대로 435, 5층-사용6층 (서초동, 주류성빌딩)",POINT (127.0255632 37.50117824),4.1,pedestrian_4867295786,localroad_1430655018
hospital_863,산부인과,연세더블유산부인과의원,"서울특별시 서초구 반포대로 111, 보광빌딩 4,5층 (서초동)",POINT (127.0082143 37.48998166),3.7,pedestrian_7888119761,localroad_3221788781
hospital_870,산부인과,연세미시간산부인과의원,"서울특별시 서초구 사임당로 180, 보원빌딩 2층 202호 (서초동)",POINT (127.0292672 37.49257899),3.3,pedestrian_571448680,localroad_571448680
hospital_907,산부인과,연이산부인과의원,"서울특별시 서초구 잠원로 24, 501호 (반포동, 자이프라자상가)",POINT (127.0098714 37.50711642),4.3,pedestrian_11738027546,localroad_11738027546
hospital_1103,산부인과,이음산부인과의원,"서울특별시 서초구 서초대로 320, 2층 (서초동)",POINT (127.0165761 37.49422002),3.1,pedestrian_3827548470,localroad_3827548470
hospital_1118,산부인과,이해와공감산부인과의원,"서울특별시 서초구 강남대로 543, 국전빌딩 1층 (반포동)",POINT (127.0212487 37.51036412),2.7,pedestrian_2477265762,localroad_2477265762
hospital_1158,산부인과,장은진산부인과의원,"서울특별시 서초구 남부순환로350길 4, 3층 (양재동)",POINT (127.0351785 37.48433811),2.8,pedestrian_11431861720,localroad_4865811281
hospital_1192,산부인과,제인산부인과의원,"서울특별시 서초구 동작대로 114, (재)원불교 유문빌딩 2층 (방배동)",POINT (126.9826793 37.4867629),5,pedestrian_3804191055,localroad_3804191055
hospital_1443,산부인과,조은연세산부인과의원,"서울특별시 서초구 강남대로 359, 301호 (서초동, 대우도씨에빛2)",POINT (127.0286098 37.49479896),3.2,pedestrian_4865883252,localroad_571448678
hospital_1453,산부인과,지앤산부인과의원,"서울특별시 서초구 서초대로 304, 5층 (서초동)",POINT (127.0149389 37.49379568),3,pedestrian_9914441878,localroad_8556927605
hospital_1492,산부인과,최상산부인과의원,"서울특별시 서초구 서초대로 351, B1,4~8층 (서초동)",POINT (127.0196733 37.49579523),2.8,pedestrian_3212514896,localroad_3827548494
hospital_1531,산부인과,클로버산부인과의원,"서울특별시 서초구 강남대로 589, 14층 (잠원동)",POINT (127.0193864 37.51444068),4.6,pedestrian_4181527974,localroad_4181527974
hospital_1551,산부인과,통일산부인과의원,서울특별시 서초구 서초중앙로 239  (반포동),POINT (127.010877 37.50320462),4.6,pedestrian_1962358615,localroad_1962358615
hospital_1207,산부인과,하이미즈산부인과의원,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 9,10층 (잠원동)",POINT (127.0205392 37.51177378),2.8,pedestrian_2429722067,localroad_2429722067
hospital_1606,산부인과,하이연세산부인과의원,"서울특별시 서초구 서초대로77길 3, 아라타워 205,206,207,208,210,211,212호 (서초동)",POINT (127.0265048 37.49806091),4.6,pedestrian_9632500766,localroad_8489896381
hospital_1646,산부인과,현산부인과의원,"서울특별시 서초구 방배로 127, 3층 (방배동)",POINT (126.994861 37.48525794),4.2,pedestrian_436844221,localroad_436844221
hospital_301,산부인과,호움산부인과의원,"서울특별시 서초구 서초중앙로 110, 2층 (서초동, 서초동롯데캐슬메디치)",POINT (127.0145226 37.49159043),2.6,pedestrian_2295372310,localroad_2295372310
hospital_11,성형외과,21성형외과의원,"서울특별시 서초구 강남대로 441, 서산빌딩 10층 (서초동)",POINT (127.0252785 37.50173585),3.6,pedestrian_3827608168,localroad_1430655018
hospital_1213,성형외과,강남삼성성형외과의원,"서울특별시 서초구 강남대로65길 1, 6층 (서초동, 효봉빌딩)",POINT (127.0259611 37.5005114),3.6,pedestrian_11183748448,localroad_2280678683
hospital_1159,성형외과,강남서연성형외과의원,"서울특별시 서초구 강남대로 421, 7층 (서초동, 삼영빌딩)",POINT (127.0261625 37.50008852),4,pedestrian_11183748448,localroad_2280678683
hospital_22,성형외과,강남준성형외과의원,"서울특별시 서초구 강남대로 547, 2층 (반포동, 한국교과서연구재단빌딩)",POINT (127.0210422 37.5106505),4.8,pedestrian_6225367826,localroad_2477265762
