uuid,type,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_78,제2종일반주거지역,"MultiPolygon (((126.99590713 37.48445931, 126.99590488 37.48445838, 126.99589066 37.48448432, 126.99588544 37.48449142, 126.99586727 37.4845211, 126.99584159 37.48456121, 126.99579751 37.48462985, 126.99575439 37.48469694, 126.99574932 37.48470478, 126.99568216 37.48480894, 126.99563721 37.48487879, 126.99559607 37.4849431, 126.99557474 37.4849764, 126.99556284 37.48499506, 126.99556202 37.48499858, 126.99553219 37.48504618, 126.99542202 37.48521618, 126.9954056 37.48524174, 126.99538875 37.48526759, 126.99537754 37.485286, 126.99536394 37.48530631, 126.99534131 37.48534123, 126.99532763 37.48536211, 126.99531689 37.48537971, 126.99530929 37.4853909, 126.99530147 37.4854029, 126.99528365 37.4854303, 126.99524226 37.48549473, 126.99522098 37.48552751, 126.99520759 37.4855492, 126.99516013 37.48561383, 126.99513532 37.48565282, 126.99498344 37.48588115, 126.99488613 37.48603489, 126.99487108 37.48605924, 126.99607954 37.48655228, 126.99611147 37.48650384, 126.9970513 37.48504492, 126.99710955 37.48495449, 126.99627487 37.48461076, 126.99590713 37.48445931)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_79,제2종일반주거지역(7층이하),"MultiPolygon (((126.99744251 37.48576569, 126.99726269 37.48569647, 126.9971759 37.4858301, 126.99708198 37.48597451, 126.9969567 37.48617235, 126.99691011 37.48624659, 126.99707234 37.48631456, 126.99746187 37.48639478, 126.99769359 37.48644329, 126.99796196 37.4864999, 126.99800602 37.48650919, 126.99804879 37.48646845, 126.99801194 37.48624305, 126.99799003 37.48612299, 126.99796732 37.4859894, 126.99796198 37.48598371, 126.99793105 37.48595073, 126.99790483 37.48594038, 126.99744251 37.48576569)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_80,제2종일반주거지역(7층이하),"MultiPolygon (((127.01462611 37.50670229, 127.01485321 37.506064, 127.01486327 37.50600958, 127.01480823 37.50559395, 127.01464247 37.50515924, 127.01460017 37.50514753, 127.01393145 37.50527789, 127.01366975 37.50532026, 127.01327958 37.50538085, 127.01213381 37.50551421, 127.01222929 37.50645503, 127.01303074 37.50668308, 127.01322916 37.50628122, 127.01462611 37.50670229)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_81,제2종일반주거지역,"MultiPolygon (((126.98964045 37.49251963, 126.98842724 37.49203621, 126.98775336 37.49310135, 126.98830006 37.49332564, 126.98842883 37.49313052, 126.98846754 37.49314651, 126.98858256 37.49319417, 126.98859772 37.49320025, 126.98872618 37.49325383, 126.9887378 37.4932588, 126.98885584 37.49330794, 126.98889329 37.49332275, 126.98876624 37.49351688, 126.98895534 37.49359446, 126.98964045 37.49251963)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_82,제2종일반주거지역,"MultiPolygon (((126.98756894 37.47852853, 126.98755528 37.47854443, 126.98754893 37.47855109, 126.98776787 37.47863307, 126.98791089 37.47866291, 126.98800888 37.47868336, 126.98802159 37.47868274, 126.98814458 37.47870423, 126.9883033 37.47873312, 126.98851598 37.47879293, 126.98861546 37.47882943, 126.98865741 37.47884475, 126.98872387 37.4788945, 126.98889175 37.47897885, 126.9891295 37.47905032, 126.98917065 37.47906267, 126.98924774 37.47912791, 126.98925685 37.4791311, 126.98937074 37.47917099, 126.98937319 37.47917186, 126.98939346 37.47917901, 126.98945272 37.47919395, 126.9896264 37.47893553, 126.98948803 37.47886665, 126.98933937 37.47879185, 126.98899867 37.4786204, 126.98894131 37.47859154, 126.9887316 37.47848602, 126.98839125 37.47831475, 126.98835417 37.4782961, 126.98827367 37.47825557, 126.9881098 37.47817309, 126.98795687 37.4780961, 126.98794053 37.47808817, 126.9878243 37.47823132, 126.98756894 37.47852853)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_83,제2종일반주거지역,"MultiPolygon (((127.00018531 37.49856132, 127.00016696 37.49834346, 127.00015041 37.49814686, 127.000546 37.49812234, 127.00057435 37.49779545, 127.00056908 37.49774569, 127.00055915 37.49767872, 127.00049541 37.49768277, 126.9995832 37.49774081, 126.99767971 37.49786192, 126.99766855 37.49786243, 126.99696514 37.49789462, 126.99704818 37.49875114, 126.9983795 37.49867033, 126.99841319 37.49909506, 126.99831235 37.49928652, 126.99867622 37.49941219, 126.99902287 37.49939956, 126.99909697 37.49939336, 126.99913059 37.49939056, 126.99941169 37.49938149, 126.99965329 37.49934929, 126.9995802 37.49860066, 127.00018531 37.49856132)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_84,제1종일반주거지역,"MultiPolygon (((126.99253288 37.48054181, 126.99254681 37.48052032, 126.99261184 37.48041732, 126.99269042 37.48030979, 126.99284625 37.48006518, 126.992737 37.48002939, 126.99276062 37.48008008, 126.99271227 37.480156, 126.99263413 37.48027868, 126.99262626 37.48028997, 126.99252706 37.48025932, 126.9923813 37.48021532, 126.9923388 37.48020249, 126.99223803 37.48017207, 126.99210822 37.48013282, 126.99210695 37.48013243, 126.99204217 37.48011287, 126.99183662 37.48005081, 126.99181979 37.48004573, 126.99168819 37.48000599, 126.99159852 37.48013996, 126.99150625 37.48027789, 126.99140628 37.48042736, 126.99133662 37.48053151, 126.9913283 37.48054396, 126.99126663 37.4806362, 126.9912069 37.48072547, 126.99114591 37.48081663, 126.99108544 37.48090702, 126.99101817 37.48100757, 126.99099616 37.48104046, 126.99124256 37.48114161, 126.99183644 37.48025384, 126.99253288 37.48054181)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_85,제2종일반주거지역,"MultiPolygon (((127.00425307 37.49097785, 127.00433219 37.49081535, 127.00443864 37.49025689, 127.00449225 37.4899367, 127.00454608 37.48944935, 127.00454481 37.48940657, 127.0045238 37.48869647, 127.00448838 37.4884725, 127.00448826 37.48847175, 127.00446345 37.48831496, 127.0040858 37.4883527, 127.00406899 37.4882682, 127.0038103 37.48830014, 127.0037939 37.48837894, 127.00357111 37.48839808, 127.00356126 37.4883707, 127.00284117 37.48790585, 127.0018701 37.48727078, 127.00150742 37.48767891, 127.00133176 37.48787598, 127.00093654 37.48831837, 127.00070851 37.48857361, 127.0009373 37.4887318, 127.00174095 37.48928553, 127.00221069 37.48961357, 127.00201157 37.48992091, 127.00139953 37.48980337, 127.00104565 37.49014415, 127.00096741 37.49021551, 127.0009403 37.49034155, 127.00087702 37.49063564, 127.00094143 37.49095744, 127.00095715 37.49103595, 127.00101238 37.49111411, 127.00115417 37.49119041, 127.00127175 37.49121253, 127.00168516 37.49114136, 127.00222872 37.49144921, 127.00237485 37.49142772, 127.00307195 37.49153238, 127.00327841 37.4921946, 127.00329382 37.49224533, 127.00392068 37.49166052, 127.00425307 37.49097785)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_86,제1종일반주거지역,"MultiPolygon (((127.04524576 37.47146072, 127.04534193 37.47128427, 127.04545686 37.4710714, 127.04534581 37.4708333, 127.04531726 37.47084301, 127.04511688 37.47091111, 127.04503759 37.4710434, 127.04496249 37.47116885, 127.04488279 37.47135494, 127.04503159 37.4714084, 127.04523455 37.47148128, 127.04524576 37.47146072)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_87,제2종일반주거지역,"MultiPolygon (((126.99206554 37.48435135, 126.99195507 37.48430604, 126.99190659 37.48431943, 126.9918574 37.48439588, 126.99179691 37.48449169, 126.99174391 37.48457356, 126.99169696 37.48464691, 126.99164506 37.48472707, 126.99158094 37.48482884, 126.99151649 37.4849277, 126.99145045 37.48502983, 126.9913999 37.4851065, 126.99135326 37.4851753, 126.99130306 37.48525646, 126.9912535 37.48533251, 126.99125417 37.48533624, 126.99127467 37.48537631, 126.99142288 37.48543702, 126.99154476 37.48548751, 126.99166457 37.48553522, 126.99178724 37.48558516, 126.99180884 37.48559391, 126.99194198 37.48564785, 126.99203521 37.48568439, 126.99216542 37.48573616, 126.99228484 37.48578792, 126.99230863 37.48579765, 126.99235794 37.48581782, 126.99244506 37.48585271, 126.99252773 37.48588582, 126.99265733 37.48593841, 126.99277456 37.4859857, 126.99295178 37.48605905, 126.99300937 37.48604084, 126.99304786 37.48598072, 126.99310369 37.48589344, 126.99315971 37.48580638, 126.99321581 37.48571895, 126.99327179 37.48563129, 126.9932935 37.48559692, 126.99329541 37.48559403, 126.99337399 37.48547466, 126.99339035 37.48544968, 126.99344996 37.48535754, 126.99346436 37.48533296, 126.99347395 37.48531838, 126.99353671 37.48521979, 126.99360357 37.48511645, 126.99365537 37.4850363, 126.99363905 37.48499284, 126.9936336 37.48498982, 126.99355411 37.48495774, 126.99344185 37.48491117, 126.99341027 37.48489885, 126.99326063 37.48483725, 126.99317877 37.48480264, 126.99303087 37.48474398, 126.9929282 37.48470163, 126.99279799 37.48464835, 126.99269668 37.48460752, 126.99267594 37.48459972, 126.99265394 37.48459038, 126.99261221 37.48457324, 126.9925424 37.48454527, 126.99237371 37.48447732, 126.99233225 37.4844606, 126.99230879 37.48445117, 126.99220212 37.48440834, 126.99206554 37.48435135)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_88,제2종일반주거지역,"MultiPolygon (((127.0213052 37.48371717, 127.02030735 37.48287933, 127.02018263 37.48343843, 127.01974221 37.48413188, 127.02035801 37.48437803, 127.02041765 37.48440047, 127.02048219 37.48433809, 127.02087822 37.48403633, 127.02152672 37.48457252, 127.02188468 37.48487386, 127.02210985 37.48441445, 127.02206836 37.48436598, 127.0213052 37.48371717)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_89,제2종일반주거지역,"MultiPolygon (((127.04868577 37.47312673, 127.04707979 37.4720776, 127.04696746 37.47217406, 127.04672819 37.47199531, 127.04670153 37.47201758, 127.04648641 37.47185413, 127.0464601 37.47183549, 127.04640314 37.47188276, 127.04612954 37.47178299, 127.04524576 37.47146072, 127.04523455 37.47148128, 127.04503159 37.4714084, 127.04488279 37.47135494, 127.04484141 37.47134009, 127.04458012 37.4712602, 127.04454807 37.47130984, 127.04425236 37.47119308, 127.04430205 37.47111155, 127.04412431 37.470982, 127.04397834 37.47087478, 127.04382759 37.47077076, 127.04368664 37.47066536, 127.0435178 37.47054483, 127.04325966 37.47036473, 127.04310002 37.47025417, 127.04293807 37.4701433, 127.04277675 37.47003178, 127.04261474 37.46992141, 127.0424532 37.46981049, 127.04229426 37.46969923, 127.04214318 37.46959722, 127.04198265 37.46948602, 127.04176422 37.46933452, 127.04104918 37.46884347, 127.04150272 37.46845161, 127.04207083 37.46795352, 127.04214354 37.46788931, 127.04223001 37.46781267, 127.04234015 37.46771596, 127.0424507 37.46761955, 127.04256172 37.46752306, 127.04265634 37.4674398, 127.04270354 37.4672952, 127.04279096 37.46721838, 127.042893 37.46712995, 127.04299367 37.46704161, 127.04309458 37.46695292, 127.0431951 37.46686361, 127.0432968 37.46677519, 127.04344613 37.46664062, 127.04338466 37.46659611, 127.04353718 37.46646307, 127.04337785 37.46634761, 127.0432409 37.46624837, 127.04317588 37.46620127, 127.04293274 37.46621325, 127.04287716 37.46626472, 127.04274226 37.46638964, 127.04260736 37.46651448, 127.04247178 37.46664004, 127.04242749 37.46668105, 127.04227949 37.46681814, 127.04213159 37.46695505, 127.04200607 37.46707124, 127.04188066 37.46718742, 127.04175525 37.46730351, 127.04162984 37.46741969, 127.0415042 37.46753597, 127.04138297 37.46764827, 127.04130919 37.46771659, 127.04118863 37.46782791, 127.04107124 37.46793643, 127.04095374 37.46804495, 127.04083646 37.46815329, 127.04071918 37.46826163, 127.04060201 37.46836988, 127.0405828 37.46838763, 127.04049209 37.46847372, 127.0404861 37.4684794, 127.04037774 37.46858754, 127.04034418 37.46862233, 127.04028001 37.46869056, 127.04021629 37.4687614, 127.04011156 37.4688828, 127.04009496 37.46890272, 127.0400074 37.46901132, 127.03999577 37.46902619, 127.03992324 37.46912172, 127.03990709 37.46914371, 127.03988393 37.46917552, 127.0398427 37.46923374, 127.03980102 37.4692943, 127.03976838 37.46934323, 127.03969225 37.46946255, 127.03967067 37.46949797, 127.03962267 37.46957916, 127.0395906 37.46963531, 127.03955671 37.46969713, 127.03951572 37.46977462, 127.03949449 37.46981635, 127.03944616 37.46991556, 127.03943611 37.46993683, 127.03938179 37.4700583, 127.0393311 37.47018122, 127.03932274 37.47020248, 127.03928436 37.47030485, 127.03926912 37.47034783, 127.03924158 37.47042947, 127.03922104 37.47049435, 127.03920287 37.47055481, 127.03917838 37.47064195, 127.03916811 37.47068096, 127.03913732 37.47080775, 127.03912547 37.4708619, 127.03911375 37.47091957, 127.03909672 37.47101427, 127.03908973 37.47105283, 127.03907295 37.47116736, 127.03907013 37.47118646, 127.03905494 37.47132071, 127.03904426 37.4714547, 127.03904337 37.4714747, 127.039038 37.47158922, 127.03903746 37.47162877, 127.03903626 37.47172374, 127.0390364 37.47178284, 127.03903693 37.47193737, 127.03903718 37.47199143, 127.03903771 37.47214099, 127.03903812 37.47228876, 127.03903865 37.47243832, 127.03903918 37.47258609, 127.03903959 37.47273565, 127.03904011 37.4728708, 127.03904052 37.47300595, 127.03904106 37.47317714, 127.03904158 37.4733213, 127.03904211 37.47348177, 127.03904251 37.47360665, 127.03904161 37.47364396, 127.03926863 37.47364343, 127.03933646 37.47364332, 127.03937716 37.47364322, 127.03944815 37.47364472, 127.03951892 37.47364939, 127.03956256 37.47365433, 127.03958913 37.47365729, 127.03965877 37.47366835, 127.03972752 37.47368257, 127.03979502 37.47369993, 127.03981288 37.47370542, 127.03986127 37.47372028, 127.03992595 37.47374359, 127.03997367 37.47376358, 127.03998882 37.47376988, 127.04004965 37.47379896, 127.04010834 37.47383075, 127.040127 37.47384209, 127.04016477 37.47386515, 127.04021849 37.47390207, 127.04026961 37.47394134, 127.04030682 37.47397358, 127.04034306 37.47400874, 127.04073603 37.4737934, 127.04068994 37.47376307, 127.04040383 37.47357477, 127.04038225 37.47359559, 127.04033684 37.4736393, 127.0395747 37.4731292, 127.0398616 37.47285274, 127.03974885 37.47277803, 127.03974549 37.47086523, 127.03993355 37.47069748, 127.03996462 37.47066972, 127.04007445 37.47057174, 127.04006868 37.47056598, 127.0400404 37.47053238, 127.04020831 37.47043921, 127.04006908 37.47028921, 127.04049301 37.47000699, 127.04039753 37.4698499, 127.04026393 37.4696301, 127.04060705 37.46943158, 127.04083839 37.46968815, 127.0408505 37.46970706, 127.04094994 37.46986489, 127.04105596 37.47003496, 127.04116603 37.47019467, 127.04118335 37.47021556, 127.04120076 37.47023656, 127.04132425 37.47033481, 127.04130097 37.47054737, 127.04136894 37.47059725, 127.04150249 37.47069524, 127.0417572 37.47088213, 127.04234835 37.47031609, 127.0429061 37.47069617, 127.04296133 37.47073532, 127.04360871 37.47117833, 127.04367397 37.47121879, 127.04374155 37.47125664, 127.0438114 37.47129174, 127.04388348 37.47132423, 127.04395785 37.47135408, 127.04412056 37.47141412, 127.04412165 37.4714145, 127.04445562 37.4715288, 127.04469809 37.47161487, 127.0448773 37.47167791, 127.045468 37.47188601, 127.04518561 37.47215889, 127.0452526 37.47219994, 127.04542326 37.47231232, 127.04560192 37.47242938, 127.04566351 37.47236997, 127.04614652 37.47254637, 127.04642676 37.47273606, 127.04656706 37.47281779, 127.04724187 37.47328655, 127.04577952 37.47469852, 127.04453732 37.47588429, 127.0447263 37.47601052, 127.04485537 37.47609547, 127.04498466 37.47618068, 127.04511521 37.47626536, 127.04530213 37.47638949, 127.04543992 37.47625704, 127.04555192 37.47614913, 127.04566519 37.47604076, 127.04577674 37.47593192, 127.04578226 37.47592677, 127.0458901 37.47582357, 127.04600668 37.47571129, 127.04606129 37.47565767, 127.04609306 37.47562594, 127.04627867 37.47545015, 127.04639137 37.47533861, 127.04652248 37.47521263, 127.04665508 37.47508532, 127.04678433 37.47495993, 127.04689756 37.47485133, 127.04694555 37.47480387, 127.04708157 37.4746728, 127.0472108 37.47454652, 127.04732141 37.47444023, 127.04743182 37.47433468, 127.04754099 37.47422793, 127.04765925 37.47412668, 127.04802411 37.47379138, 127.04820645 37.47391403, 127.04822769 37.4738935, 127.04834971 37.47377578, 127.04844947 37.4736796, 127.04863781 37.47349753, 127.04873848 37.47340054, 127.04886151 37.4732821, 127.04888358 37.47326081, 127.04868577 37.47312673)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_90,제2종일반주거지역,"MultiPolygon (((126.99600586 37.48793965, 126.99626202 37.48753698, 126.99588011 37.48738084, 126.99569426 37.48766708, 126.99530475 37.48775693, 126.99517945 37.48795495, 126.99531482 37.4879967, 126.99541909 37.48802941, 126.99557933 37.48807756, 126.99586342 37.48816356, 126.99600586 37.48793965)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentialdistrict_91,제1종일반주거지역,"MultiPolygon (((127.00084261 37.49820237, 127.00080235 37.49830003, 127.00076571 37.49840401, 127.00084261 37.49820237)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
