uuid,name,geom
hanriver_11,한강,"MultiLineString ((126.99789854 37.50035921, 126.99789853 37.50044427, 126.99874443 37.5007473, 126.99899583 37.5008411, 126.99906843 37.50086813, 126.9991382 37.50089426, 126.99973498 37.5011169, 126.99995199 37.50120412, 127.00012994 37.50127564, 127.00084744 37.50156399, 127.00238655 37.50219556, 127.00238684 37.50219568, 127.0024478 37.50211801, 127.00238737 37.50207259, 127.00180351 37.50163373, 127.00071921 37.50120737, 127.00013194 37.50097644, 126.99963886 37.50078254, 126.99801209 37.50014433, 126.99789854 37.50035921))"
hanriver_12,한강,"MultiLineString ((127.02042731 37.45616009, 127.02036586 37.45615812, 127.02022067 37.45607142, 127.02016503 37.45603905, 127.02012512 37.45601485, 127.01998011 37.45592364, 127.01981373 37.45584596, 127.01976821 37.45582442, 127.01975566 37.45582313, 127.01948033 37.45578407, 127.0192267 37.45573752, 127.01919886 37.45573177, 127.01906052 37.45574893, 127.01897612 37.45576415, 127.0188359 37.45578867, 127.01863689 37.45584923, 127.01843346 37.45591007, 127.01829167 37.45595486, 127.01822229 37.45597718, 127.01852211 37.45601951, 127.01853643 37.45602153, 127.01887381 37.45607248, 127.01926059 37.4561527, 127.01952949 37.45621447, 127.01953996 37.45621733, 127.01986914 37.4563074, 127.02016642 37.45640385, 127.02041237 37.45647301, 127.02062284 37.45653442, 127.02057579 37.45642703, 127.02048096 37.45622116, 127.02046768 37.45619234, 127.02044715 37.45616029, 127.02042731 37.45616009),(127.01663159 37.45564481, 127.01661764 37.45562875, 127.01647526 37.45546518, 127.01637882 37.45535426, 127.01628802 37.45522954, 127.01624476 37.45520759, 127.01621526 37.45519436, 127.01617066 37.4551747, 127.01574313 37.45512603, 127.01553969 37.45512488, 127.01517035 37.45515475, 127.0147767 37.45519363, 127.01442159 37.45522691, 127.01404129 37.45528156, 127.01400415 37.45528631, 127.01335255 37.45536966, 127.01325417 37.45537282, 127.01275368 37.45546814, 127.01249355 37.45551771, 127.01237648 37.4555425, 127.01237259 37.4555487, 127.01193905 37.45550932, 127.01136774 37.455408, 127.01115106 37.45544687, 127.01115087 37.45538184, 127.0108233 37.45542297, 127.01080776 37.45548463, 127.01079003 37.45554659, 127.01099201 37.45558205, 127.01127446 37.45562231, 127.01162472 37.45567814, 127.0117402 37.45569063, 127.01208438 37.45572784, 127.01242707 37.45574988, 127.01264645 37.455754, 127.01276117 37.45575624, 127.013218 37.4557598, 127.01355198 37.45574022, 127.01388245 37.45570658, 127.01400153 37.45569147, 127.01466375 37.45560747, 127.01499874 37.45556977, 127.01534221 37.4555628, 127.01571756 37.45557807, 127.0160719 37.45562713, 127.01626311 37.45565412, 127.01652671 37.45569131, 127.01670705 37.45572256, 127.01663159 37.45564481))"
hanriver_13,한강,"MultiLineString ((127.01802523 37.46883026, 127.01745 37.4685397, 127.01726728 37.46882717, 127.01723213 37.46888247, 127.01722557 37.46890797, 127.01720615 37.46898465, 127.01723431 37.46905348, 127.01735506 37.46913987, 127.01748959 37.46919589, 127.01764321 37.46919479, 127.01777354 37.4691263, 127.01788023 37.46904348, 127.01797629 37.46894706, 127.01802195 37.46887335, 127.01803517 37.46885209, 127.01803562 37.46883551, 127.01802523 37.46883026))"
hanriver_14,한강,"MultiLineString ((127.01894726 37.45892811, 127.01911293 37.45882916, 127.01924651 37.45873588, 127.01955695 37.45853816, 127.01976692 37.4584337, 127.01994661 37.45834483, 127.02011387 37.45826299, 127.02027943 37.45816557, 127.02046498 37.45802435, 127.02046568 37.45802382, 127.0206511 37.45788377, 127.02072624 37.45781762, 127.02077225 37.45777627, 127.02088546 37.45767451, 127.02088307 37.45760018, 127.02087604 37.45753288, 127.02079094 37.45756722, 127.02077353 37.457576, 127.02065725 37.45763464, 127.02054166 37.45776287, 127.02045997 37.45785848, 127.02024989 37.45802295, 127.02024978 37.45802304, 127.02011643 37.45810703, 127.01995618 37.45819517, 127.01979808 37.45827971, 127.01962901 37.45835948, 127.01942186 37.45845727, 127.01929178 37.45851225, 127.01913221 37.45859985, 127.01901795 37.45867375, 127.01889715 37.45877495, 127.01880663 37.45883263, 127.01867914 37.45886067, 127.0185041 37.45882828, 127.01844946 37.45881817, 127.01829936 37.45878837, 127.0181314 37.45877065, 127.017964 37.45875887, 127.01805692 37.45882427, 127.01812305 37.45887066, 127.01819359 37.45888461, 127.01834087 37.45892009, 127.01849415 37.45897954, 127.01850313 37.4589799, 127.01879356 37.45899157, 127.01894726 37.45892811))"
hanriver_15,한강,"MultiLineString ((127.0271147 37.45974032, 127.02689145 37.45969391, 127.02657231 37.45964161, 127.02649935 37.45956279, 127.0264013 37.45945441, 127.02640884 37.45930799, 127.02641902 37.45910807, 127.02642655 37.4589183, 127.02643357 37.45871372, 127.02635516 37.45861973, 127.02623102 37.45848721, 127.02601078 37.45829562, 127.02574059 37.45812502, 127.02560317 37.45804456, 127.02529337 37.45804332, 127.02529442 37.45787831, 127.02512484 37.45779141, 127.02490056 37.45768424, 127.02458427 37.4575378, 127.02438861 37.4574557, 127.02428354 37.45745235, 127.02412601 37.45744646, 127.02396334 37.45739469, 127.02382665 37.45735135, 127.02374575 37.45732912, 127.02371255 37.45731899, 127.02352411 37.45729988, 127.02334327 37.45728217, 127.02306052 37.45726562, 127.0227928 37.45725046, 127.02273185 37.45719416, 127.02258259 37.4570565, 127.02243226 37.45691603, 127.022357 37.45681524, 127.02224889 37.45667589, 127.0222288 37.45665063, 127.02203326 37.45656852, 127.02168014 37.45641784, 127.02133685 37.45628752, 127.02116527 37.45622393, 127.02084286 37.45622262, 127.02089506 37.45633589, 127.02097332 37.45651464, 127.02104503 37.45671095, 127.02105701 37.45674366, 127.02113166 37.45694313, 127.0211852 37.45723279, 127.02119642 37.45734109, 127.02121387 37.45750931, 127.02139717 37.45742188, 127.02158116 37.45736878, 127.02183252 37.45734945, 127.02217317 37.45732624, 127.02233795 37.45728792, 127.02253292 37.45731428, 127.02275176 37.45737893, 127.02303555 37.45747827, 127.0230695 37.45749015, 127.02333808 37.45758867, 127.02358586 37.45769314, 127.02384822 37.45780608, 127.02409928 37.45790902, 127.02439658 37.45803339, 127.02441259 37.45803977, 127.02466177 37.45813911, 127.02495929 37.45828114, 127.02517815 37.45839553, 127.02529078 37.45845361, 127.02539892 37.45850937, 127.02560186 37.45866547, 127.02573753 37.45880231, 127.02598232 37.45907923, 127.02616143 37.45929921, 127.02636396 37.45957911, 127.02653893 37.45985104, 127.02665391 37.46002974, 127.02692619 37.46001652, 127.0270052 37.46001272, 127.0270842 37.46000973, 127.02735445 37.45999931, 127.02740622 37.45999732, 127.02731004 37.45985413, 127.0272535 37.45976996, 127.0271147 37.45974032))"
hanriver_16,한강,"MultiLineString ((127.03026099 37.46539565, 127.03016631 37.46536217, 127.03002448 37.46534616, 127.02992858 37.46535152, 127.02952731 37.46537443, 127.02949484 37.46496364, 127.02949323 37.46494196, 127.02948896 37.46484369, 127.02949214 37.46478904, 127.02947476 37.46487209, 127.02941426 37.46511105, 127.0293625 37.46527051, 127.02933895 37.46534308, 127.02926296 37.46558024, 127.02918889 37.46578848, 127.02910803 37.46600906, 127.02901928 37.46625893, 127.02891448 37.46652475, 127.02884164 37.46673561, 127.0287565 37.4669752, 127.02872208 37.46707068, 127.02868592 37.46717101, 127.02859986 37.46739042, 127.02848269 37.46784419, 127.02840978 37.46815794, 127.02839635 37.46821561, 127.02844249 37.46827065, 127.02894889 37.46887431, 127.02971748 37.46979052, 127.02974237 37.4698315, 127.03005897 37.47035276, 127.03039352 37.47068279, 127.030976 37.47125741, 127.03151747 37.47068725, 127.03152675 37.47067748, 127.03135712 37.47051146, 127.03121316 37.47036311, 127.03103933 37.47016141, 127.03092577 37.46999638, 127.03078042 37.46977071, 127.03065497 37.46955883, 127.03049096 37.46930028, 127.03039629 37.46915993, 127.03020605 37.46888589, 127.03020094 37.4688793, 127.03004658 37.46868023, 127.02989876 37.46847997, 127.02975207 37.46828269, 127.02971939 37.46823872, 127.02959033 37.46804342, 127.02946807 37.46785703, 127.0294644 37.46742581, 127.02955146 37.46716855, 127.02959811 37.46707417, 127.02969785 37.46687236, 127.02976174 37.4667391, 127.02981848 37.46662077, 127.02994294 37.46634602, 127.030083 37.46604604, 127.03019887 37.46577635, 127.03025565 37.46558496, 127.03029919 37.46541494, 127.03026099 37.46539565),(127.02962384 37.46423041, 127.02967062 37.46416367, 127.02969437 37.46390548, 127.02963895 37.46354733, 127.02963328 37.46349018, 127.0296184 37.46337249, 127.02960618 37.46327535, 127.02954415 37.46315796, 127.02949147 37.46305351, 127.02942996 37.46292428, 127.02936545 37.46279675, 127.02932197 37.46271201, 127.02931632 37.46270131, 127.02920252 37.46256028, 127.02912018 37.46245753, 127.02898537 37.46228975, 127.02892441 37.46221514, 127.02881911 37.46211493, 127.0287313 37.46202823, 127.0286011 37.4618993, 127.02853803 37.46183484, 127.02844509 37.46174447, 127.02842654 37.46172534, 127.02838643 37.46167382, 127.02832052 37.46159105, 127.0282555 37.46150379, 127.02819136 37.46142412, 127.02814914 37.46137513, 127.02804312 37.46124508, 127.02806745 37.46109585, 127.02809954 37.46090607, 127.02789382 37.46062413, 127.02769272 37.46025999, 127.0275408 37.46026644, 127.02748814 37.46026868, 127.0271199 37.46028417, 127.0269143 37.46029079, 127.0268353 37.46029333, 127.0268577 37.46035378, 127.02686924 37.46038514, 127.02703274 37.46058206, 127.02720653 37.4607615, 127.02721976 37.46077502, 127.02733656 37.46089365, 127.02744716 37.46104725, 127.02753516 37.46116317, 127.02759009 37.46123553, 127.02763872 37.46130246, 127.02775542 37.461463, 127.0278866 37.46165272, 127.02789161 37.46165918, 127.02811661 37.46194964, 127.0283621 37.46222403, 127.02850085 37.46239672, 127.02873348 37.46271598, 127.02891532 37.46296083, 127.02909728 37.46320469, 127.02930743 37.46346756, 127.02948573 37.4636906, 127.02960168 37.46391943, 127.02961733 37.46405178, 127.0296264 37.46412918, 127.02959862 37.46426643, 127.02962384 37.46423041))"
hanriver_17,한강,"MultiLineString ((127.03825321 37.47384314, 127.03825216 37.47378386, 127.03825181 37.47376241, 127.03825041 37.47365772, 127.03823521 37.47251642, 127.03822365 37.47164786, 127.03822781 37.47159803, 127.03816874 37.47149155, 127.03829178 37.47071392, 127.03830274 37.47064466, 127.0383946 37.47055074, 127.03849175 37.47019031, 127.03861696 37.46987789, 127.03851887 37.46971088, 127.03786833 37.46950989, 127.03779972 37.469996, 127.03778751 37.47022747, 127.03775436 37.47041462, 127.03771332 37.47062799, 127.0377047 37.47071162, 127.03767326 37.47101651, 127.03761406 37.47133333, 127.03754077 37.47172393, 127.03751224 37.47209092, 127.03746785 37.47241565, 127.03745587 37.47251337, 127.03743362 37.47269498, 127.03738323 37.47300151, 127.03735336 37.4731856, 127.03734811 37.47331967, 127.03735513 37.4733439, 127.03737212 37.47340147, 127.03741917 37.47344516, 127.03748896 37.47354217, 127.03749183 37.47363344, 127.03747572 37.47373526, 127.03736439 37.47379314, 127.03719075 37.473794, 127.03696418 37.4737547, 127.03667554 37.47369739, 127.03650404 37.47365847, 127.03647452 37.47365177, 127.03623064 37.47359922, 127.03592765 37.47354264, 127.035703 37.47350234, 127.03545077 37.47345024, 127.03518225 37.47339572, 127.03463334 37.47326901, 127.03436628 37.47317935, 127.03424548 37.47312288, 127.0338604 37.47294288, 127.03337576 37.47266118, 127.03314859 37.47251249, 127.03312525 37.47249634, 127.03288647 37.47233118, 127.032719 37.47221293, 127.03242371 37.4719264, 127.03209311 37.4712346, 127.03199598 37.47114007, 127.03165647 37.47080962, 127.03136426 37.4711173, 127.03147847 37.47120629, 127.03178892 37.47154769, 127.0319922 37.47174553, 127.03275585 37.47248871, 127.03276523 37.47249492, 127.03294198 37.47261183, 127.03317684 37.47276584, 127.03333493 37.47286932, 127.03359579 37.47302161, 127.0338199 37.47313499, 127.03409975 37.47325709, 127.03424433 37.47330847, 127.03434216 37.47334325, 127.03487922 37.47350401, 127.03521399 37.47358438, 127.03546193 37.47363233, 127.0357855 37.47369333, 127.03601535 37.47373164, 127.03629494 37.47378625, 127.03650295 37.47383592, 127.03651089 37.47383781, 127.03679445 37.47391486, 127.03705586 37.47399244, 127.03770149 37.4742311, 127.03790423 37.47431785, 127.03811138 37.47440649, 127.03825001 37.47445736, 127.03826188 37.47445843, 127.03825992 37.47431924, 127.03825321 37.47384314))"
hanriver_18,한강,"MultiLineString ((127.0392579 37.4653095, 127.03942403 37.46505988, 127.03935622 37.46507135, 127.03908213 37.46512964, 127.03881792 37.46519608, 127.03868068 37.46523059, 127.03864887 37.46530713, 127.03862096 37.46537432, 127.03848952 37.46566133, 127.03837685 37.46595104, 127.03826648 37.46632327, 127.03819408 37.46666658, 127.03814968 37.46693473, 127.03812608 37.46710781, 127.03810406 37.46726929, 127.03806725 37.46759141, 127.03793529 37.4689098, 127.03789378 37.46932445, 127.03841725 37.4694862, 127.03849161 37.46920867, 127.03852447 37.4689121, 127.03852582 37.46889988, 127.03860475 37.46826312, 127.038669 37.46766321, 127.03869947 37.46734208, 127.03872683 37.46711016, 127.0387409 37.46699086, 127.03880918 37.4665571, 127.03880958 37.46655351, 127.03884868 37.46620191, 127.03888972 37.46598746, 127.03899663 37.46570207, 127.0392579 37.4653095))"
hanriver_19,한강,"MultiLineString ((127.03986397 37.47480157, 127.0388134 37.47436834, 127.03881464 37.47459062, 127.03898831 37.47463931, 127.03928335 37.47481113, 127.03949124 37.47502397, 127.03958637 37.47511602, 127.0398 37.47526921, 127.03992249 37.4753736, 127.04012304 37.47559455, 127.04027496 37.47576551, 127.0404107 37.47592125, 127.04062741 37.4761221, 127.0406423 37.47613126, 127.04080383 37.47623061, 127.04101138 37.47634493, 127.0410291 37.47635469, 127.0411862 37.47648096, 127.04134344 37.47667255, 127.04143827 37.47684272, 127.04153039 37.47701505, 127.04164309 37.47719017, 127.04184015 37.47741436, 127.04199013 37.47754324, 127.0422212 37.47773228, 127.04236849 37.47789486, 127.04240493 37.47794082, 127.0432571 37.4790154, 127.04366683 37.47953207, 127.04370903 37.47958539, 127.04373557 37.479526, 127.04375194 37.47948942, 127.04377509 37.4794376, 127.04372564 37.47937401, 127.04365674 37.47928529, 127.04354042 37.47911125, 127.04344119 37.4789637, 127.04328292 37.47878086, 127.04325867 37.47875685, 127.04315102 37.47865026, 127.04297602 37.47846868, 127.04278956 37.47820268, 127.04265208 37.47798486, 127.04262378 37.47794167, 127.04254515 37.47782164, 127.04239989 37.47764023, 127.04223439 37.47746387, 127.04206949 37.47732418, 127.04190208 37.47716052, 127.04177534 37.47695244, 127.04154587 37.47657734, 127.04139496 37.47640079, 127.04124542 37.47624425, 127.04109969 37.47613303, 127.04101308 37.47606694, 127.04096856 37.47603296, 127.04078738 37.47590337, 127.04059771 37.47574026, 127.04046197 37.47558515, 127.04032327 37.47539779, 127.04022471 37.47523312, 127.0401273 37.47507503, 127.04000705 37.47492973, 127.03986397 37.47480157))"
hanriver_20,한강,"MultiLineString ((127.04562459 37.46159638, 127.0458945 37.46152722, 127.04600713 37.46122498, 127.0460113 37.46121363, 127.04582582 37.46120847, 127.04562674 37.46124133, 127.04533498 37.46128948, 127.04480379 37.46138437, 127.04413392 37.46149309, 127.04354696 37.46150466, 127.04336364 37.46150217, 127.04319769 37.46149991, 127.04271913 37.46152864, 127.04255706 37.46155068, 127.04243103 37.4615592, 127.04199156 37.46154701, 127.04191255 37.46154487, 127.04186398 37.46159462, 127.04179755 37.46166267, 127.04176233 37.46171378, 127.04173645 37.46175135, 127.04211589 37.46196025, 127.04241008 37.46190213, 127.04254514 37.46187658, 127.04306632 37.46185901, 127.04336148 37.46185748, 127.04356885 37.4618564, 127.04414383 37.4618307, 127.04469075 37.46177373, 127.04496663 37.46172617, 127.04514057 37.46169617, 127.04558179 37.46160735, 127.04562459 37.46159638))"
hanriver_21,한강,"MultiLineString ((127.05099772 37.45687763, 127.05135052 37.45662926, 127.05162866 37.45634344, 127.05181225 37.45615477, 127.05190869 37.45586803, 127.05198434 37.45558409, 127.05203533 37.45544964, 127.05217466 37.45540543, 127.0524455 37.45549901, 127.05246609 37.45550613, 127.05282085 37.45563951, 127.05312697 37.45571902, 127.05337642 37.45573729, 127.05359102 37.45570323, 127.05373132 37.45559595, 127.05385723 37.45543119, 127.05397096 37.45531212, 127.05411297 37.45523303, 127.05430439 37.45518736, 127.05470858 37.45520483, 127.05539972 37.45523471, 127.0556961 37.45529458, 127.05576313 37.45530518, 127.05589775 37.45532665, 127.05696944 37.45528416, 127.05772797 37.45525408, 127.05779059 37.45527053, 127.05798342 37.45543983, 127.0581664 37.45557778, 127.05855684 37.45567156, 127.05860189 37.4556028, 127.05831407 37.45551491, 127.05813316 37.45541516, 127.05801778 37.45528944, 127.05791327 37.45518713, 127.05780791 37.45514691, 127.05762626 37.45511807, 127.05697026 37.45514456, 127.05672088 37.45515463, 127.05612653 37.45519707, 127.05584883 37.45519026, 127.05553212 37.45515148, 127.05528434 37.45510943, 127.05470925 37.45509205, 127.05451465 37.45508617, 127.0543831 37.45508947, 127.05427121 37.45509232, 127.05407966 37.45512313, 127.05379417 37.45528282, 127.05372788 37.45536259, 127.05364749 37.45548201, 127.0535219 37.4556046, 127.05345117 37.45563671, 127.05331713 37.45565163, 127.05305942 37.45561381, 127.05279884 37.45552428, 127.05258755 37.45543598, 127.05244615 37.45538907, 127.05236948 37.45536363, 127.05221122 37.45532099, 127.05209647 37.4552705, 127.05208027 37.45522194, 127.05235207 37.45486025, 127.05244963 37.45480476, 127.05270422 37.45465998, 127.05264337 37.45454455, 127.05264164 37.45454126, 127.05262578 37.4544954, 127.05253453 37.45454414, 127.05245092 37.45458879, 127.05236424 37.45463508, 127.05216238 37.45480519, 127.0519854 37.45498141, 127.05178761 37.45531667, 127.05174172 37.45548004, 127.05161407 37.45591005, 127.05156355 37.45608055, 127.05147618 37.45625403, 127.05140756 37.4563426, 127.05136879 37.45639265, 127.05123426 37.4565101, 127.05093996 37.45670061, 127.0508515 37.45675993, 127.05073083 37.45682567, 127.05064212 37.45683679, 127.05060074 37.4566502, 127.05060388 37.45644306, 127.05055332 37.45638425, 127.05048449 37.45633909, 127.05032356 37.45623351, 127.05018006 37.45618338, 127.05013579 37.45616791, 127.04995062 37.45610356, 127.04979776 37.45603109, 127.04972924 37.45598733, 127.0496075 37.45578538, 127.04945874 37.45591771, 127.0496902 37.45608114, 127.04990251 37.45616224, 127.05010771 37.45626307, 127.05017924 37.45632056, 127.05020095 37.45633801, 127.05027756 37.45639959, 127.050326 37.45651219, 127.05032483 37.45661401, 127.05017575 37.45690323, 127.05017312 37.45690834, 127.05007182 37.4570493, 127.04994049 37.45722775, 127.04979324 37.45742522, 127.0495015 37.45774538, 127.04914224 37.45813671, 127.04886244 37.45844148, 127.04852802 37.45884148, 127.04811603 37.45937981, 127.04791987 37.45965416, 127.0478976 37.4596882, 127.04773677 37.45993407, 127.04764886 37.46006846, 127.04746425 37.4603846, 127.04722971 37.46073779, 127.04710678 37.46082344, 127.04681096 37.46096294, 127.04666745 37.46102696, 127.04655264 37.46108395, 127.04628899 37.46116442, 127.04614602 37.46118195, 127.04614196 37.46119277, 127.04601567 37.46152051, 127.04621788 37.46151224, 127.04653612 37.46142201, 127.04685005 37.46131783, 127.04719098 37.46118002, 127.04750352 37.46100601, 127.04771445 37.46085167, 127.04788651 37.46071465, 127.04789148 37.46070544, 127.04790299 37.4606841, 127.04794194 37.46061183, 127.04798119 37.46047765, 127.04805306 37.46027111, 127.04820063 37.46001328, 127.04824649 37.45993602, 127.04839766 37.45968136, 127.04853081 37.45950741, 127.04871739 37.45928155, 127.04894384 37.45901404, 127.04896869 37.45898574, 127.04914952 37.45877978, 127.04939931 37.45843144, 127.04955921 37.45821153, 127.04961769 37.45813852, 127.04963985 37.45811086, 127.04983963 37.4578612, 127.05010753 37.45756421, 127.05017215 37.45750454, 127.05035468 37.45733597, 127.05064512 37.45710267, 127.05099772 37.45687763))"
hanriver_22,한강,"MultiLineString ((127.04400486 37.47994319, 127.04400511 37.47994186, 127.04412526 37.47937628, 127.04397234 37.47974961, 127.04374843 37.48029627, 127.04391031 37.48044868, 127.04400486 37.47994319))"
hanriver_23,한강,"MultiLineString ((127.08096227 37.45574611, 127.08092487 37.45564604, 127.08084285 37.45578178, 127.08083015 37.45585261, 127.08084083 37.45590613, 127.08087894 37.45603341, 127.08092664 37.45613871, 127.08105699 37.45638883, 127.081198 37.45645192, 127.08124277 37.45647196, 127.0815529 37.45657302, 127.08181022 37.45663934, 127.0818365 37.45664899, 127.08210883 37.45674897, 127.08231931 37.45688163, 127.08249005 37.45706028, 127.08260559 37.45729175, 127.08265612 37.45751129, 127.08274125 37.45773856, 127.08302931 37.45812381, 127.08311795 37.45826145, 127.0831757 37.45835112, 127.08324404 37.45851479, 127.08326987 37.4585764, 127.08335524 37.45891854, 127.08333597 37.45917282, 127.08329258 37.45949847, 127.08343245 37.46006529, 127.0834337 37.46007033, 127.08358526 37.4602734, 127.08375069 37.46043412, 127.08395388 37.46071086, 127.08404351 37.4609155, 127.08407393 37.46097222, 127.08416357 37.46113932, 127.08428068 37.46125285, 127.08446758 37.46131066, 127.08487419 37.46144804, 127.08493344 37.461468, 127.08494724 37.46147223, 127.0849525 37.46142853, 127.08493812 37.46140962, 127.08492035 37.46138602, 127.08485176 37.4613002, 127.08476611 37.46122449, 127.08461713 37.46111692, 127.08446773 37.46103378, 127.08431605 37.46094, 127.08420357 37.46082574, 127.08413707 37.46068063, 127.08407633 37.46054679, 127.08407629 37.46054672, 127.08396799 37.46038657, 127.08382098 37.46021918, 127.0837192 37.4600663, 127.08362546 37.4599255, 127.08356921 37.45975399, 127.08354285 37.45962949, 127.08353033 37.45944704, 127.08353478 37.45927341, 127.08354085 37.45913988, 127.08355021 37.45891868, 127.08354284 37.45878858, 127.08349358 37.45860174, 127.08345468 37.45847851, 127.08334538 37.45826225, 127.08331921 37.45821047, 127.08293128 37.45776852, 127.0829035 37.45769169, 127.08287869 37.45753277, 127.08286743 37.45736645, 127.08283757 37.45724348, 127.08280958 37.45716773, 127.08277489 37.45707405, 127.08269531 37.45695634, 127.08253737 37.45681742, 127.08250684 37.45679825, 127.08241692 37.45674182, 127.08224559 37.45665022, 127.08207813 37.45658266, 127.08183732 37.45650253, 127.08180791 37.45649275, 127.08167245 37.4564536, 127.08160509 37.45643414, 127.08133793 37.45635476, 127.08118945 37.45628278, 127.08112685 37.45618777, 127.08111484 37.45615552, 127.08096227 37.45574611))"
hanriver_24,한강,"MultiLineString ((127.0846926 37.4642484, 127.08449127 37.46423476, 127.08436118 37.46424827, 127.08424621 37.46423547, 127.08405623 37.46416921, 127.08368749 37.46404061, 127.08346107 37.4640296, 127.08310636 37.46401939, 127.08267364 37.46399689, 127.08212608 37.46397213, 127.08212241 37.46403701, 127.08225389 37.46405521, 127.08289189 37.46408252, 127.08325768 37.46409254, 127.0834946 37.46408886, 127.08375386 37.46415851, 127.08405576 37.46425224, 127.08419948 37.46429686, 127.08434815 37.46432, 127.08450235 37.46434278, 127.08454509 37.46435365, 127.08466902 37.46438537, 127.08484202 37.46443805, 127.08518315 37.46453178, 127.08533611 37.46455032, 127.08525596 37.46444487, 127.0852409 37.46442065, 127.08488132 37.46430936, 127.0846926 37.4642484))"
hanriver_25,한강,"MultiLineString ((127.09203976 37.46427314, 127.09204007 37.46424612, 127.0912464 37.46399655, 127.09084269 37.46386499, 127.09032057 37.46369483, 127.0901163 37.46362826, 127.09004302 37.46360444, 127.08996447 37.46361216, 127.08995283 37.46361325, 127.08982346 37.46365722, 127.08970107 37.46368318, 127.08966271 37.46369255, 127.088966 37.46386284, 127.08858059 37.46395764, 127.08819849 37.46405163, 127.08702698 37.46433251, 127.08668697 37.46443088, 127.08636869 37.46446057, 127.08631623 37.4644593, 127.08602449 37.46445226, 127.08586849 37.46443777, 127.08582658 37.46436275, 127.08584179 37.46401351, 127.08580065 37.46381414, 127.08567499 37.46367864, 127.08558698 37.46358373, 127.08556583 37.46357257, 127.0853463 37.46345641, 127.08513664 37.46336646, 127.08498804 37.4632024, 127.08498756 37.46307581, 127.08502261 37.46267384, 127.08505581 37.46234009, 127.08509891 37.46206687, 127.08510878 37.46200434, 127.08503484 37.46198168, 127.0848684 37.46193072, 127.0848085 37.46275644, 127.08479006 37.46314614, 127.08490617 37.46347366, 127.08510029 37.46361462, 127.08520059 37.46367697, 127.08529326 37.46373459, 127.08560029 37.46396322, 127.08563467 37.46408024, 127.08563385 37.4642517, 127.08557927 37.46447158, 127.08553272 37.4644863, 127.08533848 37.46444932, 127.08541432 37.46454892, 127.08545517 37.46458376, 127.08562816 37.46462346, 127.08586626 37.46466861, 127.08611847 37.46469591, 127.08631502 37.4646794, 127.08672316 37.46464511, 127.08698602 37.46459212, 127.08724163 37.46452796, 127.08772371 37.46441643, 127.0881937 37.46430842, 127.08857927 37.46419814, 127.09001453 37.46378764, 127.09023268 37.4637845, 127.0905095 37.46388187, 127.09081637 37.46405427, 127.09084164 37.46405765, 127.09090941 37.46406673, 127.09146639 37.46421046, 127.09173099 37.46429189, 127.09202329 37.46437726, 127.0920407 37.46438225, 127.09203976 37.46427314))"
