uuid,name,geometry,pedestrian_entrance_uuid,vehicle_entrance_uuid
citybusstop_8812,반포종합운동장,POINT (126.996586 37.5004356),pedestrian_11428504879,localroad_2622809986
citybusstop_8813,서래마을,POINT (126.9972414 37.4997774),pedestrian_2622809978,localroad_2622809978
citybusstop_8814,신반포자이아파트,POINT (127.0080006 37.5094758),pedestrian_5819624307,localroad_5819624307
citybusstop_8815,뉴코아백화점,POINT (127.0080753 37.5093091),pedestrian_5746504627,localroad_5746504627
citybusstop_8816,경원중학교,POINT (127.0068991 37.511497),pedestrian_4642340519,localroad_4147056027
citybusstop_8817,경원중학교,POINT (127.0092995 37.5119708),pedestrian_8487511351,localroad_436816900
citybusstop_8818,고속터미널,POINT (127.010141 37.509064),pedestrian_5746496283,localroad_571450682
citybusstop_8819,반포대교남단한강시민공원입구,POINT (127.0003902 37.5069439),pedestrian_5886932111,localroad_4738140907
citybusstop_8820,고속터미널,POINT (127.004811 37.506413),pedestrian_7760193442,localroad_11641428829
citybusstop_8821,호남고속.신세계,POINT (127.0032971 37.5058391),pedestrian_11641428863,localroad_11641428827
citybusstop_8822,강남고속버스터미널,POINT (127.0039283 37.506068),pedestrian_7760193443,localroad_2279487864
citybusstop_8823,고속터미널(중),POINT (127.00528289 37.50634181),pedestrian_7760193434,localroad_11641428830
citybusstop_8824,고속터미널,POINT (127.00668 37.506903),pedestrian_11428504914,localroad_8487538011
citybusstop_8825,뉴코아아울렛,POINT (127.0077585 37.5092091),pedestrian_5746504627,localroad_5746504627
citybusstop_8826,한신2차정문,POINT (127.0030405 37.5085902),pedestrian_2244637675,localroad_2244637675
citybusstop_8827,고속터미널,POINT (127.007469 37.509654),pedestrian_5819624307,localroad_5819624307
citybusstop_8828,뉴코아백화점,POINT (127.0080547 37.5072825),pedestrian_8487538013,localroad_8487538013
citybusstop_8829,반포한강공원.세빛섬,POINT (126.9986029 37.5109358),pedestrian_5170500451,localroad_5170500451
citybusstop_8830,잠원성당.아크로리버뷰아파트,POINT (127.0068133 37.5137525),pedestrian_8487473637,localroad_4185626634
citybusstop_8831,한신2차후문,POINT (127.0051068 37.512145),pedestrian_4147056028,localroad_4147056028
citybusstop_8832,반포래미안아이파크아파트,POINT (127.0120114 37.5001445),pedestrian_12061668130,localroad_1962358602
citybusstop_8833,삼호가든3차아파트,POINT (127.0124196 37.4999075),pedestrian_1962358602,localroad_1962358602
citybusstop_8834,반포래미안아이파크아파트,POINT (127.0121585 37.5009627),pedestrian_12061668137,localroad_436864995
citybusstop_8835,반포미도아파트앞,POINT (127.0117502 37.5010465),pedestrian_12061668136,localroad_1962358596
citybusstop_8836,삼호아파트,POINT (127.011801 37.501094),pedestrian_12061668133,localroad_436864995
citybusstop_8837,서울성모병원,POINT (127.0056473 37.5027203),pedestrian_1132502938,localroad_1132502938
citybusstop_8838,서울성모병원.서울지방조달청,POINT (127.0041236 37.5003496),pedestrian_1950794781,localroad_7888119745
citybusstop_8839,서울지방조달청.서울성모병원,POINT (127.0040796 37.5007785),pedestrian_1950794781,localroad_7888119745
citybusstop_8840,메리어트호텔,POINT (127.005542 37.503164),pedestrian_7760193456,localroad_1132502938
citybusstop_8841,메리어트호텔,POINT (127.006331 37.505914),pedestrian_9787421617,localroad_4147053967
citybusstop_8842,호남고속터미널,POINT (127.0032236 37.5054364),pedestrian_11641439374,localroad_2279487863
citybusstop_8843,센트럴시티,POINT (127.0062242 37.5033529),pedestrian_11428504927,localroad_1132502938
citybusstop_8844,고속터미널호남선,POINT (127.0030788 37.5053517),pedestrian_11641439374,localroad_2279487863
citybusstop_8845,고속터미널경부선,POINT (127.0067855 37.5065112),pedestrian_9787421622,localroad_8487538011
citybusstop_8846,경부고속터미널,POINT (127.0068477 37.5065337),pedestrian_9787421622,localroad_8487538011
citybusstop_8847,서울고속터미널(경부내부),POINT (127.00762688 37.50572675),pedestrian_11708401087,localroad_8487538011
citybusstop_8848,고속터미널(중),POINT (127.00379222 37.50578775),pedestrian_11641428828,localroad_11641428828
citybusstop_8849,센트럴시티,POINT (127.00470387 37.50466481),pedestrian_9798531671,localroad_2110270461
citybusstop_8850,고속터미널,POINT (127.003631 37.505672),pedestrian_11641428828,localroad_11641428828
citybusstop_8851,반포미도아파트앞,POINT (127.0116067 37.5018431),pedestrian_12061668089,localroad_436864995
citybusstop_8852,반포자이아파트,POINT (127.0093836 37.5061939),pedestrian_2032663475,localroad_6726077845
citybusstop_8853,고속터미널,POINT (127.0093531 37.5062641),pedestrian_2032663475,localroad_6726077845
citybusstop_8854,서래마을입구,POINT (126.9984708 37.4999036),pedestrian_11428504974,localroad_2622713665
citybusstop_8855,서래마을,POINT (126.998273 37.499899),pedestrian_11428490498,localroad_436853888
citybusstop_8856,팔래스호텔,POINT (127.0016875 37.5011553),pedestrian_1132502928,localroad_1132502928
citybusstop_8857,서울지방조달청.서울성모병원,POINT (127.0037911 37.4997035),pedestrian_7888195519,localroad_2622767637
citybusstop_8858,서래마을,POINT (127.003807 37.5001774),pedestrian_7888195519,localroad_7888119745
citybusstop_8859,방배중학교,POINT (126.9981113 37.4953873),pedestrian_436837056,localroad_436837056
citybusstop_8860,효성빌라,POINT (126.9981271 37.4962866),pedestrian_436853883,localroad_436853883
citybusstop_8861,방배중학교,POINT (126.9974474 37.4949403),pedestrian_2385935469,localroad_2385935469
citybusstop_8862,한국회관.ROTC중앙회,POINT (126.995407 37.4987042),pedestrian_11428504913,localroad_2622874541
citybusstop_8863,서초구민체육센터.심산문화센터,POINT (126.9910968 37.4979605),pedestrian_11428504916,localroad_2622874586
citybusstop_8864,방배신삼호아파트,POINT (126.9916917 37.4979488),pedestrian_11428504892,localroad_2622874586
citybusstop_8865,이수화학,POINT (126.9933543 37.4980301),pedestrian_11428490564,localroad_2385934065
citybusstop_8866,서래마을.서래글로벌빌리지센터,POINT (126.9984381 37.4978969),pedestrian_2622713683,localroad_2622713683
citybusstop_8867,서래마을입구,POINT (126.9984335 37.4991809),pedestrian_2622713691,localroad_2622713691
citybusstop_8868,국립중앙도서관,POINT (127.0044198 37.497922),pedestrian_7888195501,localroad_4662293277
citybusstop_8869,팔래스호텔,POINT (127.0000689 37.5005416),pedestrian_2623317247,localroad_2622713668
citybusstop_8870,경문고등학교.배나무골앞,POINT (126.9834 37.494348),pedestrian_2533109205,localroad_2533109205
citybusstop_8871,정금마을앞,POINT (126.983493 37.496913),pedestrian_2244507696,localroad_2244507696
citybusstop_8872,이수교,POINT (126.9833194 37.4966197),pedestrian_2533109223,localroad_2533109223
citybusstop_8873,갯마을앞,POINT (126.983413 37.4974542),pedestrian_2551950245,localroad_2551950245
citybusstop_8874,이수교(방배본동),POINT (126.983523 37.497172),pedestrian_2244507696,localroad_2244507696
citybusstop_8875,빛교회.이수중앙시장,POINT (126.9890268 37.4922933),pedestrian_2624211600,localroad_2624211600
citybusstop_8876,방배4동성당,POINT (126.9935356 37.4937462),pedestrian_2623456127,localroad_2623456127
citybusstop_8877,총신대입구역.남성시장입구앞,POINT (126.983006 37.491025),pedestrian_436838063,localroad_436838063
citybusstop_8878,경문고등학교앞,POINT (126.983521 37.493239),pedestrian_2624211565,localroad_2624211565
citybusstop_8879,정금마을(중),POINT (126.98283328 37.49305531),pedestrian_2624211566,localroad_2624211566
citybusstop_8880,유경약국,POINT (126.9862027 37.4936654),pedestrian_2533109207,localroad_2533109207
citybusstop_8881,방배동삼호아파트,POINT (126.9883454 37.4963554),pedestrian_2533109219,localroad_2533109219
citybusstop_8882,가야메디컬센터,POINT (126.9898749 37.4933918),pedestrian_2622874627,localroad_2533109203
citybusstop_8883,방배사이길,POINT (126.9904449 37.4931143),pedestrian_414684380,localroad_414684380
citybusstop_8884,서래초교,POINT (126.9889993 37.4952967),pedestrian_2622874625,localroad_2622874625
citybusstop_8885,서래초등학교,POINT (126.9883726 37.4957364),pedestrian_4666525834,localroad_2533109219
citybusstop_8886,남부시장,POINT (126.9858858 37.4953901),pedestrian_2533109216,localroad_2533109216
citybusstop_8887,삼호아파트,POINT (126.987806 37.496634),pedestrian_2624211522,localroad_2533109226
citybusstop_8888,삼호아파트,POINT (126.9873511 37.4973339),pedestrian_2624211532,localroad_2533109226
citybusstop_8889,롯데캐슬헤론아파트,POINT (126.9852046 37.4972742),pedestrian_2533109229,localroad_2533109229
citybusstop_8890,갯마을앞(중),POINT (126.98338082 37.49752405),pedestrian_2551950245,localroad_2551950245
citybusstop_8891,동부센트레빌1,POINT (126.9874958 37.4976529),pedestrian_2624211532,localroad_436844236
citybusstop_8892,동부센트레빌2,POINT (126.9880579 37.4980323),pedestrian_2551950251,localroad_2551950251
citybusstop_8893,방배고개,POINT (126.9903017 37.4865004),pedestrian_436849903,localroad_436849903
citybusstop_8894,방배1동주민센터.방배아크로타워,POINT (126.9961734 37.4834062),pedestrian_436844219,localroad_436844219
citybusstop_8895,내방역,POINT (126.9940948 37.486623),pedestrian_2545067226,localroad_2545067226
citybusstop_8896,내방역2번출구,POINT (126.9943843 37.4867753),pedestrian_2545067226,localroad_2545067226
citybusstop_8897,내방역3번출구,POINT (126.9939998 37.4867762),pedestrian_2545067226,localroad_2545067226
citybusstop_8898,방일초등학교,POINT (126.9950041 37.4852218),pedestrian_436844221,localroad_436844221
citybusstop_8899,방배역.방배서리풀이편한세상,POINT (126.9965319 37.4834467),pedestrian_436844219,localroad_436844219
citybusstop_8900,제약회관,POINT (127.0017933 37.4823285),pedestrian_1696934723,localroad_1696934723
citybusstop_8901,방배동신동아아파트,POINT (127.0016995 37.4823078),pedestrian_1696934723,localroad_1696934723
citybusstop_8902,방배(백석예술대)역.서초프라자약국,POINT (126.9973009 37.4822348),pedestrian_4185835030,localroad_4185835030
citybusstop_8903,방배역,POINT (126.9974908 37.4819419),pedestrian_4185835030,localroad_4185835030
citybusstop_8904,방일초등학교,POINT (126.9949735 37.4858436),pedestrian_4185805742,localroad_436844221
citybusstop_8905,내방역1번출구,POINT (126.9946958 37.4879155),pedestrian_2623456123,localroad_2623456123
citybusstop_8906,방일초교,POINT (126.9950063 37.4857895),pedestrian_436844221,localroad_436844221
citybusstop_8907,방배역,POINT (126.999752 37.484247),pedestrian_4185805716,localroad_3827337539
citybusstop_8908,지하철2호선방배역,POINT (126.996627 37.4812651),pedestrian_1696934704,localroad_1696934704
citybusstop_8909,방배(백석에술대)역3번출구,POINT (126.9964879 37.4812111),pedestrian_4185991221,localroad_1696934704
citybusstop_8910,방배역,POINT (126.996417 37.481232),pedestrian_4185991221,localroad_1696934704
citybusstop_8911,대우효령아파트,POINT (126.994017 37.482944),pedestrian_4185835024,localroad_4185835022
citybusstop_8912,오거리,POINT (126.9968449 37.4885452),pedestrian_2623456140,localroad_2623456140
citybusstop_8913,방배역,POINT (126.997206 37.483982),pedestrian_3092109566,localroad_3092109566
citybusstop_8914,이수역5번출구,POINT (126.9841846 37.4854678),pedestrian_1685686496,localroad_1685686496
citybusstop_8915,이수역,POINT (126.9840028 37.4854596),pedestrian_1685686496,localroad_1685686496
citybusstop_8916,서울메트로,POINT (126.986788 37.478987),pedestrian_1685694967,localroad_1685695007
citybusstop_8917,종로교회,POINT (126.9890955 37.4786416),pedestrian_1696934679,localroad_1696934679
citybusstop_8918,주택단지,POINT (126.9891702 37.4786803),pedestrian_1696934679,localroad_1696934679
citybusstop_8919,우리수퍼,POINT (126.9861976 37.4846706),pedestrian_1685686424,localroad_1685686424
citybusstop_8920,장자터빌딩,POINT (126.9903543 37.4851062),pedestrian_4185879886,localroad_4185879886
citybusstop_8921,대성유니드아파트,POINT (126.986917 37.4834866),pedestrian_1685686382,localroad_1685686382
citybusstop_8922,문방구,POINT (126.9886313 37.4828984),pedestrian_1685686500,localroad_1685686500
citybusstop_8923,세탁소,POINT (126.9874848 37.4825486),pedestrian_1685686500,localroad_1685686500
citybusstop_8924,한성슈퍼,POINT (126.9898547 37.4833878),pedestrian_9006688701,localroad_9006688701
citybusstop_8925,방배초등학교,POINT (126.9864643 37.4857321),pedestrian_1685686413,localroad_1685686413
citybusstop_8926,방배고개,POINT (126.9894179 37.4862118),pedestrian_1887910783,localroad_1887910783
citybusstop_8927,시온약국,POINT (126.9863829 37.4856847),pedestrian_1685686413,localroad_1685686413
citybusstop_8928,동문빌라,POINT (126.9917601 37.4829013),pedestrian_4185879885,localroad_4185879885
citybusstop_8929,이수중학교,POINT (126.9924466 37.4818561),pedestrian_4185879872,localroad_4185879872
citybusstop_8930,방배브라운가아파트,POINT (126.9910193 37.4840628),pedestrian_9006688701,localroad_9006688701
citybusstop_8931,신구드림빌라,POINT (126.9910193 37.4840628),pedestrian_9006688701,localroad_9006688701
citybusstop_8932,방배동래미안타워,POINT (126.986044 37.478531),pedestrian_1685695012,localroad_1685695012
citybusstop_8933,사당역13번출구,POINT (126.9826374 37.477026),pedestrian_1905595295,localroad_1905595295
citybusstop_8934,사당역12번출구,POINT (126.9819882 37.4778342),pedestrian_4888858387,localroad_4888858387
citybusstop_8935,사당역사거리(경유),POINT (126.9819853 37.4779935),pedestrian_4888858387,localroad_4888858387
citybusstop_8936,사당역14번출구,POINT (126.9829132 37.4766633),pedestrian_4078144568,localroad_4185991280
citybusstop_8937,사당역,POINT (126.9827574 37.4765962),pedestrian_4078144568,localroad_4185991280
citybusstop_8938,서울교통공사,POINT (126.9861651 37.4767111),pedestrian_9882864417,localroad_9882864417
citybusstop_8939,서울메트로,POINT (126.986 37.476237),pedestrian_2574027733,localroad_2574027733
citybusstop_8940,서울교통공사,POINT (126.9859877 37.476192),pedestrian_2574027733,localroad_2574027733
citybusstop_8941,종로교회,POINT (126.9881108 37.4781116),pedestrian_436882865,localroad_436882865
citybusstop_8942,구름다리,POINT (126.9922195 37.4797997),pedestrian_4185879867,localroad_4185879867
citybusstop_8943,서울교통공사,POINT (126.9868536 37.4774465),pedestrian_2110341086,localroad_2110341086
citybusstop_8944,사당역,POINT (126.982847 37.481661),pedestrian_1905595279,localroad_1905595279
citybusstop_8945,대우효령아파트,POINT (126.993366 37.4802035),pedestrian_8486344918,localroad_436844243
citybusstop_8946,이수중학교,POINT (126.9930505 37.48091),pedestrian_1696934697,localroad_1696934697
citybusstop_8947,방배경찰서앞,POINT (126.982559 37.483482),pedestrian_1685716301,localroad_1685716301
citybusstop_8948,이수역,POINT (126.9820742 37.4823316),pedestrian_1887910798,localroad_1887910798
citybusstop_8949,이수역(중),POINT (126.9820456 37.4822562),pedestrian_1887910798,localroad_1887910798
citybusstop_8950,이수역,POINT (126.982844 37.485126),pedestrian_8485173590,localroad_8485173590
citybusstop_8951,사당역,POINT (126.982197 37.478294),pedestrian_1685716300,localroad_1685716300
citybusstop_8952,대교방송,POINT (126.9831179 37.477082),pedestrian_4185991281,localroad_4185991281
citybusstop_8953,사당역,POINT (126.9820298 37.478875),pedestrian_4888858390,localroad_4888858390
citybusstop_8954,사당역,POINT (126.983006 37.477142),pedestrian_1905595393,localroad_1905595393
citybusstop_8955,사당역3번출구,POINT (126.9820179 37.4750794),pedestrian_4644299351,localroad_4644299351
citybusstop_8956,방배동래미안타워,POINT (126.985255 37.475781),pedestrian_4644355017,localroad_4644355017
citybusstop_8957,방배동래미안아파트,POINT (126.9852744 37.4757117),pedestrian_2574027737,localroad_2574027737
citybusstop_8958,사당역1번출구,POINT (126.9827009 37.4761745),pedestrian_4644299349,localroad_4644299349
citybusstop_8959,전원마을.남태령역2번출구(중),POINT (126.98810685 37.46590206),pedestrian_3079163739,localroad_5406500113
citybusstop_8960,전원마을.남태령역2번출구,POINT (126.98821911 37.46591567),pedestrian_3079163739,localroad_5406500113
citybusstop_8961,사당역,POINT (126.982218 37.474392),pedestrian_4644299334,localroad_4644299351
citybusstop_8962,서울지방법무사회,POINT (126.998755 37.4800397),pedestrian_436844215,localroad_436844215
citybusstop_8963,방배역,POINT (126.9982383 37.4813463),pedestrian_5935888704,localroad_5935888704
citybusstop_8964,방배역1번출구,POINT (126.9984655 37.4814094),pedestrian_3274307620,localroad_3274307620
citybusstop_8965,방배(백석예술대)역,POINT (126.9980947 37.4809786),pedestrian_436844216,localroad_436844216
citybusstop_8966,방배역,POINT (126.998963 37.481496),pedestrian_1696934714,localroad_1696934714
citybusstop_8967,방배3동주민센터,POINT (126.9996192 37.4786211),pedestrian_3462555794,localroad_3462555794
citybusstop_8968,경남임광아파트,POINT (127.0007428 37.4770318),pedestrian_11431861572,localroad_1696934651
citybusstop_8969,임광아파트정문,POINT (127.001013 37.4765668),pedestrian_11431861612,localroad_1696934651
citybusstop_8970,임광아파트후문,POINT (127.0030267 37.4758189),pedestrian_8487855717,localroad_5406500145
citybusstop_8971,임광아파트,POINT (127.000944 37.476771),pedestrian_11431861612,localroad_1696934651
citybusstop_8972,신동아아파트앞,POINT (127.0018917 37.482005),pedestrian_1696934723,localroad_1696934723
citybusstop_8973,신동아아파트정문,POINT (127.001799 37.4819888),pedestrian_1696934723,localroad_1696934723
citybusstop_8974,방배동래미안아트힐.국립국악원,POINT (127.0060868 37.4772727),pedestrian_11939729383,localroad_436830490
citybusstop_8975,임광아파트,POINT (127.001733 37.479522),pedestrian_1696934690,localroad_1696934690
citybusstop_8976,방배반딧불센터,POINT (126.9895569 37.4782532),pedestrian_1696934675,localroad_1696934675
citybusstop_8977,백산빌딩,POINT (126.9910358 37.4791373),pedestrian_4107814207,localroad_4107814207
citybusstop_8978,현대멤피스2차아파트,POINT (126.9984452 37.4798144),pedestrian_436844215,localroad_436844215
citybusstop_8979,방배누리시아웨딩홀,POINT (126.9991553 37.4788854),pedestrian_3462555794,localroad_3462555794
citybusstop_8980,대항병원.연세사랑병원,POINT (126.9871072 37.4756416),pedestrian_1696934640,localroad_1696934640
citybusstop_8981,연세사랑병원,POINT (126.986388 37.4762777),pedestrian_2574027733,localroad_2574027733
citybusstop_8982,종로교회앞,POINT (126.9887157 37.4780946),pedestrian_4185920067,localroad_4185920067
citybusstop_8983,동덕여고,POINT (126.9929415 37.4740399),pedestrian_1696934637,localroad_1696934637
citybusstop_8984,성지마을입구,POINT (126.9922654 37.4738714),pedestrian_8486277807,localroad_1696934637
citybusstop_8985,성뒤마을.교육연수원,POINT (126.9969179 37.4733255),pedestrian_5406500138,localroad_9882864421
citybusstop_8986,방배역.백석예술대학교,POINT (126.9966315 37.4809462),pedestrian_4185991221,localroad_1696934704
citybusstop_8987,방배(백석예술대)역2번출구,POINT (126.9979873 37.4806398),pedestrian_436844216,localroad_436844216
citybusstop_8988,방배역.백석대,POINT (126.9967265 37.4809786),pedestrian_1696934704,localroad_1696934704
citybusstop_8989,정자,POINT (126.9896622 37.4770782),pedestrian_4185920060,localroad_4185920060
citybusstop_8990,방현초교,POINT (126.9892395 37.476269),pedestrian_1696934646,localroad_1696934646
citybusstop_8991,성뒤마을.교육연수원,POINT (126.9946329 37.4737471),pedestrian_9882864421,localroad_9882864421
citybusstop_8992,방배동경남아파트,POINT (127.0016642 37.4747736),pedestrian_7621561345,localroad_5406500145
citybusstop_8993,방배동경남아파트,POINT (127.000892 37.4748187),pedestrian_7413276816,localroad_12228667058
citybusstop_8994,불교TV.서초어린이집,POINT (127.0002023 37.4745006),pedestrian_7413276816,localroad_12228667058
citybusstop_8995,경남아파트,POINT (127.0002804 37.4771246),pedestrian_11431861704,localroad_1696934651
citybusstop_8996,방배동경남아파트,POINT (127.000329 37.4770678),pedestrian_11431861704,localroad_1696934651
citybusstop_8997,방배동래미안아트힐.국립국악원,POINT (127.006662 37.47724026),pedestrian_5406500167,localroad_5406500166
citybusstop_8998,동덕여고,POINT (126.9929346 37.4745355),pedestrian_4185920034,localroad_4185920034
citybusstop_8999,동덕여중고,POINT (126.9924722 37.4741687),pedestrian_8486277807,localroad_1696934637
citybusstop_9000,방배동래미안타워,POINT (126.9905863 37.4746741),pedestrian_5406500112,localroad_5406500112
citybusstop_9001,방배래미안타워,POINT (126.9908068 37.4746336),pedestrian_5406500112,localroad_5406500112
citybusstop_9002,방배동래미안타워.동덕여중고,POINT (126.9905512 37.4747183),pedestrian_5406500112,localroad_5406500112
citybusstop_9003,방배동대우효령아파트앞,POINT (126.9943192 37.4801819),pedestrian_436882871,localroad_436882871
citybusstop_9004,대우효령아파트,POINT (126.9942333 37.4801576),pedestrian_436882871,localroad_436882871
citybusstop_9005,필리핀대사관,POINT (126.9958664 37.4939491),pedestrian_2385936362,localroad_2385936362
citybusstop_9006,이수역,POINT (126.9847839 37.4857905),pedestrian_1685686496,localroad_1685686496
citybusstop_9007,서문여고,POINT (126.9849181 37.4874341),pedestrian_4309768669,localroad_4309768669
citybusstop_9008,방배동고개,POINT (126.9892244 37.4868461),pedestrian_3804191175,localroad_3804191175
citybusstop_9009,사당동우체국앞,POINT (126.982719 37.486017),pedestrian_8485173586,localroad_8485173586
citybusstop_9010,황실자이아파트,POINT (126.9983329 37.4891925),pedestrian_6421300539,localroad_6421300539
citybusstop_9011,이수중앙시장,POINT (126.9889556 37.492114),pedestrian_2624211600,localroad_2624211600
citybusstop_9012,함지박사거리,POINT (126.9905852 37.4922655),pedestrian_2510006962,localroad_2510006962
citybusstop_9013,방배성당앞,POINT (126.9936238 37.4936363),pedestrian_2623456127,localroad_2623456127
citybusstop_9014,함지박사거리,POINT (126.9912671 37.4930288),pedestrian_2622874615,localroad_2622874615
citybusstop_9015,하나은행,POINT (126.99136 37.4915969),pedestrian_2509978764,localroad_2509978764
citybusstop_9016,신한은행,POINT (126.9921144 37.490394),pedestrian_2509978199,localroad_2509978199
citybusstop_9017,방배열린문화센터.가야치과병원,POINT (126.9928643 37.4891551),pedestrian_2103868103,localroad_2103868103
citybusstop_9018,내방역8번출구,POINT (126.9947563 37.4880351),pedestrian_2623456123,localroad_2623456123
citybusstop_9019,제일병원,POINT (126.9947563 37.4880351),pedestrian_2623456123,localroad_2623456123
citybusstop_9020,노인정,POINT (126.9872326 37.4893925),pedestrian_3804191219,localroad_3804191219
citybusstop_9021,카페골목입구,POINT (126.9873114 37.4914704),pedestrian_2624211597,localroad_436844263
citybusstop_9022,서문여고입구,POINT (126.987153 37.490238),pedestrian_3804191229,localroad_3804191229
citybusstop_9023,총신대입구역.남성시장입구앞,POINT (126.9823285 37.4875329),pedestrian_11710856345,localroad_11710856345
citybusstop_9024,이수역2번출구,POINT (126.9825627 37.4872121),pedestrian_11710856345,localroad_3804191182
citybusstop_9025,총신대입구역.남성시장입구앞(중),POINT (126.98236081 37.48738289),pedestrian_11710856345,localroad_3804191182
citybusstop_9026,남성시장,POINT (126.982311 37.487316),pedestrian_11710856345,localroad_3804191182
citybusstop_9027,남성시장,POINT (126.983099 37.490066),pedestrian_4186016193,localroad_4186016193
citybusstop_9028,강남의림한방병원,POINT (126.9831329 37.4907256),pedestrian_2624211577,localroad_2624211577
citybusstop_9029,경문고등학교(중),POINT (126.98272549 37.49047002),pedestrian_436838063,localroad_436838063
citybusstop_9030,경문고등학교앞,POINT (126.982733 37.490488),pedestrian_436838063,localroad_436838063
citybusstop_9031,내방역,POINT (126.9926575 37.4874465),pedestrian_436849906,localroad_436849906
citybusstop_9032,이수역4번출구,POINT (126.9828785 37.4855775),pedestrian_8485173590,localroad_8485173590
citybusstop_9033,방배열린문화센터(방배4동주민센터),POINT (126.9916055 37.4906184),pedestrian_2509978764,localroad_2509978764
citybusstop_9034,교육개발원,POINT (127.038926 37.477586),pedestrian_4865882602,localroad_9159795031
citybusstop_9035,교육개발원입구사거리,POINT (127.0394643 37.4782102),pedestrian_1925499033,localroad_1925499033
citybusstop_9036,교육개발원입구(중),POINT (127.03873747 37.47782381),pedestrian_4865882601,localroad_9159795031
citybusstop_9037,교육개발원입구,POINT (127.038758 37.477818),pedestrian_4865882601,localroad_9159795031
citybusstop_9038,현대캐피탈,POINT (127.0410922 37.479719),pedestrian_1694782585,localroad_1694782585
citybusstop_9039,양재역.양재1동민원분소,POINT (127.0374188 37.4847691),pedestrian_7508825243,localroad_4184399723
citybusstop_9040,양재역,POINT (127.036572 37.482396),pedestrian_3087637714,localroad_3087637718
citybusstop_9041,양재역.서초문화예술회관,POINT (127.036827 37.481927),pedestrian_3087637714,localroad_4865811277
citybusstop_9042,양재역.서초문화예술회관(중),POINT (127.03700013 37.48208291),pedestrian_3087637714,localroad_4865811277
citybusstop_9043,양재역,POINT (127.036827 37.481926),pedestrian_3087637714,localroad_4865811277
citybusstop_9044,남서울농협,POINT (127.0408401 37.4797686),pedestrian_1694782585,localroad_1694782585
citybusstop_9045,양재역,POINT (127.0355822 37.4845119),pedestrian_11431861720,localroad_4184399724
citybusstop_9046,양재역,POINT (127.0355331 37.4833784),pedestrian_4865882590,localroad_3571593550
citybusstop_9047,양재역7번출구.프라자약국,POINT (127.035159 37.4837218),pedestrian_11431820828,localroad_4865811279
citybusstop_9048,양재역5번출구,POINT (127.0366159 37.4846702),pedestrian_11431861685,localroad_4184399723
citybusstop_9049,양재역.종합복지관,POINT (127.0362732 37.4846217),pedestrian_11431861685,localroad_4184399727
citybusstop_9050,블랙야크양재사옥,POINT (127.0411738 37.4801407),pedestrian_4184424781,localroad_4184424781
citybusstop_9051,원불교,POINT (127.042675 37.4814305),pedestrian_8536810597,localroad_8536810597
citybusstop_9052,원불교앞,POINT (127.0423551 37.4835581),pedestrian_436832382,localroad_436832382
citybusstop_9053,양재노인종합복지관,POINT (127.0421051 37.4833239),pedestrian_1694783131,localroad_1694783131
citybusstop_9054,원불교,POINT (127.0424409 37.483331),pedestrian_1694783131,localroad_1694783131
citybusstop_9055,원불교,POINT (127.0419262 37.480991),pedestrian_4184424784,localroad_4184424784
citybusstop_9056,교육개발원입구사거리,POINT (127.0386622 37.479563),pedestrian_1694782527,localroad_1694782527
citybusstop_9057,일동제약사거리,POINT (127.0386916 37.4794972),pedestrian_1694782527,localroad_1694782527
citybusstop_9058,교육개발원입구(경유),POINT (127.0384326 37.4799437),pedestrian_9401104925,localroad_8497282641
citybusstop_9059,양재역신한은행앞,POINT (127.0352377 37.482909),pedestrian_4865882590,localroad_3571593550
citybusstop_9060,양재역9번출구,POINT (127.0355508 37.4826638),pedestrian_4865882593,localroad_3087637718
citybusstop_9061,양재역.서초문화예술회관,POINT (127.035902 37.48261),pedestrian_1694783013,localroad_3087637718
citybusstop_9062,양재역커피빈앞,POINT (127.0353406 37.4828368),pedestrian_4865882590,localroad_3571593550
citybusstop_9063,양재역엘타워빌딩,POINT (127.0356299 37.482561),pedestrian_4865882593,localroad_3087637718
citybusstop_9064,양재역.서초문화예술회관(중),POINT (127.03592274 37.48259962),pedestrian_1694783013,localroad_3087637718
citybusstop_9065,양재역.환승주차장,POINT (127.03438485 37.483851),pedestrian_4865811285,localroad_4865811285
citybusstop_9066,양재역,POINT (127.035679 37.482648),pedestrian_4865882593,localroad_3087637718
citybusstop_9067,양재역,POINT (127.034872 37.483388),pedestrian_11431861633,localroad_3571593550
citybusstop_9068,교육개발원입구,POINT (127.038325 37.478635),pedestrian_4865882606,localroad_3087637699
citybusstop_9069,일동제약사거리,POINT (127.0377634 37.4798264),pedestrian_9401104925,localroad_1925499159
citybusstop_9070,일동제약사거리,POINT (127.0382039 37.4788621),pedestrian_3087637704,localroad_3087637704
citybusstop_9071,교육개발원입구(중),POINT (127.03854958 37.47856971),pedestrian_4865882608,localroad_9159795029
citybusstop_9072,우성아파트,POINT (127.0328539 37.4746627),pedestrian_1925380127,localroad_1925380127
citybusstop_9073,우성아파트.양재초등학교,POINT (127.0330913 37.4747384),pedestrian_1925380127,localroad_1925380127
citybusstop_9074,일동제약,POINT (127.0376175 37.4773511),pedestrian_1925498963,localroad_1925498963
citybusstop_9075,현대빌라,POINT (127.0361685 37.4762162),pedestrian_1858938793,localroad_1858938793
citybusstop_9076,현대빌라.에코맘코리아,POINT (127.0361957 37.4762864),pedestrian_1858938793,localroad_1858938793
