uuid,name,geometry
schooldistrict_1,강남8학군,"MultiPolygon (((127.01317165 37.52259183, 127.0131771 37.52258796, 127.01318774 37.52260535, 127.01323636 37.52271992, 127.01329753 37.52280974, 127.01333888 37.52286204, 127.01337951 37.52291344, 127.01342588 37.5229567, 127.0134537 37.5229672, 127.0134"
