uuid,node1_uuid,node2_uuid,distance,average_travel_time,geometry
pedestrian_9400,pedestrian_4184585492,pedestrian_2817771799,35.051,0.70102,"MultiLineString ((127.0423173 37.4665543, 127.0425727 37.4663129))"
pedestrian_9401,pedestrian_4184585492,pedestrian_4865811266,148.463,2.96926,"MultiLineString ((127.0423173 37.4665543, 127.0413528 37.467485, 127.04125 37.4675863))"
pedestrian_9402,pedestrian_4184585493,pedestrian_4184585494,39.795,0.7959,"MultiLineString ((127.0430118 37.4670275, 127.0426656 37.4667982))"
pedestrian_9403,pedestrian_4184585493,pedestrian_4184585497,57.765,1.1553,"MultiLineString ((127.0430118 37.4670275, 127.0434601 37.466649))"
pedestrian_9404,pedestrian_4184585493,pedestrian_4184585496,45.61,0.9122,"MultiLineString ((127.0430118 37.4670275, 127.0426695 37.4673348))"
pedestrian_9405,pedestrian_4184585494,pedestrian_4184585493,39.795,0.7959,"MultiLineString ((127.0426656 37.4667982, 127.0430118 37.4670275))"
pedestrian_9406,pedestrian_4184585494,pedestrian_4184585492,40.993,0.81986,"MultiLineString ((127.0426656 37.4667982, 127.0423173 37.4665543))"
pedestrian_9407,pedestrian_4184585494,pedestrian_4184585497,98.868,1.97736,"MultiLineString ((127.0426656 37.4667982, 127.0431134 37.4664112, 127.0434601 37.466649))"
pedestrian_9408,pedestrian_4184585496,pedestrian_4184585506,9.419,0.18838,"MultiLineString ((127.0426695 37.4673348, 127.0427499 37.4673905))"
pedestrian_9409,pedestrian_4184585496,pedestrian_4184585493,45.61,0.9122,"MultiLineString ((127.0426695 37.4673348, 127.0430118 37.4670275))"
pedestrian_9410,pedestrian_4184585496,pedestrian_4184585270,142.316,2.84632,"MultiLineString ((127.0426695 37.4673348, 127.0426325 37.4673091, 127.0423741 37.4671237, 127.0423246 37.4671518, 127.0417303 37.4676718, 127.0415491 37.4678303))"
pedestrian_9411,pedestrian_4184585497,pedestrian_4184585501,39.985,0.7997,"MultiLineString ((127.0434601 37.466649, 127.0438028 37.4668842))"
pedestrian_9412,pedestrian_4184585497,pedestrian_4184585493,57.765,1.1553,"MultiLineString ((127.0434601 37.466649, 127.0430118 37.4670275))"
pedestrian_9413,pedestrian_4184585497,pedestrian_4184585494,98.868,1.97736,"MultiLineString ((127.0434601 37.466649, 127.0431134 37.4664112, 127.0426656 37.4667982))"
pedestrian_9414,pedestrian_4184585498,pedestrian_4184585509,35.294,0.70588,"MultiLineString ((127.0433216 37.4677868, 127.0430204 37.467578))"
pedestrian_9415,pedestrian_4184585498,pedestrian_4184585499,103.829,2.07658,"MultiLineString ((127.0433216 37.4677868, 127.0441341 37.4671115))"
pedestrian_9416,pedestrian_4184585498,pedestrian_4184585502,14.433,0.28866,"MultiLineString ((127.0433216 37.4677868, 127.043358 37.467812, 127.0434426 37.4678741))"
pedestrian_9417,pedestrian_4184585499,pedestrian_4184585501,38.649,0.77298,"MultiLineString ((127.0441341 37.4671115, 127.0438028 37.4668842))"
pedestrian_9418,pedestrian_4184585499,pedestrian_4184585498,103.829,2.07658,"MultiLineString ((127.0441341 37.4671115, 127.0433216 37.4677868))"
pedestrian_9419,pedestrian_4184585499,pedestrian_927737290,38.392,0.76784,"MultiLineString ((127.0441341 37.4671115, 127.0442056 37.4671606, 127.0444601 37.4673401))"
pedestrian_9420,pedestrian_4184585500,pedestrian_4184585509,2.824,0.05648,"MultiLineString ((127.0429963 37.4675613, 127.0430204 37.467578))"
pedestrian_9421,pedestrian_4184585500,pedestrian_4184585506,28.872,0.57744,"MultiLineString ((127.0429963 37.4675613, 127.0427499 37.4673905))"
pedestrian_9422,pedestrian_4184585500,pedestrian_4184585501,103.61,2.0722,"MultiLineString ((127.0429963 37.4675613, 127.0438028 37.4668842))"
pedestrian_9423,pedestrian_4184585501,pedestrian_4184585499,38.649,0.77298,"MultiLineString ((127.0438028 37.4668842, 127.0441341 37.4671115))"
pedestrian_9424,pedestrian_4184585501,pedestrian_4184585497,39.985,0.7997,"MultiLineString ((127.0438028 37.4668842, 127.0434601 37.466649))"
pedestrian_9425,pedestrian_4184585501,pedestrian_4184585500,103.61,2.0722,"MultiLineString ((127.0438028 37.4668842, 127.0429963 37.4675613))"
pedestrian_9426,pedestrian_4184585502,pedestrian_927737287,28.435,0.5687,"MultiLineString ((127.0434426 37.4678741, 127.0436773 37.4680493))"
pedestrian_9427,pedestrian_4184585502,pedestrian_4184585498,14.433,0.28866,"MultiLineString ((127.0434426 37.4678741, 127.043358 37.467812, 127.0433216 37.4677868))"
pedestrian_9428,pedestrian_4184585502,pedestrian_4184585272,103.324,2.06648,"MultiLineString ((127.0434426 37.4678741, 127.0428268 37.4684196, 127.0426607 37.4685657))"
pedestrian_9429,pedestrian_4184585505,pedestrian_4184585506,82.518,1.65036,"MultiLineString ((127.0420988 37.4679231, 127.0427499 37.4673905))"
pedestrian_9430,pedestrian_4184585505,pedestrian_4309955650,23.155,0.4631,"MultiLineString ((127.0420988 37.4679231, 127.0419222 37.4680771))"
pedestrian_9431,pedestrian_4184585505,pedestrian_4184585507,39.861,0.79722,"MultiLineString ((127.0420988 37.4679231, 127.0424414 37.4681567))"
pedestrian_9432,pedestrian_4184585506,pedestrian_4184585500,28.872,0.57744,"MultiLineString ((127.0427499 37.4673905, 127.0429963 37.4675613))"
pedestrian_9433,pedestrian_4184585506,pedestrian_4184585496,9.419,0.18838,"MultiLineString ((127.0427499 37.4673905, 127.0426695 37.4673348))"
pedestrian_9434,pedestrian_4184585506,pedestrian_4184585505,82.518,1.65036,"MultiLineString ((127.0427499 37.4673905, 127.0420988 37.4679231))"
pedestrian_9435,pedestrian_4184585507,pedestrian_4310032001,22.547,0.45094,"MultiLineString ((127.0424414 37.4681567, 127.0422716 37.4683082))"
pedestrian_9436,pedestrian_4184585507,pedestrian_4184585505,39.861,0.79722,"MultiLineString ((127.0424414 37.4681567, 127.0420988 37.4679231))"
pedestrian_9437,pedestrian_4184585507,pedestrian_4184585509,84.442,1.68884,"MultiLineString ((127.0424414 37.4681567, 127.0430194 37.4676647, 127.0430204 37.467578))"
pedestrian_9438,pedestrian_4184585509,pedestrian_4184585498,35.294,0.70588,"MultiLineString ((127.0430204 37.467578, 127.0433216 37.4677868))"
pedestrian_9439,pedestrian_4184585509,pedestrian_4184585500,2.824,0.05648,"MultiLineString ((127.0430204 37.467578, 127.0429963 37.4675613))"
pedestrian_9440,pedestrian_4184585509,pedestrian_4184585507,84.442,1.68884,"MultiLineString ((127.0430204 37.467578, 127.0430194 37.4676647, 127.0424414 37.4681567))"
pedestrian_9441,pedestrian_4184585510,pedestrian_3572149895,38.165,0.7633,"MultiLineString ((127.0421286 37.4695262, 127.0417909 37.4693118))"
pedestrian_9442,pedestrian_4184585510,pedestrian_4184618605,85.418,1.70836,"MultiLineString ((127.0421286 37.4695262, 127.0427868 37.468963))"
pedestrian_9443,pedestrian_4184585510,pedestrian_4184618607,30.158,0.60316,"MultiLineString ((127.0421286 37.4695262, 127.0423352 37.4696574, 127.0423919 37.4696989))"
pedestrian_9444,pedestrian_4184585511,pedestrian_927742940,84.936,1.69872,"MultiLineString ((127.0431156 37.4686767, 127.043755 37.4681058))"
pedestrian_9445,pedestrian_4184585511,pedestrian_927742941,17.686,0.35372,"MultiLineString ((127.0431156 37.4686767, 127.0429825 37.4687956))"
pedestrian_9446,pedestrian_4184585511,pedestrian_4184585515,27.849,0.55698,"MultiLineString ((127.0431156 37.4686767, 127.0433502 37.4688442))"
pedestrian_9447,pedestrian_4184585512,pedestrian_4184585271,37.946,0.75892,"MultiLineString ((127.0440232 37.4695796, 127.0443351 37.4698145))"
pedestrian_9448,pedestrian_4184585512,pedestrian_927742941,126.631,2.53262,"MultiLineString ((127.0440232 37.4695796, 127.0429825 37.4687956))"
pedestrian_9449,pedestrian_4184585512,pedestrian_4184585513,21.134,0.42268,"MultiLineString ((127.0440232 37.4695796, 127.0441876 37.4694414))"
pedestrian_9450,pedestrian_4184585512,pedestrian_4184618606,24.48,0.4896,"MultiLineString ((127.0440232 37.4695796, 127.0438397 37.4697447))"
pedestrian_9451,pedestrian_4184585513,pedestrian_4184585517,33.768,0.67536,"MultiLineString ((127.0441876 37.4694414, 127.0439028 37.4692386))"
pedestrian_9452,pedestrian_4184585513,pedestrian_4184585514,85.85,1.717,"MultiLineString ((127.0441876 37.4694414, 127.0448429 37.4688708))"
pedestrian_9453,pedestrian_4184585513,pedestrian_4184585512,21.134,0.42268,"MultiLineString ((127.0441876 37.4694414, 127.0440232 37.4695796))"
pedestrian_9454,pedestrian_4184585514,pedestrian_927737282,9.52,0.1904,"MultiLineString ((127.0448429 37.4688708, 127.0449285 37.4689229))"
pedestrian_9455,pedestrian_4184585514,pedestrian_927737280,25.336,0.50672,"MultiLineString ((127.0448429 37.4688708, 127.0446287 37.4687191))"
pedestrian_9456,pedestrian_4184585514,pedestrian_4184585513,85.85,1.717,"MultiLineString ((127.0448429 37.4688708, 127.0441876 37.4694414))"
pedestrian_9457,pedestrian_4184585515,pedestrian_4184585516,34.47,0.6894,"MultiLineString ((127.0433502 37.4688442, 127.0436406 37.4690515))"
pedestrian_9458,pedestrian_4184585515,pedestrian_4184585511,27.849,0.55698,"MultiLineString ((127.0433502 37.4688442, 127.0431156 37.4686767))"
pedestrian_9459,pedestrian_4184585515,pedestrian_927737288,85.751,1.71502,"MultiLineString ((127.0433502 37.4688442, 127.0439849 37.4682603))"
pedestrian_9460,pedestrian_4184585516,pedestrian_4184585517,31.117,0.62234,"MultiLineString ((127.0436406 37.4690515, 127.0439028 37.4692386))"
pedestrian_9461,pedestrian_4184585516,pedestrian_4184585515,34.47,0.6894,"MultiLineString ((127.0436406 37.4690515, 127.0433502 37.4688442))"
pedestrian_9462,pedestrian_4184585516,pedestrian_927737289,86.038,1.72076,"MultiLineString ((127.0436406 37.4690515, 127.0442942 37.4684774))"
pedestrian_9463,pedestrian_4184585517,pedestrian_4184585513,33.768,0.67536,"MultiLineString ((127.0439028 37.4692386, 127.0441876 37.4694414))"
pedestrian_9464,pedestrian_4184585517,pedestrian_4184585516,31.117,0.62234,"MultiLineString ((127.0439028 37.4692386, 127.0436406 37.4690515))"
pedestrian_9465,pedestrian_4184585517,pedestrian_4184585518,86.031,1.72062,"MultiLineString ((127.0439028 37.4692386, 127.0445778 37.4686804))"
pedestrian_9466,pedestrian_4184585518,pedestrian_927737280,6.221,0.12442,"MultiLineString ((127.0445778 37.4686804, 127.0446287 37.4687191))"
pedestrian_9467,pedestrian_4184585518,pedestrian_927737289,33.704,0.67408,"MultiLineString ((127.0445778 37.4686804, 127.0442942 37.4684774))"
pedestrian_9468,pedestrian_4184585518,pedestrian_4184585517,86.031,1.72062,"MultiLineString ((127.0445778 37.4686804, 127.0439028 37.4692386))"
pedestrian_9469,pedestrian_4184585519,pedestrian_4184585520,41.365,0.8273,"MultiLineString ((127.0410683 37.4688229, 127.0414303 37.4690592))"
pedestrian_9470,pedestrian_4184585519,pedestrian_4184585521,90.295,1.8059,"MultiLineString ((127.0410683 37.4688229, 127.0417562 37.4682218))"
pedestrian_9471,pedestrian_4184585519,pedestrian_4184585270,151.749,3.03498,"MultiLineString ((127.0410683 37.4688229, 127.0407465 37.4686065, 127.0407227 37.4685684, 127.0415491 37.4678303))"
pedestrian_9472,pedestrian_4184585520,pedestrian_4184585519,41.365,0.8273,"MultiLineString ((127.0414303 37.4690592, 127.0410683 37.4688229))"
pedestrian_9473,pedestrian_4184585520,pedestrian_3572149895,42.447,0.84894,"MultiLineString ((127.0414303 37.4690592, 127.0417909 37.4693118))"
pedestrian_9474,pedestrian_4184585520,pedestrian_4184585522,87.77,1.7554,"MultiLineString ((127.0414303 37.4690592, 127.0420911 37.4684693))"
pedestrian_9475,pedestrian_4184585521,pedestrian_4184585519,90.295,1.8059,"MultiLineString ((127.0417562 37.4682218, 127.0410683 37.4688229))"
pedestrian_9476,pedestrian_4184585521,pedestrian_4309955650,21.76,0.4352,"MultiLineString ((127.0417562 37.4682218, 127.0419222 37.4680771))"
pedestrian_9477,pedestrian_4184585521,pedestrian_4184585522,40.385,0.8077,"MultiLineString ((127.0417562 37.4682218, 127.0420911 37.4684693))"
pedestrian_9478,pedestrian_4184585522,pedestrian_4184585520,87.77,1.7554,"MultiLineString ((127.0420911 37.4684693, 127.0414303 37.4690592))"
pedestrian_9479,pedestrian_4184585522,pedestrian_4310032001,23.972,0.47944,"MultiLineString ((127.0420911 37.4684693, 127.0422716 37.4683082))"
pedestrian_9480,pedestrian_4184585522,pedestrian_4184585521,40.385,0.8077,"MultiLineString ((127.0420911 37.4684693, 127.0417562 37.4682218))"
pedestrian_9481,pedestrian_4184618604,pedestrian_4184618611,37.556,0.75112,"MultiLineString ((127.0432182 37.470304, 127.0429054 37.470075))"
pedestrian_9482,pedestrian_4184618604,pedestrian_3572149893,36.926,0.73852,"MultiLineString ((127.0432182 37.470304, 127.0435257 37.4705292))"
pedestrian_9483,pedestrian_4184618604,pedestrian_4184618606,82.923,1.65846,"MultiLineString ((127.0432182 37.470304, 127.0438397 37.4697447))"
pedestrian_9484,pedestrian_4184618605,pedestrian_4184585510,85.418,1.70836,"MultiLineString ((127.0427868 37.468963, 127.0421286 37.4695262))"
pedestrian_9485,pedestrian_4184618605,pedestrian_927742941,25.393,0.50786,"MultiLineString ((127.0427868 37.468963, 127.0429825 37.4687956))"
pedestrian_9486,pedestrian_4184618605,pedestrian_4184618608,31.82,0.6364,"MultiLineString ((127.0427868 37.468963, 127.0430501 37.4691585))"
pedestrian_9487,pedestrian_4184618606,pedestrian_4184618604,82.923,1.65846,"MultiLineString ((127.0438397 37.4697447, 127.0432182 37.470304))"
pedestrian_9488,pedestrian_4184618606,pedestrian_4184585512,24.48,0.4896,"MultiLineString ((127.0438397 37.4697447, 127.0440232 37.4695796))"
pedestrian_9489,pedestrian_4184618606,pedestrian_4184618612,34.581,0.69162,"MultiLineString ((127.0438397 37.4697447, 127.0435536 37.4695322))"
pedestrian_9490,pedestrian_4184618607,pedestrian_4184618609,32.268,0.64536,"MultiLineString ((127.0423919 37.4696989, 127.0426606 37.4698957))"
pedestrian_9491,pedestrian_4184618607,pedestrian_4184618608,83.576,1.67152,"MultiLineString ((127.0423919 37.4696989, 127.0430501 37.4691585))"
pedestrian_9492,pedestrian_4184618607,pedestrian_4184585510,30.158,0.60316,"MultiLineString ((127.0423919 37.4696989, 127.0423352 37.4696574, 127.0421286 37.4695262))"
pedestrian_9493,pedestrian_4184618608,pedestrian_4184618610,28.734,0.57468,"MultiLineString ((127.0430501 37.4691585, 127.0432879 37.469335))"
pedestrian_9494,pedestrian_4184618608,pedestrian_4184618605,31.82,0.6364,"MultiLineString ((127.0430501 37.4691585, 127.0427868 37.468963))"
pedestrian_9495,pedestrian_4184618608,pedestrian_4184618607,83.576,1.67152,"MultiLineString ((127.0430501 37.4691585, 127.0423919 37.4696989))"
pedestrian_9496,pedestrian_4184618609,pedestrian_4184618607,32.268,0.64536,"MultiLineString ((127.0426606 37.4698957, 127.0423919 37.4696989))"
pedestrian_9497,pedestrian_4184618609,pedestrian_4184618611,29.398,0.58796,"MultiLineString ((127.0426606 37.4698957, 127.0429054 37.470075))"
pedestrian_9498,pedestrian_4184618609,pedestrian_4184618610,83.379,1.66758,"MultiLineString ((127.0426606 37.4698957, 127.0432879 37.469335))"
pedestrian_9499,pedestrian_4184618610,pedestrian_4184618612,32.104,0.64208,"MultiLineString ((127.0432879 37.469335, 127.0435536 37.4695322))"
pedestrian_9500,pedestrian_4184618610,pedestrian_4184618608,28.734,0.57468,"MultiLineString ((127.0432879 37.469335, 127.0430501 37.4691585))"
pedestrian_9501,pedestrian_4184618610,pedestrian_4184618609,83.379,1.66758,"MultiLineString ((127.0432879 37.469335, 127.0426606 37.4698957))"
pedestrian_9502,pedestrian_4184618611,pedestrian_4184618609,29.398,0.58796,"MultiLineString ((127.0429054 37.470075, 127.0426606 37.4698957))"
pedestrian_9503,pedestrian_4184618611,pedestrian_4184618604,37.556,0.75112,"MultiLineString ((127.0429054 37.470075, 127.0432182 37.470304))"
pedestrian_9504,pedestrian_4184618611,pedestrian_4184618612,83.159,1.66318,"MultiLineString ((127.0429054 37.470075, 127.0435536 37.4695322))"
pedestrian_9505,pedestrian_4184618612,pedestrian_4184618606,34.581,0.69162,"MultiLineString ((127.0435536 37.4695322, 127.0438397 37.4697447))"
pedestrian_9506,pedestrian_4184618612,pedestrian_4184618610,32.104,0.64208,"MultiLineString ((127.0435536 37.4695322, 127.0432879 37.469335))"
pedestrian_9507,pedestrian_4184618612,pedestrian_4184618611,83.159,1.66318,"MultiLineString ((127.0435536 37.4695322, 127.0429054 37.470075))"
pedestrian_9508,pedestrian_4184618613,pedestrian_4184585273,39.776,0.79552,"MultiLineString ((127.0445271 37.4707475, 127.0443147 37.471063))"
pedestrian_9509,pedestrian_4184618613,pedestrian_4184618614,81.953,1.63906,"MultiLineString ((127.0445271 37.4707475, 127.0438341 37.4702569))"
pedestrian_9510,pedestrian_4184618613,pedestrian_2952016440,72.161,1.44322,"MultiLineString ((127.0445271 37.4707475, 127.0446647 37.4705432, 127.0451501 37.4703828))"
pedestrian_9511,pedestrian_4184618614,pedestrian_3572149893,40.713,0.81426,"MultiLineString ((127.0438341 37.4702569, 127.0435257 37.4705292))"
pedestrian_9512,pedestrian_4184618614,pedestrian_4184585271,66.143,1.32286,"MultiLineString ((127.0438341 37.4702569, 127.0443351 37.4698145))"
pedestrian_9513,pedestrian_4184618614,pedestrian_4184618613,81.953,1.63906,"MultiLineString ((127.0438341 37.4702569, 127.0445271 37.4707475))"
pedestrian_9514,pedestrian_4184618615,pedestrian_927736373,40.486,0.80972,"MultiLineString ((127.0447961 37.4693871, 127.044505 37.4696685))"
pedestrian_9515,pedestrian_4184618615,pedestrian_927736393,45.509,0.91018,"MultiLineString ((127.0447961 37.4693871, 127.0451276 37.4690736))"
pedestrian_9516,pedestrian_4184618615,pedestrian_4184618617,89.683,1.79366,"MultiLineString ((127.0447961 37.4693871, 127.0452653 37.4697345, 127.0456103 37.4696188))"
pedestrian_9517,pedestrian_4184618617,pedestrian_927737703,7.778,0.15556,"MultiLineString ((127.0456103 37.4696188, 127.0455616 37.4695605))"
pedestrian_9518,pedestrian_4184618617,pedestrian_927736371,34.339,0.68678,"MultiLineString ((127.0456103 37.4696188, 127.0458251 37.4698763))"
pedestrian_9519,pedestrian_4184618617,pedestrian_4184618615,89.683,1.79366,"MultiLineString ((127.0456103 37.4696188, 127.0452653 37.4697345, 127.0447961 37.4693871))"
pedestrian_9520,pedestrian_4184618623,pedestrian_1925498380,33.467,0.66934,"MultiLineString ((127.0397983 37.4708845, 127.0394242 37.4708352))"
pedestrian_9521,pedestrian_4184618623,pedestrian_1925498391,37.714,0.75428,"MultiLineString ((127.0397983 37.4708845, 127.0399517 37.4709877, 127.0401243 37.4711038))"
pedestrian_9522,pedestrian_4184618623,pedestrian_1925498417,121.925,2.4385,"MultiLineString ((127.0397983 37.4708845, 127.039751 37.4709457, 127.0397491 37.4719704))"
pedestrian_9523,pedestrian_4184618625,pedestrian_1925498401,88.827,1.77654,"MultiLineString ((127.0402049 37.471158, 127.0409631 37.4716834))"
pedestrian_9524,pedestrian_4184618625,pedestrian_1925498391,9.323,0.18646,"MultiLineString ((127.0402049 37.471158, 127.0401243 37.4711038))"
pedestrian_9525,pedestrian_4184618625,pedestrian_1925498414,91.212,1.82424,"MultiLineString ((127.0402049 37.471158, 127.0402269 37.4719781))"
pedestrian_9526,pedestrian_4184618626,pedestrian_1925498354,65.482,1.30964,"MultiLineString ((127.0405445 37.470782, 127.0401099 37.4703047))"
pedestrian_9527,pedestrian_4184618626,pedestrian_1925498389,40.996,0.81992,"MultiLineString ((127.0405445 37.470782, 127.0408888 37.4710295))"
pedestrian_9528,pedestrian_4184618626,pedestrian_1925498391,51.532,1.03064,"MultiLineString ((127.0405445 37.470782, 127.0401243 37.4711038))"
pedestrian_9529,pedestrian_4184618626,pedestrian_4184618627,44.601,0.89202,"MultiLineString ((127.0405445 37.470782, 127.0408684 37.4704741))"
pedestrian_9530,pedestrian_4184618627,pedestrian_1925498346,39.351,0.78702,"MultiLineString ((127.0408684 37.4704741, 127.0411977 37.4702355))"
pedestrian_9531,pedestrian_4184618627,pedestrian_1925498343,59.498,1.18996,"MultiLineString ((127.0408684 37.4704741, 127.0405238 37.4700142))"
pedestrian_9532,pedestrian_4184618627,pedestrian_1925498362,42.607,0.85214,"MultiLineString ((127.0408684 37.4704741, 127.0412087 37.4707459))"
pedestrian_9533,pedestrian_4184618627,pedestrian_4184618626,44.601,0.89202,"MultiLineString ((127.0408684 37.4704741, 127.0405445 37.470782))"
pedestrian_9534,pedestrian_4184618628,pedestrian_4184618631,40,0.8,"MultiLineString ((127.0400862 37.4729978, 127.040385 37.4727273))"
pedestrian_9535,pedestrian_4184618628,pedestrian_4184618630,24.416,0.48832,"MultiLineString ((127.0400862 37.4729978, 127.0398651 37.4728658))"
pedestrian_9536,pedestrian_4184618628,pedestrian_1925498572,59.729,1.19458,"MultiLineString ((127.0400862 37.4729978, 127.0405992 37.4733482))"
pedestrian_9537,pedestrian_4184618629,pedestrian_1925498520,25.972,0.51944,"MultiLineString ((127.0395576 37.4731495, 127.0393224 37.4730091))"
pedestrian_9538,pedestrian_4184618629,pedestrian_4184618630,41.612,0.83224,"MultiLineString ((127.0395576 37.4731495, 127.0398651 37.4728658))"
pedestrian_9539,pedestrian_4184618629,pedestrian_1925498572,122.422,2.44844,"MultiLineString ((127.0395576 37.4731495, 127.0403251 37.4736078, 127.0405992 37.4733482))"
pedestrian_9540,pedestrian_4184618630,pedestrian_4184618628,24.416,0.48832,"MultiLineString ((127.0398651 37.4728658, 127.0400862 37.4729978))"
pedestrian_9541,pedestrian_4184618630,pedestrian_4184618629,41.612,0.83224,"MultiLineString ((127.0398651 37.4728658, 127.0395576 37.4731495))"
pedestrian_9542,pedestrian_4184618630,pedestrian_1925498417,103.119,2.06238,"MultiLineString ((127.0398651 37.4728658, 127.0398355 37.4728481, 127.0397548 37.4727569, 127.0397491 37.4719704))"
pedestrian_9543,pedestrian_4184618631,pedestrian_1925498442,81.176,1.62352,"MultiLineString ((127.040385 37.4727273, 127.0409605 37.4721578))"
pedestrian_9544,pedestrian_4184618631,pedestrian_4184618628,40,0.8,"MultiLineString ((127.040385 37.4727273, 127.0400862 37.4729978))"
pedestrian_9545,pedestrian_4184618631,pedestrian_1925498515,39.212,0.78424,"MultiLineString ((127.040385 37.4727273, 127.0407513 37.4729269))"
pedestrian_9546,pedestrian_4184618631,pedestrian_1925498414,87.896,1.75792,"MultiLineString ((127.040385 37.4727273, 127.0402422 37.4725918, 127.0402269 37.4719781))"
pedestrian_9547,pedestrian_4184618632,pedestrian_1925498660,32.585,0.6517,"MultiLineString ((127.0422054 37.4743686, 127.0419069 37.4741961))"
pedestrian_9548,pedestrian_4184618632,pedestrian_1925498607,77.235,1.5447,"MultiLineString ((127.0422054 37.4743686, 127.0424424 37.4741404, 127.0427585 37.4738303))"
pedestrian_9549,pedestrian_4184618632,pedestrian_4184618634,73.994,1.47988,"MultiLineString ((127.0422054 37.4743686, 127.0419925 37.4746055, 127.041604 37.474818))"
pedestrian_9550,pedestrian_4184618633,pedestrian_1925498452,78.166,1.56332,"MultiLineString ((127.0411052 37.4731585, 127.0416846 37.4726268))"
pedestrian_9551,pedestrian_4184618633,pedestrian_1925498515,40.48,0.8096,"MultiLineString ((127.0411052 37.4731585, 127.0407513 37.4729269))"
pedestrian_9552,pedestrian_4184618633,pedestrian_1925498575,43.808,0.87616,"MultiLineString ((127.0411052 37.4731585, 127.0407955 37.4734664))"
pedestrian_9553,pedestrian_4184618634,pedestrian_1925498670,39.407,0.78814,"MultiLineString ((127.041604 37.474818, 127.0413691 37.4745166))"
pedestrian_9554,pedestrian_4184618634,pedestrian_1925498766,45.987,0.91974,"MultiLineString ((127.041604 37.474818, 127.0418885 37.4751645))"
pedestrian_9555,pedestrian_4184618634,pedestrian_4184618632,73.994,1.47988,"MultiLineString ((127.041604 37.474818, 127.0419925 37.4746055, 127.0422054 37.4743686))"
pedestrian_9556,pedestrian_4184618635,pedestrian_1925498657,51.648,1.03296,"MultiLineString ((127.0416062 37.4739958, 127.0411364 37.4742728))"
pedestrian_9557,pedestrian_4184618635,pedestrian_1925498660,34.644,0.69288,"MultiLineString ((127.0416062 37.4739958, 127.0419069 37.4741961))"
pedestrian_9558,pedestrian_4184618635,pedestrian_1925498574,78.603,1.57206,"MultiLineString ((127.0416062 37.4739958, 127.0421607 37.4734426))"
pedestrian_9559,pedestrian_4184618635,pedestrian_1925498593,35.798,0.71596,"MultiLineString ((127.0416062 37.4739958, 127.041323 37.4738007, 127.0412995 37.4737851))"
pedestrian_9560,pedestrian_4184618640,pedestrian_3011650436,30.204,0.60408,"MultiLineString ((127.0446341 37.4750867, 127.0444167 37.4752965))"
pedestrian_9561,pedestrian_4184618640,pedestrian_3011650433,48.586,0.97172,"MultiLineString ((127.0446341 37.4750867, 127.0450537 37.4753696))"
pedestrian_9562,pedestrian_4184618640,pedestrian_4309772426,79.203,1.58406,"MultiLineString ((127.0446341 37.4750867, 127.0439334 37.4746416))"
pedestrian_9563,pedestrian_4184618641,pedestrian_3011650446,44.553,0.89106,"MultiLineString ((127.0421907 37.475479, 127.0426309 37.4752828))"
pedestrian_9564,pedestrian_4184618641,pedestrian_1925498766,43.979,0.87958,"MultiLineString ((127.0421907 37.475479, 127.0418885 37.4751645))"
pedestrian_9565,pedestrian_4184618641,pedestrian_4309803037,165.888,3.31776,"MultiLineString ((127.0421907 37.475479, 127.0425174 37.4758504, 127.0429993 37.4763983, 127.0433889 37.4761937))"
pedestrian_9566,pedestrian_4184618642,pedestrian_3011545190,42.244,0.84488,"MultiLineString ((127.0461057 37.4725301, 127.0464781 37.4727688))"
pedestrian_9567,pedestrian_4184618642,pedestrian_3398354554,108.27,2.1654,"MultiLineString ((127.0461057 37.4725301, 127.0453189 37.4732772))"
pedestrian_9568,pedestrian_4184618642,pedestrian_4184618649,148.408,2.96816,"MultiLineString ((127.0461057 37.4725301, 127.0457835 37.4724483, 127.0456246 37.4724104, 127.0449558 37.4730524, 127.0448735 37.4731301))"
pedestrian_9569,pedestrian_4184618643,pedestrian_3011650433,47.756,0.95512,"MultiLineString ((127.0454085 37.4750453, 127.0450537 37.4753696))"
pedestrian_9570,pedestrian_4184618643,pedestrian_4184618646,43.246,0.86492,"MultiLineString ((127.0454085 37.4750453, 127.0457771 37.4753016))"
pedestrian_9571,pedestrian_4184618643,pedestrian_3011545194,45.413,0.90826,"MultiLineString ((127.0454085 37.4750453, 127.0450129 37.4747841))"
pedestrian_9572,pedestrian_4184618643,pedestrian_3011650465,104.071,2.08142,"MultiLineString ((127.0454085 37.4750453, 127.0458121 37.4746167, 127.0461387 37.4743109))"
pedestrian_9573,pedestrian_4184618644,pedestrian_3011646223,42.879,0.85758,"MultiLineString ((127.0462997 37.47416, 127.0459216 37.4739178))"
pedestrian_9574,pedestrian_4184618644,pedestrian_3011650465,21.987,0.43974,"MultiLineString ((127.0462997 37.47416, 127.0461387 37.4743109))"
pedestrian_9575,pedestrian_4184618644,pedestrian_3011650453,19.532,0.39064,"MultiLineString ((127.0462997 37.47416, 127.0464329 37.4740353, 127.0464431 37.4740262))"
pedestrian_9576,pedestrian_4184618644,pedestrian_3011646225,87.604,1.75208,"MultiLineString ((127.0462997 37.47416, 127.0466603 37.4744153, 127.0470463 37.4746792))"
pedestrian_9577,pedestrian_4184618645,pedestrian_3011650451,43.485,0.8697,"MultiLineString ((127.048049 37.4737342, 127.0476582 37.473496))"
