uuid,node1_uuid,node2_uuid,distance,average_travel_time,geometry
pedestrian_3518,pedestrian_2622713688,pedestrian_2622713686,84.678,1.69356,"MultiLineString ((126.9996121 37.4993103, 126.999544 37.498676, 126.9996303 37.4985715))"
pedestrian_3519,pedestrian_2622713689,pedestrian_2622713673,10.721,0.21442,"MultiLineString ((127.0000741 37.4992484, 127.000072 37.499152))"
pedestrian_3520,pedestrian_2622713689,pedestrian_2622713688,41.334,0.82668,"MultiLineString ((127.0000741 37.4992484, 126.9996121 37.4993103))"
pedestrian_3521,pedestrian_2622713689,pedestrian_11428505036,143.069,2.86138,"MultiLineString ((127.0000741 37.4992484, 127.0001019 37.4995258, 127.0000424 37.4996647, 126.9999368 37.4997602, 126.999883 37.499934, 126.9998629 37.5001162, 126.9997918 37.5003212, 126.999708 37.5004669))"
pedestrian_3522,pedestrian_2622713691,pedestrian_11428490498,63.578,1.27156,"MultiLineString ((126.9983159 37.4992582, 126.99818 37.49953, 126.9980616 37.4997931))"
pedestrian_3523,pedestrian_2622713691,pedestrian_2622713694,70.053,1.40106,"MultiLineString ((126.9983159 37.4992582, 126.9984 37.49909, 126.9983813 37.4986412))"
pedestrian_3524,pedestrian_2622713691,pedestrian_2622713666,72.384,1.44768,"MultiLineString ((126.9983159 37.4992582, 126.9987046 37.4994041, 126.999094 37.4993808))"
pedestrian_3525,pedestrian_2622713692,pedestrian_2623317218,23.348,0.46696,"MultiLineString ((127.0003254 37.4985277, 127.0004087 37.4983284))"
pedestrian_3526,pedestrian_2622713692,pedestrian_2622713686,61.514,1.23028,"MultiLineString ((127.0003254 37.4985277, 126.9996303 37.4985715))"
pedestrian_3527,pedestrian_2622713692,pedestrian_2622713673,72.93,1.4586,"MultiLineString ((127.0003254 37.4985277, 127.0002413 37.4987349, 127.0000948 37.4990959, 127.000072 37.499152))"
pedestrian_3528,pedestrian_2622713693,pedestrian_2622713694,57.713,1.15426,"MultiLineString ((126.9990333 37.4985986, 126.9983813 37.4986412))"
pedestrian_3529,pedestrian_2622713693,pedestrian_2622713686,52.753,1.05506,"MultiLineString ((126.9990333 37.4985986, 126.9996303 37.4985715))"
pedestrian_3530,pedestrian_2622713693,pedestrian_3796948936,93.035,1.8607,"MultiLineString ((126.9990333 37.4985986, 126.9989685 37.4977635))"
pedestrian_3531,pedestrian_2622713693,pedestrian_9802796431,37.187,0.74374,"MultiLineString ((126.9990333 37.4985986, 126.9990592 37.4989324))"
pedestrian_3532,pedestrian_2622713694,pedestrian_2622713693,57.713,1.15426,"MultiLineString ((126.9983813 37.4986412, 126.9990333 37.4985986))"
pedestrian_3533,pedestrian_2622713694,pedestrian_3817646123,58.15,1.163,"MultiLineString ((126.9983813 37.4986412, 126.9977241 37.4986815))"
pedestrian_3534,pedestrian_2622713694,pedestrian_2622713691,70.053,1.40106,"MultiLineString ((126.9983813 37.4986412, 126.9984 37.49909, 126.9983159 37.4992582))"
pedestrian_3535,pedestrian_2622713694,pedestrian_2622713683,94.089,1.88178,"MultiLineString ((126.9983813 37.4986412, 126.99838 37.49861, 126.9983333 37.4977959))"
pedestrian_3536,pedestrian_2622713695,pedestrian_2622767604,16.118,0.32236,"MultiLineString ((127.0014875 37.4958932, 127.0013359 37.4958885, 127.001305 37.4958902))"
pedestrian_3537,pedestrian_2622713695,pedestrian_2622767596,83.913,1.67826,"MultiLineString ((127.0014875 37.4958932, 127.0015013 37.4958635, 127.0015921 37.4954923, 127.0018374 37.4952076))"
pedestrian_3538,pedestrian_2622713695,pedestrian_2623317178,96.483,1.92966,"MultiLineString ((127.0014875 37.4958932, 127.0014695 37.495932, 127.0009471 37.4963681, 127.0006975 37.4964743))"
pedestrian_3539,pedestrian_2622713697,pedestrian_436842104,121.191,2.42382,"MultiLineString ((126.9993975 37.4959959, 126.99928 37.49491))"
pedestrian_3540,pedestrian_2622713697,pedestrian_4309614268,54.937,1.09874,"MultiLineString ((126.9993975 37.4959959, 127.0000187 37.4959615))"
pedestrian_3541,pedestrian_2622713697,pedestrian_2622713707,24.073,0.48146,"MultiLineString ((126.9993975 37.4959959, 126.9994208 37.4962116))"
pedestrian_3542,pedestrian_2622713697,pedestrian_2622713667,47.939,0.95878,"MultiLineString ((126.9993975 37.4959959, 126.9988634 37.4960753))"
pedestrian_3543,pedestrian_2622713699,pedestrian_2622713700,87.861,1.75722,"MultiLineString ((127.0005308 37.4972393, 126.9995385 37.4973067))"
pedestrian_3544,pedestrian_2622713699,pedestrian_2623317173,22.46,0.4492,"MultiLineString ((127.0005308 37.4972393, 127.0007479 37.4973448))"
pedestrian_3545,pedestrian_2622713699,pedestrian_2622713675,49.655,0.9931,"MultiLineString ((127.0005308 37.4972393, 127.0005077 37.4973623, 127.0005105 37.4975092, 127.000527 37.497684))"
pedestrian_3546,pedestrian_2622713699,pedestrian_2622713679,53.663,1.07326,"MultiLineString ((127.0005308 37.4972393, 127.0005545 37.4971129, 127.0003974 37.4968723, 127.0003284 37.4968088))"
pedestrian_3547,pedestrian_2622713700,pedestrian_3796948935,47.471,0.94942,"MultiLineString ((126.9995385 37.4973067, 126.9995838 37.4977321))"
pedestrian_3548,pedestrian_2622713700,pedestrian_2622713684,47.634,0.95268,"MultiLineString ((126.9995385 37.4973067, 126.9994968 37.4968796))"
pedestrian_3549,pedestrian_2622713700,pedestrian_2622713699,87.861,1.75722,"MultiLineString ((126.9995385 37.4973067, 127.0005308 37.4972393))"
pedestrian_3550,pedestrian_2622713701,pedestrian_2622713686,46.991,0.93982,"MultiLineString ((126.9996072 37.4981493, 126.9996303 37.4985715))"
pedestrian_3551,pedestrian_2622713701,pedestrian_2622713702,78.542,1.57084,"MultiLineString ((126.9996072 37.4981493, 127.0004939 37.4980858))"
pedestrian_3552,pedestrian_2622713701,pedestrian_3796948935,46.438,0.92876,"MultiLineString ((126.9996072 37.4981493, 126.9995849 37.4977426, 126.9995838 37.4977321))"
pedestrian_3553,pedestrian_2622713702,pedestrian_2622713675,44.774,0.89548,"MultiLineString ((127.0004939 37.4980858, 127.000527 37.497684))"
pedestrian_3554,pedestrian_2622713702,pedestrian_2622713701,78.542,1.57084,"MultiLineString ((127.0004939 37.4980858, 126.9996072 37.4981493))"
pedestrian_3555,pedestrian_2622713702,pedestrian_2623317218,28.094,0.56188,"MultiLineString ((127.0004939 37.4980858, 127.0004911 37.4981193, 127.0004087 37.4983284))"
pedestrian_3556,pedestrian_2622713702,pedestrian_2628399831,55.046,1.10092,"MultiLineString ((127.0004939 37.4980858, 127.0007107 37.4981036, 127.0008308 37.4977959))"
pedestrian_3557,pedestrian_2622713703,pedestrian_2622713684,53.539,1.07078,"MultiLineString ((127.0001001 37.4968274, 126.9994968 37.4968796))"
pedestrian_3558,pedestrian_2622713703,pedestrian_2622713679,20.247,0.40494,"MultiLineString ((127.0001001 37.4968274, 127.0003284 37.4968088))"
pedestrian_3559,pedestrian_2622713703,pedestrian_2622713704,50.907,1.01814,"MultiLineString ((127.0001001 37.4968274, 127.000058 37.4963708))"
pedestrian_3560,pedestrian_2622713704,pedestrian_2622713706,22.303,0.44606,"MultiLineString ((127.000058 37.4963708, 127.0000388 37.4961708))"
pedestrian_3561,pedestrian_2622713704,pedestrian_2622713703,50.907,1.01814,"MultiLineString ((127.000058 37.4963708, 127.0001001 37.4968274))"
pedestrian_3562,pedestrian_2622713704,pedestrian_2622713705,54.5,1.09,"MultiLineString ((127.000058 37.4963708, 126.9994421 37.4964088))"
pedestrian_3563,pedestrian_2622713705,pedestrian_2622713684,52.573,1.05146,"MultiLineString ((126.9994421 37.4964088, 126.9994968 37.4968796))"
pedestrian_3564,pedestrian_2622713705,pedestrian_2622713707,22.008,0.44016,"MultiLineString ((126.9994421 37.4964088, 126.9994208 37.4962116))"
pedestrian_3565,pedestrian_2622713705,pedestrian_2622713704,54.5,1.09,"MultiLineString ((126.9994421 37.4964088, 127.000058 37.4963708))"
pedestrian_3566,pedestrian_2622713706,pedestrian_4309614268,23.341,0.46682,"MultiLineString ((127.0000388 37.4961708, 127.0000187 37.4959615))"
pedestrian_3567,pedestrian_2622713706,pedestrian_2622713704,22.303,0.44606,"MultiLineString ((127.0000388 37.4961708, 127.000058 37.4963708))"
pedestrian_3568,pedestrian_2622713706,pedestrian_2622713707,54.709,1.09418,"MultiLineString ((127.0000388 37.4961708, 126.9994208 37.4962116))"
pedestrian_3569,pedestrian_2622713707,pedestrian_2622713705,22.008,0.44016,"MultiLineString ((126.9994208 37.4962116, 126.9994421 37.4964088))"
pedestrian_3570,pedestrian_2622713707,pedestrian_2622713697,24.073,0.48146,"MultiLineString ((126.9994208 37.4962116, 126.9993975 37.4959959))"
pedestrian_3571,pedestrian_2622713707,pedestrian_2622713706,54.709,1.09418,"MultiLineString ((126.9994208 37.4962116, 127.0000388 37.4961708))"
pedestrian_3572,pedestrian_2622767591,pedestrian_2623317178,6.384,0.12768,"MultiLineString ((127.0006337 37.4965014, 127.0006975 37.4964743))"
pedestrian_3573,pedestrian_2622767591,pedestrian_2622713679,43.518,0.87036,"MultiLineString ((127.0006337 37.4965014, 127.0003284 37.4968088))"
pedestrian_3574,pedestrian_2622767591,pedestrian_4310024349,63.67,1.2734,"MultiLineString ((127.0006337 37.4965014, 127.0005891 37.4959299))"
pedestrian_3575,pedestrian_2622767596,pedestrian_2622767605,56.6,1.132,"MultiLineString ((127.0018374 37.4952076, 127.0011983 37.4952521))"
pedestrian_3576,pedestrian_2622767596,pedestrian_2622767658,58.044,1.16088,"MultiLineString ((127.0018374 37.4952076, 127.0020009 37.4948004, 127.0021063 37.4947561))"
pedestrian_3577,pedestrian_2622767596,pedestrian_2622713695,83.913,1.67826,"MultiLineString ((127.0018374 37.4952076, 127.0015921 37.4954923, 127.0015013 37.4958635, 127.0014875 37.4958932))"
pedestrian_3578,pedestrian_2622767602,pedestrian_436842092,50.403,1.00806,"MultiLineString ((127.0021192 37.4932329, 127.0020137 37.4932983, 127.0016665 37.4935094))"
pedestrian_3579,pedestrian_2622767602,pedestrian_3038282510,9.988,0.19976,"MultiLineString ((127.0021192 37.4932329, 127.0021941 37.4931864, 127.0022085 37.4931777))"
pedestrian_3580,pedestrian_2622767602,pedestrian_2622767611,99.873,1.99746,"MultiLineString ((127.0021192 37.4932329, 127.0021236 37.4935318, 127.0021236 37.4938165, 127.0022553 37.4940652, 127.0022558 37.49411))"
pedestrian_3581,pedestrian_2622767603,pedestrian_436842100,71.067,1.42134,"MultiLineString ((127.0005398 37.4952979, 127.00049 37.49466))"
pedestrian_3582,pedestrian_2622767603,pedestrian_4310024349,70.41,1.4082,"MultiLineString ((127.0005398 37.4952979, 127.0005891 37.4959299))"
pedestrian_3583,pedestrian_2622767603,pedestrian_2622767605,58.317,1.16634,"MultiLineString ((127.0005398 37.4952979, 127.0011983 37.4952521))"
pedestrian_3584,pedestrian_2622767604,pedestrian_4310024349,63.312,1.26624,"MultiLineString ((127.001305 37.4958902, 127.0005891 37.4959299))"
pedestrian_3585,pedestrian_2622767604,pedestrian_2622767605,71.575,1.4315,"MultiLineString ((127.001305 37.4958902, 127.0011983 37.4952521))"
pedestrian_3586,pedestrian_2622767604,pedestrian_2622713695,16.118,0.32236,"MultiLineString ((127.001305 37.4958902, 127.0013359 37.4958885, 127.0014875 37.4958932))"
pedestrian_3587,pedestrian_2622767605,pedestrian_2622767596,56.6,1.132,"MultiLineString ((127.0011983 37.4952521, 127.0018374 37.4952076))"
pedestrian_3588,pedestrian_2622767605,pedestrian_2622767603,58.317,1.16634,"MultiLineString ((127.0011983 37.4952521, 127.0005398 37.4952979))"
pedestrian_3589,pedestrian_2622767605,pedestrian_2622767604,71.575,1.4315,"MultiLineString ((127.0011983 37.4952521, 127.001305 37.4958902))"
pedestrian_3590,pedestrian_2622767607,pedestrian_436842100,5.851,0.11702,"MultiLineString ((127.0005434 37.4946288, 127.00049 37.49466))"
pedestrian_3591,pedestrian_2622767607,pedestrian_2622767609,87.257,1.74514,"MultiLineString ((127.0005434 37.4946288, 127.0015304 37.4945783))"
pedestrian_3592,pedestrian_2622767607,pedestrian_2622767615,40.539,0.81078,"MultiLineString ((127.0005434 37.4946288, 127.00073 37.49452, 127.0008623 37.4944236, 127.0008883 37.4943913))"
pedestrian_3593,pedestrian_2622767608,pedestrian_2622767609,62.397,1.24794,"MultiLineString ((127.0022362 37.4945422, 127.0015304 37.4945783))"
pedestrian_3594,pedestrian_2622767608,pedestrian_2622767611,48.553,0.97106,"MultiLineString ((127.0022362 37.4945422, 127.0022598 37.4945049, 127.0022558 37.49411))"
pedestrian_3595,pedestrian_2622767608,pedestrian_2622767658,26.407,0.52814,"MultiLineString ((127.0022362 37.4945422, 127.0021537 37.4946724, 127.0021063 37.4947561))"
pedestrian_3596,pedestrian_2622767609,pedestrian_2622767608,62.397,1.24794,"MultiLineString ((127.0015304 37.4945783, 127.0022362 37.4945422))"
pedestrian_3597,pedestrian_2622767609,pedestrian_2622767607,87.257,1.74514,"MultiLineString ((127.0015304 37.4945783, 127.0005434 37.4946288))"
pedestrian_3598,pedestrian_2622767609,pedestrian_2622767612,45.381,0.90762,"MultiLineString ((127.0015304 37.4945783, 127.0014669 37.4941733))"
pedestrian_3599,pedestrian_2622767610,pedestrian_2622767612,44.305,0.8861,"MultiLineString ((127.0014049 37.4937779, 127.0014669 37.4941733))"
pedestrian_3600,pedestrian_2622767610,pedestrian_2622767615,82.325,1.6465,"MultiLineString ((127.0014049 37.4937779, 127.00136 37.49381, 127.00118 37.494, 127.00097 37.49429, 127.0008883 37.4943913))"
pedestrian_3601,pedestrian_2622767610,pedestrian_436842092,37.995,0.7599,"MultiLineString ((127.0014049 37.4937779, 127.0015 37.49371, 127.0016665 37.4935094))"
pedestrian_3602,pedestrian_2622767611,pedestrian_2622767612,69.955,1.3991,"MultiLineString ((127.0022558 37.49411, 127.0014669 37.4941733))"
pedestrian_3603,pedestrian_2622767611,pedestrian_2622767602,99.873,1.99746,"MultiLineString ((127.0022558 37.49411, 127.0022553 37.4940652, 127.0021236 37.4938165, 127.0021236 37.4935318, 127.0021192 37.4932329))"
pedestrian_3604,pedestrian_2622767611,pedestrian_2622767608,48.553,0.97106,"MultiLineString ((127.0022558 37.49411, 127.0022598 37.4945049, 127.0022362 37.4945422))"
pedestrian_3605,pedestrian_2622767612,pedestrian_2622767610,44.305,0.8861,"MultiLineString ((127.0014669 37.4941733, 127.0014049 37.4937779))"
pedestrian_3606,pedestrian_2622767612,pedestrian_2622767609,45.381,0.90762,"MultiLineString ((127.0014669 37.4941733, 127.0015304 37.4945783))"
pedestrian_3607,pedestrian_2622767612,pedestrian_2622767611,69.955,1.3991,"MultiLineString ((127.0014669 37.4941733, 127.0022558 37.49411))"
pedestrian_3608,pedestrian_2622767613,pedestrian_2622767614,46.977,0.93954,"MultiLineString ((126.9995594 37.4937781, 127.0000674 37.4936515))"
pedestrian_3609,pedestrian_2622767614,pedestrian_2622767617,35.618,0.71236,"MultiLineString ((127.0000674 37.4936515, 127.0003342 37.4938919))"
pedestrian_3610,pedestrian_2622767614,pedestrian_2622767616,47.22,0.9444,"MultiLineString ((127.0000674 37.4936515, 127.0003312 37.493282))"
pedestrian_3611,pedestrian_2622767614,pedestrian_2622767613,46.977,0.93954,"MultiLineString ((127.0000674 37.4936515, 126.9995594 37.4937781))"
pedestrian_3612,pedestrian_2622767615,pedestrian_2622767624,37.514,0.75028,"MultiLineString ((127.0008883 37.4943913, 127.0006073 37.4941381))"
pedestrian_3613,pedestrian_2622767615,pedestrian_2622767607,40.539,0.81078,"MultiLineString ((127.0008883 37.4943913, 127.0008623 37.4944236, 127.00073 37.49452, 127.0005434 37.4946288))"
pedestrian_3614,pedestrian_2622767615,pedestrian_2622767610,82.325,1.6465,"MultiLineString ((127.0008883 37.4943913, 127.00097 37.49429, 127.00118 37.494, 127.00136 37.49381, 127.0014049 37.4937779))"
pedestrian_3615,pedestrian_2622767616,pedestrian_2622767614,47.22,0.9444,"MultiLineString ((127.0003312 37.493282, 127.0000674 37.4936515))"
pedestrian_3616,pedestrian_2622767617,pedestrian_2622767624,36.469,0.72938,"MultiLineString ((127.0003342 37.4938919, 127.0006073 37.4941381))"
pedestrian_3617,pedestrian_2622767617,pedestrian_2622767614,35.618,0.71236,"MultiLineString ((127.0003342 37.4938919, 127.0000674 37.4936515))"
pedestrian_3618,pedestrian_2622767617,pedestrian_2622767629,158.547,3.17094,"MultiLineString ((127.0003342 37.4938919, 127.0004517 37.4937833, 127.000709 37.4932691, 127.0007416 37.493238, 127.0009 37.4932391, 127.0013603 37.4933905, 127.0015101 37.4934344, 127.0015546 37.4934558))"
pedestrian_3619,pedestrian_2622767617,pedestrian_2622767630,68.868,1.37736,"MultiLineString ((127.0003342 37.4938919, 126.9997189 37.4941476, 126.9996668 37.4942019))"
pedestrian_3620,pedestrian_2622767624,pedestrian_2622767615,37.514,0.75028,"MultiLineString ((127.0006073 37.4941381, 127.0008883 37.4943913))"
pedestrian_3621,pedestrian_2622767624,pedestrian_2622767617,36.469,0.72938,"MultiLineString ((127.0006073 37.4941381, 127.0003342 37.4938919))"
pedestrian_3622,pedestrian_2622767624,pedestrian_2622767629,129.428,2.58856,"MultiLineString ((127.0006073 37.4941381, 127.0006927 37.4940933, 127.0011226 37.4934861, 127.0012691 37.493543, 127.0014418 37.4935352, 127.0015546 37.4934558))"
pedestrian_3623,pedestrian_2622767624,pedestrian_2622767632,84.232,1.68464,"MultiLineString ((127.0006073 37.4941381, 127.0002205 37.4942949, 126.9998362 37.4945068, 126.9997839 37.4945042))"
pedestrian_3624,pedestrian_2622767629,pedestrian_436842092,11.532,0.23064,"MultiLineString ((127.0015546 37.4934558, 127.0016665 37.4935094))"
pedestrian_3625,pedestrian_2622767629,pedestrian_2622767617,158.547,3.17094,"MultiLineString ((127.0015546 37.4934558, 127.0015101 37.4934344, 127.0013603 37.4933905, 127.0009 37.4932391, 127.0007416 37.493238, 127.000709 37.4932691, 127.0004517 37.4937833, 127.0003342 37.4938919))"
pedestrian_3626,pedestrian_2622767629,pedestrian_2622767624,129.428,2.58856,"MultiLineString ((127.0015546 37.4934558, 127.0014418 37.4935352, 127.0012691 37.493543, 127.0011226 37.4934861, 127.0006927 37.4940933, 127.0006073 37.4941381))"
pedestrian_3627,pedestrian_2622767630,pedestrian_2622767632,35.166,0.70332,"MultiLineString ((126.9996668 37.4942019, 126.9997839 37.4945042))"
pedestrian_3628,pedestrian_2622767630,pedestrian_2622767631,46.193,0.92386,"MultiLineString ((126.9996668 37.4942019, 126.9991458 37.4942432))"
pedestrian_3629,pedestrian_2622767630,pedestrian_2622767617,68.868,1.37736,"MultiLineString ((126.9996668 37.4942019, 126.9997189 37.4941476, 127.0003342 37.4938919))"
pedestrian_3630,pedestrian_2622767631,pedestrian_2622767630,46.193,0.92386,"MultiLineString ((126.9991458 37.4942432, 126.9996668 37.4942019))"
pedestrian_3631,pedestrian_2622767632,pedestrian_2622767630,35.166,0.70332,"MultiLineString ((126.9997839 37.4945042, 126.9996668 37.4942019))"
pedestrian_3632,pedestrian_2622767632,pedestrian_436842103,37.897,0.75794,"MultiLineString ((126.9997839 37.4945042, 126.99991 37.49483))"
pedestrian_3633,pedestrian_2622767632,pedestrian_2622767633,55.334,1.10668,"MultiLineString ((126.9997839 37.4945042, 126.999162 37.4945688))"
pedestrian_3634,pedestrian_2622767632,pedestrian_2622767624,84.232,1.68464,"MultiLineString ((126.9997839 37.4945042, 126.9998362 37.4945068, 127.0002205 37.4942949, 127.0006073 37.4941381))"
pedestrian_3635,pedestrian_2622767633,pedestrian_2622767632,55.334,1.10668,"MultiLineString ((126.999162 37.4945688, 126.9997839 37.4945042))"
pedestrian_3636,pedestrian_2622767637,pedestrian_7888119774,17.569,0.35138,"MultiLineString ((127.0043892 37.4985277, 127.0041904 37.4985371))"
pedestrian_3637,pedestrian_2622767637,pedestrian_7888119775,51.84,1.0368,"MultiLineString ((127.0043892 37.4985277, 127.004285 37.4987659, 127.0042162 37.4989729))"
pedestrian_3638,pedestrian_2622767637,pedestrian_3141755844,22.911,0.45822,"MultiLineString ((127.0043892 37.4985277, 127.0044309 37.4984388, 127.0044824 37.4983354))"
pedestrian_3639,pedestrian_2622767638,pedestrian_2622767641,57.468,1.14936,"MultiLineString ((127.0021197 37.4985313, 127.0021257 37.4980145))"
pedestrian_3640,pedestrian_2622767638,pedestrian_2622767646,36.979,0.73958,"MultiLineString ((127.0021197 37.4985313, 127.0021119 37.4988638))"
pedestrian_3641,pedestrian_2622767638,pedestrian_7888195499,84.899,1.69798,"MultiLineString ((127.0021197 37.4985313, 127.0026581 37.4985029, 127.0030802 37.4985219))"
pedestrian_3642,pedestrian_2622767639,pedestrian_2622767646,49.936,0.99872,"MultiLineString ((127.0020147 37.4993045, 127.0021079 37.498981, 127.0021119 37.4988638))"
pedestrian_3643,pedestrian_2622767641,pedestrian_2622767638,57.468,1.14936,"MultiLineString ((127.0021257 37.4980145, 127.0021197 37.4985313))"
pedestrian_3644,pedestrian_2622767641,pedestrian_2622767645,41.125,0.8225,"MultiLineString ((127.0021257 37.4980145, 127.0017282 37.4978213))"
pedestrian_3645,pedestrian_2622767641,pedestrian_4662908118,39.272,0.78544,"MultiLineString ((127.0021257 37.4980145, 127.0022552 37.4980775, 127.0023932 37.4981438, 127.0024412 37.4980463))"
pedestrian_3646,pedestrian_2622767643,pedestrian_2622767648,60.615,1.2123,"MultiLineString ((127.0014887 37.4992285, 127.0016027 37.4991079, 127.0016411 37.4987147))"
pedestrian_3647,pedestrian_2622767643,pedestrian_2623317184,61.506,1.23012,"MultiLineString ((127.0014887 37.4992285, 127.0008935 37.4991815, 127.0007998 37.499207))"
pedestrian_3648,pedestrian_2622767643,pedestrian_2623317192,116.604,2.33208,"MultiLineString ((127.0014887 37.4992285, 127.0016062 37.4993175, 127.0015727 37.4995884, 127.0007603 37.4995257))"
pedestrian_3649,pedestrian_2622767643,pedestrian_2623317224,101.778,2.03556,"MultiLineString ((127.0014887 37.4992285, 127.0014658 37.4991551, 127.0015636 37.498319))"
pedestrian_3650,pedestrian_2622767645,pedestrian_2622767651,34.377,0.68754,"MultiLineString ((127.0017282 37.4978213, 127.0014024 37.4976517))"
pedestrian_3651,pedestrian_2622767645,pedestrian_2622767641,41.125,0.8225,"MultiLineString ((127.0017282 37.4978213, 127.0021257 37.4980145))"
pedestrian_3652,pedestrian_2622767645,pedestrian_2622767648,99.638,1.99276,"MultiLineString ((127.0017282 37.4978213, 127.0016411 37.4987147))"
pedestrian_3653,pedestrian_2622767646,pedestrian_2622767638,36.979,0.73958,"MultiLineString ((127.0021119 37.4988638, 127.0021197 37.4985313))"
pedestrian_3654,pedestrian_2622767646,pedestrian_2622767639,49.936,0.99872,"MultiLineString ((127.0021119 37.4988638, 127.0021079 37.498981, 127.0020147 37.4993045))"
pedestrian_3655,pedestrian_2622767646,pedestrian_2622767648,45.12,0.9024,"MultiLineString ((127.0021119 37.4988638, 127.0018082 37.4987403, 127.0016411 37.4987147))"
pedestrian_3656,pedestrian_2622767648,pedestrian_2622767645,99.638,1.99276,"MultiLineString ((127.0016411 37.4987147, 127.0017282 37.4978213))"
pedestrian_3657,pedestrian_2622767648,pedestrian_2622767643,60.615,1.2123,"MultiLineString ((127.0016411 37.4987147, 127.0016027 37.4991079, 127.0014887 37.4992285))"
pedestrian_3658,pedestrian_2622767648,pedestrian_2622767646,45.12,0.9024,"MultiLineString ((127.0016411 37.4987147, 127.0018082 37.4987403, 127.0021119 37.4988638))"
pedestrian_3659,pedestrian_2622767649,pedestrian_2622767651,63.5,1.27,"MultiLineString ((127.0012743 37.4982099, 127.0013166 37.4981453, 127.0014024 37.4976517))"
pedestrian_3660,pedestrian_2622767651,pedestrian_11886944730,6.857,0.13714,"MultiLineString ((127.0014024 37.4976517, 127.0013355 37.4976203))"
pedestrian_3661,pedestrian_2622767651,pedestrian_2622767645,34.377,0.68754,"MultiLineString ((127.0014024 37.4976517, 127.0017282 37.4978213))"
pedestrian_3662,pedestrian_2622767651,pedestrian_2622767649,63.5,1.27,"MultiLineString ((127.0014024 37.4976517, 127.0013166 37.4981453, 127.0012743 37.4982099))"
pedestrian_3663,pedestrian_2622767658,pedestrian_2622767608,26.407,0.52814,"MultiLineString ((127.0021063 37.4947561, 127.0021537 37.4946724, 127.0022362 37.4945422))"
pedestrian_3664,pedestrian_2622767658,pedestrian_2622767596,58.044,1.16088,"MultiLineString ((127.0021063 37.4947561, 127.0020009 37.4948004, 127.0018374 37.4952076))"
pedestrian_3665,pedestrian_2622767658,pedestrian_4662918754,163.555,3.2711,"MultiLineString ((127.0021063 37.4947561, 127.0021495 37.4948397, 127.0019671 37.4957718, 127.0023304 37.4961006))"
pedestrian_3666,pedestrian_2622809978,pedestrian_11428505033,17.097,0.34194,"MultiLineString ((126.9973491 37.4996919, 126.9974219 37.4995494))"
pedestrian_3667,pedestrian_2622809978,pedestrian_11428504988,22.378,0.44756,"MultiLineString ((126.9973491 37.4996919, 126.9971233 37.4996002))"
pedestrian_3668,pedestrian_2622809978,pedestrian_436853888,63.336,1.26672,"MultiLineString ((126.9973491 37.4996919, 126.9977566 37.4998474, 126.9979961 37.4999388))"
pedestrian_3669,pedestrian_2622809982,pedestrian_2622809984,93.246,1.86492,"MultiLineString ((126.9975838 37.4969769, 126.9974994 37.496141))"
pedestrian_3670,pedestrian_2622809982,pedestrian_2622810001,94.631,1.89262,"MultiLineString ((126.9975838 37.4969769, 126.9976503 37.4978263))"
pedestrian_3671,pedestrian_2622809982,pedestrian_2622810026,29.317,0.58634,"MultiLineString ((126.9975838 37.4969769, 126.9972521 37.496993))"
pedestrian_3672,pedestrian_2622809982,pedestrian_2622713681,61.642,1.23284,"MultiLineString ((126.9975838 37.4969769, 126.9982812 37.4969427))"
pedestrian_3673,pedestrian_2622809984,pedestrian_2385935469,143.871,2.87742,"MultiLineString ((126.9974994 37.496141, 126.9973641 37.4948516))"
pedestrian_3674,pedestrian_2622809984,pedestrian_2622809982,93.246,1.86492,"MultiLineString ((126.9974994 37.496141, 126.9975838 37.4969769))"
pedestrian_3675,pedestrian_2622809984,pedestrian_2622810027,48.787,0.97574,"MultiLineString ((126.9974994 37.496141, 126.9969473 37.4961661))"
pedestrian_3676,pedestrian_2622809984,pedestrian_436853883,61.452,1.22904,"MultiLineString ((126.9974994 37.496141, 126.9981374 37.4961187, 126.9981951 37.4961145))"
pedestrian_3677,pedestrian_2622809986,pedestrian_11428504960,16.149,0.32298,"MultiLineString ((126.9969393 37.4995233, 126.9969915 37.4993841))"
pedestrian_3678,pedestrian_2622809986,pedestrian_2385987945,8.285,0.1657,"MultiLineString ((126.9969393 37.4995233, 126.996853 37.4994939))"
pedestrian_3679,pedestrian_2622809986,pedestrian_11428504988,18.348,0.36696,"MultiLineString ((126.9969393 37.4995233, 126.9970471 37.4995697, 126.9971233 37.4996002))"
pedestrian_3680,pedestrian_2622809990,pedestrian_2622810003,23.843,0.47686,"MultiLineString ((126.9969997 37.4980969, 126.9969957 37.4978825))"
pedestrian_3681,pedestrian_2622809990,pedestrian_2622809999,69.807,1.39614,"MultiLineString ((126.9969997 37.4980969, 126.9970275 37.4987243))"
pedestrian_3682,pedestrian_2622809990,pedestrian_9787551398,22.664,0.45328,"MultiLineString ((126.9969997 37.4980969, 126.9972566 37.4980973))"
pedestrian_3683,pedestrian_2622809999,pedestrian_2622809990,69.807,1.39614,"MultiLineString ((126.9970275 37.4987243, 126.9969997 37.4980969))"
pedestrian_3684,pedestrian_2622809999,pedestrian_2622810033,12.183,0.24366,"MultiLineString ((126.9970275 37.4987243, 126.9970323 37.4988338))"
