uuid,name,floating_population,area,geometry
commercialdistrict_14,사당역,8060,17720.44631,"MultiPolygon (((126.98272547 37.47620866, 126.98282015 37.47619674, 126.98282729 37.47619678, 126.98290759 37.47618504, 126.98304769 37.47616456, 126.983088 37.47616002, 126.98311809 37.47615474, 126.98314361 37.47615054, 126.9835061 37.47608724, 126.9834812 37.47599679, 126.98353101 37.47596545, 126.98353099 37.47593795, 126.9835817 37.4758408, 126.98364218 37.47577948, 126.98367704 37.47575501, 126.98362405 37.47565262, 126.98359438 37.47551297, 126.98362615 37.4754945, 126.98365159 37.47548927, 126.98366685 37.47548232, 126.98373153 37.47547473, 126.98380953 37.47548517, 126.98395711 37.47549426, 126.98402471 37.47550402, 126.98407052 37.47550975, 126.9841667 37.47554692, 126.98438361 37.47567129, 126.98438207 37.47564894, 126.98429224 37.47558888, 126.98425743 37.4755267, 126.98425609 37.47546444, 126.98417743 37.47534865, 126.98413471 37.47530927, 126.98406859 37.47524835, 126.98402124 37.47517627, 126.98395534 37.47511175, 126.9839402 37.47510057, 126.98343462 37.47513667, 126.98324251 37.47515038, 126.98313106 37.47515834, 126.98310773 37.47516001, 126.98308766 37.47516144, 126.98307256 37.47516253, 126.98297506 37.47516953, 126.9827927 37.47518256, 126.98266687 37.47519154, 126.98260539 37.47519593, 126.9825822 37.47519759, 126.98213616 37.47522944, 126.98211336 37.47523107, 126.9820045 37.47523884, 126.98198414 37.4753145, 126.98195261 37.47555, 126.98194792 37.47561453, 126.98193619 37.47565936, 126.98193347 37.47572842, 126.98193023 37.47578236, 126.98192366 37.47583958, 126.98192186 37.47593379, 126.98197957 37.47598038, 126.98199949 37.47599561, 126.98202248 37.47601228, 126.98217603 37.4761242, 126.98222287 37.47615901, 126.98224104 37.47617298, 126.98224366 37.47617492, 126.98234584 37.47625046, 126.98235234 37.47625566, 126.98253271 37.47623294, 126.98256755 37.47622856, 126.98264923 37.47621826, 126.98272547 37.47620866)))"
commercialdistrict_27,사당역,6910,14004.33097,"MultiPolygon (((126.9846105 37.47648254, 126.984573 37.47636531, 126.98437311 37.47639808, 126.98407215 37.47644732, 126.98362727 37.47652014, 126.98312191 37.47660972, 126.98312427 37.47662837, 126.98313262 37.47667297, 126.98315928 37.47681441, 126.98302547 37.47683206, 126.98302541 37.47683207, 126.98288047 37.47684934, 126.98264543 37.47687733, 126.98233802 37.47691404, 126.98224419 37.4769252, 126.98221863 37.47695042, 126.982087 37.47708087, 126.9820109 37.47715627, 126.98196508 37.47727159, 126.9819689 37.47736196, 126.98197295 37.47745936, 126.98197441 37.4774954, 126.98197587 37.47753153, 126.9819807 37.47762037, 126.98198881 37.47776525, 126.98200006 37.47796933, 126.98200186 37.47800276, 126.98200388 37.4780388, 126.98201131 37.47817287, 126.98201739 37.47828387, 126.98212897 37.47828002, 126.98215294 37.47827921, 126.98219805 37.47827759, 126.98222202 37.47827679, 126.98231552 37.47827356, 126.98235894 37.47824473, 126.9823749 37.47818761, 126.98242367 37.47801346, 126.9824254 37.47800571, 126.98244766 37.47790588, 126.98246521 37.47781011, 126.9824677 37.47778857, 126.98247495 37.47772523, 126.98247631 37.4777137, 126.98248063 37.47761694, 126.9824888 37.47753377, 126.98249209 37.4774598, 126.9824963 37.47736646, 126.98249664 37.47735898, 126.98250978 37.47723807, 126.98251572 37.47713003, 126.98323904 37.47701924, 126.9834898 37.47698207, 126.98373559 37.47694561, 126.98418092 37.47687964, 126.98430223 37.47686173, 126.98447555 37.47683598, 126.98456012 37.47681905, 126.98466979 37.47679709, 126.98469874 37.47675835, 126.98464858 37.47660156, 126.98464496 37.47659039, 126.9846105 37.47648254)))"
commercialdistrict_19,신논현역 인근,4888,55025.7773,"MultiPolygon (((127.02601895 37.5006318, 127.02581016 37.50056851, 127.02563995 37.50051691, 127.02550219 37.50047513, 127.02535629 37.50043093, 127.02521039 37.50038672, 127.02509333 37.50035124, 127.02495965 37.50031072, 127.02468764 37.50022824, 127.02465024 37.50021691, 127.02460387 37.50031403, 127.02456669 37.50039171, 127.02452419 37.50048083, 127.02451617 37.50049768, 127.02447729 37.50057895, 127.02441479 37.50070988, 127.02426923 37.50101454, 127.02420356 37.50115213, 127.02413778 37.50128973, 127.02406116 37.50145021, 127.02400058 37.50157708, 127.02390949 37.50176775, 127.02383274 37.50192859, 127.02374572 37.5021107, 127.02365428 37.50230209, 127.02348995 37.50264612, 127.0235275 37.50266621, 127.02335207 37.50299078, 127.02334111 37.50300682, 127.02332336 37.50303926, 127.02329206 37.50310477, 127.02321768 37.50326056, 127.02315247 37.50339699, 127.02308737 37.50353341, 127.02294993 37.50382113, 127.02390747 37.50411053, 127.02397092 37.5041297, 127.02425207 37.50421491, 127.02431905 37.50419091, 127.02437465 37.50407449, 127.02441851 37.50398258, 127.02445188 37.50391272, 127.02452919 37.50375092, 127.02460646 37.50358916, 127.02466908 37.50345824, 127.02472819 37.50333443, 127.02484505 37.50308978, 127.02497129 37.50282541, 127.02502 37.5027234, 127.0250643 37.50263077, 127.02510205 37.50255175, 127.02512624 37.5025012, 127.02517891 37.50239099, 127.0253221 37.50209102, 127.02538347 37.50196235, 127.02541568 37.50189495, 127.02551219 37.50169283, 127.0256043 37.50149991, 127.02569448 37.50131122, 127.02576896 37.50115524, 127.02584152 37.50100323, 127.02591418 37.50085122, 127.02598674 37.5006992, 127.02601895 37.5006318)))"
commercialdistrict_8,양재역,58533,2805.27016,"MultiPolygon (((127.03102273 37.48430887, 127.03088128 37.48428917, 127.0308262 37.48453228, 127.03083729 37.48453382, 127.03096764 37.48455201, 127.0310061 37.48455734, 127.03096344 37.48475794, 127.03111937 37.48477961, 127.03133658 37.48480974, 127.0314847 37.48483034, 127.0315346 37.48463102, 127.03153347 37.48463087, 127.03158854 37.48438756, 127.03144155 37.48436705, 127.031339 37.48435284, 127.03116419 37.48432847, 127.03102273 37.48430887)))"
commercialdistrict_11,양재역,1352,390340.0807,"MultiPolygon (((127.03902362 37.45798215, 127.0389577 37.45790497, 127.03692473 37.45793506, 127.03675293 37.45793764, 127.03673111 37.45793791, 127.03665173 37.45793371, 127.03655016 37.45792833, 127.03559541 37.45813956, 127.03521713 37.45822324, 127.0350821 37.45825311, 127.03507045 37.45847621, 127.03506339 37.45861145, 127.0350568 37.45873864, 127.03505487 37.45877588, 127.03504383 37.45885662, 127.03504288 37.45900546, 127.03499436 37.45918712, 127.03495358 37.45975873, 127.03494684 37.45985307, 127.03505514 37.4598879, 127.03517192 37.45992923, 127.03528677 37.4599737, 127.03539971 37.46002134, 127.03551039 37.46007212, 127.03561892 37.46012597, 127.03572497 37.4601827, 127.03582842 37.46024241, 127.03592927 37.46030491, 127.03602729 37.46037011, 127.03612249 37.46043811, 127.03620413 37.46049818, 127.03646905 37.46069407, 127.03820558 37.46197757, 127.03824051 37.46198062, 127.03830936 37.46199943, 127.03837933 37.46201518, 127.03843664 37.46202534, 127.03846049 37.46202912, 127.03993408 37.46179628, 127.04010632 37.4617691, 127.04029247 37.46173967, 127.04047706 37.46154508, 127.04128478 37.46069345, 127.0411814 37.46056455, 127.041002 37.46044121, 127.04094426 37.46040152, 127.0408098 37.46030908, 127.0407021 37.46023504, 127.04066298 37.46018785, 127.04057167 37.46007772, 127.0404758 37.45996206, 127.0404288 37.45990536, 127.0403645 37.4598278, 127.04032934 37.4597854, 127.04030089 37.45975107, 127.04023985 37.45967745, 127.04004769 37.45944564, 127.04001152 37.45940201, 127.03996241 37.45930421, 127.03977833 37.45893762, 127.03970706 37.45879565, 127.03969288 37.45876746, 127.0396902 37.45876213, 127.03967369 37.45874285, 127.03955592 37.45860504, 127.03924118 37.45823676, 127.03920752 37.45819736, 127.03910947 37.45808251, 127.0390996 37.45807098, 127.03902362 37.45798215)),((127.04729243 37.46202981, 127.04742125 37.46180939, 127.04743198 37.46179102, 127.047678 37.46137005, 127.04769341 37.46134368, 127.04775271 37.46124221, 127.04780111 37.4611594, 127.04784875 37.46107786, 127.04789364 37.46091882, 127.04682028 37.4614274, 127.0461667 37.46156505, 127.0459765 37.46160504, 127.04593841 37.46161307, 127.0454313 37.46171985, 127.04522674 37.46176588, 127.04442881 37.4618833, 127.04407957 37.46193478, 127.04362747 37.46196468, 127.04342399 37.46193772, 127.04258759 37.46198757, 127.04226552 37.46211382, 127.04187571 37.46239985, 127.04185617 37.46242472, 127.04172379 37.46259325, 127.04172617 37.46282823, 127.04172761 37.46296897, 127.04173905 37.46406864, 127.04174258 37.46412973, 127.04175053 37.46419054, 127.04176299 37.464251, 127.04177987 37.46431073, 127.04179357 37.4643501, 127.04185938 37.46439774, 127.04192395 37.46444448, 127.04292867 37.4651716, 127.04296383 37.465197, 127.0431448 37.46518819, 127.04396298 37.46443043, 127.04405155 37.4643485, 127.04459801 37.46384238, 127.04470252 37.46374774, 127.04481877 37.46364814, 127.04493808 37.46355087, 127.04506021 37.46345586, 127.04518517 37.46336319, 127.04531296 37.46327305, 127.04541194 37.46320652, 127.04544346 37.46318533, 127.04557657 37.46310014, 127.04571216 37.46301755, 127.04585024 37.46293758, 127.04591657 37.46290107, 127.04599069 37.46286031, 127.04613341 37.46278584, 127.0462785 37.46271406, 127.04642551 37.46264508, 127.04657468 37.46257898, 127.04719508 37.46233745, 127.04720771 37.46229744, 127.04721572 37.46227213, 127.0472855 37.46205173, 127.04729243 37.46202981)),((127.03599776 37.4609594, 127.03582886 37.46095745, 127.03435957 37.46221873, 127.03427431 37.46229163, 127.03428637 37.46231642, 127.03433003 37.46240624, 127.03537253 37.46315756, 127.03553558 37.46328219, 127.0351095 37.46367175, 127.03741154 37.46506177, 127.03773918 37.46471614, 127.03798366 37.46445864, 127.0380371 37.46440231, 127.03799387 37.46360188, 127.03798212 37.46338528, 127.03797403 37.46323517, 127.03796764 37.46311786, 127.03795555 37.46289289, 127.03793798 37.4625688, 127.03793945 37.46255664, 127.03794487 37.46254519, 127.03795402 37.46253537, 127.03796622 37.46252789, 127.03798035 37.4625232, 127.03798148 37.46252311, 127.03797865 37.46251554, 127.03795364 37.46246095, 127.03792491 37.46240753, 127.03789697 37.46236591, 127.03788758 37.46235681, 127.0378047 37.46229557, 127.03759744 37.46214246, 127.03726569 37.4618974, 127.03686553 37.46160127, 127.03599776 37.4609594)),((127.04471622 37.47657334, 127.04424552 37.47626311, 127.04416575 37.47634, 127.04411253 37.47638903, 127.04405648 37.47643599, 127.04399783 37.47648088, 127.04393658 37.47652361, 127.04387307 37.476564, 127.04384289 37.4765814, 127.04380718 37.47660196, 127.04345659 37.47679445, 127.04304814 37.47701876, 127.04302762 37.47710743, 127.04323045 37.47734216, 127.04338566 37.47752176, 127.04343114 37.47757166, 127.04347955 37.47761985, 127.04353091 37.47766596, 127.04355918 37.47768901, 127.04358508 37.47771009, 127.04364186 37.47775206, 127.04370113 37.47779177, 127.04376276 37.47782914, 127.04382666 37.47786398, 127.04389259 37.47789631, 127.04396044 37.4779261, 127.04430873 37.47807005, 127.04451931 37.47800429, 127.0445542 37.47792688, 127.04469647 37.47761175, 127.04477958 37.47742764, 127.04481277 37.47735943, 127.04485027 37.47729265, 127.0448715 37.4772593, 127.04489172 37.4772274, 127.04493725 37.47716386, 127.0449865 37.47710213, 127.0450396 37.47704246, 127.04509632 37.47698487, 127.04519553 37.47688923, 127.04471622 37.47657334)),((127.03945849 37.48470569, 127.03885705 37.48462227, 127.03876929 37.48502459, 127.03937062 37.48510793, 127.03945849 37.48470569)))"
commercialdistrict_16,양재역,59163,2187.789567,"MultiPolygon (((127.03722675 37.48093505, 127.03722897 37.48093315, 127.0372314 37.48093112, 127.03723342 37.48092951, 127.03723539 37.48092793, 127.0372376 37.48092614, 127.03729937 37.48087856, 127.03729937 37.48087855, 127.03718829 37.48074848, 127.03716182 37.48072679, 127.03710202 37.48062896, 127.03705625 37.48065159, 127.036726 37.48081357, 127.03642042 37.48096401, 127.03647058 37.48096953, 127.03668542 37.48103794, 127.03682677 37.48109286, 127.03691045 37.48112077, 127.03693307 37.48114599, 127.03703641 37.48115271, 127.03703935 37.48115323, 127.03704003 37.48115226, 127.03712885 37.4810472, 127.03714002 37.48103333, 127.03715031 37.48102057, 127.03715689 37.48101239, 127.03716337 37.48100435, 127.03716617 37.48100067, 127.03716778 37.48099846, 127.03716865 37.48099726, 127.03716939 37.48099624, 127.03716997 37.48099544, 127.0371727 37.48099178, 127.03717578 37.48098778, 127.03717718 37.48098595, 127.0371787 37.4809841, 127.03717999 37.48098251, 127.03718161 37.48098048, 127.03718269 37.4809792, 127.03718365 37.48097801, 127.03718486 37.48097665, 127.03718593 37.48097541, 127.03718676 37.48097444, 127.03718785 37.48097316, 127.03718981 37.48097093, 127.0371912 37.48096943, 127.03719274 37.48096777, 127.03719374 37.48096665, 127.0371966 37.48096356, 127.03719882 37.48096125, 127.03720076 37.48095925, 127.03720225 37.48095764, 127.0372038 37.48095613, 127.03720529 37.48095467, 127.03720772 37.48095226, 127.0372091 37.48095089, 127.03721065 37.48094946, 127.03721166 37.48094852, 127.03721377 37.48094654, 127.03721467 37.48094567, 127.0372155 37.48094492, 127.03721729 37.48094329, 127.03721956 37.48094129, 127.03722046 37.48094047, 127.03722155 37.48093951, 127.03722241 37.48093874, 127.03722294 37.48093826, 127.03722675 37.48093505)))"
commercialdistrict_17,양재역,1386,2187.789567,"MultiPolygon (((127.03722675 37.48093505, 127.03722897 37.48093315, 127.0372314 37.48093112, 127.03723342 37.48092951, 127.03723539 37.48092793, 127.0372376 37.48092614, 127.03729937 37.48087856, 127.03729937 37.48087855, 127.03718829 37.48074848, 127.03716182 37.48072679, 127.03710202 37.48062896, 127.03705625 37.48065159, 127.036726 37.48081357, 127.03642042 37.48096401, 127.03647058 37.48096953, 127.03668542 37.48103794, 127.03682677 37.48109286, 127.03691045 37.48112077, 127.03693307 37.48114599, 127.03703641 37.48115271, 127.03703935 37.48115323, 127.03704003 37.48115226, 127.03712885 37.4810472, 127.03714002 37.48103333, 127.03715031 37.48102057, 127.03715689 37.48101239, 127.03716337 37.48100435, 127.03716617 37.48100067, 127.03716778 37.48099846, 127.03716865 37.48099726, 127.03716939 37.48099624, 127.03716997 37.48099544, 127.0371727 37.48099178, 127.03717578 37.48098778, 127.03717718 37.48098595, 127.0371787 37.4809841, 127.03717999 37.48098251, 127.03718161 37.48098048, 127.03718269 37.4809792, 127.03718365 37.48097801, 127.03718486 37.48097665, 127.03718593 37.48097541, 127.03718676 37.48097444, 127.03718785 37.48097316, 127.03718981 37.48097093, 127.0371912 37.48096943, 127.03719274 37.48096777, 127.03719374 37.48096665, 127.0371966 37.48096356, 127.03719882 37.48096125, 127.03720076 37.48095925, 127.03720225 37.48095764, 127.0372038 37.48095613, 127.03720529 37.48095467, 127.03720772 37.48095226, 127.0372091 37.48095089, 127.03721065 37.48094946, 127.03721166 37.48094852, 127.03721377 37.48094654, 127.03721467 37.48094567, 127.0372155 37.48094492, 127.03721729 37.48094329, 127.03721956 37.48094129, 127.03722046 37.48094047, 127.03722155 37.48093951, 127.03722241 37.48093874, 127.03722294 37.48093826, 127.03722675 37.48093505)))"
commercialdistrict_18,양재역,1485,2187.789567,"MultiPolygon (((127.03722675 37.48093505, 127.03722897 37.48093315, 127.0372314 37.48093112, 127.03723342 37.48092951, 127.03723539 37.48092793, 127.0372376 37.48092614, 127.03729937 37.48087856, 127.03729937 37.48087855, 127.03718829 37.48074848, 127.03716182 37.48072679, 127.03710202 37.48062896, 127.03705625 37.48065159, 127.036726 37.48081357, 127.03642042 37.48096401, 127.03647058 37.48096953, 127.03668542 37.48103794, 127.03682677 37.48109286, 127.03691045 37.48112077, 127.03693307 37.48114599, 127.03703641 37.48115271, 127.03703935 37.48115323, 127.03704003 37.48115226, 127.03712885 37.4810472, 127.03714002 37.48103333, 127.03715031 37.48102057, 127.03715689 37.48101239, 127.03716337 37.48100435, 127.03716617 37.48100067, 127.03716778 37.48099846, 127.03716865 37.48099726, 127.03716939 37.48099624, 127.03716997 37.48099544, 127.0371727 37.48099178, 127.03717578 37.48098778, 127.03717718 37.48098595, 127.0371787 37.4809841, 127.03717999 37.48098251, 127.03718161 37.48098048, 127.03718269 37.4809792, 127.03718365 37.48097801, 127.03718486 37.48097665, 127.03718593 37.48097541, 127.03718676 37.48097444, 127.03718785 37.48097316, 127.03718981 37.48097093, 127.0371912 37.48096943, 127.03719274 37.48096777, 127.03719374 37.48096665, 127.0371966 37.48096356, 127.03719882 37.48096125, 127.03720076 37.48095925, 127.03720225 37.48095764, 127.0372038 37.48095613, 127.03720529 37.48095467, 127.03720772 37.48095226, 127.0372091 37.48095089, 127.03721065 37.48094946, 127.03721166 37.48094852, 127.03721377 37.48094654, 127.03721467 37.48094567, 127.0372155 37.48094492, 127.03721729 37.48094329, 127.03721956 37.48094129, 127.03722046 37.48094047, 127.03722155 37.48093951, 127.03722241 37.48093874, 127.03722294 37.48093826, 127.03722675 37.48093505)))"
commercialdistrict_20,양재역 인근,562,4375.962622,"MultiPolygon (((127.03282145 37.48638629, 127.03268039 37.48636619, 127.03268034 37.48636628, 127.03211114 37.48755574, 127.03132946 37.48920915, 127.03114919 37.48926825, 127.03120482 37.48928532, 127.03133306 37.48932466, 127.03143628 37.48928796, 127.03151853 37.48911576, 127.03155626 37.48903655, 127.03159185 37.48896203, 127.03162405 37.48889463, 127.0316898 37.48875685, 127.03174821 37.48863439, 127.03188129 37.48835567, 127.03189745 37.48832197, 127.03193839 37.48823611, 127.0319732 37.48816312, 127.03202534 37.4880538, 127.03215469 37.48778293, 127.03218689 37.48771561, 127.03228936 37.48750088, 127.0323873 37.4872956, 127.03241148 37.48724505, 127.03245486 37.48715413, 127.03250479 37.48704969, 127.03258252 37.48688677, 127.03262454 37.48679873, 127.03266013 37.48672421, 127.03278677 37.48645892, 127.03282145 37.48638629)))"
commercialdistrict_21,양재역 인근,2288,44330.37555,"MultiPolygon (((127.02894778 37.48677411, 127.02897917 37.48670854, 127.02907192 37.48651499, 127.02920118 37.4862452, 127.02924016 37.48615626, 127.02924931 37.4861149, 127.02927142 37.48601506, 127.02933904 37.48570988, 127.02936365 37.48559905, 127.02937155 37.48556355, 127.02939604 37.48545272, 127.0294167 37.48535964, 127.02944221 37.48524431, 127.02945011 37.48520881, 127.02953668 37.48481793, 127.02958048 37.48462042, 127.0293142 37.48458336, 127.02914708 37.48456016, 127.0287926 37.48451086, 127.02850856 37.48447131, 127.02838238 37.48445375, 127.02834519 37.48447448, 127.02830749 37.48464387, 127.02846221 37.48484026, 127.02695523 37.48557577, 127.02717957 37.48604996, 127.02746856 37.48666086, 127.02749529 37.4867272, 127.02752084 37.48679059, 127.02763173 37.48702717, 127.02813925 37.48718047, 127.02867559 37.48734247, 127.02893172 37.48680766, 127.02894778 37.48677411)))"
commercialdistrict_22,양재역 인근,21002,2187.785911,"MultiPolygon (((127.03729937 37.48087856, 127.03718829 37.48074848, 127.03716182 37.48072679, 127.03710202 37.48062896, 127.03705625 37.48065159, 127.036726 37.48081357, 127.03642042 37.48096401, 127.03647058 37.48096953, 127.03668542 37.48103794, 127.03682677 37.48109286, 127.03691045 37.48112077, 127.03693307 37.48114599, 127.03703641 37.48115271, 127.03703935 37.48115323, 127.03704003 37.48115226, 127.03712885 37.4810472, 127.03714002 37.48103333, 127.03715031 37.48102057, 127.03715689 37.48101239, 127.03716337 37.48100435, 127.03716617 37.48100067, 127.03716778 37.48099846, 127.03716865 37.48099726, 127.03716939 37.48099624, 127.03716997 37.48099544, 127.0371727 37.48099178, 127.03717578 37.48098778, 127.03717718 37.48098595, 127.0371787 37.4809841, 127.03717999 37.48098251, 127.03718161 37.48098048, 127.03718269 37.4809792, 127.03718365 37.48097801, 127.03718486 37.48097665, 127.03718593 37.48097541, 127.03718676 37.48097444, 127.03718785 37.48097316, 127.03718981 37.48097093, 127.0371912 37.48096943, 127.03719274 37.48096777, 127.03719374 37.48096665, 127.0371966 37.48096356, 127.03719882 37.48096125, 127.03720076 37.48095925, 127.03720225 37.48095764, 127.0372038 37.48095613, 127.03720529 37.48095467, 127.03720772 37.48095226, 127.0372091 37.48095089, 127.03721065 37.48094946, 127.03721166 37.48094852, 127.03721377 37.48094654, 127.03721467 37.48094567, 127.0372155 37.48094492, 127.03721729 37.48094329, 127.03721956 37.48094129, 127.03722046 37.48094047, 127.03722155 37.48093951, 127.03722207 37.48093905, 127.03722241 37.48093874, 127.03722269 37.48093848, 127.03722294 37.48093826, 127.03722354 37.48093775, 127.03722675 37.48093505, 127.03722897 37.48093315, 127.0372314 37.48093112, 127.03723342 37.48092951, 127.03723539 37.48092793, 127.0372376 37.48092614, 127.03729937 37.48087856)))"
commercialdistrict_24,양재역 인근,981,44373.52217,"MultiPolygon (((127.03770798 37.48441179, 127.03771781 37.48438855, 127.03775383 37.48429393, 127.03779629 37.48418246, 127.03765121 37.48414818, 127.03743772 37.48409779, 127.03738774 37.484086, 127.03727297 37.48405891, 127.0372518 37.48405455, 127.03724165 37.4840691, 127.03718098 37.48415679, 127.03710279 37.4842698, 127.03702788 37.48437803, 127.03701136 37.48440188, 127.03697746 37.48438733, 127.03681823 37.48431692, 127.03668083 37.48425623, 127.03654761 37.48419725, 127.03643803 37.4841489, 127.0363194 37.48409641, 127.03619274 37.4840405, 127.03616311 37.48402735, 127.03602582 37.48396666, 127.03592676 37.4839229, 127.03582019 37.48387004, 127.03587673 37.48381615, 127.0359624 37.4837344, 127.03604806 37.48365284, 127.03612932 37.48357533, 127.03614164 37.48356361, 127.03623747 37.48347222, 127.03624907 37.48346111, 127.03643839 37.48328059, 127.03654578 37.48317813, 127.03663686 37.48309134, 127.03663175 37.48304647, 127.03659228 37.48302017, 127.03646821 37.48293759, 127.03622788 37.48277746, 127.03609519 37.48290399, 127.0359866 37.48300756, 127.03587788 37.4831112, 127.035707 37.48327416, 127.03557466 37.48340033, 127.03544221 37.4835266, 127.03536423 37.48360096, 127.03527721 37.48368396, 127.03523381 37.48372542, 127.0351046 37.48384861, 127.03504396 37.48390642, 127.03493714 37.48400824, 127.03488154 37.48406124, 127.03495249 37.4842106, 127.0350943 37.48450907, 127.03514292 37.48451581, 127.03517231 37.48451992, 127.03524582 37.4845302, 127.03557768 37.48457632, 127.03573983 37.48459889, 127.03581661 37.48460959, 127.03593194 37.48462559, 127.03641996 37.48469347, 127.03646531 37.48469977, 127.03655882 37.48471271, 127.03657216 37.4847146, 127.03664453 37.48472467, 127.03678677 37.48474445, 127.03683144 37.48475066, 127.03707092 37.48478392, 127.03722798 37.48480577, 127.03741478 37.48483175, 127.0374148 37.48483171, 127.03755829 37.48463358, 127.03763112 37.48453299, 127.0376924 37.48444838, 127.03770798 37.48441179)),((127.03229343 37.48448559, 127.03216329 37.48446751, 127.032058 37.48468234, 127.03197993 37.48484166, 127.03192096 37.4849624, 127.03186775 37.48507252, 127.03179986 37.4852131, 127.03174348 37.4853297, 127.03168722 37.48544612, 127.03163853 37.48554687, 127.03158001 37.48566807, 127.0316031 37.48570924, 127.03176548 37.48575839, 127.03179861 37.48576847, 127.03182046 37.48577509, 127.03185594 37.48578585, 127.03201586 37.48588618, 127.032201 37.48600245, 127.03227803 37.48607325, 127.03231502 37.48612288, 127.03240213 37.4862399, 127.03242849 37.48627539, 127.03253704 37.48629086, 127.03264198 37.48630579, 127.03270499 37.48631477, 127.03268039 37.48636619, 127.03282145 37.48638629, 127.03284596 37.48633484, 127.03295701 37.48610217, 127.03305936 37.48588788, 127.03307552 37.48585418, 127.03318803 37.48561836, 127.03331783 37.48534659, 127.03334291 37.48529414, 127.03342481 37.48512257, 127.03339856 37.48508581, 127.03329244 37.48493718, 127.03323656 37.4848588, 127.03315963 37.48475107, 127.03304468 37.48459, 127.03300737 37.48458532, 127.0328459 37.48456239, 127.03280135 37.48455618, 127.0326521 37.4845355, 127.0323736 37.48449674, 127.03229343 37.48448559)))"
commercialdistrict_25,양재역 인근,14088,2187.785364,"MultiPolygon (((127.03716182 37.48072679, 127.03710202 37.48062896, 127.03705625 37.48065159, 127.036726 37.48081357, 127.03642042 37.48096401, 127.03647058 37.48096953, 127.03668542 37.48103794, 127.03682677 37.48109286, 127.03691045 37.48112077, 127.03693308 37.48114599, 127.03703642 37.48115272, 127.03703935 37.48115323, 127.03704004 37.48115227, 127.03712885 37.4810472, 127.03714003 37.48103333, 127.03715031 37.48102057, 127.0371569 37.48101239, 127.03716337 37.48100435, 127.03716617 37.48100067, 127.03716778 37.48099846, 127.03716865 37.48099726, 127.03716939 37.48099625, 127.03716997 37.48099544, 127.0371727 37.48099178, 127.03717578 37.48098778, 127.03717718 37.48098595, 127.0371787 37.4809841, 127.03717999 37.48098251, 127.03718161 37.48098048, 127.03718269 37.4809792, 127.03718365 37.48097801, 127.03718486 37.48097665, 127.03718593 37.48097541, 127.03718676 37.48097444, 127.03718786 37.48097317, 127.03718981 37.48097093, 127.0371912 37.48096943, 127.03719274 37.48096778, 127.03719374 37.48096665, 127.0371966 37.48096356, 127.03719882 37.48096125, 127.03720076 37.48095925, 127.03720225 37.48095764, 127.0372038 37.48095613, 127.03720529 37.48095467, 127.03720772 37.48095226, 127.0372091 37.48095089, 127.03721065 37.48094946, 127.03721167 37.48094852, 127.03721377 37.48094654, 127.03721467 37.48094567, 127.0372155 37.48094492, 127.03721729 37.48094329, 127.03721957 37.48094129, 127.03722046 37.48094047, 127.03722155 37.48093951, 127.03722241 37.48093875, 127.0372227 37.48093848, 127.03722354 37.48093775, 127.03722675 37.48093505, 127.03722897 37.48093315, 127.0372314 37.48093112, 127.03723342 37.48092951, 127.03723539 37.48092793, 127.0372376 37.48092614, 127.03729937 37.48087855, 127.03718829 37.48074848, 127.03716182 37.48072679)))"
