uuid,name,lon,lat
theater_1,메가박스중앙(주) 센트럴 더부티크,127.0032242,37.5042121
theater_2,메가박스중앙(주) 강남,127.0265011,37.4980628
theater_3,CGV Salon 서초,127.025952,37.4889667
