area_use,area_supply,space,rooms,restrooms,entrance,management_fee_year,management_fee_summer,management_fee_winter,floor_plan_url,households,area_supply_pyeong,uuid,apartment_uuid
62.75,77.88,77K㎡,2,2,계단식,255666.0,270997.0,256841.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11458&ptpId=11,12,23,apartmenttype_138,apartment_1165010127
78.19,97.04,97L㎡,3,2,계단식,318574.0,337677.0,320039.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11458&ptpId=12,1,29,apartmenttype_139,apartment_1165010127
172.27,202.76,202㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=26687&ptpId=1,50,61,apartmenttype_140,apartment_1165010128
198.16,238.4,238A㎡,4,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=26687&ptpId=2,8,72,apartmenttype_141,apartment_1165010128
204.41,240.42,240B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=26687&ptpId=3,70,72,apartmenttype_142,apartment_1165010128
244.48,292.65,292㎡,4,4,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=26687&ptpId=4,2,88,apartmenttype_143,apartment_1165010128
25.48,38.91,38㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=1,22,11,apartmenttype_144,apartment_1165010129
27.99,42.27,42P1㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=2,1,12,apartmenttype_145,apartment_1165010129
29.28,44.39,44㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=3,23,13,apartmenttype_146,apartment_1165010129
33.65,50.53,50P2㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=4,1,15,apartmenttype_147,apartment_1165010129
34.59,52.03,52㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=5,23,15,apartmenttype_148,apartment_1165010129
35.37,52.87,52B㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=6,23,16,apartmenttype_149,apartment_1165010129
35.53,53.02,53A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=7,23,16,apartmenttype_150,apartment_1165010129
50.25,74.58,74P3㎡,2,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=8,1,22,apartmenttype_151,apartment_1165010129
51.53,77.44,77P4㎡,2,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=9,1,23,apartmenttype_152,apartment_1165010129
28.84,38.67,38A㎡,1,1,복도식,168747.0,177953.0,168200.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=1,130,11,apartmenttype_153,apartment_1165010130
29.6,39.69,39B㎡,1,1,복도식,173194.0,182643.0,172632.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=2,234,12,apartmenttype_154,apartment_1165010130
36.63,49.13,49C㎡,1,1,복도식,214328.0,226020.0,213633.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=3,20,14,apartmenttype_155,apartment_1165010130
37.67,50.51,50D㎡,1,1,복도식,220413.0,232438.0,219698.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=4,28,15,apartmenttype_156,apartment_1165010130
164.25,201.97,201A㎡,4,2,계단식,432542.0,457225.0,437611.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8649&ptpId=1,111,61,apartmenttype_157,apartment_1165010131
164.38,201.98,201B㎡,4,2,계단식,432884.0,457587.0,437958.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8649&ptpId=2,43,61,apartmenttype_158,apartment_1165010131
188.21,224.85,224㎡,5,2,계단식,495639.0,523923.0,501448.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8649&ptpId=3,45,68,apartmenttype_159,apartment_1165010131
164.96,185.43,185㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8760&ptpId=1,71,56,apartmenttype_160,apartment_1165010132
194.92,218.51,218㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8760&ptpId=2,65,66,apartmenttype_161,apartment_1165010132
75.49,94.56,94㎡,3,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=1,2,28,apartmenttype_162,apartment_1165010133
84.9,106.71,106B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=3,15,32,apartmenttype_163,apartment_1165010133
84.95,107.03,107C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=4,15,32,apartmenttype_164,apartment_1165010133
84.96,106.08,106A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=2,64,32,apartmenttype_165,apartment_1165010133
84.98,106.64,106D㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=5,11,32,apartmenttype_166,apartment_1165010133
97.64,121.76,121㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=6,14,36,apartmenttype_167,apartment_1165010133
114.65,143.07,143㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=7,24,43,apartmenttype_168,apartment_1165010133
59.94,83.92,83A㎡,3,1,계단식,172752.0,184946.0,169108.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=1,46,25,apartmenttype_169,apartment_1165010134
59.97,85.42,85B㎡,3,1,계단식,172839.0,185039.0,169192.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=2,55,25,apartmenttype_170,apartment_1165010134
84.97,110.78,110㎡,3,2,계단식,244891.0,262177.0,239724.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=3,135,33,apartmenttype_171,apartment_1165010134
108.28,137.19,137㎡,3,2,계단식,312072.0,334101.0,305488.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=5,20,41,apartmenttype_172,apartment_1165010134
121.48,151.55,151㎡,4,2,계단식,350116.0,374830.0,342729.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=6,50,45,apartmenttype_173,apartment_1165010134
124.79,158.64,158㎡,4,2,계단식,359656.0,385043.0,352068.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=7,40,48,apartmenttype_174,apartment_1165010134
148.56,187.42,187㎡,4,2,계단식,428163.0,458386.0,419129.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=8,40,56,apartmenttype_175,apartment_1165010134
164.46,210.7,210㎡,4,2,계단식,473988.0,507446.0,463988.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=9,30,63,apartmenttype_176,apartment_1165010134
51.35,65.64,65A㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=1,10,19,apartmenttype_177,apartment_1165010135
52.18,66.7,66B㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=2,8,20,apartmenttype_178,apartment_1165010135
55.47,70.91,70㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=3,2,21,apartmenttype_179,apartment_1165010135
56.22,71.87,71A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=4,8,21,apartmenttype_180,apartment_1165010135
56.34,72.02,72B㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=5,2,21,apartmenttype_181,apartment_1165010135
56.97,72.83,72C㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=6,8,22,apartmenttype_182,apartment_1165010135
59.37,75.89,75A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=7,8,22,apartmenttype_183,apartment_1165010135
60.12,76.85,76B㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=8,30,23,apartmenttype_184,apartment_1165010135
62.58,80.0,80㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=9,8,24,apartmenttype_185,apartment_1165010135
65.11,83.23,83㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=10,2,25,apartmenttype_186,apartment_1165010135
66.0,84.37,84㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=11,2,25,apartmenttype_187,apartment_1165010135
75.26,96.21,96㎡,2,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=12,10,29,apartmenttype_188,apartment_1165010135
77.86,99.53,99㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=13,2,30,apartmenttype_189,apartment_1165010135
84.15,107.57,107A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=14,2,32,apartmenttype_190,apartment_1165010135
84.45,107.96,107C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=18,4,32,apartmenttype_191,apartment_1165010135
84.83,108.44,108B㎡,2,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=15,4,32,apartmenttype_192,apartment_1165010135
84.96,108.61,108B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=17,2,32,apartmenttype_193,apartment_1165010135
84.85,106.41,106A㎡,3,2,계단식,229763.0,243553.0,228967.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8498&ptpId=1,13,32,apartmenttype_194,apartment_1165010136
84.94,105.93,105B㎡,3,2,계단식,230007.0,243812.0,229210.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8498&ptpId=2,103,32,apartmenttype_195,apartment_1165010136
124.67,156.43,156㎡,4,2,계단식,337590.0,357853.0,336420.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8498&ptpId=3,45,47,apartmenttype_196,apartment_1165010136
59.9,80.58,80C㎡,3,2,계단식,223694.0,223387.0,254604.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=2,3,24,apartmenttype_197,apartment_1165010138
59.97,80.75,80B㎡,3,2,계단식,223965.0,223657.0,254912.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=3,31,24,apartmenttype_198,apartment_1165010138
59.99,80.56,80A㎡,3,2,계단식,224026.0,223718.0,254981.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=1,58,24,apartmenttype_199,apartment_1165010138
84.91,109.43,109B㎡,3,2,계단식,317086.0,316651.0,360900.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=6,54,33,apartmenttype_200,apartment_1165010138
84.93,108.8,108A㎡,3,2,계단식,317172.0,316737.0,360998.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=5,110,32,apartmenttype_201,apartment_1165010138
126.62,156.58,156A㎡,4,3,계단식,472828.0,472178.0,538161.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=8,31,47,apartmenttype_202,apartment_1165010138
102.65,109.43,109㎡,3,1,계단식,289477.0,244740.0,374508.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=14,72,33,apartmenttype_203,apartment_1165010139
103.97,110.75,110E㎡,3,1,복도식,293199.0,247887.0,379324.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=8,6,33,apartmenttype_204,apartment_1165010139
105.85,111.72,111B㎡,3,1,복도식,298501.0,252369.0,386183.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=5,1,33,apartmenttype_205,apartment_1165010139
105.86,111.74,111A㎡,3,1,복도식,298529.0,252394.0,386220.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=1,142,33,apartmenttype_206,apartment_1165010139
106.41,112.29,112C㎡,3,1,복도식,300080.0,253705.0,388227.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=6,10,34,apartmenttype_207,apartment_1165010139
106.42,112.3,112F㎡,3,1,복도식,300108.0,253729.0,388263.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=9,1,34,apartmenttype_208,apartment_1165010139
106.96,112.84,112D㎡,3,1,복도식,301631.0,255016.0,390233.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=7,11,34,apartmenttype_209,apartment_1165010139
139.74,149.0,149㎡,4,2,계단식,394072.0,333171.0,509828.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=2,120,45,apartmenttype_210,apartment_1165010139
167.01,179.84,179B㎡,5,2,계단식,470974.0,398189.0,609319.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=10,36,54,apartmenttype_211,apartment_1165010139
167.04,179.83,179A㎡,5,2,계단식,471059.0,398260.0,609429.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=3,13,54,apartmenttype_212,apartment_1165010139
167.08,179.84,179C㎡,5,2,계단식,471171.0,398355.0,609575.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=15,3,54,apartmenttype_213,apartment_1165010139
175.04,199.3,199B㎡,6,2,계단식,493619.0,417334.0,638616.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=11,58,60,apartmenttype_214,apartment_1165010139
175.08,199.31,199A㎡,6,2,계단식,493732.0,417429.0,638762.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=4,5,60,apartmenttype_215,apartment_1165010139
175.11,199.28,199D㎡,6,2,계단식,493816.0,417501.0,638872.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=13,1,60,apartmenttype_216,apartment_1165010139
175.14,199.34,199㎡,6,2,계단식,493901.0,417572.0,638981.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=12,14,60,apartmenttype_217,apartment_1165010139
54.99,72.91,72㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=10,19,22,apartmenttype_218,apartment_1165010140
59.74,79.29,79B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=2,15,24,apartmenttype_219,apartment_1165010140
59.96,78.43,78A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=1,67,23,apartmenttype_220,apartment_1165010140
74.59,97.3,97A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=3,58,29,apartmenttype_221,apartment_1165010140
74.99,97.55,97B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=4,19,29,apartmenttype_222,apartment_1165010140
84.93,111.35,111C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=7,37,33,apartmenttype_223,apartment_1165010140
84.97,110.8,110A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=5,279,33,apartmenttype_224,apartment_1165010140
112.96,145.21,145㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=9,56,44,apartmenttype_225,apartment_1165010140
117.94,153.52,153㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=12,3,46,apartmenttype_226,apartment_1165010140
122.92,156.97,156㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=11,74,47,apartmenttype_227,apartment_1165010140
133.87,170.8,170㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=8,18,51,apartmenttype_228,apartment_1165010140
73.15,89.42,89㎡,3,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=1,284,27,apartmenttype_229,apartment_1165010201
84.58,100.98,100㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=2,317,30,apartmenttype_230,apartment_1165010201
84.88,101.38,101N㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=4,180,30,apartmenttype_231,apartment_1165010201
84.91,101.31,101S㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=5,13,30,apartmenttype_232,apartment_1165010201
84.69,102.54,102㎡,3,2,계단식,225731.0,234158.0,227706.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=505&ptpId=1,150,31,apartmenttype_233,apartment_1165010202
32.08,43.79,43㎡,1,1,복도식,127733.0,130061.0,131448.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=1,53,13,apartmenttype_234,apartment_1165010203
35.91,48.94,48㎡,1,1,복도식,142982.0,145589.0,147141.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=2,28,14,apartmenttype_235,apartment_1165010203
39.1,53.16,53㎡,1,1,복도식,155684.0,158522.0,160212.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=3,87,16,apartmenttype_236,apartment_1165010203
55.96,75.39,75㎡,2,1,복도식,222815.0,226877.0,229296.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=4,4,22,apartmenttype_237,apartment_1165010203
58.21,78.38,78㎡,2,1,복도식,231774.0,235999.0,238515.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=5,3,23,apartmenttype_238,apartment_1165010203
130.89,155.59,155㎡,4,2,계단식,427095.0,342150.0,554264.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=507&ptpId=1,412,47,apartmenttype_239,apartment_1165010301
77.14,96.98,96㎡,3,1,계단식,205733.0,216341.0,205419.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=508&ptpId=1,198,29,apartmenttype_240,apartment_1165010302
84.96,105.47,105㎡,3,2,계단식,226589.0,238272.0,226243.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=508&ptpId=2,132,31,apartmenttype_241,apartment_1165010302
59.98,78.93,78㎡,3,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=510&ptpId=1,252,23,apartmenttype_242,apartment_1165010303
52.47,73.06,73㎡,2,1,복도식,150335.0,155331.0,151215.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=509&ptpId=1,300,22,apartmenttype_243,apartment_1165010304
84.73,112.1,112F㎡,3,2,계단식,225092.0,241322.0,222571.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=2,21,33,apartmenttype_244,apartment_1165010305
84.78,110.25,110A㎡,3,2,계단식,225225.0,241464.0,222703.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=1,10,33,apartmenttype_245,apartment_1165010305
84.82,110.84,110E㎡,3,2,계단식,225331.0,241578.0,222808.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=3,35,33,apartmenttype_246,apartment_1165010305
114.71,148.68,148C㎡,4,2,계단식,304737.0,326709.0,301324.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=4,24,45,apartmenttype_247,apartment_1165010305
59.99,78.72,78A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103950&ptpId=1,13,23,apartmenttype_248,apartment_1165010306
84.73,112.2,112F㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103950&ptpId=3,12,34,apartmenttype_249,apartment_1165010306
84.82,110.93,110E㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103950&ptpId=2,12,33,apartmenttype_250,apartment_1165010306
84.61,113.55,113B㎡,3,2,계단식,166827.0,179633.0,169605.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=2,64,34,apartmenttype_251,apartment_1165010307
84.77,112.57,112A㎡,3,2,계단식,167143.0,179972.0,169926.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=1,48,34,apartmenttype_252,apartment_1165010307
84.84,112.06,112C㎡,3,2,계단식,167281.0,180121.0,170066.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=3,134,33,apartmenttype_253,apartment_1165010307
114.79,151.95,151F㎡,4,2,계단식,226334.0,243707.0,230103.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=4,152,46,apartmenttype_254,apartment_1165010307
84.61,117.32,117B㎡,3,2,계단식,194437.0,209057.0,193646.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=2,84,35,apartmenttype_255,apartment_1165010308
84.77,116.35,116A㎡,3,2,계단식,194804.0,209452.0,194012.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=1,54,35,apartmenttype_256,apartment_1165010308
84.84,115.84,115C㎡,3,2,계단식,194965.0,209625.0,194172.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=3,36,35,apartmenttype_257,apartment_1165010308
114.93,163.44,163D㎡,4,2,계단식,264113.0,283972.0,263039.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=4,3,49,apartmenttype_258,apartment_1165010308
59.99,85.73,85A㎡,3,2,계단식,195732.0,199330.0,196495.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103239&ptpId=1,64,25,apartmenttype_259,apartment_1165010309
84.77,120.25,120A㎡,3,2,계단식,276584.0,281668.0,277661.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103239&ptpId=2,32,36,apartmenttype_260,apartment_1165010309
59.99,81.93,81A㎡,3,2,계단식,145075.0,153738.0,149858.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105172&ptpId=1,30,24,apartmenttype_261,apartment_1165010310
84.77,114.89,114A㎡,3,2,계단식,205000.0,217243.0,211760.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105172&ptpId=2,30,34,apartmenttype_262,apartment_1165010310
114.95,154.45,154A㎡,4,2,계단식,277985.0,294586.0,287151.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105172&ptpId=3,30,46,apartmenttype_263,apartment_1165010310
114.98,155.53,155B㎡,4,2,계단식,278058.0,294663.0,287226.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105172&ptpId=4,17,47,apartmenttype_264,apartment_1165010310
101.01,129.95,129C-1㎡,3,2,계단식,259358.0,273494.0,261756.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103648&ptpId=4,69,39,apartmenttype_265,apartment_1165010311
