uuid,uuid_specialpurposearea,uuid_districtboundarydong
"1302",specialpurposearea_1302,districtboundarydong_11650107
"1303",specialpurposearea_1303,districtboundarydong_11650107
"1304",specialpurposearea_1304,districtboundarydong_11650107
"1305",specialpurposearea_1305,districtboundarydong_11650107
"1306",specialpurposearea_1306,districtboundarydong_11650107
"1307",specialpurposearea_1307,districtboundarydong_11650107
"1308",specialpurposearea_1308,districtboundarydong_11650107
"1309",specialpurposearea_1309,districtboundarydong_11650107
"1310",specialpurposearea_1310,districtboundarydong_11650107
"1311",specialpurposearea_1311,districtboundarydong_11650107
"1312",specialpurposearea_1312,districtboundarydong_11650107
"1313",specialpurposearea_1313,districtboundarydong_11650107
"1314",specialpurposearea_1314,districtboundarydong_11650107
"1315",specialpurposearea_1315,districtboundarydong_11650107
"1316",specialpurposearea_1316,districtboundarydong_11650107
"1317",specialpurposearea_1317,districtboundarydong_11650107
"1318",specialpurposearea_1318,districtboundarydong_11650107
"1319",specialpurposearea_1319,districtboundarydong_11650107
"1320",specialpurposearea_1320,districtboundarydong_11650107
"1321",specialpurposearea_1321,districtboundarydong_11650107
"1322",specialpurposearea_1322,districtboundarydong_11650107
"1323",specialpurposearea_1323,districtboundarydong_11650107
"1324",specialpurposearea_1324,districtboundarydong_11650107
"1325",specialpurposearea_1325,districtboundarydong_11650107
"1326",specialpurposearea_1326,districtboundarydong_11650107
"1327",specialpurposearea_1327,districtboundarydong_11650107
"1328",specialpurposearea_1328,districtboundarydong_11650107
"1329",specialpurposearea_1329,districtboundarydong_11650108
"1330",specialpurposearea_1330,districtboundarydong_11650107
"1331",specialpurposearea_1331,districtboundarydong_11650107
"1332",specialpurposearea_1332,districtboundarydong_11650107
"1333",specialpurposearea_1333,districtboundarydong_11650107
"1334",specialpurposearea_1334,districtboundarydong_11650107
"1335",specialpurposearea_1335,districtboundarydong_11650107
"1336",specialpurposearea_1336,districtboundarydong_11650107
"1337",specialpurposearea_1337,districtboundarydong_11650107
"1338",specialpurposearea_1338,districtboundarydong_11650107
"1339",specialpurposearea_1339,districtboundarydong_11650107
"1340",specialpurposearea_1340,districtboundarydong_11650107
"1341",specialpurposearea_1341,districtboundarydong_11650108
"1342",specialpurposearea_1342,districtboundarydong_11650107
"1343",specialpurposearea_1343,districtboundarydong_11650107
"1344",specialpurposearea_1344,districtboundarydong_11650107
"1345",specialpurposearea_1345,districtboundarydong_11650107
"1346",specialpurposearea_1346,districtboundarydong_11650107
"1347",specialpurposearea_1347,districtboundarydong_11650108
"1348",specialpurposearea_1348,districtboundarydong_11650108
"1349",specialpurposearea_1349,districtboundarydong_11650107
"1350",specialpurposearea_1350,districtboundarydong_11650107
"1351",specialpurposearea_1351,districtboundarydong_11650108
"1352",specialpurposearea_1352,districtboundarydong_11650108
"1353",specialpurposearea_1353,districtboundarydong_11650107
"1354",specialpurposearea_1354,districtboundarydong_11650107
"1355",specialpurposearea_1355,districtboundarydong_11650108
"1356",specialpurposearea_1356,districtboundarydong_11650107
"1357",specialpurposearea_1357,districtboundarydong_11650107
"1358",specialpurposearea_1358,districtboundarydong_11650108
"1359",specialpurposearea_1359,districtboundarydong_11650108
"1360",specialpurposearea_1360,districtboundarydong_11650107
"1361",specialpurposearea_1361,districtboundarydong_11650107
"1362",specialpurposearea_1362,districtboundarydong_11650108
"1363",specialpurposearea_1363,districtboundarydong_11650107
"1364",specialpurposearea_1364,districtboundarydong_11650107
"1365",specialpurposearea_1365,districtboundarydong_11650107
"1366",specialpurposearea_1366,districtboundarydong_11650107
"1367",specialpurposearea_1367,districtboundarydong_11650107
"1368",specialpurposearea_1368,districtboundarydong_11650107
"1369",specialpurposearea_1369,districtboundarydong_11650108
"1370",specialpurposearea_1370,districtboundarydong_11650108
"1371",specialpurposearea_1371,districtboundarydong_11650108
"1372",specialpurposearea_1372,districtboundarydong_11650107
"1373",specialpurposearea_1373,districtboundarydong_11650107
"1374",specialpurposearea_1374,districtboundarydong_11650107
"1375",specialpurposearea_1375,districtboundarydong_11650107
"1376",specialpurposearea_1376,districtboundarydong_11650108
"1377",specialpurposearea_1377,districtboundarydong_11650108
"1378",specialpurposearea_1378,districtboundarydong_11650108
"1379",specialpurposearea_1379,districtboundarydong_11650107
"1380",specialpurposearea_1380,districtboundarydong_11650107
"1381",specialpurposearea_1381,districtboundarydong_11650108
"1382",specialpurposearea_1382,districtboundarydong_11650108
"1383",specialpurposearea_1383,districtboundarydong_11650108
"1384",specialpurposearea_1384,districtboundarydong_11650107
"1385",specialpurposearea_1385,districtboundarydong_11650107
"1386",specialpurposearea_1386,districtboundarydong_11650107
"1387",specialpurposearea_1387,districtboundarydong_11650108
"1388",specialpurposearea_1388,districtboundarydong_11650107
"1389",specialpurposearea_1389,districtboundarydong_11650108
"1390",specialpurposearea_1390,districtboundarydong_11650107
"1391",specialpurposearea_1391,districtboundarydong_11650107
"1392",specialpurposearea_1392,districtboundarydong_11650107
"1393",specialpurposearea_1393,districtboundarydong_11650107
"1394",specialpurposearea_1394,districtboundarydong_11650108
"1395",specialpurposearea_1395,districtboundarydong_11650107
"1396",specialpurposearea_1396,districtboundarydong_11650108
"1397",specialpurposearea_1397,districtboundarydong_11650107
"1398",specialpurposearea_1398,districtboundarydong_11650107
"1399",specialpurposearea_1399,districtboundarydong_11650107
"1400",specialpurposearea_1400,districtboundarydong_11650107
"1401",specialpurposearea_1401,districtboundarydong_11650107
"1402",specialpurposearea_1402,districtboundarydong_11650108
"1403",specialpurposearea_1403,districtboundarydong_11650108
"1404",specialpurposearea_1404,districtboundarydong_11650107
"1405",specialpurposearea_1405,districtboundarydong_11650107
"1406",specialpurposearea_1406,districtboundarydong_11650107
"1407",specialpurposearea_1407,districtboundarydong_11650107
"1408",specialpurposearea_1408,districtboundarydong_11650108
"1409",specialpurposearea_1409,districtboundarydong_11650107
"1410",specialpurposearea_1410,districtboundarydong_11650107
"1411",specialpurposearea_1411,districtboundarydong_11650108
"1412",specialpurposearea_1412,districtboundarydong_11650107
"1413",specialpurposearea_1413,districtboundarydong_11650107
"1414",specialpurposearea_1414,districtboundarydong_11650107
"1415",specialpurposearea_1415,districtboundarydong_11650107
"1416",specialpurposearea_1416,districtboundarydong_11650107
"1417",specialpurposearea_1417,districtboundarydong_11650107
"1418",specialpurposearea_1418,districtboundarydong_11650107
"1419",specialpurposearea_1419,districtboundarydong_11650107
"1420",specialpurposearea_1420,districtboundarydong_11650107
"1421",specialpurposearea_1421,districtboundarydong_11650107
"1422",specialpurposearea_1422,districtboundarydong_11650107
"1423",specialpurposearea_1423,districtboundarydong_11650107
"1424",specialpurposearea_1424,districtboundarydong_11650107
"1425",specialpurposearea_1425,districtboundarydong_11650107
"1426",specialpurposearea_1426,districtboundarydong_11650107
"1427",specialpurposearea_1427,districtboundarydong_11650107
"1428",specialpurposearea_1428,districtboundarydong_11650107
"1429",specialpurposearea_1429,districtboundarydong_11650107
"1430",specialpurposearea_1430,districtboundarydong_11650107
"1431",specialpurposearea_1431,districtboundarydong_11650108
"1432",specialpurposearea_1432,districtboundarydong_11650108
"1433",specialpurposearea_1433,districtboundarydong_11650108
"1434",specialpurposearea_1434,districtboundarydong_11650108
"1435",specialpurposearea_1435,districtboundarydong_11650108
"1436",specialpurposearea_1436,districtboundarydong_11650108
"1437",specialpurposearea_1437,districtboundarydong_11650108
"1438",specialpurposearea_1438,districtboundarydong_11650108
"1439",specialpurposearea_1439,districtboundarydong_11650108
"1440",specialpurposearea_1440,districtboundarydong_11650108
"1441",specialpurposearea_1441,districtboundarydong_11650108
"1442",specialpurposearea_1442,districtboundarydong_11650108
"1443",specialpurposearea_1443,districtboundarydong_11650108
"1444",specialpurposearea_1444,districtboundarydong_11650108
"1445",specialpurposearea_1445,districtboundarydong_11650108
"1446",specialpurposearea_1446,districtboundarydong_11650108
"1447",specialpurposearea_1447,districtboundarydong_11650108
"1448",specialpurposearea_1448,districtboundarydong_11650106
"1449",specialpurposearea_1449,districtboundarydong_11650108
"1450",specialpurposearea_1450,districtboundarydong_11650107
"1451",specialpurposearea_1451,districtboundarydong_11650107
"1452",specialpurposearea_1452,districtboundarydong_11650108
"1453",specialpurposearea_1453,districtboundarydong_11650108
"1454",specialpurposearea_1454,districtboundarydong_11650108
"1455",specialpurposearea_1455,districtboundarydong_11650107
"1456",specialpurposearea_1456,districtboundarydong_11650108
"1457",specialpurposearea_1457,districtboundarydong_11650107
"1458",specialpurposearea_1458,districtboundarydong_11650107
"1459",specialpurposearea_1459,districtboundarydong_11650107
"1460",specialpurposearea_1460,districtboundarydong_11650108
"1461",specialpurposearea_1461,districtboundarydong_11650108
"1462",specialpurposearea_1462,districtboundarydong_11650107
"1463",specialpurposearea_1463,districtboundarydong_11650107
"1464",specialpurposearea_1464,districtboundarydong_11650107
"1465",specialpurposearea_1465,districtboundarydong_11650108
"1466",specialpurposearea_1466,districtboundarydong_11650107
"1467",specialpurposearea_1467,districtboundarydong_11650108
"1468",specialpurposearea_1468,districtboundarydong_11650107
"1469",specialpurposearea_1469,districtboundarydong_11650108
"1470",specialpurposearea_1470,districtboundarydong_11650108
"1471",specialpurposearea_1471,districtboundarydong_11650107
"1472",specialpurposearea_1472,districtboundarydong_11650108
"1473",specialpurposearea_1473,districtboundarydong_11650108
"1474",specialpurposearea_1474,districtboundarydong_11650107
"1475",specialpurposearea_1475,districtboundarydong_11650107
"1476",specialpurposearea_1476,districtboundarydong_11650107
"1477",specialpurposearea_1477,districtboundarydong_11650108
"1478",specialpurposearea_1478,districtboundarydong_11650108
"1479",specialpurposearea_1479,districtboundarydong_11650108
"1480",specialpurposearea_1480,districtboundarydong_11650108
"1481",specialpurposearea_1481,districtboundarydong_11650107
"1482",specialpurposearea_1482,districtboundarydong_11650107
"1483",specialpurposearea_1483,districtboundarydong_11650108
"1484",specialpurposearea_1484,districtboundarydong_11650108
"1485",specialpurposearea_1485,districtboundarydong_11650108
"1486",specialpurposearea_1486,districtboundarydong_11650107
"1487",specialpurposearea_1487,districtboundarydong_11650108
"1488",specialpurposearea_1488,districtboundarydong_11650107
"1489",specialpurposearea_1489,districtboundarydong_11650108
"1490",specialpurposearea_1490,districtboundarydong_11650108
"1491",specialpurposearea_1491,districtboundarydong_11650108
"1492",specialpurposearea_1492,districtboundarydong_11650108
"1493",specialpurposearea_1493,districtboundarydong_11650108
"1494",specialpurposearea_1494,districtboundarydong_11650107
"1495",specialpurposearea_1495,districtboundarydong_11650107
"1496",specialpurposearea_1496,districtboundarydong_11650108
"1497",specialpurposearea_1497,districtboundarydong_11650108
"1498",specialpurposearea_1498,districtboundarydong_11650108
"1499",specialpurposearea_1499,districtboundarydong_11650108
"1500",specialpurposearea_1500,districtboundarydong_11650108
"1501",specialpurposearea_1501,districtboundarydong_11650107
"1502",specialpurposearea_1502,districtboundarydong_11650108
"1503",specialpurposearea_1503,districtboundarydong_11650107
"1504",specialpurposearea_1504,districtboundarydong_11650107
"1505",specialpurposearea_1505,districtboundarydong_11650108
"1506",specialpurposearea_1506,districtboundarydong_11650108
"1507",specialpurposearea_1507,districtboundarydong_11650108
"1508",specialpurposearea_1508,districtboundarydong_11650108
"1509",specialpurposearea_1509,districtboundarydong_11650107
"1510",specialpurposearea_1510,districtboundarydong_11650108
"1511",specialpurposearea_1511,districtboundarydong_11650108
"1512",specialpurposearea_1512,districtboundarydong_11650107
"1513",specialpurposearea_1513,districtboundarydong_11650108
"1514",specialpurposearea_1514,districtboundarydong_11650107
"1515",specialpurposearea_1515,districtboundarydong_11650108
"1516",specialpurposearea_1516,districtboundarydong_11650108
"1517",specialpurposearea_1517,districtboundarydong_11650108
"1518",specialpurposearea_1518,districtboundarydong_11650108
"1519",specialpurposearea_1519,districtboundarydong_11650108
"1520",specialpurposearea_1520,districtboundarydong_11650107
"1521",specialpurposearea_1521,districtboundarydong_11650107
"1522",specialpurposearea_1522,districtboundarydong_11650107
"1523",specialpurposearea_1523,districtboundarydong_11650108
"1524",specialpurposearea_1524,districtboundarydong_11650107
"1525",specialpurposearea_1525,districtboundarydong_11650107
"1526",specialpurposearea_1526,districtboundarydong_11650108
"1527",specialpurposearea_1527,districtboundarydong_11650108
"1528",specialpurposearea_1528,districtboundarydong_11650107
"1529",specialpurposearea_1529,districtboundarydong_11650107
"1530",specialpurposearea_1530,districtboundarydong_11650108
"1531",specialpurposearea_1531,districtboundarydong_11650108
"1532",specialpurposearea_1532,districtboundarydong_11650107
"1533",specialpurposearea_1533,districtboundarydong_11650107
"1534",specialpurposearea_1534,districtboundarydong_11650108
"1535",specialpurposearea_1535,districtboundarydong_11650108
"1536",specialpurposearea_1536,districtboundarydong_11650108
"1537",specialpurposearea_1537,districtboundarydong_11650108
"1538",specialpurposearea_1538,districtboundarydong_11650108
"1539",specialpurposearea_1539,districtboundarydong_11650108
"1540",specialpurposearea_1540,districtboundarydong_11650107
"1541",specialpurposearea_1541,districtboundarydong_11650108
"1542",specialpurposearea_1542,districtboundarydong_11650107
"1543",specialpurposearea_1543,districtboundarydong_11650108
"1544",specialpurposearea_1544,districtboundarydong_11650108
"1545",specialpurposearea_1545,districtboundarydong_11650108
"1546",specialpurposearea_1546,districtboundarydong_11650108
"1547",specialpurposearea_1547,districtboundarydong_11650107
"1548",specialpurposearea_1548,districtboundarydong_11650108
"1549",specialpurposearea_1549,districtboundarydong_11650107
"1550",specialpurposearea_1550,districtboundarydong_11650108
"1551",specialpurposearea_1551,districtboundarydong_11650107
"1552",specialpurposearea_1552,districtboundarydong_11650107
"1553",specialpurposearea_1553,districtboundarydong_11650108
"1554",specialpurposearea_1554,districtboundarydong_11650107
"1555",specialpurposearea_1555,districtboundarydong_11650108
"1556",specialpurposearea_1556,districtboundarydong_11650108
"1557",specialpurposearea_1557,districtboundarydong_11650107
"1558",specialpurposearea_1558,districtboundarydong_11650108
"1559",specialpurposearea_1559,districtboundarydong_11650108
"1560",specialpurposearea_1560,districtboundarydong_11650108
"1561",specialpurposearea_1561,districtboundarydong_11650108
"1562",specialpurposearea_1562,districtboundarydong_11650108
"1563",specialpurposearea_1563,districtboundarydong_11650108
"1564",specialpurposearea_1564,districtboundarydong_11650108
"1565",specialpurposearea_1565,districtboundarydong_11650108
"1566",specialpurposearea_1566,districtboundarydong_11650108
"1567",specialpurposearea_1567,districtboundarydong_11650107
"1568",specialpurposearea_1568,districtboundarydong_11650108
"1569",specialpurposearea_1569,districtboundarydong_11650107
"1570",specialpurposearea_1570,districtboundarydong_11650108
"1571",specialpurposearea_1571,districtboundarydong_11650108
"1572",specialpurposearea_1572,districtboundarydong_11650108
"1573",specialpurposearea_1573,districtboundarydong_11650107
"1574",specialpurposearea_1574,districtboundarydong_11650108
"1575",specialpurposearea_1575,districtboundarydong_11650108
"1576",specialpurposearea_1576,districtboundarydong_11650108
"1577",specialpurposearea_1577,districtboundarydong_11650108
"1578",specialpurposearea_1578,districtboundarydong_11650108
"1579",specialpurposearea_1579,districtboundarydong_11650108
"1580",specialpurposearea_1580,districtboundarydong_11650108
"1581",specialpurposearea_1581,districtboundarydong_11650108
"1582",specialpurposearea_1582,districtboundarydong_11650108
"1583",specialpurposearea_1583,districtboundarydong_11650108
"1584",specialpurposearea_1584,districtboundarydong_11650108
"1585",specialpurposearea_1585,districtboundarydong_11650108
"1586",specialpurposearea_1586,districtboundarydong_11650108
"1587",specialpurposearea_1587,districtboundarydong_11650107
"1588",specialpurposearea_1588,districtboundarydong_11650107
"1589",specialpurposearea_1589,districtboundarydong_11650108
"1590",specialpurposearea_1590,districtboundarydong_11650108
"1591",specialpurposearea_1591,districtboundarydong_11650107
"1592",specialpurposearea_1592,districtboundarydong_11650108
"1593",specialpurposearea_1593,districtboundarydong_11650108
"1594",specialpurposearea_1594,districtboundarydong_11650108
"1595",specialpurposearea_1595,districtboundarydong_11650108
"1596",specialpurposearea_1596,districtboundarydong_11650108
"1597",specialpurposearea_1597,districtboundarydong_11650108
"1598",specialpurposearea_1598,districtboundarydong_11650108
"1599",specialpurposearea_1599,districtboundarydong_11650108
"1600",specialpurposearea_1600,districtboundarydong_11650108
"1601",specialpurposearea_1601,districtboundarydong_11650108
"1602",specialpurposearea_1602,districtboundarydong_11650108
"1603",specialpurposearea_1603,districtboundarydong_11650108
"1604",specialpurposearea_1604,districtboundarydong_11650108
"1605",specialpurposearea_1605,districtboundarydong_11650108
"1606",specialpurposearea_1606,districtboundarydong_11650108
"1607",specialpurposearea_1607,districtboundarydong_11650108
"1608",specialpurposearea_1608,districtboundarydong_11650108
"1609",specialpurposearea_1609,districtboundarydong_11650108
"1610",specialpurposearea_1610,districtboundarydong_11650108
"1611",specialpurposearea_1611,districtboundarydong_11650108
"1612",specialpurposearea_1612,districtboundarydong_11650108
"1613",specialpurposearea_1613,districtboundarydong_11650108
"1614",specialpurposearea_1614,districtboundarydong_11650108
"1615",specialpurposearea_1615,districtboundarydong_11650108
"1616",specialpurposearea_1616,districtboundarydong_11650108
"1617",specialpurposearea_1617,districtboundarydong_11650108
"1618",specialpurposearea_1618,districtboundarydong_11650108
"1619",specialpurposearea_1619,districtboundarydong_11650108
"1620",specialpurposearea_1620,districtboundarydong_11650108
"1621",specialpurposearea_1621,districtboundarydong_11650108
"1622",specialpurposearea_1622,districtboundarydong_11650108
"1623",specialpurposearea_1623,districtboundarydong_11650108
"1624",specialpurposearea_1624,districtboundarydong_11650108
"1625",specialpurposearea_1625,districtboundarydong_11650108
"1626",specialpurposearea_1626,districtboundarydong_11650108
"1627",specialpurposearea_1627,districtboundarydong_11650108
"1628",specialpurposearea_1628,districtboundarydong_11650108
"1629",specialpurposearea_1629,districtboundarydong_11650108
"1630",specialpurposearea_1630,districtboundarydong_11650108
"1631",specialpurposearea_1631,districtboundarydong_11650108
"1632",specialpurposearea_1632,districtboundarydong_11650108
"1633",specialpurposearea_1633,districtboundarydong_11650108
"1634",specialpurposearea_1634,districtboundarydong_11650107
"1635",specialpurposearea_1635,districtboundarydong_11650108
"1636",specialpurposearea_1636,districtboundarydong_11650108
"1637",specialpurposearea_1637,districtboundarydong_11650108
"1638",specialpurposearea_1638,districtboundarydong_11650108
"1639",specialpurposearea_1639,districtboundarydong_11650108
"1640",specialpurposearea_1640,districtboundarydong_11650108
"1641",specialpurposearea_1641,districtboundarydong_11650108
"1642",specialpurposearea_1642,districtboundarydong_11650107
"1643",specialpurposearea_1643,districtboundarydong_11650108
"1644",specialpurposearea_1644,districtboundarydong_11650108
"1645",specialpurposearea_1645,districtboundarydong_11650108
"1646",specialpurposearea_1646,districtboundarydong_11650108
"1647",specialpurposearea_1647,districtboundarydong_11650108
"1648",specialpurposearea_1648,districtboundarydong_11650108
"1649",specialpurposearea_1649,districtboundarydong_11650108
"1650",specialpurposearea_1650,districtboundarydong_11650108
"1651",specialpurposearea_1651,districtboundarydong_11650108
"1652",specialpurposearea_1652,districtboundarydong_11650108
"1653",specialpurposearea_1653,districtboundarydong_11650108
"1654",specialpurposearea_1654,districtboundarydong_11650108
"1655",specialpurposearea_1655,districtboundarydong_11650108
"1656",specialpurposearea_1656,districtboundarydong_11650108
"1657",specialpurposearea_1657,districtboundarydong_11650108
"1658",specialpurposearea_1658,districtboundarydong_11650108
"1659",specialpurposearea_1659,districtboundarydong_11650108
"1660",specialpurposearea_1660,districtboundarydong_11650108
"1661",specialpurposearea_1661,districtboundarydong_11650108
"1662",specialpurposearea_1662,districtboundarydong_11650108
"1663",specialpurposearea_1663,districtboundarydong_11650108
"1664",specialpurposearea_1664,districtboundarydong_11650108
"1665",specialpurposearea_1665,districtboundarydong_11650108
"1666",specialpurposearea_1666,districtboundarydong_11650108
"1667",specialpurposearea_1667,districtboundarydong_11650108
"1668",specialpurposearea_1668,districtboundarydong_11650108
"1669",specialpurposearea_1669,districtboundarydong_11650108
"1670",specialpurposearea_1670,districtboundarydong_11650108
"1671",specialpurposearea_1671,districtboundarydong_11650108
"1672",specialpurposearea_1672,districtboundarydong_11650108
"1673",specialpurposearea_1673,districtboundarydong_11650108
"1674",specialpurposearea_1674,districtboundarydong_11650108
"1675",specialpurposearea_1675,districtboundarydong_11650108
"1676",specialpurposearea_1676,districtboundarydong_11650108
"1677",specialpurposearea_1677,districtboundarydong_11650108
"1678",specialpurposearea_1678,districtboundarydong_11650108
"1679",specialpurposearea_1679,districtboundarydong_11650108
"1680",specialpurposearea_1680,districtboundarydong_11650108
"1681",specialpurposearea_1681,districtboundarydong_11650108
"1682",specialpurposearea_1682,districtboundarydong_11650108
"1683",specialpurposearea_1683,districtboundarydong_11650108
"1684",specialpurposearea_1684,districtboundarydong_11650108
"1685",specialpurposearea_1685,districtboundarydong_11650108
"1686",specialpurposearea_1686,districtboundarydong_11650108
"1687",specialpurposearea_1687,districtboundarydong_11650108
"1688",specialpurposearea_1688,districtboundarydong_11650108
"1689",specialpurposearea_1689,districtboundarydong_11650108
"1690",specialpurposearea_1690,districtboundarydong_11650108
"1691",specialpurposearea_1691,districtboundarydong_11650108
"1692",specialpurposearea_1692,districtboundarydong_11650108
"1693",specialpurposearea_1693,districtboundarydong_11650108
"1694",specialpurposearea_1694,districtboundarydong_11650108
"1695",specialpurposearea_1695,districtboundarydong_11650108
"1696",specialpurposearea_1696,districtboundarydong_11650108
"1697",specialpurposearea_1697,districtboundarydong_11650108
"1698",specialpurposearea_1698,districtboundarydong_11650108
"1699",specialpurposearea_1699,districtboundarydong_11650108
"1700",specialpurposearea_1700,districtboundarydong_11650108
"1701",specialpurposearea_1701,districtboundarydong_11650108
"1702",specialpurposearea_1702,districtboundarydong_11650108
"1703",specialpurposearea_1703,districtboundarydong_11650108
"1704",specialpurposearea_1704,districtboundarydong_11650108
"1705",specialpurposearea_1705,districtboundarydong_11650108
"1706",specialpurposearea_1706,districtboundarydong_11650108
"1707",specialpurposearea_1707,districtboundarydong_11650108
"1708",specialpurposearea_1708,districtboundarydong_11650108
"1709",specialpurposearea_1709,districtboundarydong_11650108
"1710",specialpurposearea_1710,districtboundarydong_11650108
"1711",specialpurposearea_1711,districtboundarydong_11650108
"1712",specialpurposearea_1712,districtboundarydong_11650108
"1713",specialpurposearea_1713,districtboundarydong_11650108
"1714",specialpurposearea_1714,districtboundarydong_11650108
"1715",specialpurposearea_1715,districtboundarydong_11650108
"1716",specialpurposearea_1716,districtboundarydong_11650108
"1717",specialpurposearea_1717,districtboundarydong_11650108
"1718",specialpurposearea_1718,districtboundarydong_11650108
"1719",specialpurposearea_1719,districtboundarydong_11650108
"1720",specialpurposearea_1720,districtboundarydong_11650108
"1721",specialpurposearea_1721,districtboundarydong_11650108
"1722",specialpurposearea_1722,districtboundarydong_11650108
"1723",specialpurposearea_1723,districtboundarydong_11650108
"1724",specialpurposearea_1724,districtboundarydong_11650108
"1725",specialpurposearea_1725,districtboundarydong_11650108
"1726",specialpurposearea_1726,districtboundarydong_11650108
"1727",specialpurposearea_1727,districtboundarydong_11650108
"1728",specialpurposearea_1728,districtboundarydong_11650108
"1729",specialpurposearea_1729,districtboundarydong_11650108
"1730",specialpurposearea_1730,districtboundarydong_11650108
"1731",specialpurposearea_1731,districtboundarydong_11650108
"1732",specialpurposearea_1732,districtboundarydong_11650108
"1733",specialpurposearea_1733,districtboundarydong_11650108
"1734",specialpurposearea_1734,districtboundarydong_11650108
"1735",specialpurposearea_1735,districtboundarydong_11650108
"1736",specialpurposearea_1736,districtboundarydong_11650108
"1737",specialpurposearea_1737,districtboundarydong_11650108
"1738",specialpurposearea_1738,districtboundarydong_11650108
"1739",specialpurposearea_1739,districtboundarydong_11650108
"1740",specialpurposearea_1740,districtboundarydong_11650108
"1741",specialpurposearea_1741,districtboundarydong_11650108
"1742",specialpurposearea_1742,districtboundarydong_11650108
"1743",specialpurposearea_1743,districtboundarydong_11650108
"1744",specialpurposearea_1744,districtboundarydong_11650108
"1745",specialpurposearea_1745,districtboundarydong_11650108
"1746",specialpurposearea_1746,districtboundarydong_11650108
"1747",specialpurposearea_1747,districtboundarydong_11650108
"1748",specialpurposearea_1748,districtboundarydong_11650108
"1749",specialpurposearea_1749,districtboundarydong_11650108
"1750",specialpurposearea_1750,districtboundarydong_11650108
"1751",specialpurposearea_1751,districtboundarydong_11650108
"1752",specialpurposearea_1752,districtboundarydong_11650108
"1753",specialpurposearea_1753,districtboundarydong_11650108
"1754",specialpurposearea_1754,districtboundarydong_11650108
"1755",specialpurposearea_1755,districtboundarydong_11650108
"1756",specialpurposearea_1756,districtboundarydong_11650108
"1757",specialpurposearea_1757,districtboundarydong_11650108
"1758",specialpurposearea_1758,districtboundarydong_11650108
"1759",specialpurposearea_1759,districtboundarydong_11650108
"1760",specialpurposearea_1760,districtboundarydong_11650108
"1761",specialpurposearea_1761,districtboundarydong_11650108
"1762",specialpurposearea_1762,districtboundarydong_11650108
"1763",specialpurposearea_1763,districtboundarydong_11650108
"1764",specialpurposearea_1764,districtboundarydong_11650108
"1765",specialpurposearea_1765,districtboundarydong_11650101
"1766",specialpurposearea_1766,districtboundarydong_11650108
"1767",specialpurposearea_1767,districtboundarydong_11650108
"1768",specialpurposearea_1768,districtboundarydong_11650108
"1769",specialpurposearea_1769,districtboundarydong_11650108
"1770",specialpurposearea_1770,districtboundarydong_11650108
"1771",specialpurposearea_1771,districtboundarydong_11650108
"1772",specialpurposearea_1772,districtboundarydong_11650108
"1773",specialpurposearea_1773,districtboundarydong_11650108
"1774",specialpurposearea_1774,districtboundarydong_11650108
"1775",specialpurposearea_1775,districtboundarydong_11650108
"1776",specialpurposearea_1776,districtboundarydong_11650108
"1777",specialpurposearea_1777,districtboundarydong_11650108
"1778",specialpurposearea_1778,districtboundarydong_11650108
"1779",specialpurposearea_1779,districtboundarydong_11650108
"1780",specialpurposearea_1780,districtboundarydong_11650108
"1781",specialpurposearea_1781,districtboundarydong_11650108
"1782",specialpurposearea_1782,districtboundarydong_11650108
"1783",specialpurposearea_1783,districtboundarydong_11650108
"1784",specialpurposearea_1784,districtboundarydong_11650108
"1785",specialpurposearea_1785,districtboundarydong_11650108
"1786",specialpurposearea_1786,districtboundarydong_11650108
"1787",specialpurposearea_1787,districtboundarydong_11650108
"1788",specialpurposearea_1788,districtboundarydong_11650108
"1789",specialpurposearea_1789,districtboundarydong_11650108
"1790",specialpurposearea_1790,districtboundarydong_11650108
"1791",specialpurposearea_1791,districtboundarydong_11650108
"1792",specialpurposearea_1792,districtboundarydong_11650108
"1793",specialpurposearea_1793,districtboundarydong_11650108
"1794",specialpurposearea_1794,districtboundarydong_11650108
"1795",specialpurposearea_1795,districtboundarydong_11650108
"1796",specialpurposearea_1796,districtboundarydong_11650108
"1797",specialpurposearea_1797,districtboundarydong_11650101
"1798",specialpurposearea_1798,districtboundarydong_11650108
"1799",specialpurposearea_1799,districtboundarydong_11650108
"1800",specialpurposearea_1800,districtboundarydong_11650108
"1801",specialpurposearea_1801,districtboundarydong_11650108
"1802",specialpurposearea_1802,districtboundarydong_11650108
"1803",specialpurposearea_1803,districtboundarydong_11650108
"1804",specialpurposearea_1804,districtboundarydong_11650108
"1805",specialpurposearea_1805,districtboundarydong_11650108
"1806",specialpurposearea_1806,districtboundarydong_11650108
"1807",specialpurposearea_1807,districtboundarydong_11650108
"1808",specialpurposearea_1808,districtboundarydong_11650108
"1809",specialpurposearea_1809,districtboundarydong_11650108
"1810",specialpurposearea_1810,districtboundarydong_11650108
"1811",specialpurposearea_1811,districtboundarydong_11650108
"1812",specialpurposearea_1812,districtboundarydong_11650108
"1813",specialpurposearea_1813,districtboundarydong_11650108
"1814",specialpurposearea_1814,districtboundarydong_11650108
"1815",specialpurposearea_1815,districtboundarydong_11650108
"1816",specialpurposearea_1816,districtboundarydong_11650108
"1817",specialpurposearea_1817,districtboundarydong_11650108
"1818",specialpurposearea_1818,districtboundarydong_11650108
