uuid,name,lon,lat
convention_1,PLENTY CONVENTION,127.0055284,37.5001768
convention_2,ABCC 아시아비즈니스컨벤션센터,127.0094869,37.490749
convention_3,더케이호텔서울컨벤션센터,127.032646,37.46618
convention_4,한국교총MW컨벤션,127.0289592,37.4654289
convention_5,aT센터,127.0403435,37.4662427
convention_6,한국컨퍼런스센터,127.0280393,37.4945614
